timestamp,lat_accel,lat_accel_ff,bearing_feas,bearing_feas_on_track,signed_track_error,track_error_bound,airspeed_ref,bearing,heading_ref,min_ground_speed_ref,adapted_period,p_gain,time_const,can_run_factor,wind_est_valid
1002092,0.0,0.0,1.0,1.0,0.0,212.13,15.0,0.0,0.0,0.0,10.0,0.8885,7.071,0.0,0
100365810,0.115303144,0.0,1.0,1.0,49.99031,49.94873,6.6907015,-1.505985,-1.3234081,5.0,10.0,0.87964594,7.0,1.0,1
100385433,0.12867618,0.0,1.0,1.0,49.85228,49.924946,6.7109675,-1.5050807,-1.3230324,5.0,10.0,0.87964594,7.0,1.0,1
100464320,0.3004595,0.0,1.0,1.0,49.308865,48.979908,6.7923274,-1.5171064,-1.3378607,5.0,10.0,0.87964594,7.0,1.0,1
100562919,0.3200362,0.0,1.0,1.0,48.622585,49.755028,6.8937283,-1.5375581,-1.3591486,5.0,10.0,0.87964594,7.0,1.0,1
100661391,0.19731557,0.0,1.0,1.0,47.94041,48.920105,6.996034,-1.5476826,-1.3702289,5.0,10.0,0.87964594,7.0,1.0,1
100759945,0.31554392,0.0,1.0,1.0,47.278263,47.056717,7.0964546,-1.5578212,-1.3835062,5.0,10.0,0.87964594,7.0,1.0,1
100858544,0.3335056,0.0,1.0,1.0,46.62633,48.12571,7.198039,-1.568936,-1.3952539,5.0,10.0,0.87964594,7.0,1.0,1
100966969,0.20726721,0.0,1.0,1.0,45.906044,47.678394,7.2013483,-1.5776067,-1.4021366,5.0,10.0,0.87964594,7.0,1.0,1
101065495,0.2854162,0.0,1.0,1.0,45.26308,46.171112,7.201348,-1.5862805,-1.4113708,5.0,10.0,0.87964594,7.0,1.0,1
101164016,0.32952878,0.0,1.0,1.0,44.626274,47.436165,7.201348,-1.5901022,-1.4130018,5.0,10.0,0.87964594,7.0,1.0,1
101262644,0.22391717,0.0,1.0,1.0,43.983032,47.127518,7.2024546,-1.595121,-1.4182162,5.0,10.0,0.87964594,7.0,1.0,1
101361364,0.25423634,0.0,1.0,1.0,43.34533,45.504417,7.201275,-1.6043886,-1.42569,5.0,10.0,0.87964594,7.0,1.0,1
101459733,0.28755093,0.0,1.0,1.0,42.712402,47.40705,7.2027125,-1.5987403,-1.4176557,5.0,10.0,0.87964594,7.0,1.0,1
101558244,0.18456419,0.0,1.0,1.0,42.06419,47.1097,7.201293,-1.5999653,-1.4192406,5.0,10.0,0.87964594,7.0,1.0,1
101666695,0.24655274,0.0,1.0,1.0,41.356213,46.74763,7.202362,-1.6003594,-1.4179128,5.0,10.0,0.87964594,7.0,1.0,1
101765223,0.38696828,0.0,1.0,1.0,40.687897,49.435436,7.202686,-1.5748652,-1.3891218,5.0,10.0,0.87964594,7.0,1.0,1
101863810,0.34902826,0.0,1.0,1.0,40.005302,49.354984,7.201099,-1.5691668,-1.3833057,5.0,10.0,0.87964594,7.0,1.0,1
101962311,0.3748115,0.0,1.0,1.0,39.335915,48.087677,7.202491,-1.5753363,-1.3888758,5.0,10.0,0.87964594,7.0,1.0,1
102061057,0.54293203,0.0,1.0,1.0,38.646572,49.955925,7.2024355,-1.5484811,-1.3605126,5.0,10.0,0.87964594,7.0,1.0,1
102159454,0.558551,0.0,1.0,1.0,37.948013,49.618187,7.2022886,-1.5428702,-1.3535771,5.0,10.0,0.87964594,7.0,1.0,1
102257984,0.7005671,0.0,1.0,1.0,37.277645,50.20571,7.202491,-1.5265988,-1.3369246,5.0,10.0,0.87964594,7.0,1.0,1
102366418,0.7718329,0.0022106066,1.0,1.0,36.5092,50.956074,7.2022977,-1.5049417,-1.3142759,5.0,10.0,0.87964594,7.0,1.0,1
102464984,0.8029993,0.0,1.0,1.0,35.80717,50.078278,7.202307,-1.5038794,-1.3127735,5.0,10.0,0.87964594,7.0,1.0,1
102563505,1.109166,0.0,1.0,1.0,35.089447,52.249958,7.2024913,-1.462573,-1.269476,5.0,10.0,0.87964594,7.0,1.0,1
102662071,1.20356,0.003033495,1.0,1.0,34.35636,52.34031,7.2021594,-1.4467245,-1.2531527,5.0,10.0,0.87964594,7.0,1.0,1
102760865,1.1475294,0.0,1.0,1.0,33.641567,51.118267,7.2021503,-1.4492012,-1.2549598,5.0,10.0,0.87964594,7.0,1.0,1
102859262,1.1939914,0.029077984,1.0,1.0,32.91832,51.317825,7.2022605,-1.4310207,-1.2355103,5.0,10.0,0.87964594,7.0,1.0,1
102957721,1.1073272,0.010164693,1.0,1.0,32.200954,49.637325,7.2022324,-1.4390444,-1.2437452,5.0,10.0,0.87964594,7.0,1.0,1
103066157,1.2032448,0.05427568,1.0,1.0,31.42905,50.42424,7.2024918,-1.4097161,-1.2133002,5.0,10.0,0.87964594,7.0,1.0,1
103164747,1.2868404,0.06580162,1.0,1.0,30.71962,50.53946,7.2023344,-1.3902829,-1.1936116,5.0,10.0,0.87964594,7.0,1.0,1
103263280,0.998898,0.074127816,1.0,1.0,30.032274,48.12005,7.2023892,-1.4091032,-1.2121587,5.0,10.0,0.87964594,7.0,1.0,1
103361800,1.0149674,0.10969385,1.0,1.0,29.349201,48.3413,7.202446,-1.3869958,-1.1890717,5.0,10.0,0.87964594,7.0,1.0,1
103460345,1.0932344,0.10924652,1.0,1.0,28.66374,48.22741,7.2023344,-1.3691597,-1.170964,5.0,10.0,0.87964594,7.0,1.0,1
103558919,1.0804768,0.12164062,1.0,1.0,27.9948,47.80941,7.202657,-1.3562512,-1.1571469,5.0,10.0,0.87964594,7.0,1.0,1
103657490,1.1107042,0.13413645,1.0,1.0,27.322147,47.661587,7.202574,-1.3380605,-1.1382082,5.0,10.0,0.87964594,7.0,1.0,1
103766082,0.9143749,0.10561246,1.0,1.0,26.597822,45.200325,7.202446,-1.3559434,-1.1559639,5.0,10.0,0.87964594,7.0,1.0,1
103864538,0.8038675,0.13850081,1.0,1.0,25.973072,44.758316,7.2025647,-1.34341,-1.1425066,5.0,10.0,0.87964594,7.0,1.0,1
103963093,0.8063566,0.14510122,1.0,1.0,25.350666,44.406853,7.20263,-1.3283925,-1.126543,5.0,10.0,0.87964594,7.0,1.0,1
104061583,0.60731864,0.122025155,1.0,1.0,24.741728,42.15762,7.202638,-1.3471556,-1.1451521,5.0,10.0,0.87964594,7.0,1.0,1
104160092,0.67833465,0.15734771,1.0,1.0,24.149912,42.97072,7.202814,-1.3112366,-1.1082828,5.0,10.0,0.87964594,7.0,1.0,1
104258879,0.7481751,0.16780625,1.0,1.0,23.553337,43.111317,7.202657,-1.2862269,-1.0833535,5.0,10.0,0.87964594,7.0,1.0,1
104367095,0.5787761,0.14404212,1.0,1.0,22.911434,41.05882,7.202639,-1.2995279,-1.0953199,5.0,10.0,0.87964594,7.0,1.0,1
104465861,0.6998487,0.1738886,1.0,1.0,22.32998,41.997684,7.2028704,-1.2586808,-1.054039,5.0,10.0,0.87964594,7.0,1.0,1
104564190,0.8450989,0.17693903,1.0,1.0,21.742134,42.334263,7.202713,-1.2279482,-1.0239272,5.0,10.0,0.87964594,7.0,1.0,1
104663056,0.91042125,0.1884436,1.0,1.0,21.161911,42.457703,7.202861,-1.2009406,-0.9965876,5.0,10.0,0.87964594,7.0,1.0,1
104761280,1.0466356,0.20530286,1.0,1.0,20.563856,43.0295,7.2027774,-1.1638931,-0.95968,5.0,10.0,0.87964594,7.0,1.0,1
104859894,1.1170546,0.19486171,1.0,1.0,19.964916,42.61194,7.202602,-1.1442412,-0.9404301,5.0,10.0,0.87964594,7.0,1.0,1
104958606,1.3377874,0.24327275,1.0,1.0,19.370422,44.253155,7.202804,-1.0872326,-0.8846365,5.0,10.0,0.87964594,7.0,1.0,1
105066938,1.4301891,0.25420114,1.0,1.0,18.698532,44.339134,7.202731,-1.0534701,-0.851226,5.0,10.0,0.87964594,7.0,1.0,1
105165546,1.4335821,0.2262226,1.0,1.0,18.096645,43.204254,7.202649,-1.0437883,-0.8420664,5.0,10.0,0.87964594,7.0,1.0,1
105263945,1.6736436,0.2650492,1.0,1.0,17.494684,44.629955,7.202648,-0.9889126,-0.78876245,5.0,10.0,0.87964594,7.0,1.0,1
105362485,1.815353,0.25503805,1.0,1.0,16.889004,44.517246,7.202547,-0.9595911,-0.76154923,5.0,10.0,0.87964594,7.0,1.0,1
105461312,2.017451,0.29426035,1.0,1.0,16.291096,45.69614,7.202769,-0.9092341,-0.7139365,5.0,10.0,0.87964594,7.0,1.0,1
105559580,2.1736977,0.3028625,1.0,1.0,15.678946,46.013515,7.202676,-0.8715233,-0.67812294,5.0,10.0,0.87964594,7.0,1.0,1
