timestamp,timestamp_sample,indicated_airspeed_m_s,true_airspeed_m_s,confidence
39919766,39892492,1.9167709,1.9684316,1.0
40944849,40919203,1.0475595,1.0758028,1.0
41945167,41932499,1.5445698,1.586203,1.0
42916229,42881465,1.2356478,1.2689558,1.0
43916367,43872489,1.8012698,1.8498238,1.0
44906902,44869204,2.0256972,2.0803123,1.0
45956462,45932504,1.0475625,1.0758032,1.0
46956878,46932489,0.81728137,0.83931243,1.0
47957203,47925868,1.0877832,1.1170942,1.0
48932971,48905783,1.6778362,1.7230582,1.0
49903746,49879216,1.8012698,1.8498269,1.0
50918903,50892491,1.8012698,1.8498245,1.0
51919274,51892489,1.2356453,1.2689629,1.0
52919652,52892497,1.0475595,1.0758152,1.0
53944710,53919321,1.2356453,1.268954,1.0
54930273,54885781,1.2356453,1.2689555,1.0
55960204,55932499,1.6778362,1.7230582,1.0
56906386,56872493,0.81727755,0.83929724,1.0
57931384,57905791,2.0256972,2.0803282,1.0
58907124,58879220,2.0256972,2.0803137,1.0
59942336,59912499,1.2356453,1.2689515,1.0
60957165,60932506,0.4883753,0.5015378,1.0
61957544,61925870,1.2356453,1.2689545,1.0
62933331,62905783,-2.3117461,-2.3740733,1.0
63918930,63892495,-1.2162387,-1.249036,1.0
64919278,64892489,4.423027,4.542165,1.0
65919648,65892500,-2.737034,-2.8108168,1.0
66929886,66905824,1.6778362,1.7230945,1.0
67945064,67932498,4.324847,4.4414783,1.0
68945423,68901855,5.7561603,5.911331,1.0
69945799,69912502,4.1214743,4.232626,1.0
70916597,70892500,5.771062,5.9269443,1.0
71946544,71939323,5.5433326,5.6932673,1.0
72917339,72892499,5.5433326,5.693573,1.0
73942398,73912491,5.8450003,6.003452,1.0
74918076,74892493,5.918015,6.0788226,1.0
75933224,75905669,4.423028,4.543425,1.0
76918822,76892492,6.827716,7.0137763,1.0
77958637,77932506,5.7337356,5.891142,1.0
78944452,78939320,6.4058585,6.5819526,1.0
79905101,79879200,5.346153,5.4933867,1.0
80959681,80922500,6.304499,6.47869,1.0
81945283,81939321,5.057202,5.197186,1.0
82930812,82905781,7.573218,7.7832365,1.0
83931171,83895788,6.6039114,6.7874384,1.0
84906890,84859157,7.2447686,7.4464054,1.0
85917136,85872488,5.7337356,5.8934927,1.0
86947020,86912516,5.4653144,5.618922,1.0
87957223,87912493,6.796195,6.987233,1.0
88918187,88890242,-2.4324367,-2.5008526,1.0
89943135,89919198,6.2014837,6.3761253,1.0
90943484,90919197,5.141417,5.286548,1.0
91958642,91939109,6.5385604,6.7231727,1.0
92958972,92912501,5.543332,5.7000613,1.0
93890313,93867940,6.0377445,6.2097754,1.0
94930099,94912489,7.165299,7.3694663,1.0
95930449,95899127,7.165299,7.369947,1.0
96945610,96917051,5.8450007,6.0122333,1.0
97931123,97905783,4.7507086,4.886809,1.0
98931491,98905807,5.5819325,5.742017,1.0
99931801,99912490,7.2447686,7.4526997,1.0
100917357,100892497,5.5044622,5.6627927,1.0
101917691,101892492,6.8590918,7.057416,1.0
102893381,102865789,5.3861666,5.5417376,1.0
103942968,103912500,-2.96305,-3.0487902,1.0
104933468,104907948,2.6930747,2.7711015,1.0
105919025,105912482,2.8978984,2.9818492,1.0
106958763,106930210,-2.3117473,-2.3788364,1.0
107944288,107912502,4.884418,5.026372,1.0
108920000,108892493,5.057202,5.2041597,1.0
109944944,109919325,5.3861666,5.54377,1.0
110930484,110872493,5.3058376,5.4614043,1.0
111906163,111872532,4.5190763,4.65169,1.0
112931129,112899077,6.4058585,6.5939374,1.0
113892029,113872488,5.5433326,5.70627,1.0
114946640,114908117,4.6440516,4.7807517,1.0
115917305,115890211,6.8799295,7.082635,1.0
116957048,116932491,6.636346,6.8323655,1.0
117942582,117919321,3.0424802,3.1330209,1.0
118903767,118899322,6.131845,6.3144546,1.0
119957995,119892538,3.5018196,3.6061902,1.0
120943528,120912500,4.9715605,5.119856,1.0
121929063,121894618,6.3158417,6.5042787,1.0
122919555,122892488,6.890325,7.0956235,1.0
123944477,123919197,6.4725494,6.665537,1.0
124920141,124890225,4.7657504,4.9080257,1.0
125959875,125930210,5.64568,5.81545,1.0
126945408,126919199,5.141417,5.295751,1.0
127906331,127899324,5.99014,6.170149,1.0
128906597,128879208,7.573218,7.8009,1.0
129906914,129879214,5.504462,5.670109,1.0
130917073,130892487,5.8816214,6.058595,1.0
131947204,131909216,6.6039114,6.802666,1.0
132957164,132932499,5.224274,5.381534,1.0
133933034,133905667,5.9180155,6.0970664,1.0
134942934,134912497,5.6202674,5.790466,1.0
135918638,135892528,5.224274,5.3822837,1.0
136943545,136912495,5.7561603,5.930381,1.0
137958634,137932520,3.1122537,3.2064853,1.0
138919502,138899094,4.1214743,4.2461042,1.0
139944450,139939321,4.3248467,4.455701,1.0
140959557,140945905,6.2014837,6.389443,1.0
141915493,141882493,5.808149,5.9849977,1.0
142960127,142932497,4.7052946,4.8485403,1.0
143906224,143879212,4.9281826,5.0780964,1.0
144931187,144907933,4.455274,4.590967,1.0
145906820,145879203,5.0145645,5.1670995,1.0
146946539,146919325,4.9715605,5.122978,1.0
147917262,147892496,6.131845,6.3183417,1.0
148942363,148891230,6.6428137,6.844967,1.0
149917855,149894769,6.83819,7.047542,1.0
150933014,150907935,6.3610096,6.555478,1.0
151957867,151932497,5.918015,6.099217,1.0
152933521,152905783,6.4725494,6.6704044,1.0
153919030,153894765,6.3158417,6.5091357,1.0
154958762,154932496,5.8816214,6.061793,1.0
155959049,155945915,4.519076,4.657241,1.0
156944553,156919230,6.3722515,6.567328,1.0
157959623,157932494,5.4258847,5.591862,1.0
158930360,158899127,5.4495764,5.616441,1.0
159945430,159919322,6.2014837,6.391099,1.0
160930924,160912490,5.746205,5.922116,1.0
161931214,161903547,6.0377445,6.2222266,1.0
162906865,162879202,5.8816214,6.0615516,1.0
163931803,163865783,6.166763,6.3554854,1.0
164946865,164919211,6.95237,7.1662164,1.0
165917626,165892494,6.096728,6.2843885,1.0
166932685,166925659,7.4011493,7.6289115,1.0
167903560,167872496,3.4399576,3.5458415,1.0
168918483,168892499,5.7337356,5.9100823,1.0
169933511,169907938,6.0377445,6.2234297,1.0
170879672,170854785,6.6255517,6.829434,1.0
171943973,171916880,6.2703485,6.463212,1.0
172904814,172899321,8.68274,8.949781,1.0
173905091,173879197,5.808149,5.9867344,1.0
174959573,174932489,4.795693,4.944045,1.0
175905658,175879198,5.771062,5.948736,1.0
176945365,176919205,3.312768,3.4152162,1.0
177945669,177919320,7.165299,7.387114,1.0
178906505,178839207,5.141417,5.30034,1.0
179906787,179877049,7.5162992,7.7488217,1.0
180956708,180922492,5.4653144,5.634327,1.0
181932013,181907978,6.796195,7.006294,1.0
182917482,182892507,4.5663424,4.7074814,1.0
183902987,183892490,3.9075317,4.028239,1.0
184957498,184939181,5.4390597,5.607098,1.0
185918359,185892494,5.4258847,5.59353,1.0
186943241,186925828,7.2447686,7.4685135,1.0
187943524,187919208,6.5385604,6.7408185,1.0
188943854,188932504,5.6202674,5.7939043,1.0
189958869,189934773,7.4011493,7.6299047,1.0
190880306,190824486,4.594469,4.737287,1.0
191959421,191932509,7.2841783,7.510564,1.0
192920281,192905904,6.5385604,6.741924,1.0
193930411,193899133,7.807746,8.050544,1.0
194945480,194932500,5.620268,5.795059,1.0
195955643,195892495,7.458946,7.690724,1.0
196916463,196892508,4.0159283,4.140835,1.0
197906883,197892492,6.7327104,6.941761,1.0
198907161,198852615,6.236011,6.4296694,1.0
199932158,199876887,4.5190763,4.6594653,1.0
200947132,200939321,4.8844185,5.0361824,1.0
201917925,201894764,2.6930747,2.7767303,1.0
202932911,202905794,6.5713167,6.7755203,1.0
203903680,203872535,4.244667,4.376638,1.0
204918690,204892495,-3.6747072,-3.7888355,1.0
205943590,205880491,6.1037674,6.2934275,1.0
206943912,206919201,5.4653144,5.635211,1.0
207958921,207932496,5.954187,6.1393185,1.0
208919774,208905906,8.277619,8.535011,1.0
209944690,209925844,5.9421544,6.1272554,1.0
210930249,210899082,6.3384657,6.537126,1.0
211945229,211902509,6.131845,6.3227305,1.0
212930730,212855803,6.338466,6.5364556,1.0
213955660,213882490,6.166763,6.359428,1.0
214946308,214909216,5.346153,5.5135794,1.0
215916760,215892509,6.796195,7.009017,1.0
216917113,216885857,5.0910554,5.2503347,1.0
217917333,217885859,5.9901404,6.1776323,1.0
218917571,218892487,6.5056386,6.709509,1.0
219917846,219899153,7.2051435,7.431097,1.0
220957535,220932494,4.840259,4.992069,1.0
221957806,221932498,5.9901404,6.17809,1.0
222918671,222882487,6.7645273,6.9770155,1.0
223943569,223912493,7.224983,7.451979,1.0
224958632,224925947,7.4011493,7.633876,1.0
225904697,225879216,7.013867,7.2345643,1.0
226880322,226841440,6.5821996,6.7896366,1.0
227920044,227899102,6.8590918,7.075346,1.0
228920283,228885906,5.6961637,5.875881,1.0
229930406,229899076,6.3722515,6.573279,1.0
