timestamp,timestamp_sample,control[0],control[1],control[2],control[3],control[4],control[5],control[6],control[7]
38958770,38958516,1.0,-0.46555454,0.19397888,nan,nan,nan,nan,nan
38961233,38960980,1.0,-0.4612853,0.19553865,nan,nan,nan,nan,nan
39062238,39062002,1.0,-0.4081962,0.17389494,nan,nan,nan,nan,nan
39163273,39163024,1.0,-0.36897263,0.15240002,nan,nan,nan,nan,nan
39261820,39261582,1.0,-0.602698,0.1124238,nan,nan,nan,nan,nan
39362864,39362604,1.0,-0.3536834,0.09693383,nan,nan,nan,nan,nan
39458935,39458699,1.0,-0.22627103,0.12070002,nan,nan,nan,nan,nan
39562433,39562185,1.0,-0.4724824,0.18921047,nan,nan,nan,nan,nan
39658511,39658279,0.3965422,0.024064204,0.038041756,nan,nan,nan,nan,nan
39762020,39761765,-0.9986881,0.7157707,0.21313176,nan,nan,nan,nan,nan
39863016,39862787,0.9302961,-1.0,0.24182276,nan,nan,nan,nan,nan
39961591,39961345,1.0,-0.9530499,0.26784483,nan,nan,nan,nan,nan
40062595,40062368,0.9238849,-1.0,0.3241337,nan,nan,nan,nan,nan
40161156,40160926,0.8850729,-1.0,0.35295188,nan,nan,nan,nan,nan
40262180,40261948,0.8792415,-1.0,0.34197372,nan,nan,nan,nan,nan
40360755,40360506,0.9593847,-1.0,0.3536441,nan,nan,nan,nan,nan
40461757,40461528,0.9295091,-0.88736576,0.3444607,nan,nan,nan,nan,nan
40560316,40560087,0.79626137,-0.7716176,0.27958637,nan,nan,nan,nan,nan
40661349,40661109,0.68135965,-0.6815939,0.20307638,nan,nan,nan,nan,nan
40762376,40762131,0.614613,-0.5882078,0.14166039,nan,nan,nan,nan,nan
40860933,40860690,0.48512602,-0.46939105,0.07666061,nan,nan,nan,nan,nan
40961963,40961712,0.3225815,-0.3216541,-0.024769709,nan,nan,nan,nan,nan
41060498,41060270,0.25928473,-0.23443823,-0.101361535,nan,nan,nan,nan,nan
41161521,41161292,0.2654901,-0.19090684,-0.1281368,nan,nan,nan,nan,nan
41260095,41259851,0.29359987,-0.21669658,-0.110493325,nan,nan,nan,nan,nan
41361103,41360873,0.34249595,-0.25425193,-0.08689459,nan,nan,nan,nan,nan
41462123,41461895,0.37706447,-0.2278937,-0.08931422,nan,nan,nan,nan,nan
41560685,41560454,0.37646088,-0.21946542,-0.08832774,nan,nan,nan,nan,nan
41661718,41661476,0.33578464,-0.18347278,-0.110110596,nan,nan,nan,nan,nan
41760267,41760034,0.28671238,-0.10145109,-0.14980996,nan,nan,nan,nan,nan
41861288,41861057,0.2682809,-0.06101611,-0.17298456,nan,nan,nan,nan,nan
41959863,41959615,0.29110825,-0.05366429,-0.18577896,nan,nan,nan,nan,nan
42060883,42060637,0.31735677,-0.09677758,-0.16768976,nan,nan,nan,nan,nan
42161913,42161660,0.3461424,-0.14537014,-0.13117936,nan,nan,nan,nan,nan
42260444,42260218,0.37334928,-0.1649444,-0.11172734,nan,nan,nan,nan,nan
42361467,42361240,0.3890256,-0.18141904,-0.1039869,nan,nan,nan,nan,nan
42460026,42459799,0.4074683,-0.17871661,-0.10396403,nan,nan,nan,nan,nan
42561083,42560821,0.44250077,-0.1965887,-0.10946729,nan,nan,nan,nan,nan
42662073,42661844,0.48759508,-0.24145688,-0.09133326,nan,nan,nan,nan,nan
42760631,42760402,0.56395394,-0.28159055,-0.05111208,nan,nan,nan,nan,nan
42861657,42861425,0.64580256,-0.30715623,0.0028672349,nan,nan,nan,nan,nan
42960235,42959983,0.7065365,-0.35985842,0.044363096,nan,nan,nan,nan,nan
43061233,43061005,0.7499749,-0.4409549,0.07582437,nan,nan,nan,nan,nan
43159792,43159564,0.793937,-0.515896,0.10850749,nan,nan,nan,nan,nan
43260814,43260586,0.841868,-0.5613043,0.13553591,nan,nan,nan,nan,nan
43361840,43361609,0.9007977,-0.58895946,0.15769225,nan,nan,nan,nan,nan
43460395,43460167,0.9440146,-0.61835164,0.18042056,nan,nan,nan,nan,nan
43561416,43561190,0.96756315,-0.62504435,0.20469345,nan,nan,nan,nan,nan
43659980,43659748,1.0,-0.63159657,0.22505704,nan,nan,nan,nan,nan
43760999,43760771,1.0,-0.64987785,0.23767647,nan,nan,nan,nan,nan
43859556,43859329,1.0,-0.68771976,0.2668807,nan,nan,nan,nan,nan
43960579,43960352,1.0,-0.7046993,0.28486672,nan,nan,nan,nan,nan
44061627,44061374,1.0,-0.7112503,0.2907877,nan,nan,nan,nan,nan
44160163,44159933,1.0,-0.72006905,0.2990682,nan,nan,nan,nan,nan
44261181,44260955,1.0,-0.72186005,0.29592532,nan,nan,nan,nan,nan
44359744,44359514,1.0,-0.73869944,0.2953058,nan,nan,nan,nan,nan
44463231,44463000,1.0,-0.7571217,0.3113621,nan,nan,nan,nan,nan
44559325,44559095,1.0,-0.74885887,0.30993545,nan,nan,nan,nan,nan
44662812,44662582,1.0,-0.7413131,0.29795644,nan,nan,nan,nan,nan
44763873,44763604,1.0,-0.7846409,0.3109363,nan,nan,nan,nan,nan
44859925,44859698,1.0,-0.8343914,0.34447792,nan,nan,nan,nan,nan
44960955,44960722,1.0,-0.8455297,0.3843334,nan,nan,nan,nan,nan
45059509,45059279,1.0,-0.8514059,0.39674056,nan,nan,nan,nan,nan
45160533,45160302,1.0,-0.84506994,0.37691295,nan,nan,nan,nan,nan
45259090,45258861,1.0,-0.8286195,0.34303465,nan,nan,nan,nan,nan
45360112,45359883,1.0,-0.82378024,0.33605734,nan,nan,nan,nan,nan
45463596,45463370,1.0,-0.82136333,0.33519787,nan,nan,nan,nan,nan
45559694,45559464,1.0,-0.7931813,0.3329078,nan,nan,nan,nan,nan
45663196,45662951,1.0,-0.7647139,0.32106996,nan,nan,nan,nan,nan
45759274,45759046,1.0,-0.7585491,0.29922464,nan,nan,nan,nan,nan
45862762,45862532,1.0,-0.76188666,0.2906228,nan,nan,nan,nan,nan
45958858,45958627,1.0,-0.75801104,0.30029288,nan,nan,nan,nan,nan
46059907,46059651,1.0,-0.743921,0.31047282,nan,nan,nan,nan,nan
46163363,46163136,1.0,-0.74894977,0.31792262,nan,nan,nan,nan,nan
46259465,46259231,1.0,-0.75251323,0.32041916,nan,nan,nan,nan,nan
46362947,46362717,1.0,-0.76560056,0.32190302,nan,nan,nan,nan,nan
46459061,46458812,1.0,-0.7550265,0.31736898,nan,nan,nan,nan,nan
46562523,46562299,1.0,-0.74879116,0.30597672,nan,nan,nan,nan,nan
46658628,46658394,1.0,-0.748787,0.29509056,nan,nan,nan,nan,nan
46762111,46761880,1.0,-0.75643957,0.29986045,nan,nan,nan,nan,nan
46863131,46862903,1.0,-0.7542729,0.3138221,nan,nan,nan,nan,nan
46961709,46961462,1.0,-0.7547891,0.32948354,nan,nan,nan,nan,nan
47062711,47062484,1.0,-0.7643904,0.33207402,nan,nan,nan,nan,nan
47161270,47161043,1.0,-0.770496,0.32997587,nan,nan,nan,nan,nan
47262316,47262066,1.0,-0.76597685,0.33668953,nan,nan,nan,nan,nan
47360852,47360624,1.0,-0.7652178,0.34096402,nan,nan,nan,nan,nan
47461914,47461647,1.0,-0.7650515,0.34377736,nan,nan,nan,nan,nan
47562899,47562670,1.0,-0.76737773,0.35408548,nan,nan,nan,nan,nan
47661503,47661229,1.0,-0.7639975,0.35169095,nan,nan,nan,nan,nan
47762477,47762251,1.0,-0.75357944,0.3325722,nan,nan,nan,nan,nan
47861106,47860812,1.0,-0.76179945,0.32901162,nan,nan,nan,nan,nan
47962063,47961833,1.0,-0.7709358,0.33381027,nan,nan,nan,nan,nan
48060638,48060392,1.0,-0.7760835,0.3349545,nan,nan,nan,nan,nan
48161646,48161414,1.0,-0.7838456,0.3354189,nan,nan,nan,nan,nan
