timestamp,accel_device_id,gyro_device_id,accel_clipping[0],accel_clipping[1],accel_clipping[2],gyro_clipping[0],gyro_clipping[1],gyro_clipping[2],accel_error_count,gyro_error_count,accel_rate_hz,gyro_rate_hz,accel_raw_rate_hz,gyro_raw_rate_hz,accel_vibration_metric,gyro_vibration_metric,delta_angle_coning_metric,mean_accel[0],mean_accel[1],mean_accel[2],mean_gyro[0],mean_gyro[1],mean_gyro[2],var_accel[0],var_accel[1],var_accel[2],var_gyro[0],var_gyro[1],var_gyro[2],temperature_accel,temperature_gyro
39527568,4259850,4325386,0,0,0,0,0,0,0,0,408.1596,400.80453,2040.798,2004.0227,0.36020106,0.046322785,1.1702315e-08,0.10443048,-0.5480089,-11.615294,-0.069013886,0.40535417,0.25142303,0.5268686,0.19194238,0.060835764,0.0072059664,0.06271639,0.009152267,26.5,nan
40575456,4259850,4325386,0,0,0,0,0,0,0,0,408.1591,400.8044,2040.7954,2004.0221,0.19227828,0.021459049,2.1399749e-09,3.0528588,-1.1605588,-9.910724,-0.22671622,-0.18225284,-0.1499345,0.010057787,0.02249056,0.010895438,0.0012070612,0.0037801822,0.0003610535,27.0,nan
41623361,4259850,4325386,0,0,0,0,0,0,0,0,408.159,400.80426,2040.7949,2004.0214,0.10277843,0.011822083,3.1522884e-10,2.3702397,0.2699037,-9.981165,-0.024827737,-0.034398086,-0.029635224,0.0031708006,0.0029478013,0.0033009897,0.00040265318,0.0005581449,0.000110931396,27.0,nan
42566478,4259850,4325386,0,0,0,0,0,0,0,0,408.15823,400.80414,2040.7911,2004.0208,0.08775238,0.00971268,2.8870234e-10,2.4703345,0.4499968,-9.817659,0.033521656,-0.03893128,0.031759813,0.014660412,0.011570853,0.0063012033,0.00032574113,6.155065e-05,0.0005012444,26.5,nan
43614386,4259850,4325386,0,0,0,0,0,0,0,0,408.15396,400.80405,2040.7699,2004.0201,0.11595589,0.0101705855,2.997305e-10,2.143635,-0.8637206,-10.046122,0.034792434,-0.027598852,0.04107478,0.0024964027,0.00550444,0.0028711513,6.384419e-05,0.00015425489,0.00026318367,26.5,nan
44557503,4259850,4325386,0,0,0,0,0,0,0,0,408.15326,400.80392,2040.7664,2004.0195,0.066683896,0.0097235385,4.5688178e-10,2.2463078,-0.9910536,-9.794856,0.023118833,-0.0023302394,-0.07114099,0.0020757602,0.0023120467,0.0010944882,0.00013329797,0.0009425984,0.00010201531,27.0,nan
45605412,4259850,4325386,0,0,0,0,0,0,0,0,408.15347,400.8038,2040.7672,2004.0189,0.0521552,0.009072757,2.6807714e-10,2.2358031,-1.2026554,-9.831045,-0.04600343,-0.01773572,-0.02498238,0.0017790351,0.0022885203,0.0033695663,9.9891324e-05,0.00019209123,0.00018803935,27.0,nan
46548531,4259850,4325386,0,0,0,0,0,0,0,0,408.15762,400.80368,2040.7881,2004.0183,0.045387585,0.007785988,2.2714272e-10,2.1261752,-1.0600878,-9.844159,0.0036379707,-0.012697716,-0.052435126,0.0015872178,0.001102473,0.001244558,8.9230736e-05,0.000105468025,0.00019038425,26.5,nan
47596436,4259850,4325386,0,0,0,0,0,0,0,0,408.1581,400.80356,2040.7906,2004.0177,0.03894082,0.007832421,4.6425974e-10,1.8363061,-1.0770698,-9.900519,0.016909158,-0.004341892,-0.10433627,0.0011654806,0.0021502848,0.0010631016,6.3484185e-05,0.000102076876,0.00018485043,26.5,nan
48539556,4259850,4325386,0,0,0,0,0,0,0,0,408.1578,400.80344,2040.7893,2004.0172,0.04465944,0.00868879,1.2746058e-10,2.1367848,-1.2724998,-9.836071,0.011965438,0.010527091,-0.012929437,0.0010742719,0.0010234066,0.001148371,0.00013802192,0.00013662151,9.795385e-05,26.5,nan
49592521,4259850,4325386,0,0,0,0,0,0,0,0,408.15842,400.80328,2040.7922,2004.0165,0.050598722,0.008640467,5.539524e-10,1.8903464,-1.1564823,-10.011718,-0.04736877,0.09937375,0.078819364,0.0010506712,0.0014740321,0.006510133,0.00017263819,9.74591e-05,0.00019180911,27.0,nan
50535594,4259850,4325386,0,0,0,0,0,0,0,0,408.1595,400.80316,2040.7975,2004.016,0.12623993,0.02152185,1.7041335e-09,2.7276058,-1.4671791,-10.121443,0.08595427,0.06552662,0.13260259,0.017001586,0.009696,0.010225468,0.00040125658,0.008215217,0.0001097572,26.5,nan
51583489,4259850,4325386,0,0,0,0,0,0,0,0,408.16095,400.80304,2040.8048,2004.0154,0.087407015,0.012473809,1.0481809e-09,3.4128087,-1.0256062,-9.594543,0.0005868283,-0.14187975,-0.030554133,0.015040049,0.011984969,0.00952617,9.684666e-05,0.00020544787,0.0012882323,26.5,nan
52526612,4259850,4325386,0,0,0,0,0,0,0,0,408.1618,400.80298,2040.8091,2004.0148,0.12326038,0.013905399,1.890787e-09,3.1392279,-0.37233752,-9.624081,-0.09782675,0.12126987,0.23085971,0.03544982,0.007156868,0.0038923924,0.00032228892,0.0015874677,0.0008595856,26.5,nan
53574523,4259850,4325386,0,0,0,0,0,0,0,0,408.1628,400.80283,2040.8141,2004.0142,0.07822757,0.009807613,2.6382227e-10,3.262542,-0.67577845,-9.730153,0.014945052,0.0167851,-0.043320306,0.0044533717,0.011894695,0.0032460594,6.902399e-05,9.250941e-05,0.0016172932,26.5,nan
54622436,4259850,4325386,0,0,0,0,0,0,0,0,408.1678,400.8027,2040.8389,2004.0135,0.09954879,0.011291544,5.936146e-10,3.5366936,-0.59349036,-9.599344,-0.08880199,0.005296942,0.042810474,0.004267314,0.006947346,0.00685033,0.00087464624,7.1695664e-05,0.0002545614,26.5,nan
55560566,4259850,4325386,0,0,0,0,0,0,0,0,408.16464,400.8026,2040.8232,2004.0131,0.076517105,0.009875603,4.0583073e-10,3.408517,-0.5836407,-9.557649,0.015722848,0.028933903,0.06981495,0.006265835,0.0066891303,0.0030270794,0.00025888268,0.0002569175,0.000107992295,26.5,nan
56608480,4259850,4325386,0,0,0,0,0,0,0,0,408.16547,400.8025,2040.8273,2004.0125,0.05996827,0.00889392,1.881975e-10,3.4341216,-0.5600383,-9.623095,-0.033174545,-0.0040625106,0.013849841,0.004447502,0.011382802,0.0021098235,8.367799e-05,0.00019890576,9.013344e-05,27.0,nan
57551603,4259850,4325386,0,0,0,0,0,0,0,0,408.16693,400.8024,2040.8346,2004.012,0.057937946,0.007932308,1.6358709e-10,3.3470633,-0.7249081,-9.701056,-0.0128995525,0.008301229,0.02961511,0.002511472,0.004355697,0.0031449297,8.711268e-05,0.00019511195,0.00013363276,26.5,nan
58599521,4259850,4325386,0,0,0,0,0,0,0,0,408.16803,400.80228,2040.8402,2004.0114,0.058412317,0.008617872,1.3181513e-10,3.3283627,-0.8356703,-9.635767,0.020842802,0.004914563,-0.015921926,0.0037278912,0.0011623673,0.002513189,6.3891246e-05,9.274888e-05,0.00013760418,26.5,nan
59542843,4259850,4325386,0,0,0,0,0,0,0,0,408.16867,400.80215,2040.8435,2004.0107,0.046139263,0.007763428,8.7321685e-11,3.3032515,-0.7523201,-9.605834,0.008062534,0.0022055737,-0.015267665,0.005936331,0.0021727246,0.0013568553,7.3692376e-05,0.00010421751,0.00018650937,27.0,nan
60590559,4259850,4325386,0,0,0,0,0,0,0,0,408.1698,400.80203,2040.8491,2004.0101,0.060114034,0.0087740505,1.6521522e-10,3.0844874,-0.8069818,-9.674617,-0.025753045,0.012844639,-0.002242022,0.003144571,0.004006181,0.0033188504,5.6906058e-05,0.00011524521,8.3565654e-05,27.0,nan
61533744,4259850,4325386,0,0,0,0,0,0,0,0,408.1734,400.8019,2040.8671,2004.0096,0.69880617,0.025394823,4.9140008e-09,4.193901,-1.265709,-9.339449,-0.01467544,-0.25805053,-0.11939884,1.0406419,0.44610178,1.4473467,0.003895011,0.008830803,0.00051511166,27.0,nan
62581603,4259850,4325386,0,0,0,0,0,0,0,0,408.1742,400.8018,2040.871,2004.009,1.482599,0.06076387,9.119332e-09,2.8555229,0.0056807273,-10.6802025,-0.05073841,0.14129303,-0.029826818,2.1953735,5.8429284,4.6607385,0.035121318,0.021113168,0.0025070272,27.0,nan
63524731,4259850,4325386,0,0,0,0,0,0,0,0,408.17462,400.80173,2040.8732,2004.0085,2.020224,0.084703326,3.990228e-08,0.9128765,-1.9043204,-12.526931,-0.4598902,-0.71551865,0.16439097,3.5146143,7.3472924,6.0604053,0.109688975,0.04860258,0.005645178,27.0,nan
64572650,4259850,4325386,0,0,0,0,0,0,0,0,408.17523,400.8016,2040.8761,2004.008,2.159584,0.10109858,2.078123e-08,3.0090435,-0.40438262,-7.5424724,0.2508019,0.29381716,-0.011638136,9.382932,8.683415,5.097873,0.016030345,0.17858244,0.0077175917,27.0,nan
65620564,4259850,4325386,0,0,0,0,0,0,0,0,408.1759,400.80148,2040.8796,2004.0074,2.5904047,0.14420332,5.239369e-08,6.2794724,-1.561608,-8.646262,-0.15637487,0.07336885,0.64718944,12.962336,19.591722,13.960051,0.045663845,0.046075847,0.011300953,27.0,nan
