timestamp,x,y,z,vx,vy,vz,acceleration[0],acceleration[1],acceleration[2],thrust[0],thrust[1],thrust[2],yaw,yawspeed
1002084,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,nan,nan
100365802,20.78629,-32.13964,-22.804405,nan,nan,nan,nan,nan,nan,0.6093947,0.0,0.0,nan,nan
100385426,20.83148,-32.13669,-22.804405,nan,nan,nan,nan,nan,nan,0.6098912,0.0,0.0,nan,nan
100464312,20.228271,-32.172737,-36.10659,nan,nan,nan,nan,nan,nan,0.6118496,0.0,0.0,nan,nan
100562911,19.16039,-32.21875,-36.10659,nan,nan,nan,nan,nan,nan,0.609286,0.0,0.0,nan,nan
100661384,18.660921,-32.232468,-36.10659,nan,nan,nan,nan,nan,nan,0.61838186,0.0,0.0,nan,nan
100759937,18.183056,-32.240936,-36.10659,nan,nan,nan,nan,nan,nan,0.62946904,0.0,0.0,nan,nan
100858536,17.547758,-32.245163,-36.10659,nan,nan,nan,nan,nan,nan,0.64056134,0.0,0.0,nan,nan
100966961,17.079477,-32.24314,-36.10659,nan,nan,nan,nan,nan,nan,0.64780366,0.0,0.0,nan,nan
101065487,16.72209,-32.238655,-36.10659,nan,nan,nan,nan,nan,nan,0.65729207,0.0,0.0,nan,nan
101164009,16.283587,-32.22969,-36.10659,nan,nan,nan,nan,nan,nan,0.66353226,0.0,0.0,nan,nan
101262636,15.956987,-32.22052,-36.10659,nan,nan,nan,nan,nan,nan,0.6689918,0.0,0.0,nan,nan
101361356,15.665083,-32.210526,-36.10659,nan,nan,nan,nan,nan,nan,0.68009543,0.0,0.0,nan,nan
101459725,15.352712,-32.197952,-36.10659,nan,nan,nan,nan,nan,nan,0.6911643,0.0,0.0,nan,nan
101558236,15.159952,-32.189217,-36.10659,nan,nan,nan,nan,nan,nan,0.70224684,0.0,0.0,nan,nan
101666687,14.995821,-32.1812,-36.10659,nan,nan,nan,nan,nan,nan,0.71444714,0.0,0.0,nan,nan
101765215,14.855497,-32.173912,-36.10659,nan,nan,nan,nan,nan,nan,0.72553205,0.0,0.0,nan,nan
101863803,14.780762,-32.169876,-36.10659,nan,nan,nan,nan,nan,nan,0.7366232,0.0,0.0,nan,nan
101962304,14.68903,-32.164764,-36.10659,nan,nan,nan,nan,nan,nan,0.7477046,0.0,0.0,nan,nan
102061049,14.607703,-32.160095,-36.10659,nan,nan,nan,nan,nan,nan,0.75881344,0.0,0.0,nan,nan
102159446,14.568618,-32.157806,-36.10659,nan,nan,nan,nan,nan,nan,0.7698829,0.0,0.0,nan,nan
102257976,14.518979,-32.154846,-36.10659,nan,nan,nan,nan,nan,nan,0.7809677,0.0,0.0,nan,nan
102366411,14.496374,-32.15349,-36.10659,nan,nan,nan,nan,nan,nan,0.7931666,0.0,0.0,nan,nan
102464976,14.48427,-32.152756,-36.10659,nan,nan,nan,nan,nan,nan,0.8042551,0.0,0.0,nan,nan
102563497,14.455958,-32.151024,-36.10659,nan,nan,nan,nan,nan,nan,0.8060948,0.0,0.0,nan,nan
102662063,14.447913,-32.150536,-36.10659,nan,nan,nan,nan,nan,nan,0.7971148,0.0,0.0,nan,nan
102760857,14.415973,-32.148567,-36.10659,nan,nan,nan,nan,nan,nan,0.7913758,0.0,0.0,nan,nan
102859255,14.40889,-32.148117,-36.10659,nan,nan,nan,nan,nan,nan,0.7803061,0.0,0.0,nan,nan
102957714,14.412727,-32.14836,-36.10659,nan,nan,nan,nan,nan,nan,0.7738886,0.0,0.0,nan,nan
103066149,14.425083,-32.149124,-36.10659,nan,nan,nan,nan,nan,nan,0.76344043,0.0,0.0,nan,nan
103164739,14.463401,-32.15148,-36.10659,nan,nan,nan,nan,nan,nan,0.752349,0.0,0.0,nan,nan
103263272,14.50441,-32.15397,-36.10659,nan,nan,nan,nan,nan,nan,0.74385494,0.0,0.0,nan,nan
103361792,14.584419,-32.158737,-36.10659,nan,nan,nan,nan,nan,nan,0.7383233,0.0,0.0,nan,nan
103460338,14.675081,-32.16398,-36.10659,nan,nan,nan,nan,nan,nan,0.7379309,0.0,0.0,nan,nan
103558911,14.754275,-32.16842,-36.10659,nan,nan,nan,nan,nan,nan,0.729695,0.0,0.0,nan,nan
103657483,14.851749,-32.17372,-36.10659,nan,nan,nan,nan,nan,nan,0.7186058,0.0,0.0,nan,nan
103766074,14.958141,-32.179283,-36.10659,nan,nan,nan,nan,nan,nan,0.7096568,0.0,0.0,nan,nan
103864530,15.0532875,-32.184067,-36.10659,nan,nan,nan,nan,nan,nan,0.69901854,0.0,0.0,nan,nan
103963085,15.176452,-32.189995,-36.10659,nan,nan,nan,nan,nan,nan,0.70044994,0.0,0.0,nan,nan
104061574,15.298096,-32.19555,-36.10659,nan,nan,nan,nan,nan,nan,0.7115299,0.0,0.0,nan,nan
104160085,15.431652,-32.201317,-36.10659,nan,nan,nan,nan,nan,nan,0.7051978,0.0,0.0,nan,nan
104258871,15.585382,-32.207504,-36.10659,nan,nan,nan,nan,nan,nan,0.70903873,0.0,0.0,nan,nan
104367087,15.742477,-32.21334,-36.10659,nan,nan,nan,nan,nan,nan,0.72121304,0.0,0.0,nan,nan
104465853,15.903905,-32.218826,-36.10659,nan,nan,nan,nan,nan,nan,0.732324,0.0,0.0,nan,nan
104564183,16.083216,-32.22432,-36.10659,nan,nan,nan,nan,nan,nan,0.7433861,0.0,0.0,nan,nan
104663049,16.25815,-32.22905,-36.10659,nan,nan,nan,nan,nan,nan,0.75450844,0.0,0.0,nan,nan
104761273,16.46158,-32.233788,-36.10659,nan,nan,nan,nan,nan,nan,0.7655586,0.0,0.0,nan,nan
104859866,16.669666,-32.237785,-36.10659,nan,nan,nan,nan,nan,nan,0.7766505,0.0,0.0,nan,nan
104958597,16.874454,-32.240883,-36.10659,nan,nan,nan,nan,nan,nan,0.7877578,0.0,0.0,nan,nan
105066931,17.130432,-32.243576,-36.10659,nan,nan,nan,nan,nan,nan,0.7999453,0.0,0.0,nan,nan
105165537,17.355848,-32.244865,-36.10659,nan,nan,nan,nan,nan,nan,0.8110386,0.0,0.0,nan,nan
105263938,17.591507,-32.245132,-36.10659,nan,nan,nan,nan,nan,nan,0.8221086,0.0,0.0,nan,nan
105362478,17.84178,-32.24421,-36.10659,nan,nan,nan,nan,nan,nan,0.8331944,0.0,0.0,nan,nan
105461304,18.090132,-32.242058,-36.10659,nan,nan,nan,nan,nan,nan,0.8443123,0.0,0.0,nan,nan
105559572,18.364285,-32.23826,-36.10659,nan,nan,nan,nan,nan,nan,0.85,0.0,0.0,nan,nan
105658141,18.629568,-32.233154,-36.10659,nan,nan,nan,nan,nan,nan,0.85,0.0,0.0,nan,nan
105766524,18.940788,-32.225395,-36.10659,nan,nan,nan,nan,nan,nan,0.8378069,0.0,0.0,nan,nan
