timestamp,bias_x[0],bias_x[1],bias_x[2],bias_x[3],bias_y[0],bias_y[1],bias_y[2],bias_y[3],bias_z[0],bias_z[1],bias_z[2],bias_z[3],valid[0],valid[1],valid[2],valid[3],stable[0],stable[1],stable[2],stable[3]
38839135,-0.0019582494,-0.014808485,0.0,0.0,0.0076939687,0.01535941,0.0,0.0,0.012507407,-0.019453757,0.0,0.0,1,0,0,0,1,0,0,0
286859578,-2.6451132e-06,5.762195e-06,0.0,0.0,4.4448648e-06,-1.0217071e-05,0.0,0.0,-4.600282e-06,8.908799e-06,0.0,0.0,0,0,0,0,0,0,0,0
286879279,-3.237267e-06,4.9956425e-06,0.0,0.0,5.991568e-06,-1.37558145e-05,0.0,0.0,3.213609e-06,1.630564e-05,0.0,0.0,0,0,0,0,0,0,0,0
287059512,5.0494273e-06,-1.0081995e-06,0.0,0.0,8.7670116e-05,-2.3324601e-05,0.0,0.0,-3.9679912e-06,1.1279765e-06,0.0,0.0,0,0,0,0,0,0,0,0
287259279,4.2301544e-06,-3.835219e-06,0.0,0.0,0.000107905566,-1.6320237e-05,0.0,0.0,1.4576154e-05,-1.1883654e-06,0.0,0.0,0,0,0,0,0,0,0,0
