timestamp,timestamp_sample,q[0],q[1],q[2],q[3],delta_q_reset[0],delta_q_reset[1],delta_q_reset[2],delta_q_reset[3],quat_reset_counter
39298024,39297907,0.9107766,0.0769905,0.012067867,-0.4054787,0.9041585,2.5405402e-08,-1.4310721e-07,-0.42719728,1
39797031,39796910,0.9236088,0.09541672,0.120017394,-0.3513381,0.9041585,2.5405402e-08,-1.4310721e-07,-0.42719728,1
40301026,40300902,0.9181151,0.13017438,0.14461462,-0.34526217,0.9041585,2.5405402e-08,-1.4310721e-07,-0.42719728,1
40800024,40799905,0.9226364,0.07652798,0.12757507,-0.3558234,0.9041585,2.5405402e-08,-1.4310721e-07,-0.42719728,1
41299028,41298908,0.9237984,0.04067036,0.133585,-0.35650736,0.9041585,2.5405402e-08,-1.4310721e-07,-0.42719728,1
41798028,41797911,0.9244554,0.031948984,0.1231934,-0.359423,0.9041585,2.5405402e-08,-1.4310721e-07,-0.42719728,1
42297032,42296915,0.9252872,0.03502777,0.11650747,-0.35922512,0.9041585,2.5405402e-08,-1.4310721e-07,-0.42719728,1
42796053,42795918,0.92944306,0.046140153,0.10261271,-0.3513937,0.9041585,2.5405402e-08,-1.4310721e-07,-0.42719728,1
43300046,43299911,0.92831045,0.07405185,0.08900399,-0.35331917,0.9041585,2.5405402e-08,-1.4310721e-07,-0.42719728,1
43799030,43798915,0.9333837,0.08448236,0.077653654,-0.3400405,0.9041585,2.5405402e-08,-1.4310721e-07,-0.42719728,1
44298269,44297919,0.9288314,0.09210214,0.07811988,-0.35026658,0.9041585,2.5405402e-08,-1.4310721e-07,-0.42719728,1
44797037,44796923,0.92764795,0.098658465,0.07310011,-0.35269275,0.9041585,2.5405402e-08,-1.4310721e-07,-0.42719728,1
45296139,45295926,0.92393595,0.10384322,0.07831154,-0.3597587,0.9041585,2.5405402e-08,-1.4310721e-07,-0.42719728,1
45795048,45794930,0.92576367,0.09523912,0.07798683,-0.3575042,0.9041585,2.5405402e-08,-1.4310721e-07,-0.42719728,1
46299044,46298925,0.92375165,0.0943438,0.074749954,-0.3635858,0.9041585,2.5405402e-08,-1.4310721e-07,-0.42719728,1
46798045,46797929,0.92141914,0.09541599,0.07318802,-0.3694946,0.9041585,2.5405402e-08,-1.4310721e-07,-0.42719728,1
47297061,47296934,0.9167548,0.09754013,0.06811491,-0.38132283,0.9041585,2.5405402e-08,-1.4310721e-07,-0.42719728,1
47801043,47800928,0.9096407,0.09851094,0.06206764,-0.39874437,0.9041585,2.5405402e-08,-1.4310721e-07,-0.42719728,1
48300050,48299934,0.9097119,0.10235075,0.064234346,-0.3972689,0.9041585,2.5405402e-08,-1.4310721e-07,-0.42719728,1
48799053,48798938,0.90646,0.106974706,0.065078996,-0.40330055,0.9041585,2.5405402e-08,-1.4310721e-07,-0.42719728,1
49298064,49297943,0.9035879,0.10084802,0.060037803,-0.4120123,0.9041585,2.5405402e-08,-1.4310721e-07,-0.42719728,1
49797103,49796948,0.9105234,0.098429605,0.084168755,-0.39265054,0.9041585,2.5405402e-08,-1.4310721e-07,-0.42719728,1
50296069,50295953,0.9228159,0.11186127,0.15139976,-0.33611906,0.9041585,2.5405402e-08,-1.4310721e-07,-0.42719728,1
50800101,50799948,0.93286693,0.12354046,0.13953392,-0.3082649,0.9041585,2.5405402e-08,-1.4310721e-07,-0.42719728,1
