timestamp,timestamp_sample,device_id,magnetometer_ga[0],magnetometer_ga[1],magnetometer_ga[2],calibration_count
39350080,39339120,527633,0.25272682,0.31239125,0.3152095,3
39890158,39829124,527633,0.15291165,0.25928837,0.3855536,3
40350077,40349117,527633,0.16753401,0.2633982,0.37738636,3
40910082,40909118,527633,0.1683925,0.2463296,0.39270413,3
41330099,41329128,527633,0.17212474,0.2466677,0.4147728,3
41890091,41889127,527633,0.16962565,0.24410486,0.4136223,3
42350095,42339163,527633,0.18493481,0.25816458,0.40490004,3
42910079,42899174,527633,0.20552085,0.26752496,0.38261354,3
43330136,43319146,527633,0.21385646,0.27296627,0.36509663,3
43890090,43879122,527633,0.2214105,0.274521,0.3541664,3
44330157,44329142,527633,0.20833524,0.2844986,0.35142028,3
44890079,44889120,527633,0.2072065,0.2950888,0.3477418,3
45310078,45309118,527633,0.1931442,0.28774685,0.33807617,3
45870135,45869118,527633,0.19126533,0.28596473,0.34764925,3
46310078,46309118,527633,0.19765577,0.291294,0.3433271,3
46890079,46879119,527633,0.19118966,0.30013555,0.34446564,3
47410186,47369157,527633,0.18326642,0.30863622,0.34313527,3
47870077,47859157,527633,0.17562065,0.30854854,0.33036193,3
48410143,48357143,527633,0.17499556,0.31240088,0.33521405,3
48870077,48869117,527633,0.16631375,0.31486845,0.326627,3
49410088,49359141,527633,0.16656932,0.3147393,0.3277342,3
49850145,49849186,527633,0.16766122,0.30258155,0.33962724,3
50410099,50409139,527633,0.16021004,0.28184378,0.37161425,3
50870078,50859148,527633,0.1513874,0.26683682,0.369866,3
51390077,51349132,527633,0.16869879,0.23855977,0.38819596,3
51850192,51839147,527633,0.16028228,0.24190584,0.38930365,3
52410089,52399122,527633,0.17760938,0.2508641,0.38299268,3
52850082,52849123,527633,0.17627354,0.23238541,0.3927778,3
53410088,53409129,527633,0.17749207,0.22882229,0.39372936,3
53830077,53829118,527633,0.17685317,0.23296747,0.3850662,3
54390081,54389118,527633,0.16999984,0.23741524,0.3938429,3
54830103,54829145,527633,0.17008509,0.22631538,0.40746328,3
55410140,55399149,527633,0.16973914,0.23020376,0.40484628,3
55830096,55819148,527633,0.16303292,0.23748533,0.39694244,3
56390078,56379130,527633,0.1685221,0.22915858,0.39256072,3
56810206,56799146,527633,0.17261778,0.22362643,0.39556563,3
57390079,57389119,527633,0.17823777,0.22770953,0.3979032,3
57830096,57829118,527633,0.17939132,0.23083612,0.40358266,3
58390078,58389118,527633,0.18037638,0.22384532,0.3947302,3
58810111,58809151,527633,0.18709177,0.2276416,0.39459667,3
59390101,59379145,527633,0.18797445,0.23010257,0.39293915,3
59910078,59869127,527633,0.18975604,0.22576685,0.39074203,3
60370144,60359151,527633,0.19711897,0.23045114,0.38577247,3
60890083,60849135,527633,0.1931748,0.2271515,0.38758364,3
61370087,61369127,527633,0.19475988,0.23150535,0.38883707,3
61910096,61859133,527633,0.22239771,0.2273874,0.3731551,3
62350080,62349118,527633,0.19881575,0.21907528,0.39216608,3
62910098,62909136,527633,0.19745235,0.2444705,0.3830076,3
63350077,63349117,527633,0.2169611,0.208529,0.3821958,3
63890091,63849134,527633,0.1952464,0.21121891,0.4011414,3
64350080,64339140,527633,0.25347877,0.18754098,0.37159652,3
64910088,64899127,527633,0.2789604,0.1881539,0.37372267,3
65330142,65319151,527633,0.13197032,0.17903951,0.4391003,3
65910079,65909118,527633,0.14192116,0.12362824,0.4509209,3
66330126,66329166,527633,0.09777467,0.13379754,0.4433747,3
66890138,66889178,527633,0.028947944,0.15247075,0.4782894,3
67310078,67309118,527633,0.110648796,0.18001723,0.45887494,3
67910078,67899121,527633,0.1378372,0.18036705,0.44914266,3
68330155,68319147,527633,0.10969981,0.22149354,0.44348872,3
68890119,68879137,527633,0.16157082,0.27730602,0.39596266,3
69410086,69369125,527633,0.11991518,0.26175404,0.4016799,3
69870090,69869130,527633,0.108241536,0.23921905,0.40660468,3
70410104,70359127,527633,0.11562589,0.20499793,0.41932425,3
70850100,70849123,527633,0.16833761,0.16450128,0.43733102,3
71410108,71409147,527633,0.18578047,0.11045679,0.4513773,3
71830083,71829119,527633,0.14429438,0.075346075,0.46666917,3
72410093,72359126,527633,0.15154412,0.0656894,0.45774397,3
72850085,72849125,527633,0.18933965,0.017127298,0.4395914,3
73410141,73409120,527633,0.15375285,0.04553123,0.4677115,3
73830093,73829118,527633,0.13444681,0.04089313,0.46952978,3
74410117,74321133,527633,0.115090065,0.0013113738,0.46564063,3
74850079,74849120,527633,0.086089745,-0.055996273,0.47896233,3
75410090,75409130,527633,0.032035038,-0.17673616,0.4546614,3
75830077,75829117,527633,0.024671383,-0.21190505,0.4382777,3
76390082,76389118,527633,-0.005271975,-0.23809129,0.42331874,3
76850106,76849136,527633,-0.042665735,-0.26941422,0.42359164,3
77410092,77409132,527633,-0.063548066,-0.26773283,0.40178487,3
77830077,77829118,527633,-0.08548696,-0.28553006,0.386118,3
78390091,78389118,527633,-0.08721426,-0.2875603,0.38825676,3
78810079,78809119,527633,-0.061352856,-0.30554676,0.3675469,3
79410094,79409131,527633,-0.04564556,-0.3282088,0.35121936,3
79830086,79829126,527633,-0.062336195,-0.3105438,0.37351084,3
80390078,80389117,527633,-0.008509399,-0.31368196,0.3595561,3
80810104,80809145,527633,0.008391405,-0.2846435,0.3990612,3
81410082,81409123,527633,0.03897966,-0.2734276,0.3994926,3
81830101,81829119,527633,0.025584867,-0.28065708,0.39809296,3
82390114,82389154,527633,0.050929278,-0.23508653,0.4174188,3
82810096,82809126,527633,0.03910321,-0.23977287,0.421719,3
83370093,83369133,527633,0.07242384,-0.19277236,0.44008425,3
83810102,83809140,527633,0.06597859,-0.17328218,0.45288303,3
84370079,84369119,527633,0.09095185,-0.124077365,0.4707586,3
84910085,84859140,527633,0.0528077,-0.14350455,0.46960914,3
85350078,85349119,527633,0.09129951,-0.12919241,0.473005,3
85910083,85909123,527633,0.0039524203,-0.19957943,0.45174214,3
86330140,86329180,527633,-0.031476494,-0.18587866,0.4483719,3
86890114,86889151,527633,-0.13788277,-0.2134523,0.42801115,3
87310083,87309123,527633,-0.1529014,-0.26509422,0.39343175,3
