timestamp,frequency_hz
38959112,1.335092e-05
38969184,1.0680737e-05
39009119,-0.00041250145
39059111,-0.00023875288
39109112,-7.8234545e-05
39159111,0.000470497
39209134,0.00022426156
39259113,7.348602e-05
39309112,0.0071487087
39359121,-0.003350299
39409127,-0.0016436626
39459111,-0.0017107524
39509111,-0.0005605794
39559110,4.804691e-05
39609119,1.5744012e-05
39659113,5.1589977e-06
39709110,1.6905003e-06
39759111,5.5394315e-07
39809121,1.8151609e-07
39859112,0.00051665824
39909111,0.0004483846
39959110,-0.00027003308
40009123,-8.848444e-05
40059111,-2.8994582e-05
40109112,-9.500945e-06
40159159,-3.11327e-06
40209148,-1.0201562e-06
40259110,-3.3428478e-07
40309111,-1.0953843e-07
40359111,-3.5893553e-08
40409119,-1.1761601e-08
40459128,-0.00013378846
40509110,-4.3839806e-05
40559111,-1.4365427e-05
40609171,-4.707263e-06
40659111,-1.542476e-06
40709111,-5.0543855e-07
40759110,-1.656221e-07
40809152,-5.427106e-08
40859110,-1.778354e-08
40909111,-5.82731e-09
40959110,-1.9094932e-09
41009159,-6.257027e-10
41059120,-2.0503026e-10
41109111,-6.718432e-11
41159109,-2.2014956e-11
41209121,-7.2138615e-12
41259111,-2.363838e-12
41309109,-7.7458244e-13
41359111,-2.5381517e-13
41409122,-8.317016e-14
41459110,-2.7253195e-14
41509111,-8.9303285e-15
41559112,-2.9262898e-15
41609120,-9.588868e-16
41659112,-3.14208e-16
41709111,-1.0295968e-16
41759111,-3.3737822e-17
41809117,-1.105521e-17
41859111,-3.622571e-18
41909111,-1.187044e-18
41959111,-3.8897057e-19
42009121,-1.2745787e-19
42059112,-4.17654e-20
42109111,-1.3685685e-20
42159110,-4.4845258e-21
42209178,-1.4694893e-21
42259110,-4.8152226e-22
42309110,-1.5778523e-22
42359110,-5.1703064e-23
42409122,-1.694206e-23
42459114,-5.5515743e-24
42509110,-1.8191397e-24
42559111,-5.960957e-25
42609118,-1.9532865e-25
42659110,-6.400529e-26
42709111,-2.0973252e-26
42759111,-6.872516e-27
42809131,-2.251986e-27
42859162,-7.379309e-28
42909113,-2.4180522e-28
42959110,-7.9234744e-29
43009121,-2.5963642e-29
43059110,-8.507765e-30
43109110,-2.7878244e-30
43159110,-9.135142e-31
43209121,-2.9934032e-31
43259111,-9.8087833e-32
43309110,-3.2141422e-32
43359111,-1.05321e-32
43409124,-3.451159e-33
43459110,-1.1308759e-33
43509111,-3.705654e-34
43559110,-1.2142687e-34
43609181,-3.9789152e-35
43659110,-1.303811e-35
43709110,-4.2723272e-36
43759111,-1.3999562e-36
43809137,-4.5873763e-37
43859110,-1.5031914e-37
43909118,-4.925657e-38
43959112,-1.6140393e-38
44009118,-5.288884e-39
44059116,-1.733061e-39
44109111,-5.6789e-40
44159111,-1.86085e-40
44209172,-6.0976e-41
44259111,-1.9981e-41
44309111,-6.547e-42
