timestamp,rollspeed_integ,pitchspeed_integ,yawspeed_integ,wheel_rate_integ
38958750,0.0,0.0,0.0,0.0
38961214,0.0,0.0,0.0,0.0
39163254,0.0,0.0,0.0,0.0
39362845,0.0,0.0,0.0,0.0
39562414,0.0,0.0,0.0,0.0
39762000,0.0,0.0,0.0,0.0
39961571,0.0,0.0,0.0,0.0
40161138,0.0,0.0,0.0,0.0
40360736,0.0,0.0,0.0,0.0
40562761,0.0,0.0,0.0,0.0
40762358,0.0,0.0,0.0,0.0
40961926,0.0,0.0,0.0,0.0
41161503,0.0,0.0,0.0,0.0
41361085,0.0,0.0,0.0,0.0
41560667,0.0,0.0,0.0,0.0
41760249,0.0,0.0,0.0,0.0
41959845,0.0,0.0,0.0,0.0
42161895,0.0,0.0,0.0,0.0
42361450,0.0,0.0,0.0,0.0
42561065,0.0,0.0,0.0,0.0
42760611,0.0,0.0,0.0,0.0
42960217,0.0,0.0,0.0,0.0
43159774,0.0,0.0,0.0,0.0
43361822,0.0,0.0,0.0,0.0
43561399,0.0,0.0,0.0,0.0
43760982,0.0,0.0,0.0,0.0
43960561,0.0,0.0,0.0,0.0
44160145,0.0,0.0,0.0,0.0
44359724,0.0,0.0,0.0,0.0
44559307,0.0,0.0,0.0,0.0
44761353,0.0,0.0,0.0,0.0
44960938,0.0,0.0,0.0,0.0
45160513,0.0,0.0,0.0,0.0
45360094,0.0,0.0,0.0,0.0
45559677,0.0,0.0,0.0,0.0
45759256,0.0,0.0,0.0,0.0
45958841,0.0,0.0,0.0,0.0
46163346,0.0,0.0,0.0,0.0
46362930,0.0,0.0,0.0,0.0
46562506,0.0,0.0,0.0,0.0
46762093,0.0,0.0,0.0,0.0
46961692,0.0,0.0,0.0,0.0
47161252,0.0,0.0,0.0,0.0
47360835,0.0,0.0,0.0,0.0
47562881,0.0,0.0,0.0,0.0
47762459,0.0,0.0,0.0,0.0
47962045,0.0,0.0,0.0,0.0
48161628,0.0,0.0,0.0,0.0
48361206,0.0,0.0,0.0,0.0
48560789,0.0,0.0,0.0,0.0
48760370,0.0,0.0,0.0,0.0
48962413,0.0,0.0,0.0,0.0
49161996,0.0,0.0,0.0,0.0
49361577,0.0,0.0,0.0,0.0
49561159,0.0,0.0,0.0,0.0
49760741,0.0,0.0,0.0,0.0
49960323,0.0,0.0,0.0,0.0
50159907,0.0,0.0,0.0,0.0
50361951,0.0,0.0,0.0,0.0
50561536,0.0,0.0,0.0,0.0
50761119,0.0,0.0,0.0,0.0
50960704,0.0,0.0,0.0,0.0
51160278,0.0,0.0,0.0,0.0
51359863,0.0,0.0,0.0,0.0
51559466,0.0,0.0,0.0,0.0
51761491,0.0,0.0,0.0,0.0
51961102,0.0,0.0,0.0,0.0
52160656,0.0,0.0,0.0,0.0
52360253,0.0,0.0,0.0,0.0
