timestamp,timestamp_sample,device_id,x,y,z,temperature,error_count,clip_counter[0],clip_counter[1],clip_counter[2],samples
39669615,39669546,4259850,0.79679036,1.4939818,10.105447,26.5,0,0,0,0,5
40671750,40671682,4259850,2.834735,0.61291564,10.28166,27.0,0,0,0,0,5
41669135,41668874,4259850,2.3444023,-0.6435614,9.906249,27.0,0,0,0,0,5
42671050,42670981,4259850,2.2601264,-0.3677494,9.760681,26.5,0,0,0,0,5
43671143,43671074,4259850,1.9000385,0.79679036,10.06714,26.5,0,0,0,0,5
44673259,44673191,4259850,1.8693928,0.6895301,10.090124,27.0,0,0,0,0,5
45670613,45670365,4259850,2.0379446,0.8734048,9.768343,27.0,0,0,0,0,5
46670065,46669997,4259850,2.0915747,0.7661446,9.898587,26.5,0,0,0,0,5
47669142,47669071,4259850,1.8464084,0.7354988,9.959879,26.5,0,0,0,0,5
48668770,48668701,4259850,2.0762517,1.0036494,9.829635,26.5,0,0,0,0,5
49670753,49670685,4259850,2.0226216,0.6895301,9.852619,27.0,0,0,0,0,5
50670217,50670147,4259850,3.302083,0.980665,9.64576,26.5,0,0,0,0,5
51672107,51672039,4259850,3.2714372,0.8197747,9.8372965,26.5,0,0,0,0,5
52669138,52669071,4259850,3.3250673,0.5209783,9.707051,26.5,0,0,0,0,5
53671129,53671014,4259850,3.148854,0.14556746,9.776005,26.5,0,0,0,0,5
54672508,54672439,4259850,3.3786974,0.22218192,9.668744,26.5,0,0,0,0,5
55670035,55669965,4259850,3.3327289,0.42904094,9.676406,26.5,0,0,0,0,5
56669546,56669478,4259850,3.3403902,0.4367024,9.59213,27.0,0,0,0,0,5
57671404,57671292,4259850,3.1028855,0.4520253,9.760681,26.5,0,0,0,0,5
58673266,58673195,4259850,3.1794999,0.3524265,9.707051,26.5,0,0,0,0,5
59670265,59670197,4259850,3.0799012,0.39839518,9.691729,27.0,0,0,0,0,5
60669727,60669659,4259850,3.1258698,0.54396266,9.791327,27.0,0,0,0,0,5
61671691,61671607,4259850,3.2101457,-0.9346964,11.139742,27.0,0,0,0,0,5
62668231,62668162,4259850,2.4593241,-1.0649409,12.748646,27.0,0,0,0,0,5
63670140,63670072,4259850,-4.267425,-1.1875241,12.426865,27.0,0,0,0,0,5
64672111,64672042,4259850,-0.48267108,-2.114559,12.24299,27.0,0,0,0,0,5
65671598,65671530,4259850,10.021171,-4.6198516,4.298071,27.0,0,0,0,0,5
66668754,66668686,4259850,-6.1981096,2.7044902,3.7464468,27.0,0,0,0,0,5
67670818,67670749,4259850,3.8766913,2.2601264,7.362649,27.0,0,0,0,0,5
68670447,68670379,4259850,-1.8387469,-4.9492936,-10.97119,27.0,0,0,0,0,5
69669800,69669547,4259850,-3.6085408,-1.0649409,9.33164,27.0,0,0,0,0,5
70669240,70669173,4259850,7.1634517,3.217807,6.1981096,26.5,0,0,0,0,5
71671239,71671173,4259850,4.213795,5.6158395,18.456423,26.5,0,0,0,0,5
72668444,72668249,4259850,-5.2480903,-1.9460071,0.45968673,27.0,0,0,0,0,5
73670280,73670212,4259850,4.66582,3.1948228,0.038307227,27.0,0,0,0,0,5
74670247,74670180,4259850,-0.27581203,-1.0189723,12.334928,27.0,0,0,0,0,5
75672162,75672093,4259850,10.86393,-2.390371,21.444386,26.5,0,0,0,0,5
76669232,76669164,4259850,4.3517013,8.7034025,12.097423,26.5,0,0,0,0,5
77670720,77670651,4259850,2.1528661,-4.229118,-1.9460071,26.5,0,0,0,0,5
78670219,78670150,4259850,3.6774938,-2.8653805,-9.921572,26.5,0,0,0,0,5
79672178,79672109,4259850,1.0113108,3.7617698,3.1565156,26.5,0,0,0,0,5
80669233,80669165,4259850,5.485595,-4.66582,32.71437,26.0,0,0,0,0,5
81671010,81670939,4259850,11.744996,6.6961036,20.011696,26.0,0,0,0,0,5
82670497,82670428,4259850,-6.6194887,0.11492168,1.616565,26.0,0,0,0,0,5
83669980,83669912,4259850,0.55162406,-2.612553,-12.181699,26.0,0,0,0,0,5
84669059,84668989,4259850,1.8617313,13.997461,18.939093,26.0,0,0,0,0,5
85671134,85671065,4259850,5.431965,1.5322891,15.836208,26.0,0,0,0,0,5
86671267,86671199,4259850,24.91502,1.7161638,28.431623,26.0,0,0,0,0,5
87668496,87668428,4259850,-1.7468096,1.9689915,4.1141963,26.0,0,0,0,0,5
