timestamp,time_estimate,safe_time_estimate,valid
38412312,0.0,0.0,0
40412960,0.0,0.0,0
42433356,0.0,0.0,0
44463726,0.0,0.0,0
46484193,0.0,0.0,0
48514404,0.0,0.0,0
50534900,0.0,0.0,0
52555354,0.0,0.0,0
54585661,0.0,0.0,0
56606212,0.0,0.0,0
58626827,0.0,0.0,0
60656965,0.0,0.0,0
62677592,0.0,0.0,0
64707784,0.0,0.0,0
66729381,124.229256,236.65219,1
68748700,123.78721,236.16594,1
70779031,122.76472,235.0412,1
72799479,121.24649,233.37114,1
74830003,119.42098,231.36308,1
76850211,118.440094,230.2841,1
78870700,116.67141,228.33855,1
80900939,114.77451,226.25197,1
82921623,112.31678,223.54846,1
84951638,110.27305,221.30035,1
86972083,109.51869,220.47057,1
88992471,108.44405,219.28847,1
91023040,105.86135,216.4475,1
93043452,104.60098,215.06108,1
95073370,102.76391,213.0403,1
97093970,101.01673,211.11841,1
99114266,99.075584,208.98314,1
101154213,97.56975,207.32672,1
103184790,97.8331,207.61641,1
105204898,97.101974,206.81218,1
107225838,95.54474,205.09921,1
109255445,94.156395,203.57204,1
111276066,92.46753,201.71428,1
113306247,91.563644,200.72002,1
115336250,89.704834,198.67532,1
117347199,88.110725,196.9218,1
119377047,86.66244,195.32869,1
121397234,85.723495,194.29585,1
123427667,85.786835,194.36552,1
125448053,84.82285,193.30515,1
127478034,84.73937,193.21332,1
129498365,83.55942,191.91536,1
131519040,83.30699,191.6377,1
133548882,82.96598,191.26257,1
135569187,82.79691,191.0766,1
137599366,82.723274,190.9956,1
139619799,82.91173,191.2029,1
141640084,82.564514,190.82097,1
143670111,82.431595,190.67476,1
145690432,82.09941,190.30936,1
147720580,82.396904,190.6366,1
149741575,82.03307,190.23639,1
151761300,82.29,190.519,1
153791555,82.1703,190.38733,1
155811597,82.16312,190.37943,1
157841946,82.18837,190.40721,1
159862162,82.53534,190.78888,1
161882372,82.80285,191.08313,1
163912454,82.33006,190.56306,1
165942775,82.37628,190.6139,1
167953377,82.40697,190.64766,1
169983412,82.50111,190.75122,1
172003521,82.502754,190.75304,1
174033588,82.52144,190.77359,1
176053870,81.81286,189.99414,1
178084040,81.51802,189.66983,1
180104338,81.85173,190.03691,1
182134496,82.12383,190.33621,1
184154944,82.645004,190.9095,1
186174944,82.54079,190.79486,1
188205132,82.340576,190.57463,1
190225587,82.055885,190.26147,1
192255461,82.15978,190.37576,1
194275709,81.82371,190.00607,1
196305950,81.946365,190.141,1
198326435,82.95644,191.25209,1
200346785,82.46307,190.70938,1
202376462,83.14804,191.46284,1
204396732,82.6612,190.92732,1
206407144,82.45805,190.70386,1
208427723,81.84861,190.03348,1
210447737,80.827675,188.91045,1
212497532,82.2379,190.46169,1
214518043,81.706345,189.87698,1
216538140,82.20878,190.42966,1
218568173,83.51675,191.86842,1
220588328,83.88565,192.27422,1
222618490,84.32558,192.75813,1
224638762,83.78151,192.15967,1
226668831,82.70505,190.97556,1
228689296,81.812706,189.99397,1
230709367,82.547165,190.80188,1
232739886,83.07426,191.38168,1
234759704,82.131874,190.34506,1
236789891,81.15514,189.27066,1
238810297,80.549675,188.60464,1
240840295,81.53481,189.6883,1
242860521,82.303535,190.53389,1
244880597,82.99352,191.29288,1
246910777,83.97733,192.37506,1
248931023,85.56249,194.11874,1
250951873,87.26632,195.99295,1
252981270,88.53975,197.39372,1
255001532,90.418106,199.45992,1
257031603,92.53362,201.78699,1
259052033,94.49444,203.94388,1
261072087,96.57566,206.23323,1
263102199,98.17372,207.99109,1
265122672,99.93965,209.93362,1
267152516,102.40484,212.64532,1
269172731,105.33695,215.87065,1
271193325,108.61717,219.4789,1
273223189,110.97284,222.07013,1
275243349,113.87166,225.25882,1
277273384,117.58787,229.34666,1
279293560,121.80475,233.98523,1
281313849,123.78235,236.16058,1
283344308,126.846825,239.53151,1
285354329,127.03222,239.73544,1
