timestamp,defer_failsafes_timeout_s,disable_auto_disarm,defer_failsafes,source_type,source_id
37223634,0,0,0,0,0
37729655,0,0,0,0,0
38235638,0,0,0,0,0
38741640,0,0,0,0,0
39247658,0,0,0,0,0
39753659,0,0,0,0,0
40260025,0,0,0,0,0
40765657,0,0,0,0,0
41271656,0,0,0,0,0
41778649,0,0,0,0,0
42284637,0,0,0,0,0
42790638,0,0,0,0,0
43296638,0,0,0,0,0
43802637,0,0,0,0,0
44308647,0,0,0,0,0
44814638,0,0,0,0,0
45321395,0,0,0,0,0
45826638,0,0,0,0,0
46333638,0,0,0,0,0
46839660,0,0,0,0,0
47345639,0,0,0,0,0
47851651,0,0,0,0,0
48357639,0,0,0,0,0
48863638,0,0,0,0,0
49369651,0,0,0,0,0
49875638,0,0,0,0,0
50381935,0,0,0,0,0
50887638,0,0,0,0,0
51393638,0,0,0,0,0
51899750,0,0,0,0,0
52405639,0,0,0,0,0
52911637,0,0,0,0,0
53417638,0,0,0,0,0
53923638,0,0,0,0,0
54429637,0,0,0,0,0
54935639,0,0,0,0,0
55441661,0,0,0,0,0
55947666,0,0,0,0,0
56453638,0,0,0,0,0
56959639,0,0,0,0,0
57465740,0,0,0,0,0
57971637,0,0,0,0,0
58477638,0,0,0,0,0
58983638,0,0,0,0,0
59489638,0,0,0,0,0
59996639,0,0,0,0,0
60502637,0,0,0,0,0
61008665,0,0,0,0,0
61514639,0,0,0,0,0
62020637,0,0,0,0,0
62527193,0,0,0,0,0
63032643,0,0,0,0,0
63538649,0,0,0,0,0
64044637,0,0,0,0,0
64550638,0,0,0,0,0
65056638,0,0,0,0,0
65562638,0,0,0,0,0
66068649,0,0,0,0,0
66574637,0,0,0,0,0
67080638,0,0,0,0,0
67586917,0,0,0,0,0
68092650,0,0,0,0,0
68598648,0,0,0,0,0
69104638,0,0,0,0,0
69610860,0,0,0,0,0
70116679,0,0,0,0,0
70622640,0,0,0,0,0
71128655,0,0,0,0,0
71635637,0,0,0,0,0
72141661,0,0,0,0,0
72647638,0,0,0,0,0
73153637,0,0,0,0,0
73659637,0,0,0,0,0
74165638,0,0,0,0,0
74672021,0,0,0,0,0
75177638,0,0,0,0,0
75684646,0,0,0,0,0
76190637,0,0,0,0,0
76696638,0,0,0,0,0
77202637,0,0,0,0,0
77708647,0,0,0,0,0
78214639,0,0,0,0,0
78720638,0,0,0,0,0
79226637,0,0,0,0,0
79732958,0,0,0,0,0
80239673,0,0,0,0,0
80745639,0,0,0,0,0
81251638,0,0,0,0,0
81757639,0,0,0,0,0
82263652,0,0,0,0,0
82769638,0,0,0,0,0
83276454,0,0,0,0,0
83781639,0,0,0,0,0
84287637,0,0,0,0,0
84793929,0,0,0,0,0
85299639,0,0,0,0,0
85805637,0,0,0,0,0
86311917,0,0,0,0,0
86817638,0,0,0,0,0
87323638,0,0,0,0,0
87829684,0,0,0,0,0
88335702,0,0,0,0,0
88841824,0,0,0,0,0
89347640,0,0,0,0,0
89854638,0,0,0,0,0
90360638,0,0,0,0,0
90866637,0,0,0,0,0
91372637,0,0,0,0,0
91878648,0,0,0,0,0
92384637,0,0,0,0,0
92891637,0,0,0,0,0
93398186,0,0,0,0,0
93904638,0,0,0,0,0
94410637,0,0,0,0,0
94916638,0,0,0,0,0
95422638,0,0,0,0,0
95928660,0,0,0,0,0
96434638,0,0,0,0,0
96940744,0,0,0,0,0
97446692,0,0,0,0,0
97952639,0,0,0,0,0
98458650,0,0,0,0,0
98964637,0,0,0,0,0
99470638,0,0,0,0,0
99976657,0,0,0,0,0
100482638,0,0,0,0,0
100988809,0,0,0,0,0
101494638,0,0,0,0,0
102000638,0,0,0,0,0
102506967,0,0,0,0,0
103012657,0,0,0,0,0
103518650,0,0,0,0,0
104024638,0,0,0,0,0
104530638,0,0,0,0,0
105036651,0,0,0,0,0
105542667,0,0,0,0,0
106048670,0,0,0,0,0
106555041,0,0,0,0,0
107061638,0,0,0,0,0
107567639,0,0,0,0,0
108073639,0,0,0,0,0
108579638,0,0,0,0,0
109085639,0,0,0,0,0
109591638,0,0,0,0,0
110097815,0,0,0,0,0
110603638,0,0,0,0,0
111110638,0,0,0,0,0
111616638,0,0,0,0,0
112122637,0,0,0,0,0
112628657,0,0,0,0,0
113134638,0,0,0,0,0
113641195,0,0,0,0,0
114146638,0,0,0,0,0
114652639,0,0,0,0,0
115158943,0,0,0,0,0
115664638,0,0,0,0,0
116170638,0,0,0,0,0
116676640,0,0,0,0,0
117182639,0,0,0,0,0
117688796,0,0,0,0,0
118194638,0,0,0,0,0
118700639,0,0,0,0,0
119207656,0,0,0,0,0
119713638,0,0,0,0,0
120219651,0,0,0,0,0
120725638,0,0,0,0,0
121232639,0,0,0,0,0
121739677,0,0,0,0,0
122245638,0,0,0,0,0
122751638,0,0,0,0,0
123257639,0,0,0,0,0
123763751,0,0,0,0,0
124269928,0,0,0,0,0
124775639,0,0,0,0,0
125281651,0,0,0,0,0
125787639,0,0,0,0,0
126293639,0,0,0,0,0
126799638,0,0,0,0,0
127305656,0,0,0,0,0
127811639,0,0,0,0,0
128317754,0,0,0,0,0
128823638,0,0,0,0,0
129329639,0,0,0,0,0
129835639,0,0,0,0,0
130341638,0,0,0,0,0
