timestamp,timestamp_sample,q[0],q[1],q[2],q[3],delta_q_reset[0],delta_q_reset[1],delta_q_reset[2],delta_q_reset[3],quat_reset_counter
38958950,38958516,0.8471892,0.051597517,-0.08145151,-0.52246886,0.9998739,-0.0014573323,0.015069437,-0.0047948477,2
38964067,38963444,0.84760934,0.051664382,-0.08016168,-0.5219803,0.9998739,-0.0014573323,0.015069437,-0.0047948477,2
39013069,39012723,0.85225767,0.052682858,-0.067700826,-0.5160406,0.9998739,-0.0014573323,0.015069437,-0.0047948477,2
39062410,39062002,0.8580657,0.053033773,-0.056216266,-0.5076913,0.9998739,-0.0014573323,0.015069437,-0.0047948477,2
39106757,39106353,0.86439574,0.052695826,-0.045166273,-0.49799907,0.9998739,-0.0014573323,0.015069437,-0.0047948477,2
39160927,39160560,0.8728047,0.0518382,-0.026154375,-0.48460373,0.9998739,-0.0014573323,0.015069437,-0.0047948477,2
39210224,39209839,0.87998176,0.053226642,-0.004478711,-0.4719947,0.9998739,-0.0014573323,0.015069437,-0.0047948477,2
39259477,39259118,0.88669693,0.063364334,0.0041463696,-0.45796996,0.9998739,-0.0014573323,0.015069437,-0.0047948477,2
39308763,39308397,0.8944885,0.0623517,-0.0023516484,-0.44271553,0.9998739,-0.0014573323,0.015069437,-0.0047948477,2
39363241,39362604,0.9030928,0.052675366,-0.020292485,-0.42571932,0.9998739,-0.0014573323,0.015069437,-0.0047948477,2
39412227,39411883,0.90913707,0.03856132,-0.02930314,-0.41367164,0.9998739,-0.0014573323,0.015069437,-0.0047948477,2
39456614,39456235,0.91288096,0.0338112,-0.02713053,-0.4059176,0.9998739,-0.0014573323,0.015069437,-0.0047948477,2
39510782,39510442,0.9155531,0.038419798,-0.015465857,-0.4000593,0.9998739,-0.0014573323,0.015069437,-0.0047948477,2
39560088,39559721,0.9167648,0.044856165,0.0022976182,-0.39689422,0.9998739,-0.0014573323,0.015069437,-0.0047948477,2
39609349,39609000,0.9171315,0.051070195,0.022258947,-0.3946723,0.9998739,-0.0014573323,0.015069437,-0.0047948477,2
39658614,39658279,0.91674155,0.05725565,0.04413083,-0.39288595,0.9998739,-0.0014573323,0.015069437,-0.0047948477,2
39712836,39712486,0.91527534,0.06760756,0.06901072,-0.39107266,0.9998739,-0.0014573323,0.015069437,-0.0047948477,2
39762392,39761765,0.91323084,0.07804761,0.09209055,-0.38914967,0.9998739,-0.0014573323,0.015069437,-0.0047948477,2
39811390,39811044,0.91063017,0.08861434,0.11257965,-0.3875902,0.9998739,-0.0014573323,0.015069437,-0.0047948477,2
39860662,39860323,0.9080851,0.098196544,0.12755892,-0.38661036,0.9998739,-0.0014573323,0.015069437,-0.0047948477,2
39909933,39909602,0.9061652,0.10674028,0.13541132,-0.38618007,0.9998739,-0.0014573323,0.015069437,-0.0047948477,2
39959284,39958882,0.9056881,0.110828474,0.13752608,-0.3853993,0.9998739,-0.0014573323,0.015069437,-0.0047948477,2
40008493,40008161,0.9063108,0.112302184,0.1348251,-0.38446227,0.9998739,-0.0014573323,0.015069437,-0.0047948477,2
40062698,40062368,0.907108,0.11197938,0.13060427,-0.38413316,0.9998739,-0.0014573323,0.015069437,-0.0047948477,2
40111978,40111647,0.90695846,0.112684265,0.1283321,-0.38504496,0.9998739,-0.0014573323,0.015069437,-0.0047948477,2
40161512,40160926,0.9062489,0.114594735,0.12851651,-0.3860887,0.9998739,-0.0014573323,0.015069437,-0.0047948477,2
40210551,40210205,0.9055731,0.11824136,0.1297448,-0.38616404,0.9998739,-0.0014573323,0.015069437,-0.0047948477,2
40259862,40259484,0.90594167,0.12081329,0.13062342,-0.3842024,0.9998739,-0.0014573323,0.015069437,-0.0047948477,2
40309090,40308763,0.9075388,0.12045239,0.12990354,-0.3807754,0.9998739,-0.0014573323,0.015069437,-0.0047948477,2
40358432,40358042,0.9093005,0.11776014,0.12658991,-0.37852398,0.9998739,-0.0014573323,0.015069437,-0.0047948477,2
40412580,40412249,0.9106274,0.11202946,0.1210559,-0.37888324,0.9998739,-0.0014573323,0.015069437,-0.0047948477,2
40461877,40461528,0.911274,0.1039395,0.11650979,-0.38105366,0.9998739,-0.0014573323,0.015069437,-0.0047948477,2
40511143,40510808,0.9112288,0.09519072,0.11344447,-0.3843581,0.9998739,-0.0014573323,0.015069437,-0.0047948477,2
40560433,40560087,0.91042125,0.088661775,0.11192791,-0.3882581,0.9998739,-0.0014573323,0.015069437,-0.0047948477,2
40609708,40609366,0.9092405,0.08321599,0.11247481,-0.39205417,0.9998739,-0.0014573323,0.015069437,-0.0047948477,2
40658984,40658645,0.90804595,0.07909493,0.113113545,-0.39547688,0.9998739,-0.0014573323,0.015069437,-0.0047948477,2
40708249,40707924,0.90717447,0.075150065,0.11323556,-0.39820188,0.9998739,-0.0014573323,0.015069437,-0.0047948477,2
40762511,40762131,0.9064711,0.07069641,0.11311396,-0.40064627,0.9998739,-0.0014573323,0.015069437,-0.0047948477,2
40811763,40811410,0.9059134,0.06568502,0.113737516,-0.40257943,0.9998739,-0.0014573323,0.015069437,-0.0047948477,2
40861045,40860690,0.9052217,0.060465507,0.11528834,-0.40450725,0.9998739,-0.0014573323,0.015069437,-0.0047948477,2
