timestamp,safe_points_id,is_evaluation_pending,has_vtol_approach,rtl_type,safe_point_index
40412956,0,0,-1,1,0
42433352,0,0,-1,1,0
44463721,0,0,-1,1,0
46484189,0,0,-1,1,0
48514400,0,0,-1,1,0
50534896,0,0,-1,1,0
52555350,0,0,-1,1,0
54585658,0,0,-1,1,0
56606208,0,0,-1,1,0
58626823,0,0,-1,1,0
60656961,0,0,-1,1,0
62677588,0,0,-1,1,0
64707780,0,0,-1,1,0
66729369,0,0,-1,1,0
68748688,0,0,-1,1,0
70779019,0,0,-1,1,0
72799467,0,0,-1,1,0
74829991,0,0,-1,1,0
76850199,0,0,-1,1,0
78870687,0,0,-1,1,0
80900927,0,0,-1,1,0
82921609,0,0,-1,1,0
84951626,0,0,-1,1,0
86972070,0,0,-1,1,0
88992457,0,0,-1,1,0
91023028,0,0,-1,1,0
93043439,0,0,-1,1,0
95073358,0,0,-1,1,0
97093959,0,0,-1,1,0
99114253,0,0,-1,1,0
101154201,0,0,-1,1,0
103184778,0,0,-1,1,0
105204886,0,0,-1,1,0
107225826,0,0,-1,1,0
109255433,0,0,-1,1,0
111276054,0,0,-1,1,0
113306235,0,0,-1,1,0
115336239,0,0,-1,1,0
117347188,0,0,-1,1,0
119377035,0,0,-1,1,0
121397222,0,0,-1,1,0
123427656,0,0,-1,1,0
125448041,0,0,-1,1,0
127478022,0,0,-1,1,0
129498353,0,0,-1,1,0
131519028,0,0,-1,1,0
133548870,0,0,-1,1,0
135569140,0,0,-1,1,0
137599355,0,0,-1,1,0
139619787,0,0,-1,1,0
141640072,0,0,-1,1,0
143670100,0,0,-1,1,0
145690420,0,0,-1,1,0
147720568,0,0,-1,1,0
149741563,0,0,-1,1,0
151761288,0,0,-1,1,0
153791543,0,0,-1,1,0
155811586,0,0,-1,1,0
157841934,0,0,-1,1,0
159862150,0,0,-1,1,0
161882361,0,0,-1,1,0
163912442,0,0,-1,1,0
165942763,0,0,-1,1,0
167953365,0,0,-1,1,0
169983400,0,0,-1,1,0
172003510,0,0,-1,1,0
174033577,0,0,-1,1,0
176053858,0,0,-1,1,0
178084028,0,0,-1,1,0
180104326,0,0,-1,1,0
182134485,0,0,-1,1,0
184154932,0,0,-1,1,0
186174932,0,0,-1,1,0
188205120,0,0,-1,1,0
190225575,0,0,-1,1,0
192255449,0,0,-1,1,0
194275697,0,0,-1,1,0
196305938,0,0,-1,1,0
198326423,0,0,-1,1,0
200346773,0,0,-1,1,0
202376451,0,0,-1,1,0
204396720,0,0,-1,1,0
206407133,0,0,-1,1,0
208427711,0,0,-1,1,0
210447724,0,0,-1,1,0
212497520,0,0,-1,1,0
214518031,0,0,-1,1,0
216538127,0,0,-1,1,0
218568159,0,0,-1,1,0
220588315,0,0,-1,1,0
222618476,0,0,-1,1,0
224638748,0,0,-1,1,0
226668818,0,0,-1,1,0
228689282,0,0,-1,1,0
230709354,0,0,-1,1,0
232739872,0,0,-1,1,0
234759691,0,0,-1,1,0
236789877,0,0,-1,1,0
238810283,0,0,-1,1,0
240840280,0,0,-1,1,0
242860508,0,0,-1,1,0
244880585,0,0,-1,1,0
246910765,0,0,-1,1,0
248931011,0,0,-1,1,0
250951861,0,0,-1,1,0
252981258,0,0,-1,1,0
255001520,0,0,-1,1,0
257031592,0,0,-1,1,0
259052021,0,0,-1,1,0
261072075,0,0,-1,1,0
263102187,0,0,-1,1,0
265122660,0,0,-1,1,0
267152504,0,0,-1,1,0
269172719,0,0,-1,1,0
271193313,0,0,-1,1,0
273223177,0,0,-1,1,0
275243336,0,0,-1,1,0
277273372,0,0,-1,1,0
279293548,0,0,-1,1,0
281313838,0,0,-1,1,0
283344296,0,0,-1,1,0
285354317,0,0,-1,1,0
286373488,0,0,-1,1,0
