timestamp,indicated_airspeed_m_s,calibrated_airspeed_m_s,true_airspeed_m_s,calibrated_ground_minus_wind_m_s,true_ground_minus_wind_m_s,airspeed_derivative_filtered,throttle_filtered,pitch_filtered,airspeed_sensor_measurement_valid,selected_airspeed_index
38906270,1.8012714,1.8044816,1.8531348,nan,nan,0.0,0.0,0.0,1,1
39006272,1.0877804,1.0897189,1.1191032,nan,nan,0.0,0.0,0.0,1,1
39106269,0.81727755,0.8187341,0.8407974,nan,nan,0.0,0.0,0.0,1,1
39306270,1.5445719,1.5473245,1.5890177,nan,nan,0.0,0.0,0.0,1,1
39506270,1.8012698,1.80448,1.8531331,nan,nan,0.0,0.0,0.0,1,1
39706270,1.3986628,1.4011555,1.4389266,nan,nan,0.0,0.0,0.0,1,1
39906269,1.2356453,1.2378474,1.2712082,nan,nan,0.0,0.0,0.0,1,1
40106269,0.81728137,0.8187379,0.8408034,nan,nan,0.0,0.0,0.0,1,1
40306269,1.0475595,1.0494264,1.0777284,nan,nan,0.0,0.0,0.0,1,1
40506269,1.2356453,1.2378474,1.271213,nan,nan,0.0,0.0,0.0,1,1
40706269,1.0475595,1.0494264,1.0777202,nan,nan,0.0,0.0,0.0,1,1
40906269,1.0877804,1.0897189,1.1190989,nan,nan,0.0,0.0,0.0,1,1
41106269,1.2356453,1.2378474,1.2712082,nan,nan,0.0,0.0,0.0,1,1
41306269,0.4883753,0.48924568,0.5024408,nan,nan,0.0,0.0,0.0,1,1
41506269,1.2356478,1.23785,1.2712172,nan,nan,0.0,0.0,0.0,1,1
41706269,1.2356453,1.2378474,1.2712212,nan,nan,0.0,0.0,0.0,1,1
41906272,0.9163653,0.91799843,0.94274503,nan,nan,0.0,0.0,0.0,1,1
42106269,1.2356453,1.2378474,1.2712293,nan,nan,0.0,0.0,0.0,1,1
42306269,1.8012698,1.80448,1.8531449,nan,nan,0.0,0.0,0.0,1,1
42506270,0.70439494,0.70565027,0.7246772,nan,nan,0.0,0.0,0.0,1,1
42706270,1.5445698,1.5473225,1.589038,nan,nan,0.0,0.0,0.0,1,1
42906275,1.0475595,1.0494264,1.0777146,nan,nan,0.0,0.0,0.0,1,1
43106269,1.3986628,1.4011555,1.4389266,nan,nan,0.0,0.0,0.0,1,1
43306269,1.4489341,1.4515164,1.4906509,nan,nan,0.0,0.0,0.0,1,1
43506269,1.2356453,1.2378474,1.2712082,nan,nan,0.0,0.0,0.0,1,1
43706269,0.81727755,0.8187341,0.84080166,nan,nan,0.0,0.0,0.0,1,1
43906270,1.8012698,1.80448,1.8531259,nan,nan,0.0,0.0,0.0,1,1
44106272,1.3676133,1.3700507,1.4069923,nan,nan,0.0,0.0,0.0,1,1
44306269,0.9768526,0.9785935,1.0049736,nan,nan,0.0,0.0,0.0,1,1
44506269,1.0475595,1.0494264,1.0777187,nan,nan,0.0,0.0,0.0,1,1
44706269,0.9768526,0.9785935,1.004971,nan,nan,0.0,0.0,0.0,1,1
44906270,1.3986628,1.4011555,1.4389377,nan,nan,0.0,0.0,0.0,1,1
45106299,1.8012714,1.8044816,1.853123,nan,nan,0.0,0.0,0.0,1,1
45306269,2.0256972,2.0293074,2.0840092,nan,nan,0.0,0.0,0.0,1,1
45506269,1.0475595,1.0494264,1.0777202,nan,nan,0.0,0.0,0.0,1,1
45706269,1.0475595,1.0494264,1.0777091,nan,nan,0.0,0.0,0.0,1,1
45906269,1.6346236,1.6375369,1.6816845,nan,nan,0.0,0.0,0.0,1,1
46106279,0.81728137,0.8187379,0.8408109,nan,nan,0.0,0.0,0.0,1,1
46306299,0.9768526,0.9785935,1.0049685,nan,nan,0.0,0.0,0.0,1,1
