timestamp,freefall,ground_contact,maybe_landed,landed,in_ground_effect,in_descend,has_low_throttle,vertical_movement,horizontal_movement,rotational_movement,close_to_ground_or_skipped_check,at_rest
38086859,0,0,0,1,0,0,0,0,0,0,0,0
39092188,0,0,0,1,0,0,0,0,0,0,0,0
40097451,0,0,0,1,0,0,0,0,0,0,0,0
41102752,0,0,0,1,0,0,0,0,0,0,0,0
42108092,0,0,0,1,0,0,0,0,0,0,0,0
43113333,0,0,0,1,0,0,0,0,0,0,0,0
44118750,0,0,0,1,0,0,0,0,0,0,0,0
45123982,0,0,0,1,0,0,0,0,0,0,0,0
46129950,0,0,0,1,0,0,0,0,0,0,0,0
47134687,0,0,0,1,0,0,0,0,0,0,0,0
48139849,0,0,0,1,0,0,0,0,0,0,0,0
49145111,0,0,0,1,0,0,0,0,0,0,0,0
50150430,0,0,0,1,0,0,0,0,0,0,0,0
51155730,0,0,0,1,0,0,0,0,0,0,0,0
52161017,0,0,0,1,0,0,0,0,0,0,0,0
53166354,0,0,0,1,0,0,0,0,0,0,0,0
54171867,0,0,0,1,0,0,0,0,0,0,0,0
55177136,0,0,0,1,0,0,0,0,0,0,0,0
56182308,0,0,0,1,0,0,0,0,0,0,0,0
57187802,0,0,0,1,0,0,0,0,0,0,0,0
58192893,0,0,0,1,0,0,0,0,0,0,0,0
58587101,0,0,0,1,0,0,0,0,0,0,0,1
58675869,0,0,0,1,0,0,0,0,0,0,0,0
59681089,0,0,0,1,0,0,0,0,0,0,0,0
60686591,0,0,0,1,0,0,0,0,0,0,0,0
61691724,0,0,0,1,0,0,0,0,0,0,0,0
62697005,0,0,0,1,0,0,0,0,0,0,0,0
63702431,0,0,0,1,0,0,0,0,0,0,0,0
64707697,0,0,0,1,0,0,0,0,0,0,0,0
65712961,0,0,0,1,0,0,0,0,0,0,0,0
65762256,0,0,0,0,0,0,0,0,0,0,0,0
66767509,0,0,0,0,0,0,0,0,0,0,0,0
67772835,0,0,0,0,0,0,0,0,0,0,0,0
68778163,0,0,0,0,0,0,0,0,0,0,0,0
69783448,0,0,0,0,0,0,0,0,0,0,0,0
70788771,0,0,0,0,0,0,0,0,0,0,0,0
71794111,0,0,0,0,0,0,0,0,0,0,0,0
72799367,0,0,0,0,0,0,0,0,0,0,0,0
73805309,0,0,0,0,0,0,0,0,0,0,0,0
74809995,0,0,0,0,0,0,0,0,0,0,0,0
75815245,0,0,0,0,0,0,0,0,0,0,0,0
76820783,0,0,0,0,0,0,0,0,0,0,0,0
77826114,0,0,0,0,0,0,0,0,0,0,0,0
78831085,0,0,0,0,0,0,0,0,0,0,0,0
79836477,0,0,0,0,0,0,0,0,0,0,0,0
80841691,0,0,0,0,0,0,0,0,0,0,0,0
81847005,0,0,0,0,0,0,0,0,0,0,0,0
82852408,0,0,0,0,0,0,0,0,0,0,0,0
83857720,0,0,0,0,0,0,0,0,0,0,0,0
84862823,0,0,0,0,0,0,0,0,0,0,0,0
85868103,0,0,0,0,0,0,0,0,0,0,0,0
86873441,0,0,0,0,0,0,0,0,0,0,0,0
87878770,0,0,0,0,0,0,0,0,0,0,0,0
88883986,0,0,0,0,0,0,0,0,0,0,0,0
89889226,0,0,0,0,0,0,0,0,0,0,0,0
90894528,0,0,0,0,0,0,0,0,0,0,0,0
91899764,0,0,0,0,0,0,0,0,0,0,0,0
92905241,0,0,0,0,0,0,0,0,0,0,0,0
93910317,0,0,0,0,0,0,0,0,0,0,0,0
94915572,0,0,0,0,0,0,0,0,0,0,0,0
95921126,0,0,0,0,0,0,0,0,0,0,0,0
96926484,0,0,0,0,0,0,0,0,0,0,0,0
97931382,0,0,0,0,0,0,0,0,0,0,0,0
98936711,0,0,0,0,0,0,0,0,0,0,0,0
99942241,0,0,0,0,0,0,0,0,0,0,0,0
100947259,0,0,0,0,0,0,0,0,0,0,0,0
101952451,0,0,0,0,0,0,0,0,0,0,0,0
102957739,0,0,0,0,0,0,0,0,0,0,0,0
103963111,0,0,0,0,0,0,0,0,0,0,0,0
104968330,0,0,0,0,0,0,0,0,0,0,0,0
105973453,0,0,0,0,0,0,0,0,0,0,0,0
