timestamp,io_errors,frames_tx,frames_rx,interface
38858689,1529,1495,0,0
38960698,1533,1515,0,0
39062724,1552,1515,0,0
39164707,1552,1515,0,0
39266793,1552,1515,0,0
39368691,1552,1517,0,0
39470692,1554,1517,0,0
39572695,1554,1517,0,0
39674711,1554,1517,0,0
39776690,1554,1517,0,0
39878689,1555,1519,0,0
39980691,1557,1536,0,0
40082690,1573,1536,0,0
40184705,1573,1536,0,0
40286689,1573,1536,0,0
40388689,1573,1538,0,0
40490886,1575,1538,0,0
40592689,1575,1538,0,0
40694704,1575,1538,0,0
40796689,1575,1538,0,0
40898691,1576,1538,0,0
41000694,1576,1557,0,0
41102797,1594,1557,0,0
41204705,1594,1557,0,0
41306697,1594,1557,0,0
41408711,1594,1557,0,0
41510699,1594,1559,0,0
41612689,1596,1559,0,0
41714706,1596,1559,0,0
41816689,1596,1559,0,0
41918707,1597,1578,0,0
42020694,1615,1578,0,0
42122733,1615,1578,0,0
42224706,1615,1578,0,0
42326689,1615,1578,0,0
42428689,1615,1580,0,0
42530690,1617,1580,0,0
42632690,1617,1580,0,0
42734707,1617,1580,0,0
42836690,1617,1580,0,0
42938689,1618,1599,0,0
43040691,1636,1599,0,0
43143023,1636,1599,0,0
43244710,1636,1599,0,0
43346689,1636,1599,0,0
43448690,1636,1601,0,0
43550692,1638,1601,0,0
43652689,1638,1601,0,0
43754708,1638,1601,0,0
43856692,1638,1601,0,0
43958750,1639,1620,0,0
44060694,1657,1620,0,0
44162787,1657,1620,0,0
44264708,1657,1620,0,0
44366689,1657,1620,0,0
44468689,1657,1622,0,0
44570691,1659,1622,0,0
44672718,1659,1622,0,0
44774707,1659,1622,0,0
44876689,1660,1622,0,0
44978690,1660,1641,0,0
45080694,1678,1641,0,0
45183163,1678,1641,0,0
45284706,1678,1641,0,0
45386690,1678,1641,0,0
45488689,1678,1643,0,0
45590692,1680,1643,0,0
45692872,1680,1643,0,0
45794708,1680,1643,0,0
45896689,1681,1643,0,0
45998689,1681,1662,0,0
46100692,1699,1662,0,0
46202689,1699,1662,0,0
46304705,1699,1662,0,0
46406689,1699,1662,0,0
46508869,1699,1664,0,0
46610694,1701,1664,0,0
46712689,1701,1664,0,0
46814713,1701,1664,0,0
46916733,1702,1681,0,0
47018689,1718,1683,0,0
47120691,1720,1683,0,0
47222689,1720,1683,0,0
47324707,1720,1683,0,0
47426692,1720,1683,0,0
47529092,1720,1685,0,0
47630691,1722,1685,0,0
47732705,1722,1685,0,0
47834666,1722,1685,0,0
47936690,1723,1702,0,0
48038689,1739,1704,0,0
48140692,1741,1704,0,0
48242703,1741,1704,0,0
48344707,1741,1704,0,0
48446693,1741,1704,0,0
48548689,1741,1706,0,0
48650691,1743,1706,0,0
48752690,1743,1706,0,0
48854709,1743,1706,0,0
48956690,1744,1723,0,0
49058708,1760,1725,0,0
49160695,1762,1725,0,0
49262689,1762,1725,0,0
49364705,1762,1725,0,0
49466690,1762,1725,0,0
49568975,1762,1727,0,0
49670710,1764,1727,0,0
49772690,1764,1727,0,0
49874706,1765,1727,0,0
49976776,1765,1744,0,0
50078694,1781,1746,0,0
50180692,1783,1746,0,0
50282689,1783,1746,0,0
50384707,1783,1746,0,0
