timestamp,voltage_v,current_a,current_average_a,discharged_mah,remaining,scale,time_remaining_s,temperature,voltage_cell_v[0],voltage_cell_v[1],voltage_cell_v[2],voltage_cell_v[3],voltage_cell_v[4],voltage_cell_v[5],voltage_cell_v[6],voltage_cell_v[7],voltage_cell_v[8],voltage_cell_v[9],voltage_cell_v[10],voltage_cell_v[11],voltage_cell_v[12],voltage_cell_v[13],max_cell_voltage_delta,full_charge_capacity_wh,remaining_capacity_wh,nominal_voltage,internal_resistance_estimate,ocv_estimate,ocv_estimate_filtered,volt_based_soc_estimate,voltage_prediction,prediction_error,estimation_covariance_norm,capacity,cycle_count,average_time_to_empty,serial_number,manufacture_date,state_of_health,max_error,interface_error,faults,over_discharge_count,connected,cell_count,source,priority,id,is_powering_off,is_required,warning
38952850,12.504511,0.0,15.0,0.025690699,0.95427936,1.0065745,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0054594898,12.504511,12.526018,0.95889896,12.51158,0.00022125244,0.44200593,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0
38962850,12.507244,0.0,15.0,0.025690699,0.95422214,1.0065827,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0054594898,12.507244,12.526018,0.95889896,12.51158,0.00022125244,0.44200593,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0
39162850,12.52365,0.0,15.0,0.026016189,0.9497308,1.0072333,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0054594898,12.52365,12.52586,0.9588117,12.510032,-0.0018758774,0.44200593,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0
39363314,12.351394,0.0,15.0,0.026260355,0.9433817,1.0081543,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0054594898,12.351394,12.52569,0.9587168,12.5086355,-0.0013914108,0.44200593,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0
39562850,12.236557,0.0,15.0,0.026483415,0.93691057,1.0090947,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0054594898,12.236557,12.525349,0.958527,12.507364,-0.017436028,0.44200593,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0
39762852,12.483548,0.0,15.0,0.026483415,0.9299702,1.0101054,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0054594898,12.483548,12.525349,0.958527,12.507364,-0.017436028,0.44200593,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0
39952847,12.429775,0.0,15.0,0.026483415,0.9202561,1.0115232,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0054594898,12.429775,12.525349,0.958527,12.507364,-0.017436028,0.44200593,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0
40152848,12.527296,0.0,15.0,0.026483415,0.92214674,1.0112469,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0054594898,12.527296,12.525349,0.958527,12.507364,-0.017436028,0.44200593,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0
40352848,12.507244,0.0,15.0,0.026483415,0.9234976,1.0110496,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0054594898,12.507244,12.525349,0.958527,12.507364,-0.017436028,0.44200593,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0
40562848,12.532764,0.0,15.0,0.026483415,0.92658466,1.0105991,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0054594898,12.532764,12.525349,0.958527,12.507364,-0.017436028,0.44200593,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0
40762852,12.520004,0.0,15.0,0.026605498,0.929851,1.0101228,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0054594898,12.520004,12.525068,0.9583711,12.490528,0.00578022,0.44200593,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0
40952849,12.522738,0.0,15.0,0.027154928,0.93057245,1.0100175,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0054594898,12.522738,12.524987,0.95832676,12.493789,0.019836426,0.44200593,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0
41152848,12.541879,0.0,15.0,0.027205797,0.93074316,1.0099927,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0054594898,12.541879,12.524896,0.95827574,12.516564,-0.0011177063,0.44200593,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0
41352848,12.530029,0.0,15.0,0.027205797,0.9320769,1.0097984,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0054594898,12.530029,12.524896,0.95827574,12.516564,-0.0011177063,0.44200593,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0
41552852,12.53641,0.0,15.0,0.02731262,0.9346327,1.0094262,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0054594898,12.53641,12.524691,0.9581613,12.515118,-0.011518478,0.44200593,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0
