timestamp,rpm_estimate,rpm_raw
38959112,0.006007914,0.0
38969184,0.0048063314,0.0
39159111,0.21172364,1.4649944
39359121,-1.5076345,-2.9273539
39559110,0.021621108,1.4651408
39759111,0.0002492744,0.0
39959110,-0.12151487,0.0
40159159,-0.0014009714,0.0
40359111,-1.6152098e-05,0.0
40559111,-0.006464442,0.0
40759110,-7.452994e-05,0.0
40959110,-8.5927184e-07,0.0
41159109,-9.90673e-09,0.0
41359111,-1.14216823e-10,0.0
41559112,-1.3168304e-12,0.0
41759111,-1.518202e-14,0.0
41959111,-1.7503675e-16,0.0
42159110,-2.0180364e-18,0.0
42359110,-2.3266377e-20,0.0
42559111,-2.6824305e-22,0.0
42759111,-3.092632e-24,0.0
42959110,-3.5655632e-26,0.0
43159110,-4.1108137e-28,0.0
43359111,-4.739445e-30,0.0
43559110,-5.4642085e-32,0.0
43759111,-6.2998025e-34,0.0
43959112,-7.263176e-36,0.0
44159111,-8.3738726e-38,0.0
44359110,-9.65441e-40,0.0
44559112,-1.1132e-41,0.0
44759110,-1.28e-43,0.0
44959123,-3e-45,0.0
45159111,-3e-45,0.0
45359110,-3e-45,0.0
45559110,-3e-45,0.0
45759110,-3e-45,0.0
45959111,-3e-45,0.0
46159112,-3e-45,0.0
46359110,-3e-45,0.0
46559112,-3e-45,0.0
46759111,-3e-45,0.0
46959111,-3e-45,0.0
47159112,-3e-45,0.0
47359110,-3e-45,0.0
47559111,-3e-45,0.0
47759110,-3e-45,0.0
47959110,-3e-45,0.0
48159157,-3e-45,0.0
48359111,-3e-45,0.0
48559110,-3e-45,0.0
48759111,-3e-45,0.0
48959128,-3e-45,0.0
49159111,-3e-45,0.0
49359111,-3e-45,0.0
49559111,-3e-45,0.0
49759114,-3e-45,0.0
49959111,-3e-45,0.0
50159110,-3e-45,0.0
50359110,-0.04438556,0.0
50559111,-0.00051173073,0.0
50759136,-5.899855e-06,0.0
50959111,-6.802069e-08,0.0
51159110,-7.8422513e-10,0.0
