timestamp,timestamp_sample,switch_changes,mode_slot,arm_switch,return_switch,loiter_switch,offboard_switch,kill_switch,gear_switch,transition_switch,photo_switch,video_switch,payload_power_switch,engage_main_motor_switch
38839915,38817071,3,4,1,0,0,0,0,0,0,0,0,0,0
39850194,39827144,3,4,1,0,0,0,0,0,0,0,0,0,0
40870514,40847398,3,4,1,0,0,0,0,0,0,0,0,0,0
41883326,41859791,3,4,1,0,0,0,0,0,0,0,0,0,0
42900496,42877881,3,4,1,0,0,0,0,0,0,0,0,0,0
43918391,43895059,3,4,1,0,0,0,0,0,0,0,0,0,0
44935705,44912938,3,4,1,0,0,0,0,0,0,0,0,0,0
45953820,45930565,3,4,1,0,0,0,0,0,0,0,0,0,0
46970958,46948350,3,4,1,0,0,0,0,0,0,0,0,0,0
47986268,47963491,3,4,1,0,0,0,0,0,0,0,0,0,0
48989591,48965799,3,4,1,0,0,0,0,0,0,0,0,0,0
50004743,49980985,3,4,1,0,0,0,0,0,0,0,0,0,0
51026711,51003626,3,4,1,0,0,0,0,0,0,0,0,0,0
52046797,52024275,3,4,1,0,0,0,0,0,0,0,0,0,0
53047442,53024154,3,4,1,0,0,0,0,0,0,0,0,0,0
54067209,54044718,3,4,1,0,0,0,0,0,0,0,0,0,0
55070438,55046943,3,4,1,0,0,0,0,0,0,0,0,0,0
56090230,56066987,3,4,1,0,0,0,0,0,0,0,0,0,0
57110568,57087126,3,4,1,0,0,0,0,0,0,0,0,0,0
58110716,58087432,3,4,1,0,0,0,0,0,0,0,0,0,0
59131331,59107554,3,4,1,0,0,0,0,0,0,0,0,0,0
60150908,60127614,3,4,1,0,0,0,0,0,0,0,0,0,0
61172068,61147761,3,4,1,0,0,0,0,0,0,0,0,0,0
62191244,62168130,3,4,1,0,0,0,0,0,0,0,0,0,0
63208590,63185731,3,4,1,0,0,0,0,0,0,0,0,0,0
64208986,64186241,3,4,1,0,0,0,0,0,0,0,0,0,0
65229132,65206013,3,4,1,0,0,0,0,0,0,0,0,0,0
66247084,66223557,3,4,1,0,0,0,0,0,0,0,0,0,0
67266899,67243623,3,4,1,0,0,0,0,0,0,0,0,0,0
68269656,68247009,3,4,1,0,0,0,0,0,0,0,0,0,0
69270133,69247011,3,4,1,0,0,0,0,0,0,0,0,0,0
70288042,70264482,3,4,1,0,0,0,0,0,0,0,0,0,0
71307800,71284671,3,4,1,0,0,0,0,0,0,0,0,0,0
72328831,72304625,3,4,1,0,0,0,0,0,0,0,0,0,0
73345530,73323077,3,4,1,0,0,0,0,0,0,0,0,0,0
74360722,74337794,3,4,1,0,0,0,0,0,0,0,0,0,0
75375789,75352904,3,4,1,0,0,0,0,0,0,0,0,0,0
76376169,76353041,3,4,1,0,0,0,0,0,0,0,0,0,0
77391242,77368464,3,4,1,0,0,0,0,0,0,0,0,0,0
78411365,78388600,3,4,1,0,0,0,0,0,0,0,0,0,0
79429054,79405774,3,4,1,0,0,0,0,0,0,0,0,0,0
80429910,80406143,3,4,1,0,0,0,0,0,0,0,0,0,0
81446858,81424422,3,4,1,0,0,0,0,0,0,0,0,0,0
82464668,82441315,3,4,1,0,0,0,0,0,0,0,0,0,0
83465330,83441723,3,4,1,0,0,0,0,0,0,0,0,0,0
84485342,84461809,3,4,1,0,0,0,0,0,0,0,0,0,0
85505343,85482102,3,4,1,0,0,0,0,0,0,0,0,0,0
86525104,86501921,3,4,1,0,0,0,0,0,0,0,0,0,0
87545510,87521992,3,4,1,0,0,0,0,0,0,0,0,0,0
88565316,88541988,3,4,1,0,0,0,0,0,0,0,0,0,0
89585537,89562042,3,4,1,0,0,0,0,0,0,0,0,0,0
90605348,90582142,3,4,1,0,0,0,0,0,0,0,0,0,0
91625989,91602181,3,4,1,0,0,0,0,0,0,0,0,0,0
92642910,92620245,3,4,1,0,0,0,0,0,0,0,0,0,0
93662994,93640083,3,4,1,0,0,0,0,0,0,0,0,0,0
94663294,94640581,3,4,1,0,0,0,0,0,0,0,0,0,0
95683356,95660350,3,4,1,0,0,0,0,0,0,0,0,0,0
96683831,96660939,3,4,1,0,0,0,0,0,0,0,0,0,0
97701451,97678168,3,4,1,0,0,0,0,0,0,0,0,0,0
98721986,98698177,3,4,1,0,0,0,0,0,0,0,0,0,0
99738960,99716406,3,4,1,0,0,0,0,0,0,0,0,0,0
100335178,100312458,4,6,1,0,0,0,0,0,0,0,0,0,0
101353104,101329854,4,6,1,0,0,0,0,0,0,0,0,0,0
102373015,102349702,4,6,1,0,0,0,0,0,0,0,0,0,0
103373616,103350113,4,6,1,0,0,0,0,0,0,0,0,0,0
104388712,104365249,4,6,1,0,0,0,0,0,0,0,0,0,0
105403851,105380296,4,6,1,0,0,0,0,0,0,0,0,0,0
106418968,106395395,4,6,1,0,0,0,0,0,0,0,0,0,0
107434662,107413227,4,6,1,0,0,0,0,0,0,0,0,0,0
108453774,108430598,4,6,1,0,0,0,0,0,0,0,0,0,0
109474389,109450539,4,6,1,0,0,0,0,0,0,0,0,0,0
110476553,110453490,4,6,1,0,0,0,0,0,0,0,0,0,0
111476786,111454148,4,6,1,0,0,0,0,0,0,0,0,0,0
112494445,112471256,4,6,1,0,0,0,0,0,0,0,0,0,0
113509601,113486327,4,6,1,0,0,0,0,0,0,0,0,0,0
114510456,114486673,4,6,1,0,0,0,0,0,0,0,0,0,0
115529941,115506755,4,6,1,0,0,0,0,0,0,0,0,0,0
116550612,116526815,4,6,1,0,0,0,0,0,0,0,0,0,0
117567647,117544693,4,6,1,0,0,0,0,0,0,0,0,0,0
118567811,118544976,4,6,1,0,0,0,0,0,0,0,0,0,0
119568025,119545375,4,6,1,0,0,0,0,0,0,0,0,0,0
120588049,120565167,4,6,1,0,0,0,0,0,0,0,0,0,0
121608199,121585395,4,6,1,0,0,0,0,0,0,0,0,0,0
122608497,122585409,4,6,1,0,0,0,0,0,0,0,0,0,0
123611290,123588044,4,6,1,0,0,0,0,0,0,0,0,0,0
124612688,124588398,4,6,1,0,0,0,0,0,0,0,0,0,0
125632217,125611107,4,6,1,0,0,0,0,0,0,0,0,0,0
126652188,126628751,4,6,1,0,0,0,0,0,0,0,0,0,0
127671814,127648427,4,6,1,0,0,0,0,0,0,0,0,0,0
128672293,128648715,4,6,1,0,0,0,0,0,0,0,0,0,0
129692091,129668745,4,6,1,0,0,0,0,0,0,0,0,0,0
130712321,130688801,4,6,1,0,0,0,0,0,0,0,0,0,0
131728416,131703903,4,6,1,0,0,0,0,0,0,0,0,0,0
132747418,132723861,4,6,1,0,0,0,0,0,0,0,0,0,0
133767689,133744255,4,6,1,0,0,0,0,0,0,0,0,0,0
134787285,134763931,4,6,1,0,0,0,0,0,0,0,0,0,0
135807489,135783973,4,6,1,0,0,0,0,0,0,0,0,0,0
136827706,136804002,4,6,1,0,0,0,0,0,0,0,0,0,0
137844968,137821617,4,6,1,0,0,0,0,0,0,0,0,0,0
138867246,138843942,4,6,1,0,0,0,0,0,0,0,0,0,0
139868121,139847173,4,6,1,0,0,0,0,0,0,0,0,0,0
140889974,140866901,4,6,1,0,0,0,0,0,0,0,0,0,0
141890176,141868106,4,6,1,0,0,0,0,0,0,0,0,0,0
142890549,142872680,4,6,1,0,0,0,0,0,0,0,0,0,0
143896676,143865149,4,6,1,0,0,0,0,0,0,0,0,0,0
144917463,144885158,4,6,1,0,0,0,0,0,0,0,0,0,0
145937072,145905204,4,6,1,0,0,0,0,0,0,0,0,0,0
146954016,146923375,4,6,1,0,0,0,0,0,0,0,0,0,0
147969499,147938248,4,6,1,0,0,0,0,0,0,0,0,0,0
148992150,148960310,4,6,1,0,0,0,0,0,0,0,0,0,0
150011596,149980340,4,6,1,0,0,0,0,0,0,0,0,0,0
151034400,151003185,4,6,1,0,0,0,0,0,0,0,0,0,0
152053989,152022896,4,6,1,0,0,0,0,0,0,0,0,0,0
153076517,153045205,4,6,1,0,0,0,0,0,0,0,0,0,0
154094404,154062951,4,6,1,0,0,0,0,0,0,0,0,0,0
155111880,155080567,4,6,1,0,0,0,0,0,0,0,0,0,0
156131593,156100325,4,6,1,0,0,0,0,0,0,0,0,0,0
157158977,157125420,4,6,1,0,0,0,0,0,0,0,0,0,0
158178933,158148131,4,6,1,0,0,0,0,0,0,0,0,0,0
159196520,159165229,4,6,1,0,0,0,0,0,0,0,0,0,0
160217150,160185333,4,6,1,0,0,0,0,0,0,0,0,0,0
161234549,161203323,4,6,1,0,0,0,0,0,0,0,0,0,0
162249226,162218189,4,6,1,0,0,0,0,0,0,0,0,0,0
163267256,163235399,4,6,1,0,0,0,0,0,0,0,0,0,0
164287015,164255381,4,6,1,0,0,0,0,0,0,0,0,0,0
165307052,165275389,4,6,1,0,0,0,0,0,0,0,0,0,0
166327449,166295419,4,6,1,0,0,0,0,0,0,0,0,0,0
167347083,167315467,4,6,1,0,0,0,0,0,0,0,0,0,0
168366998,168335448,4,6,1,0,0,0,0,0,0,0,0,0,0
169384123,169353309,4,6,1,0,0,0,0,0,0,0,0,0,0
170404217,170370436,4,6,1,0,0,0,0,0,0,0,0,0,0
171422427,171390424,4,6,1,0,0,0,0,0,0,0,0,0,0
172438985,172408263,4,6,1,0,0,0,0,0,0,0,0,0,0
173459394,173428063,4,6,1,0,0,0,0,0,0,0,0,0,0
174479250,174448582,4,6,1,0,0,0,0,0,0,0,0,0,0
175499655,175468251,4,6,1,0,0,0,0,0,0,0,0,0,0
176519129,176488322,4,6,1,0,0,0,0,0,0,0,0,0,0
177539284,177508105,4,6,1,0,0,0,0,0,0,0,0,0,0
178556975,178525447,4,6,1,0,0,0,0,0,0,0,0,0,0
179574030,179543727,4,6,1,0,0,0,0,0,0,0,0,0,0
180591959,180560576,4,6,1,0,0,0,0,0,0,0,0,0,0
181606871,181575640,4,6,1,0,0,0,0,0,0,0,0,0,0
182629734,182595604,4,6,1,0,0,0,0,0,0,0,0,0,0
183646990,183615663,4,6,1,0,0,0,0,0,0,0,0,0,0
184666528,184635576,4,6,1,0,0,0,0,0,0,0,0,0,0
185686974,185655551,4,6,1,0,0,0,0,0,0,0,0,0,0
186712188,186680517,4,6,1,0,0,0,0,0,0,0,0,0,0
187732463,187700546,4,6,1,0,0,0,0,0,0,0,0,0,0
188754209,188723026,4,6,1,0,0,0,0,0,0,0,0,0,0
189778735,189748182,4,6,1,0,0,0,0,0,0,0,0,0,0
190804282,190772905,4,6,1,0,0,0,0,0,0,0,0,0,0
191822100,191790250,4,6,1,0,0,0,0,0,0,0,0,0,0
192847272,192815292,4,6,1,0,0,0,0,0,0,0,0,0,0
193863905,193833093,4,6,1,0,0,0,0,0,0,0,0,0,0
194886908,194855239,4,6,1,0,0,0,0,0,0,0,0,0,0
195906838,195875212,4,6,1,0,0,0,0,0,0,0,0,0,0
196929483,196897990,4,6,1,0,0,0,0,0,0,0,0,0,0
197946617,197915085,4,6,1,0,0,0,0,0,0,0,0,0,0
198969282,198937939,4,6,1,0,0,0,0,0,0,0,0,0,0
199991635,199960019,4,6,1,0,0,0,0,0,0,0,0,0,0
201008848,200977903,4,6,1,0,0,0,0,0,0,0,0,0,0
202032807,202003184,4,6,1,0,0,0,0,0,0,0,0,0,0
203053829,203022591,4,6,1,0,0,0,0,0,0,0,0,0,0
204073710,204042858,4,6,1,0,0,0,0,0,0,0,0,0,0
204755534,204732647,5,4,1,0,0,0,0,0,0,0,0,0,0
205775511,205752388,5,4,1,0,0,0,0,0,0,0,0,0,0
206775686,206753088,5,4,1,0,0,0,0,0,0,0,0,0,0
207795735,207772641,5,4,1,0,0,0,0,0,0,0,0,0,0
208795979,208773166,5,4,1,0,0,0,0,0,0,0,0,0,0
209815988,209792889,5,4,1,0,0,0,0,0,0,0,0,0,0
210835963,210813156,5,4,1,0,0,0,0,0,0,0,0,0,0
211853831,211830262,5,4,1,0,0,0,0,0,0,0,0,0,0
212865979,212843258,5,4,1,0,0,0,0,0,0,0,0,0,0
213866278,213843413,5,4,1,0,0,0,0,0,0,0,0,0,0
214886285,214863492,5,4,1,0,0,0,0,0,0,0,0,0,0
215889393,215865842,5,4,1,0,0,0,0,0,0,0,0,0,0
216906546,216883781,5,4,1,0,0,0,0,0,0,0,0,0,0
217909720,217886084,5,4,1,0,0,0,0,0,0,0,0,0,0
218910019,218886387,5,4,1,0,0,0,0,0,0,0,0,0,0
219929910,219906489,5,4,1,0,0,0,0,0,0,0,0,0,0
220947021,220925196,5,4,1,0,0,0,0,0,0,0,0,0,0
221966984,221943979,5,4,1,0,0,0,0,0,0,0,0,0,0
222984916,222961400,5,4,1,0,0,0,0,0,0,0,0,0,0
224004630,223981414,5,4,1,0,0,0,0,0,0,0,0,0,0
225005432,224981615,5,4,1,0,0,0,0,0,0,0,0,0,0
226022307,225999537,5,4,1,0,0,0,0,0,0,0,0,0,0
227022948,226999554,5,4,1,0,0,0,0,0,0,0,0,0,0
228042569,228020554,5,4,1,0,0,0,0,0,0,0,0,0,0
229060242,229037117,5,4,1,0,0,0,0,0,0,0,0,0,0
230077631,230054862,5,4,1,0,0,0,0,0,0,0,0,0,0
231080496,231057170,5,4,1,0,0,0,0,0,0,0,0,0,0
232083009,232060315,5,4,1,0,0,0,0,0,0,0,0,0,0
233102992,233080010,5,4,1,0,0,0,0,0,0,0,0,0,0
234118345,234095055,5,4,1,0,0,0,0,0,0,0,0,0,0
235138026,235115536,5,4,1,0,0,0,0,0,0,0,0,0,0
236158153,236134984,5,4,1,0,0,0,0,0,0,0,0,0,0
237177992,237155252,5,4,1,0,0,0,0,0,0,0,0,0,0
238197978,238174959,5,4,1,0,0,0,0,0,0,0,0,0,0
239215906,239192431,5,4,1,0,0,0,0,0,0,0,0,0,0
240233014,240210254,5,4,1,0,0,0,0,0,0,0,0,0,0
241253381,241230023,5,4,1,0,0,0,0,0,0,0,0,0,0
242275565,242252266,5,4,1,0,0,0,0,0,0,0,0,0,0
243295728,243272258,5,4,1,0,0,0,0,0,0,0,0,0,0
244301251,244277449,5,4,1,0,0,0,0,0,0,0,0,0,0
