timestamp,timestamp_sample,xyz[0],xyz[1],xyz[2],xyz_derivative[0],xyz_derivative[1],xyz_derivative[2]
38958700,38958516,-0.24797224,0.46781063,0.19109647,-2.6906285,0.8287951,0.98790216
38961164,38960980,-0.25064063,0.47091872,0.19358693,-2.0834262,1.0010715,1.0092978
38980872,38980691,-0.24498793,0.4823772,0.22471818,1.7159427,0.04685874,1.7119242
39000584,39000403,-0.20682982,0.4665597,0.26233432,1.70931,-0.86384904,2.057334
39022760,39022579,-0.2362802,0.4464898,0.31210497,-2.2473395,-1.1066028,2.610026
39040008,39039826,-0.22823097,0.4307576,0.35338387,0.86360186,-0.66672087,2.5260873
39062185,39062002,-0.21292421,0.42583218,0.41292983,0.7073246,-0.1498812,2.7361588
39081892,39081713,-0.24037988,0.4375309,0.4568514,-2.5494943,0.79486567,2.0554779
39099142,39098961,-0.29813352,0.47115985,0.49093172,-2.6971107,2.2218425,2.0433512
39121315,39121137,-0.30681077,0.53852034,0.52238435,-0.82771915,3.5488214,1.1702673
39141027,39140848,-0.38980877,0.6404222,0.5270073,-5.605868,5.733847,-0.10402172
39163206,39163024,-0.4501148,0.76035595,0.52648234,-0.7881253,5.0875845,-0.17982122
39180450,39180272,-0.43583995,0.8333141,0.51841474,1.3539467,3.8869107,-0.22897276
39200162,39199983,-0.35379747,0.844253,0.52995557,3.547681,-0.2087813,0.48640817
39222343,39222159,-0.062449075,0.72659796,0.5532765,18.062979,-7.4934,1.2001016
39239589,39239407,0.20461653,0.54776484,0.59512144,16.888586,-11.294165,2.4727404
39259300,39259118,0.41135982,0.25473768,0.6555368,1.5815775,-16.65077,3.3431315
39281475,39281294,0.039441627,-0.112541065,0.68998194,-13.081964,-16.2984,2.3321195
39303653,39303469,0.01481906,-0.4566843,0.7279667,3.3127608,-15.5630045,1.6076242
39320899,39320717,0.000618665,-0.6215438,0.7517114,-2.3572502,-8.443126,1.0904914
39340611,39340429,-0.08031481,-0.7301509,0.7521201,-5.720832,-4.715119,-0.73767436
39362792,39362604,-0.044737075,-0.76991534,0.70731217,3.197624,1.3315675,-2.5945795
39380033,39379852,-0.24074316,-0.66591024,0.6315832,-17.239311,6.055244,-4.2355785
39399745,39399564,-0.47823885,-0.47936404,0.54874057,-11.392146,10.417578,-3.7775798
39421918,39421739,-0.4231106,-0.17573743,0.44793925,12.371925,15.029496,-4.955556
39441636,39441451,-0.15875821,0.065163046,0.3798709,13.990185,10.823957,-3.574037
39458881,39458699,-0.073883824,0.21682924,0.32184896,3.3675933,9.192128,-3.9287353
39481053,39480874,-0.02300596,0.42188936,0.23692958,3.0595856,9.00231,-3.5302193
39500830,39500586,0.037355594,0.57682884,0.18246135,2.0178368,7.9193583,-2.6827416
39520476,39520297,-0.036965623,0.71287405,0.1360527,-3.8812523,6.351646,-2.0602734
39540188,39540009,-0.07230907,0.78166485,0.11414655,0.22392218,2.8151195,-1.1483974
39562364,39562185,-0.015879627,0.81977934,0.08357019,1.4190664,1.6719021,-1.2364334
39582077,39581896,-0.058751088,0.8417355,0.06813741,-1.704275,1.1514375,-0.6449309
39599323,39599144,-0.12932198,0.8546562,0.052910436,-4.672762,0.79964316,-0.8439408
