timestamp,imbalanced_prop_metric,motor_failure_mask,fd_roll,fd_pitch,fd_alt,fd_ext,fd_arm_escs,fd_battery,fd_imbalanced_prop,fd_motor
38841055,-0.053452644,0,0,0,0,0,0,0,0,0
39346669,-0.030479852,0,0,0,0,0,0,0,0,0
39852667,-0.028979272,0,0,0,0,0,0,0,0,0
40358873,-0.015082927,0,0,0,0,0,0,0,0,0
40864665,-0.006718817,0,0,0,0,0,0,0,0,0
41371647,-0.0044626743,0,0,0,0,0,0,0,0,0
41877646,-0.0019608592,0,0,0,0,0,0,0,0,0
42384428,-0.00040424376,0,0,0,0,0,0,0,0,0
42889786,-0.0006448322,0,0,0,0,0,0,0,0,0
43395648,-0.00033288318,0,0,0,0,0,0,0,0,0
43902020,0.0002757839,0,0,0,0,0,0,0,0,0
44407646,-0.00243282,0,0,0,0,0,0,0,0,0
44913647,-0.0011456657,0,0,0,0,0,0,0,0,0
45420071,-0.00044767626,0,0,0,0,0,0,0,0,0
45925646,-0.00059507677,0,0,0,0,0,0,0,0,0
46432647,-0.00059503876,0,0,0,0,0,0,0,0,0
46938659,4.6103167e-05,0,0,0,0,0,0,0,0,0
47444962,0.00010003944,0,0,0,0,0,0,0,0,0
47950879,0.00089888426,0,0,0,0,0,0,0,0,0
48456647,0.0003475013,0,0,0,0,0,0,0,0,0
48962646,0.00087735057,0,0,0,0,0,0,0,0,0
49468657,0.00097137847,0,0,0,0,0,0,0,0,0
49974646,0.00035119394,0,0,0,0,0,0,0,0,0
50481066,-0.0045738462,0,0,0,0,0,0,0,0,0
50986646,-0.004982216,0,0,0,0,0,0,0,0,0
51492646,-0.004945386,0,0,0,0,0,0,0,0,0
51998656,-0.006909793,0,0,0,0,0,0,0,0,0
52504647,-0.00247406,0,0,0,0,0,0,0,0,0
53011005,0.00022052166,0,0,0,0,0,0,0,0,0
53516663,0.00075146445,0,0,0,0,0,0,0,0,0
54022646,0.0018882133,0,0,0,0,0,0,0,0,0
54528670,0.005951683,0,0,0,0,0,0,0,0,0
55034646,0.006868034,0,0,0,0,0,0,0,0,0
55540993,0.008369464,0,0,0,0,0,0,0,0,0
56046647,0.008583741,0,0,0,0,0,0,0,0,0
56552649,0.008827442,0,0,0,0,0,0,0,0,0
57058658,0.008269262,0,0,0,0,0,0,0,0,0
57564646,0.0077952617,0,0,0,0,0,0,0,0,0
58070916,0.008197575,0,0,0,0,0,0,0,0,0
58576691,0.008322069,0,0,0,0,0,0,0,0,0
59082647,0.007767476,0,0,0,0,0,0,0,0,0
59589777,0.0077904444,0,0,0,0,0,0,0,0,0
60095646,0.0066527496,0,0,0,0,0,0,0,0,0
60601783,0.0067880587,0,0,0,0,0,0,0,0,0
61107647,-0.0007429028,0,0,0,0,0,0,0,0,0
61613660,-0.08813434,0,0,0,0,0,0,0,0,0
62119646,-0.17428449,0,0,0,0,0,0,0,0,0
62625647,-0.28810415,0,0,0,0,0,0,0,0,0
63131881,-0.42871618,0,0,0,0,0,0,0,0,0
63637647,-0.54954684,0,0,0,0,0,0,0,0,0
64143736,-0.6015271,0,0,0,0,0,0,0,0,0
64649648,-0.62402135,0,0,0,0,0,0,0,0,0
65155649,-0.7349203,0,0,0,0,0,0,0,0,0
65661834,-0.7559621,0,0,0,0,0,0,0,0,0
66167648,-0.74640197,0,0,0,0,0,0,0,0,0
66673928,-0.7700753,0,0,0,0,0,0,0,0,0
67179647,-0.91090935,0,0,0,0,0,0,0,0,0
67685654,-1.0802779,0,0,0,0,0,0,0,0,0
68191804,-1.3301814,0,0,0,0,0,0,0,0,0
68697648,-1.5337442,0,0,0,0,0,0,0,0,0
69203720,-1.7106987,0,0,0,0,0,0,0,0,0
69709662,-1.9396776,0,0,0,0,0,0,0,0,0
70215646,-2.136736,0,0,0,0,0,0,0,0,0
70721966,-2.262449,0,0,0,0,0,0,0,0,0
71227646,-2.3909438,0,0,0,0,0,0,0,0,0
71735285,-2.562436,0,0,0,0,0,0,0,0,0
72240647,-2.813796,0,0,0,0,0,0,0,0,0
72746728,-2.9850993,0,0,0,0,0,0,0,0,0
73252801,-3.1176057,0,0,0,0,0,0,0,0,0
73758657,-3.3565695,0,0,0,0,0,0,0,0,0
74264646,-3.5054667,0,0,0,0,0,0,0,0,0
74770675,-3.5348175,0,0,0,0,0,0,0,0,0
75276647,-3.683491,0,0,0,0,0,0,0,0,0
75783647,-3.7012515,0,0,0,0,0,0,0,0,0
76289648,-3.7624028,0,0,0,0,0,0,0,0,0
76795858,-3.8886054,0,0,0,0,0,0,0,0,0
77301816,-3.9333835,0,0,0,0,0,0,0,0,0
77807646,-4.0302787,0,0,0,0,0,0,0,0,0
78313647,-4.236013,0,0,0,0,0,0,0,0,0
78819648,-4.326524,0,0,0,0,0,0,0,0,0
79325716,-4.334918,0,0,0,0,0,0,0,0,0
79831785,-4.441273,0,0,0,0,0,0,0,0,0
80339246,-4.360624,0,0,0,0,0,0,0,0,0
80844648,-4.463068,0,0,0,0,0,0,0,0,0
81350647,-4.525056,0,0,0,0,0,0,0,0,0
81856961,-4.4761853,0,0,0,0,0,0,0,0,0
82362783,-4.521028,0,0,0,0,0,0,0,0,0
82868665,-4.50295,0,0,0,0,0,0,0,0,0
83374678,-4.4613705,0,0,0,0,0,0,0,0,0
83880646,-4.6515303,0,0,0,0,0,0,0,0,0
84386646,-4.596044,0,0,0,0,0,0,0,0,0
84892936,-4.6739726,0,0,0,0,0,0,0,0,0
85398677,-4.705285,0,0,0,0,0,0,0,0,0
85904828,-4.6624556,0,0,0,0,0,0,0,0,0
86410646,-4.658755,0,0,0,0,0,0,0,0,0
86916647,-4.7080994,0,0,0,0,0,0,0,0,0
87422872,-4.6160917,0,0,0,0,0,0,0,0,0
87928664,-4.606344,0,0,0,0,0,0,0,0,0
88434647,-4.683826,0,0,0,0,0,0,0,0,0
88940708,-4.6025696,0,0,0,0,0,0,0,0,0
89446660,-4.6682024,0,0,0,0,0,0,0,0,0
89953783,-4.6218786,0,0,0,0,0,0,0,0,0
90459646,-4.6303163,0,0,0,0,0,0,0,0,0
90965719,-4.735008,0,0,0,0,0,0,0,0,0
91471646,-4.6774535,0,0,0,0,0,0,0,0,0
91977646,-4.694768,0,0,0,0,0,0,0,0,0
92483825,-4.761411,0,0,0,0,0,0,0,0,0
92990646,-4.6989546,0,0,0,0,0,0,0,0,0
93496647,-4.7948837,0,0,0,0,0,0,0,0,0
94004072,-4.832014,0,0,0,0,0,0,0,0,0
94509647,-4.7777133,0,0,0,0,0,0,0,0,0
95015646,-4.837101,0,0,0,0,0,0,0,0,0
95521646,-4.833349,0,0,0,0,0,0,0,0,0
96027647,-4.756154,0,0,0,0,0,0,0,0,0
96533747,-4.80255,0,0,0,0,0,0,0,0,0
97039646,-4.7913156,0,0,0,0,0,0,0,0,0
97545647,-4.694155,0,0,0,0,0,0,0,0,0
98051646,-4.790333,0,0,0,0,0,0,0,0,0
98557648,-4.6710906,0,0,0,0,0,0,0,0,0
99064029,-4.6368103,0,0,0,0,0,0,0,0,0
99569646,-4.659528,0,0,0,0,0,0,0,0,0
100075647,-4.623243,0,0,0,0,0,0,0,0,0
100351476,-4.7296195,0,0,0,0,0,0,0,0,0
100856657,-4.4939084,0,0,0,0,0,0,0,0,0
101362648,-4.2725983,0,0,0,0,0,0,0,0,0
101868659,-4.1542397,0,0,0,0,0,0,0,0,0
102374648,-4.057636,0,0,0,0,0,0,0,0,0
102880802,-4.0946007,0,0,0,0,0,0,0,0,0
103386647,-4.0667944,0,0,0,0,0,0,0,0,0
103892647,-3.9453688,0,0,0,0,0,0,0,0,0
104398789,-3.8412514,0,0,0,0,0,0,0,0,0
104904647,-3.7521367,0,0,0,0,0,0,0,0,0
105411234,-3.7899604,0,0,0,0,0,0,0,0,0
105916648,-3.8298883,0,0,0,0,0,0,0,0,0
106422649,-3.8685808,0,0,0,0,0,0,0,0,0
106928697,-4.006012,0,0,0,0,0,0,0,0,0
107435647,-4.049287,0,0,0,0,0,0,0,0,0
107941947,-4.0415387,0,0,0,0,0,0,0,0,0
108447649,-4.0578465,0,0,0,0,0,0,0,0,0
108953903,-4.159899,0,0,0,0,0,0,0,0,0
109459648,-4.233983,0,0,0,0,0,0,0,0,0
109965651,-4.1505637,0,0,0,0,0,0,0,0,0
110471814,-4.137162,0,0,0,0,0,0,0,0,0
110977648,-4.147825,0,0,0,0,0,0,0,0,0
111484647,-4.121834,0,0,0,0,0,0,0,0,0
111990656,-4.126942,0,0,0,0,0,0,0,0,0
112496655,-4.094242,0,0,0,0,0,0,0,0,0
113002880,-4.127767,0,0,0,0,0,0,0,0,0
113508671,-4.209632,0,0,0,0,0,0,0,0,0
114014646,-4.278674,0,0,0,0,0,0,0,0,0
114520648,-4.2493196,0,0,0,0,0,0,0,0,0
115026648,-4.2788844,0,0,0,0,0,0,0,0,0
115533390,-4.3422704,0,0,0,0,0,0,0,0,0
116038658,-4.3578796,0,0,0,0,0,0,0,0,0
116544647,-4.398567,0,0,0,0,0,0,0,0,0
117051133,-4.4951334,0,0,0,0,0,0,0,0,0
117556649,-4.5485168,0,0,0,0,0,0,0,0,0
118062785,-4.484871,0,0,0,0,0,0,0,0,0
118568835,-4.42789,0,0,0,0,0,0,0,0,0
119075662,-4.404857,0,0,0,0,0,0,0,0,0
119581648,-4.2807207,0,0,0,0,0,0,0,0,0
120087648,-4.221352,0,0,0,0,0,0,0,0,0
120593963,-4.228273,0,0,0,0,0,0,0,0,0
121100649,-4.1719356,0,0,0,0,0,0,0,0,0
121607646,-4.0009913,0,0,0,0,0,0,0,0,0
122113648,-3.867273,0,0,0,0,0,0,0,0,0
122619647,-3.834005,0,0,0,0,0,0,0,0,0
123125648,-3.8275163,0,0,0,0,0,0,0,0,0
123631647,-3.8240216,0,0,0,0,0,0,0,0,0
124137725,-3.8600607,0,0,0,0,0,0,0,0,0
124643647,-3.7960682,0,0,0,0,0,0,0,0,0
125149649,-3.693161,0,0,0,0,0,0,0,0,0
125655647,-3.601678,0,0,0,0,0,0,0,0,0
126161660,-3.535322,0,0,0,0,0,0,0,0,0
126667813,-3.5822995,0,0,0,0,0,0,0,0,0
127173647,-3.588919,0,0,0,0,0,0,0,0,0
127679791,-3.58049,0,0,0,0,0,0,0,0,0
128185647,-3.5868034,0,0,0,0,0,0,0,0,0
128691648,-3.5914915,0,0,0,0,0,0,0,0,0
129197648,-3.5631979,0,0,0,0,0,0,0,0,0
129703648,-3.4439187,0,0,0,0,0,0,0,0,0
130209647,-3.336772,0,0,0,0,0,0,0,0,0
130715647,-3.2646115,0,0,0,0,0,0,0,0,0
131221648,-3.2065692,0,0,0,0,0,0,0,0,0
131728062,-3.2029483,0,0,0,0,0,0,0,0,0
132233660,-3.2290163,0,0,0,0,0,0,0,0,0
132739646,-3.2222722,0,0,0,0,0,0,0,0,0
133245698,-3.2741456,0,0,0,0,0,0,0,0,0
133751660,-3.2051964,0,0,0,0,0,0,0,0,0
134257649,-3.1926117,0,0,0,0,0,0,0,0,0
134763663,-3.1250634,0,0,0,0,0,0,0,0,0
135269647,-3.0413644,0,0,0,0,0,0,0,0,0
135776038,-3.066218,0,0,0,0,0,0,0,0,0
136281647,-3.0962758,0,0,0,0,0,0,0,0,0
136788677,-3.0346675,0,0,0,0,0,0,0,0,0
137294648,-2.9355145,0,0,0,0,0,0,0,0,0
137800678,-2.9451914,0,0,0,0,0,0,0,0,0
138306647,-2.978702,0,0,0,0,0,0,0,0,0
138812669,-3.0594158,0,0,0,0,0,0,0,0,0
139318773,-3.0200446,0,0,0,0,0,0,0,0,0
139824662,-2.9837763,0,0,0,0,0,0,0,0,0
140330647,-2.8356993,0,0,0,0,0,0,0,0,0
140836648,-2.9029133,0,0,0,0,0,0,0,0,0
141342646,-2.8343804,0,0,0,0,0,0,0,0,0
141849648,-2.777879,0,0,0,0,0,0,0,0,0
142356129,-2.7568808,0,0,0,0,0,0,0,0,0
142862126,-2.7779837,0,0,0,0,0,0,0,0,0
143367667,-2.7735822,0,0,0,0,0,0,0,0,0
143873648,-2.7699304,0,0,0,0,0,0,0,0,0
