timestamp,gyro_rad[0],gyro_rad[1],gyro_rad[2],gyro_integral_dt,accelerometer_timestamp_relative,accelerometer_m_s2[0],accelerometer_m_s2[1],accelerometer_m_s2[2],accelerometer_integral_dt,accelerometer_clipping,gyro_clipping,accel_calibration_count,gyro_calibration_count
38958516,-0.24812722,0.47480607,0.19311853,4928,0,-0.24196105,-0.6062826,-10.520855,4928,0,0,1,1
38963444,-0.24666671,0.48059845,0.20157932,4928,0,-0.3193753,-0.6343524,-10.67951,4928,0,0,1,1
38968372,-0.252585,0.48572406,0.20865852,4928,0,-0.37245637,-0.65358365,-10.909555,4928,0,0,1,1
38973300,-0.25984848,0.48958045,0.21509868,4928,0,-0.3684673,-0.60382295,-10.987642,4928,0,0,1,1
38978227,-0.2400547,0.48693827,0.22544903,4927,0,-0.4619562,-0.7967032,-11.030761,4927,0,0,1,1
38983155,-0.2273732,0.4842135,0.2325233,4928,0,-0.5401831,-0.78976166,-10.992293,4928,0,0,1,1
38988083,-0.22170922,0.48148435,0.24293831,4928,0,-0.6457302,-0.74096936,-10.9217,4928,0,0,1,1
38993011,-0.21319346,0.47505724,0.25213253,4928,0,-0.74223876,-0.82453156,-11.10472,4928,0,0,1,1
38997939,-0.20128112,0.47199267,0.2618015,4928,0,-0.88239866,-0.84006345,-10.935174,4928,0,0,1,1
39002867,-0.19786242,0.46717048,0.27102393,4928,0,-0.87047535,-1.1101435,-10.9571085,4928,0,0,1,1
39007795,-0.1996466,0.46613187,0.28239453,4928,0,-0.7896205,-1.2695764,-10.961708,4928,0,0,1,1
39012723,-0.2139687,0.46043214,0.29198495,4928,0,-0.81245476,-1.1953166,-10.970798,4928,0,0,1,1
39017651,-0.22654468,0.45381457,0.30471584,4928,0,-0.9108898,-1.2407492,-10.979849,4928,0,0,1,1
39022579,-0.23556001,0.44946793,0.31887352,4928,0,-0.9664948,-1.2210523,-10.825689,4928,0,0,1,1
39027506,-0.2298313,0.44449145,0.32806912,4927,0,-0.9749107,-1.0646423,-10.795338,4927,0,0,1,1
39032434,-0.23252147,0.43712243,0.34194994,4928,0,-1.0058376,-1.0630363,-10.925105,4928,0,0,1,1
39037362,-0.22268248,0.43542647,0.35130864,4928,0,-0.9926953,-1.086999,-10.779871,4928,0,0,1,1
39042290,-0.21591456,0.43383354,0.3666927,4928,0,-0.95992064,-1.1915412,-10.738531,4928,0,0,1,1
39047218,-0.21061943,0.43089825,0.37901208,4928,0,-0.92509526,-1.1525868,-10.986871,4928,0,0,1,1
39052146,-0.2157229,0.432899,0.39263463,4928,0,-0.93744713,-1.2105144,-10.89418,4928,0,0,1,1
39057074,-0.21449555,0.43120384,0.4065995,4928,0,-0.9224619,-1.3246386,-10.787802,4928,0,0,1,1
39062002,-0.2051194,0.43016154,0.41862893,4928,0,-0.9948426,-1.2026974,-10.854902,4928,0,0,1,1
39066930,-0.2067057,0.43239254,0.43207744,4928,0,-1.0833304,-1.1802073,-10.868002,4928,0,0,1,1
39071858,-0.21636046,0.4356711,0.44330207,4928,0,-1.0278734,-1.2781112,-10.882721,4928,0,0,1,1
39076786,-0.22415604,0.44026616,0.45059684,4928,0,-0.8426704,-1.206899,-10.81163,4928,0,0,1,1
39081713,-0.24513583,0.4441029,0.461947,4927,0,-0.64012945,-1.2629381,-10.855611,4927,0,0,1,1
39086641,-0.26610845,0.4541042,0.47298244,4928,0,-0.45286912,-1.2357628,-10.720079,4928,0,0,1,1
39091569,-0.28083378,0.46379647,0.4798931,4928,0,-0.32040453,-1.1319985,-10.580318,4928,0,0,1,1
39096497,-0.29427487,0.47427505,0.49066037,4928,0,-0.36080036,-0.8545888,-10.607885,4928,0,0,1,1
39101425,-0.29794854,0.48795104,0.5008461,4928,0,-0.44026592,-0.693826,-10.628293,4928,0,0,1,1
39106353,-0.2984428,0.5020112,0.5065621,4928,0,-0.46157172,-0.6688448,-10.429618,4928,0,0,1,1
39111281,-0.29622895,0.5141369,0.51307285,4928,0,-0.43603262,-0.5044441,-10.457298,4928,0,0,1,1
39116209,-0.2966095,0.5320154,0.5219678,4928,0,-0.2933123,-0.48198375,-10.468068,4928,0,0,1,1
39121137,-0.30804324,0.5514349,0.52368927,4928,0,-0.02152323,-0.37801695,-10.186191,4928,0,0,1,1
39126065,-0.32156557,0.5712086,0.527295,4928,0,0.32511878,-0.12775274,-10.029131,4928,0,0,1,1
39130993,-0.33844742,0.5995599,0.5300784,4928,0,0.78073967,-0.025741503,-9.991617,4928,0,0,1,1
39135921,-0.3677899,0.63049084,0.52926946,4928,0,1.2986538,-0.0021149325,-9.479846,4928,0,0,1,1
39140848,-0.39908475,0.6553842,0.5266065,4927,0,1.8353513,0.1394498,-9.108225,4927,0,0,1,1
39145776,-0.42375815,0.6871525,0.5301005,4928,0,2.1731572,0.23234122,-8.689606,4928,0,0,1,1
39150705,-0.44012964,0.71133393,0.5278141,4929,0,2.4836738,0.21725404,-8.310547,4929,0,0,1,1
39155632,-0.4443254,0.7402103,0.52938515,4927,0,2.8109956,0.20037049,-7.838735,4927,0,0,1,1
39160560,-0.44547394,0.76303357,0.52702177,4928,0,3.271769,0.2675479,-7.337022,4928,0,0,1,1
39165488,-0.4448345,0.78591174,0.52653545,4928,0,3.8298671,0.43113798,-7.0158567,4928,0,0,1,1
39170416,-0.44408244,0.81154567,0.5187638,4928,0,4.3909225,0.7420103,-6.653158,4928,0,0,1,1
39175344,-0.43833765,0.8267057,0.51939344,4928,0,4.8569427,1.0972846,-6.207146,4928,0,0,1,1
39180272,-0.42566147,0.8444321,0.5199408,4928,0,5.027757,1.2664844,-5.982371,4928,0,0,1,1
39185200,-0.3907523,0.85247946,0.51669973,4928,0,5.094417,1.1901425,-5.763232,4928,0,0,1,1
39190128,-0.37244228,0.85303795,0.5259295,4928,0,4.946894,1.420125,-5.3595643,4928,0,0,1,1
39195055,-0.3626615,0.8486899,0.5341686,4927,0,4.456532,1.2240338,-5.348482,4927,0,0,1,1
39199983,-0.34259182,0.84806186,0.52811193,4928,0,3.6376173,0.6946431,-5.2704525,4928,0,0,1,1
39204911,-0.30618832,0.83025223,0.5281812,4928,0,2.5295918,0.4066644,-5.117425,4928,0,0,1,1
39209839,-0.2501971,0.8039132,0.53991556,4928,0,1.503656,0.01447343,-5.1056867,4928,0,0,1,1
39214767,-0.1629845,0.77601504,0.55089897,4928,0,0.7101339,-0.90257734,-4.943201,4928,0,0,1,1
39219695,-0.060034674,0.73646575,0.5530817,4928,0,0.2276241,-1.1364839,-5.2720766,4928,0,0,1,1
39224623,0.01071809,0.6884962,0.56082785,4928,0,-0.09344508,-1.2116615,-5.4624124,4928,0,0,1,1
39229551,0.075766526,0.6410697,0.5812217,4928,0,-0.33725798,-1.7138555,-5.571245,4928,0,0,1,1
39234479,0.15725534,0.58784664,0.58662796,4928,0,-0.3796285,-2.0640981,-5.5676756,4928,0,0,1,1
39239407,0.24570031,0.52856654,0.60147744,4928,0,-0.31852174,-2.2891262,-5.873583,4928,0,0,1,1
39244335,0.35037503,0.4620617,0.6175951,4928,0,-0.4108533,-2.2071922,-6.0257907,4928,0,0,1,1
39249262,0.41701525,0.39119905,0.63122004,4927,0,-0.7992409,-2.4934464,-6.3595724,4927,0,0,1,1
39254190,0.44196305,0.30985904,0.642532,4928,0,-1.3400335,-2.0234838,-7.212288,4928,0,0,1,1
39259118,0.3801217,0.22426006,0.6660427,4928,0,-2.2171915,-2.3234951,-8.330285,4928,0,0,1,1
39264046,0.22986682,0.1396787,0.6608996,4928,0,-2.9633684,-1.6289937,-9.078014,4928,0,0,1,1
39268974,0.16148393,0.059915442,0.66867757,4928,0,-2.742035,-2.4976301,-8.744665,4928,0,0,1,1
39273902,0.13078037,-0.025835656,0.6761147,4928,0,-2.1756027,-1.7043297,-8.40997,4928,0,0,1,1
39278830,0.03888305,-0.098800845,0.69013244,4928,0,-1.8454491,-2.3478155,-9.046356,4928,0,0,1,1
39283758,0.016429402,-0.17419198,0.7047992,4928,0,-2.1457539,-2.5958967,-9.400199,4928,0,0,1,1
39288686,-0.0014699643,-0.25792086,0.7102517,4928,0,-2.1661787,-2.206599,-9.782098,4928,0,0,1,1
39293614,-0.023379948,-0.32879165,0.71686053,4928,0,-2.3840613,-2.1187022,-10.0168705,4928,0,0,1,1
39298542,0.0042542866,-0.4096801,0.72280645,4928,0,-2.3815308,-2.298678,-10.095796,4928,0,0,1,1
39303469,0.035445113,-0.47816527,0.7330713,4927,0,-2.119805,-2.138905,-10.372944,4927,0,0,1,1
39308397,0.039681222,-0.5347923,0.7437207,4928,0,-1.8515778,-1.890346,-10.532424,4928,0,0,1,1
39313325,0.014700278,-0.57832015,0.74834806,4928,0,-1.6166029,-1.8031089,-10.9307,4928,0,0,1,1
39318253,0.005585815,-0.6101376,0.7494449,4928,0,-1.2903993,-1.538887,-11.073972,4928,0,0,1,1
39323181,-0.0032969746,-0.6489009,0.75867325,4928,0,-1.0218874,-1.3271433,-11.126335,4928,0,0,1,1
39328109,-0.01697641,-0.67852503,0.7571644,4928,0,-0.7269486,-1.1669503,-11.437086,4928,0,0,1,1
39333037,-0.03828038,-0.70478296,0.7607033,4928,0,-0.5695245,-0.96010107,-11.511095,4928,0,0,1,1
39337965,-0.07823237,-0.7214503,0.753395,4928,0,-0.108649604,-0.7582,-11.733676,4928,0,0,1,1
39342893,-0.09374698,-0.745958,0.7462583,4928,0,0.14578429,-0.50143236,-11.6185255,4928,0,0,1,1
39347821,-0.08269826,-0.76841706,0.7438838,4928,0,0.3107323,-0.48739025,-11.447126,4928,0,0,1,1
39352749,-0.06264325,-0.779376,0.7280331,4928,0,0.4881707,-0.58892685,-11.671825,4928,0,0,1,1
39357677,-0.051635895,-0.7785944,0.7142978,4928,0,0.49290127,-0.72551984,-11.699316,4928,0,0,1,1
39362604,-0.03343593,-0.7527365,0.70312685,4927,0,0.741433,-0.7583092,-11.438438,4927,0,0,1,1
39367532,-0.060286645,-0.72894716,0.67033833,4928,0,0.9034383,-0.4174663,-11.49973,4928,0,0,1,1
39372460,-0.1227792,-0.69345325,0.65859187,4928,0,1.0832826,-0.5168271,-11.838484,4928,0,0,1,1
39377388,-0.23392676,-0.66139084,0.63181937,4928,0,1.0991443,0.082136385,-11.927515,4928,0,0,1,1
39382316,-0.31092924,-0.6332005,0.6205934,4928,0,0.8829206,-0.15764762,-11.622892,4928,0,0,1,1
39387244,-0.35759342,-0.5732492,0.58955145,4928,0,1.2274697,-0.029687729,-11.656827,4928,0,0,1,1
39392172,-0.41055626,-0.527996,0.5644222,4928,0,1.6311183,0.273591,-12.03897,4928,0,0,1,1
39397100,-0.472825,-0.4868797,0.5517165,4928,0,1.6969366,0.246115,-11.738643,4928,0,0,1,1
39402028,-0.5162611,-0.41591758,0.5368115,4928,0,1.798529,-0.044063855,-11.324767,4928,0,0,1,1
39406956,-0.5490974,-0.3612204,0.5088303,4928,0,1.924395,-0.19966109,-11.914381,4928,0,0,1,1
39411883,-0.540702,-0.29120612,0.48550805,4927,0,1.7212278,0.066331446,-11.851279,4927,0,0,1,1
39416811,-0.4653255,-0.2122499,0.46487954,4928,0,1.7236711,-0.46058834,-11.454655,4928,0,0,1,1
39421739,-0.3782033,-0.14374635,0.43924293,4928,0,1.5314039,0.042444512,-11.362551,4928,0,0,1,1
39426667,-0.32779345,-0.07230955,0.4243902,4928,0,1.4550868,-0.0066141863,-11.588517,4928,0,0,1,1
39431595,-0.27323917,-0.00761493,0.41038144,4928,0,0.99038416,0.16061385,-11.372194,4928,0,0,1,1
39436523,-0.1898767,0.040276933,0.38932908,4928,0,0.83164763,0.09705127,-11.43825,4928,0,0,1,1
39441451,-0.13017233,0.085136436,0.3742568,4928,0,0.52628535,-0.06422141,-11.278198,4928,0,0,1,1
39446379,-0.10325135,0.1262273,0.35877267,4928,0,0.30983204,-0.09637304,-11.420148,4928,0,0,1,1
39451307,-0.09080393,0.17600046,0.34920827,4928,0,0.11398848,-0.48634443,-11.118327,4928,0,0,1,1
39456235,-0.062714815,0.2149504,0.32192057,4928,0,0.029384958,-0.29772213,-11.038698,4928,0,0,1,1
39461163,-0.074592456,0.26486868,0.30532935,4928,0,-0.009417925,-0.23281573,-11.132287,4928,0,0,1,1
39466090,-0.05592208,0.30967063,0.28018153,4927,0,-0.22464116,-0.11382389,-11.007575,4927,0,0,1,1
39471018,-0.050600983,0.35628527,0.26804113,4928,0,-0.111549325,-0.39902857,-11.178478,4928,0,0,1,1
39475946,-0.019350132,0.4056721,0.2443857,4928,0,-0.092604026,-0.5165311,-10.822006,4928,0,0,1,1
