timestamp,timestamp_sample,switch_changes,mode_slot,arm_switch,return_switch,loiter_switch,offboard_switch,kill_switch,termination_switch,gear_switch,transition_switch,photo_switch,video_switch,engage_main_motor_switch,payload_power_switch
486277220,486246795,14,4,3,0,0,0,0,0,0,0,0,0,0,0
487296709,487266487,14,4,3,0,0,0,0,0,0,0,0,0,0,0
488318974,488288639,14,4,3,0,0,0,0,0,0,0,0,0,0,0
489338655,489308461,14,4,3,0,0,0,0,0,0,0,0,0,0,0
490358434,490328128,14,4,3,0,0,0,0,0,0,0,0,0,0,0
491378372,491347878,14,4,3,0,0,0,0,0,0,0,0,0,0,0
492400209,492370049,14,4,3,0,0,0,0,0,0,0,0,0,0,0
493419996,493389766,14,4,3,0,0,0,0,0,0,0,0,0,0,0
494442253,494411991,14,4,3,0,0,0,0,0,0,0,0,0,0,0
495461954,495431688,14,4,3,0,0,0,0,0,0,0,0,0,0,0
496484112,496453883,14,4,3,0,0,0,0,0,0,0,0,0,0,0
497506281,497476109,14,4,3,0,0,0,0,0,0,0,0,0,0,0
498530997,498500722,14,4,3,0,0,0,0,0,0,0,0,0,0,0
499558479,499527879,14,4,3,0,0,0,0,0,0,0,0,0,0,0
500577922,500547573,14,4,3,0,0,0,0,0,0,0,0,0,0,0
501600033,501569797,14,4,3,0,0,0,0,0,0,0,0,0,0,0
502622485,502592019,14,4,3,0,0,0,0,0,0,0,0,0,0,0
503642006,503611739,14,4,3,0,0,0,0,0,0,0,0,0,0,0
504661687,504631517,14,4,3,0,0,0,0,0,0,0,0,0,0,0
505684021,505653662,14,4,3,0,0,0,0,0,0,0,0,0,0,0
506708513,506678286,14,4,3,0,0,0,0,0,0,0,0,0,0,0
507733126,507702950,14,4,3,0,0,0,0,0,0,0,0,0,0,0
508753033,508722694,14,4,3,0,0,0,0,0,0,0,0,0,0,0
509772701,509742522,14,4,3,0,0,0,0,0,0,0,0,0,0,0
510795019,510764633,14,4,3,0,0,0,0,0,0,0,0,0,0,0
511819714,511789409,14,4,3,0,0,0,0,0,0,0,0,0,0,0
512841872,512811636,14,4,3,0,0,0,0,0,0,0,0,0,0,0
513866419,513836176,14,4,3,0,0,0,0,0,0,0,0,0,0,0
514891257,514860821,14,4,3,0,0,0,0,0,0,0,0,0,0,0
515915917,515885501,14,4,3,0,0,0,0,0,0,0,0,0,0,0
516938042,516907696,14,4,3,0,0,0,0,0,0,0,0,0,0,0
517965178,517934831,14,4,3,0,0,0,0,0,0,0,0,0,0,0
518984776,518954647,14,4,3,0,0,0,0,0,0,0,0,0,0,0
520009587,519979244,14,4,3,0,0,0,0,0,0,0,0,0,0,0
521031850,521001483,14,4,3,0,0,0,0,0,0,0,0,0,0,0
522053953,522023642,14,4,3,0,0,0,0,0,0,0,0,0,0,0
523073801,523043418,14,4,3,0,0,0,0,0,0,0,0,0,0,0
524096063,524065628,14,4,3,0,0,0,0,0,0,0,0,0,0,0
524687355,524664136,15,1,3,0,0,0,0,0,0,0,0,0,0,0
525689759,525664226,15,1,3,0,0,0,0,0,0,0,0,0,0,0
526689822,526666677,15,1,3,0,0,0,0,0,0,0,0,0,0,0
527690151,527666733,15,1,3,0,0,0,0,0,0,0,0,0,0,0
528692349,528669226,15,1,3,0,0,0,0,0,0,0,0,0,0,0
529694843,529671712,15,1,3,0,0,0,0,0,0,0,0,0,0,0
530714604,530691465,15,1,3,0,0,0,0,0,0,0,0,0,0,0
531714640,531691540,15,1,3,0,0,0,0,0,0,0,0,0,0,0
532734415,532711257,15,1,3,0,0,0,0,0,0,0,0,0,0,0
533754126,533731009,15,1,3,0,0,0,0,0,0,0,0,0,0,0
534756622,534733523,15,1,3,0,0,0,0,0,0,0,0,0,0,0
535761649,535738492,15,1,3,0,0,0,0,0,0,0,0,0,0,0
536781331,536758250,15,1,3,0,0,0,0,0,0,0,0,0,0,0
537801084,537777957,15,1,3,0,0,0,0,0,0,0,0,0,0,0
538820885,538797708,15,1,3,0,0,0,0,0,0,0,0,0,0,0
539840685,539817507,15,1,3,0,0,0,0,0,0,0,0,0,0,0
540862816,540839657,15,1,3,0,0,0,0,0,0,0,0,0,0,0
541865422,541842179,15,1,3,0,0,0,0,0,0,0,0,0,0,0
542885194,542861918,15,1,3,0,0,0,0,0,0,0,0,0,0,0
543907353,543884175,15,1,3,0,0,0,0,0,0,0,0,0,0,0
544929493,544906373,15,1,3,0,0,0,0,0,0,0,0,0,0,0
545929581,545906397,15,1,3,0,0,0,0,0,0,0,0,0,0,0
546932025,546908889,15,1,3,0,0,0,0,0,0,0,0,0,0,0
547937035,547913869,15,1,3,0,0,0,0,0,0,0,0,0,0,0
548939548,548916379,15,1,3,0,0,0,0,0,0,0,0,0,0,0
549959306,549936145,15,1,3,0,0,0,0,0,0,0,0,0,0,0
550981472,550958334,15,1,3,0,0,0,0,0,0,0,0,0,0,0
552001244,551978079,15,1,3,0,0,0,0,0,0,0,0,0,0,0
553021023,552997832,15,1,3,0,0,0,0,0,0,0,0,0,0,0
554021026,553997875,15,1,3,0,0,0,0,0,0,0,0,0,0,0
555023518,555000410,15,1,3,0,0,0,0,0,0,0,0,0,0,0
556026028,556002890,15,1,3,0,0,0,0,0,0,0,0,0,0,0
557045809,557022638,15,1,3,0,0,0,0,0,0,0,0,0,0,0
558048320,558025158,15,1,3,0,0,0,0,0,0,0,0,0,0,0
559068085,559044969,15,1,3,0,0,0,0,0,0,0,0,0,0,0
559873219,559843037,16,1,1,0,0,0,0,0,0,0,0,0,0,0
560895594,560865175,16,1,1,0,0,0,0,0,0,0,0,0,0,0
561917688,561887390,16,1,1,0,0,0,0,0,0,0,0,0,0,0
562939916,562909611,16,1,1,0,0,0,0,0,0,0,0,0,0,0
563959644,563929357,16,1,1,0,0,0,0,0,0,0,0,0,0,0
564981959,564951596,16,1,1,0,0,0,0,0,0,0,0,0,0,0
566006472,565976236,16,1,1,0,0,0,0,0,0,0,0,0,0,0
567031327,567000986,16,1,1,0,0,0,0,0,0,0,0,0,0,0
567112727,567089596,17,4,1,0,0,0,0,0,0,0,0,0,0,0
568115252,568092100,17,4,1,0,0,0,0,0,0,0,0,0,0,0
569117737,569094651,17,4,1,0,0,0,0,0,0,0,0,0,0,0
570137481,570114375,17,4,1,0,0,0,0,0,0,0,0,0,0,0
570558745,570535558,18,4,3,0,0,0,0,0,0,0,0,0,0,0
