timestamp,timestamp_sample,switch_changes,mode_slot,arm_switch,return_switch,loiter_switch,offboard_switch,kill_switch,termination_switch,gear_switch,transition_switch,photo_switch,video_switch,engage_main_motor_switch,payload_power_switch
388207995,388184821,12,1,1,0,0,0,0,0,0,0,0,0,0,0
388789266,388763717,13,4,1,0,0,0,0,0,0,0,0,0,0,0
389789369,389766185,13,4,1,0,0,0,0,0,0,0,0,0,0,0
390791935,390768800,13,4,1,0,0,0,0,0,0,0,0,0,0,0
391794507,391771309,13,4,1,0,0,0,0,0,0,0,0,0,0,0
392814103,392790969,13,4,1,0,0,0,0,0,0,0,0,0,0,0
393814146,393791000,13,4,1,0,0,0,0,0,0,0,0,0,0,0
394819121,394796007,13,4,1,0,0,0,0,0,0,0,0,0,0,0
395819221,395796040,13,4,1,0,0,0,0,0,0,0,0,0,0,0
396839015,396815833,13,4,1,0,0,0,0,0,0,0,0,0,0,0
397861119,397838021,13,4,1,0,0,0,0,0,0,0,0,0,0,0
398861213,398838016,13,4,1,0,0,0,0,0,0,0,0,0,0,0
399883370,399860231,13,4,1,0,0,0,0,0,0,0,0,0,0,0
400883393,400860334,13,4,1,0,0,0,0,0,0,0,0,0,0,0
401883525,401860286,13,4,1,0,0,0,0,0,0,0,0,0,0,0
402903256,402880056,13,4,1,0,0,0,0,0,0,0,0,0,0,0
403923003,403899882,13,4,1,0,0,0,0,0,0,0,0,0,0,0
404942631,404919557,13,4,1,0,0,0,0,0,0,0,0,0,0,0
405962337,405939201,13,4,1,0,0,0,0,0,0,0,0,0,0,0
406982100,406958925,13,4,1,0,0,0,0,0,0,0,0,0,0,0
408001794,407978685,13,4,1,0,0,0,0,0,0,0,0,0,0,0
409021577,408998382,13,4,1,0,0,0,0,0,0,0,0,0,0,0
410023977,410000915,13,4,1,0,0,0,0,0,0,0,0,0,0,0
411046261,411023010,13,4,1,0,0,0,0,0,0,0,0,0,0,0
412068413,412045200,13,4,1,0,0,0,0,0,0,0,0,0,0,0
413088079,413064900,13,4,1,0,0,0,0,0,0,0,0,0,0,0
414107744,414084613,13,4,1,0,0,0,0,0,0,0,0,0,0,0
415127488,415104380,13,4,1,0,0,0,0,0,0,0,0,0,0,0
416149630,416126508,13,4,1,0,0,0,0,0,0,0,0,0,0,0
417171775,417148631,13,4,1,0,0,0,0,0,0,0,0,0,0,0
418174270,418151092,13,4,1,0,0,0,0,0,0,0,0,0,0,0
419193978,419170806,13,4,1,0,0,0,0,0,0,0,0,0,0,0
420213635,420190566,13,4,1,0,0,0,0,0,0,0,0,0,0,0
421233313,421210238,13,4,1,0,0,0,0,0,0,0,0,0,0,0
422253013,422229887,13,4,1,0,0,0,0,0,0,0,0,0,0,0
423272814,423249583,13,4,1,0,0,0,0,0,0,0,0,0,0,0
424294893,424271713,13,4,1,0,0,0,0,0,0,0,0,0,0,0
425317009,425293906,13,4,1,0,0,0,0,0,0,0,0,0,0,0
426336694,426313612,13,4,1,0,0,0,0,0,0,0,0,0,0,0
427356397,427333237,13,4,1,0,0,0,0,0,0,0,0,0,0,0
428376070,428352926,13,4,1,0,0,0,0,0,0,0,0,0,0,0
429398190,429375065,13,4,1,0,0,0,0,0,0,0,0,0,0,0
430398207,430375046,13,4,1,0,0,0,0,0,0,0,0,0,0,0
431417865,431394802,13,4,1,0,0,0,0,0,0,0,0,0,0,0
432437549,432414392,13,4,1,0,0,0,0,0,0,0,0,0,0,0
433457261,433434064,13,4,1,0,0,0,0,0,0,0,0,0,0,0
434479314,434456202,13,4,1,0,0,0,0,0,0,0,0,0,0,0
435479384,435456183,13,4,1,0,0,0,0,0,0,0,0,0,0,0
436499019,436475828,13,4,1,0,0,0,0,0,0,0,0,0,0,0
437274827,437258677,14,4,3,0,0,0,0,0,0,0,0,0,0,0
438279541,438249196,14,4,3,0,0,0,0,0,0,0,0,0,0,0
439301641,439271309,14,4,3,0,0,0,0,0,0,0,0,0,0,0
440321217,440290987,14,4,3,0,0,0,0,0,0,0,0,0,0,0
441345975,441315631,14,4,3,0,0,0,0,0,0,0,0,0,0,0
442368086,442337738,14,4,3,0,0,0,0,0,0,0,0,0,0,0
443387895,443357495,14,4,3,0,0,0,0,0,0,0,0,0,0,0
444407479,444377153,14,4,3,0,0,0,0,0,0,0,0,0,0,0
445429631,445399366,14,4,3,0,0,0,0,0,0,0,0,0,0,0
446451820,446421413,14,4,3,0,0,0,0,0,0,0,0,0,0,0
447471528,447441100,14,4,3,0,0,0,0,0,0,0,0,0,0,0
448491242,448460878,14,4,3,0,0,0,0,0,0,0,0,0,0,0
449510998,449480572,14,4,3,0,0,0,0,0,0,0,0,0,0,0
450530465,450500179,14,4,3,0,0,0,0,0,0,0,0,0,0,0
451550150,451519871,14,4,3,0,0,0,0,0,0,0,0,0,0,0
452569784,452539575,14,4,3,0,0,0,0,0,0,0,0,0,0,0
453591913,453561726,14,4,3,0,0,0,0,0,0,0,0,0,0,0
454611701,454581441,14,4,3,0,0,0,0,0,0,0,0,0,0,0
455631533,455601215,14,4,3,0,0,0,0,0,0,0,0,0,0,0
456653651,456623290,14,4,3,0,0,0,0,0,0,0,0,0,0,0
457678104,457647924,14,4,3,0,0,0,0,0,0,0,0,0,0,0
458702768,458672567,14,4,3,0,0,0,0,0,0,0,0,0,0,0
459725054,459694728,14,4,3,0,0,0,0,0,0,0,0,0,0,0
460744775,460714452,14,4,3,0,0,0,0,0,0,0,0,0,0,0
461769326,461739047,14,4,3,0,0,0,0,0,0,0,0,0,0,0
462789029,462758773,14,4,3,0,0,0,0,0,0,0,0,0,0,0
463808882,463778473,14,4,3,0,0,0,0,0,0,0,0,0,0,0
464828586,464798190,14,4,3,0,0,0,0,0,0,0,0,0,0,0
465848267,465818011,14,4,3,0,0,0,0,0,0,0,0,0,0,0
466872629,466842529,14,4,3,0,0,0,0,0,0,0,0,0,0,0
467892490,467862269,14,4,3,0,0,0,0,0,0,0,0,0,0,0
468914598,468884401,14,4,3,0,0,0,0,0,0,0,0,0,0,0
469939441,469909087,14,4,3,0,0,0,0,0,0,0,0,0,0,0
470961540,470931216,14,4,3,0,0,0,0,0,0,0,0,0,0,0
471981539,471950935,14,4,3,0,0,0,0,0,0,0,0,0,0,0
473003356,472973113,14,4,3,0,0,0,0,0,0,0,0,0,0,0
474025557,473995345,14,4,3,0,0,0,0,0,0,0,0,0,0,0
475050317,475019925,14,4,3,0,0,0,0,0,0,0,0,0,0,0
476069984,476039648,14,4,3,0,0,0,0,0,0,0,0,0,0,0
477089594,477059393,14,4,3,0,0,0,0,0,0,0,0,0,0,0
478111890,478081554,14,4,3,0,0,0,0,0,0,0,0,0,0,0
479131760,479101322,14,4,3,0,0,0,0,0,0,0,0,0,0,0
480151237,480121017,14,4,3,0,0,0,0,0,0,0,0,0,0,0
481175929,481145638,14,4,3,0,0,0,0,0,0,0,0,0,0,0
482195604,482165387,14,4,3,0,0,0,0,0,0,0,0,0,0,0
483215512,483185108,14,4,3,0,0,0,0,0,0,0,0,0,0,0
484237582,484207269,14,4,3,0,0,0,0,0,0,0,0,0,0,0
485257421,485227000,14,4,3,0,0,0,0,0,0,0,0,0,0,0
