timestamp,defer_failsafes_timeout_s,disable_auto_disarm,defer_failsafes,disable_auto_set_home,source_type,source_id
386472682,0,0,0,0,0,0
386978700,0,0,0,0,0,0
387484889,0,0,0,0,0,0
387990684,0,0,0,0,0,0
388498703,0,0,0,0,0,0
389004687,0,0,0,0,0,0
389510685,0,0,0,0,0,0
390017285,0,0,0,0,0,0
390522699,0,0,0,0,0,0
391028685,0,0,0,0,0,0
391534705,0,0,0,0,0,0
392040704,0,0,0,0,0,0
392546707,0,0,0,0,0,0
393052686,0,0,0,0,0,0
393558861,0,0,0,0,0,0
394064689,0,0,0,0,0,0
394570685,0,0,0,0,0,0
395077687,0,0,0,0,0,0
395583849,0,0,0,0,0,0
396089687,0,0,0,0,0,0
396596706,0,0,0,0,0,0
397102703,0,0,0,0,0,0
397608686,0,0,0,0,0,0
398114688,0,0,0,0,0,0
398620711,0,0,0,0,0,0
399126685,0,0,0,0,0,0
399633965,0,0,0,0,0,0
400139685,0,0,0,0,0,0
400645835,0,0,0,0,0,0
401151685,0,0,0,0,0,0
401657758,0,0,0,0,0,0
402163694,0,0,0,0,0,0
402669686,0,0,0,0,0,0
403175687,0,0,0,0,0,0
403681685,0,0,0,0,0,0
404187702,0,0,0,0,0,0
404693686,0,0,0,0,0,0
405200188,0,0,0,0,0,0
405705685,0,0,0,0,0,0
406211819,0,0,0,0,0,0
406717686,0,0,0,0,0,0
407225030,0,0,0,0,0,0
407730707,0,0,0,0,0,0
408236700,0,0,0,0,0,0
408742686,0,0,0,0,0,0
409249283,0,0,0,0,0,0
409754687,0,0,0,0,0,0
410260686,0,0,0,0,0,0
410766780,0,0,0,0,0,0
411272686,0,0,0,0,0,0
411778685,0,0,0,0,0,0
412284686,0,0,0,0,0,0
412790915,0,0,0,0,0,0
413296686,0,0,0,0,0,0
413802685,0,0,0,0,0,0
414308685,0,0,0,0,0,0
414814686,0,0,0,0,0,0
415320685,0,0,0,0,0,0
415826687,0,0,0,0,0,0
416333394,0,0,0,0,0,0
416838708,0,0,0,0,0,0
417345688,0,0,0,0,0,0
417851687,0,0,0,0,0,0
418357744,0,0,0,0,0,0
418863711,0,0,0,0,0,0
419369686,0,0,0,0,0,0
419876685,0,0,0,0,0,0
420382759,0,0,0,0,0,0
420888693,0,0,0,0,0,0
421394686,0,0,0,0,0,0
421900685,0,0,0,0,0,0
422406687,0,0,0,0,0,0
422912686,0,0,0,0,0,0
423418735,0,0,0,0,0,0
423924699,0,0,0,0,0,0
424430685,0,0,0,0,0,0
424936685,0,0,0,0,0,0
425442706,0,0,0,0,0,0
425948738,0,0,0,0,0,0
426454689,0,0,0,0,0,0
426960690,0,0,0,0,0,0
427466695,0,0,0,0,0,0
427972992,0,0,0,0,0,0
428478685,0,0,0,0,0,0
428984686,0,0,0,0,0,0
429490700,0,0,0,0,0,0
429996685,0,0,0,0,0,0
430502705,0,0,0,0,0,0
431008705,0,0,0,0,0,0
431515278,0,0,0,0,0,0
432020686,0,0,0,0,0,0
432526686,0,0,0,0,0,0
433032685,0,0,0,0,0,0
433538686,0,0,0,0,0,0
434044686,0,0,0,0,0,0
434550685,0,0,0,0,0,0
435056838,0,0,0,0,0,0
435562689,0,0,0,0,0,0
436068790,0,0,0,0,0,0
436574685,0,0,0,0,0,0
437080686,0,0,0,0,0,0
437586687,0,0,0,0,0,0
438092685,0,0,0,0,0,0
438598685,0,0,0,0,0,0
439104685,0,0,0,0,0,0
439610687,0,0,0,0,0,0
440116687,0,0,0,0,0,0
440623094,0,0,0,0,0,0
441128700,0,0,0,0,0,0
441634686,0,0,0,0,0,0
442140686,0,0,0,0,0,0
442646695,0,0,0,0,0,0
443152686,0,0,0,0,0,0
443658688,0,0,0,0,0,0
444164969,0,0,0,0,0,0
444670688,0,0,0,0,0,0
445177686,0,0,0,0,0,0
445683694,0,0,0,0,0,0
446189701,0,0,0,0,0,0
446695705,0,0,0,0,0,0
447201684,0,0,0,0,0,0
447707700,0,0,0,0,0,0
448214484,0,0,0,0,0,0
448719685,0,0,0,0,0,0
449225687,0,0,0,0,0,0
449731685,0,0,0,0,0,0
450237685,0,0,0,0,0,0
450743695,0,0,0,0,0,0
451249698,0,0,0,0,0,0
451755695,0,0,0,0,0,0
452261686,0,0,0,0,0,0
452767905,0,0,0,0,0,0
453273715,0,0,0,0,0,0
453779687,0,0,0,0,0,0
454285685,0,0,0,0,0,0
454791764,0,0,0,0,0,0
455297792,0,0,0,0,0,0
