timestamp,total_written_kb,write_rate_kb_s,dropouts,message_gaps,buffer_used_bytes,buffer_size_bytes,type,backend,is_logging,num_messages
388277465,63.98047,288200.3,0,62,59473,65536,0,3,1,205
389278900,164.6543,164.38176,0,62,2970,65536,0,3,1,205
390282298,205.30273,102.39257,0,62,4343,65536,0,3,1,205
391283308,247.33105,82.27735,0,62,4492,65536,0,3,1,205
392284287,289.5459,72.259224,0,62,4396,65536,0,3,1,205
393285301,332.74707,66.44234,0,62,3367,65536,0,3,1,205
394286393,378.14844,62.928776,0,62,64,65536,0,3,1,205
395287285,421.35645,60.10755,0,62,64,65536,0,3,1,205
396288288,464.63477,57.999268,0,62,219,65536,0,3,1,205
397289287,507.5039,56.31396,0,62,213,65536,0,3,1,205
398290421,550.208,54.948387,0,62,193,65536,0,3,1,205
399291286,592.9873,53.8392,0,62,117,65536,0,3,1,205
400292321,635.7656,52.913982,0,62,155,65536,0,3,1,205
401293289,678.3965,52.120014,0,62,208,65536,0,3,1,205
402294289,721.02637,51.439247,0,62,208,65536,0,3,1,205
403295288,763.4375,50.834675,0,62,337,65536,0,3,1,205
404296286,806.2676,50.331818,0,62,208,65536,0,3,1,205
405297329,849.0469,49.88499,0,62,208,65536,0,3,1,205
406298305,891.7256,49.48241,0,62,474,65536,0,3,1,205
407299290,934.4082,49.122375,0,62,421,65536,0,3,1,205
408300291,976.8701,48.787285,0,62,544,65536,0,3,1,205
409301287,1019.6494,48.499203,0,62,372,65536,0,3,1,205
410302298,1062.2275,48.22814,0,62,425,65536,0,3,1,205
411303287,1105.0586,47.99168,0,62,425,65536,0,3,1,205
412304320,1147.7324,47.768295,0,62,445,65536,0,3,1,205
413305287,1190.415,47.563244,0,62,392,65536,0,3,1,205
414306305,1232.8066,47.362698,0,62,672,65536,0,3,1,205
415307285,1275.4375,47.18592,0,62,596,65536,0,3,1,205
416308286,1318.0195,47.019997,0,62,527,65536,0,3,1,205
417309287,1360.7471,46.87052,0,62,580,65536,0,3,1,205
418310426,1403.3545,46.7268,0,62,603,65536,0,3,1,205
419311286,1446.04,46.595284,0,62,650,65536,0,3,1,205
420312306,1488.8184,46.474648,0,62,478,65536,0,3,1,205
421313288,1531.4492,46.35692,0,62,569,65536,0,3,1,205
422314288,1574.0732,46.245884,0,62,727,65536,0,3,1,205
423315645,1616.8115,46.143982,0,62,769,65536,0,3,1,205
424316286,1659.2783,46.04113,0,62,981,65536,0,3,1,205
425317288,1701.9678,45.949398,0,62,901,65536,0,3,1,205
426318294,1744.584,45.86056,0,62,1041,65536,0,3,1,205
427319293,1787.3633,45.78047,0,62,1041,65536,0,3,1,205
428320292,1829.9932,45.70065,0,62,999,65536,0,3,1,205
429321285,1872.5498,45.622936,0,62,1026,65536,0,3,1,205
430322288,1915.3281,45.554195,0,62,868,65536,0,3,1,205
431323287,1957.9619,45.48529,0,62,898,65536,0,3,1,205
432324286,2000.8555,45.42542,0,62,845,65536,0,3,1,205
433325286,2043.4863,45.362377,0,62,845,65536,0,3,1,205
434326285,2086.1904,45.30367,0,62,921,65536,0,3,1,205
435327794,2128.752,45.24393,0,62,1149,65536,0,3,1,205
436328304,2171.458,45.19064,0,62,1122,65536,0,3,1,205
437329291,2214.2158,45.140133,0,62,1048,65536,0,3,1,205
438330291,2256.83,45.08876,0,62,1351,65536,0,3,1,205
439331284,2299.4639,45.039803,0,62,1286,65536,0,3,1,205
440332478,2341.8652,44.988083,0,62,1328,65536,0,3,1,205
441333289,2384.2246,44.937847,0,62,1068,65536,0,3,1,205
442334288,2426.5322,44.888367,0,62,1068,65536,0,3,1,205
443335301,2469.04,44.844303,0,62,1068,65536,0,3,1,205
444336284,2508.6777,44.750633,0,62,4050,65536,0,3,1,205
445337317,2554.3281,44.765594,0,62,1268,65536,0,3,1,205
446338312,2596.6533,44.722794,0,62,1513,65536,0,3,1,205
447339347,2640.162,44.701458,0,62,412,65536,0,3,1,205
448340290,2681.627,44.646866,0,62,1459,65536,0,3,1,205
449341284,2725.0586,44.62624,0,62,255,65536,0,3,1,205
450342289,2765.958,44.565468,0,62,1581,65536,0,3,1,205
451343289,2807.9648,44.524193,0,62,1478,65536,0,3,1,205
452344290,2850.1074,44.486324,0,62,1306,65536,0,3,1,205
453345286,2892.208,44.44898,0,62,1306,65536,0,3,1,205
454346287,2917.3525,44.156116,0,62,18712,65536,0,3,1,205
455347286,2976.3096,44.376137,0,62,1504,65536,0,3,1,205
456348287,3016.1953,44.309525,0,62,3815,65536,0,3,1,205
457349291,3060.373,44.30697,0,62,1592,65536,0,3,1,205
458350299,3102.5156,44.275444,0,62,1516,65536,0,3,1,205
459351390,3144.542,44.243122,0,62,1592,65536,0,3,1,205
460352293,3186.6846,44.213425,0,62,1815,65536,0,3,1,205
461353307,3228.7852,44.183895,0,62,1815,65536,0,3,1,205
462354304,3272.1084,44.17168,0,62,557,65536,0,3,1,205
463355289,3312.9346,44.12654,0,62,1690,65536,0,3,1,205
464356286,3353.127,44.074253,0,62,3535,65536,0,3,1,205
465357288,3397.0557,44.071793,0,62,1716,65536,0,3,1,205
466358294,3439.3467,44.048412,0,62,1979,65536,0,3,1,205
467359308,3481.4473,44.02322,0,62,1979,65536,0,3,1,205
468360293,3524.0488,44.00493,0,62,1489,65536,0,3,1,205
469361285,3561.5488,43.924164,0,62,6200,65536,0,3,1,205
470362289,3606.1504,43.931877,0,62,3887,65536,0,3,1,205
471363287,3648.0,43.90629,0,62,4296,65536,0,3,1,205
472364290,3692.3535,43.911087,0,62,2032,65536,0,3,1,205
473365288,3734.3604,43.888187,0,62,1991,65536,0,3,1,205
474366563,3776.0,43.861423,0,62,2531,65536,0,3,1,205
475367421,3818.63,43.84685,0,62,2042,65536,0,3,1,205
476368288,3860.7725,43.82707,0,62,2042,65536,0,3,1,205
477369288,3904.0,43.819847,0,62,888,65536,0,3,1,205
478370285,3945.0156,43.78824,0,62,2042,65536,0,3,1,205
479371560,3988.538,43.784706,0,62,510,65536,0,3,1,205
480372307,4029.0908,43.74926,0,62,2095,65536,0,3,1,205
481373288,4071.1914,43.731087,0,62,2133,65536,0,3,1,205
482374288,4113.334,43.71374,0,62,2133,65536,0,3,1,205
483375288,4155.4346,43.696316,0,62,2133,65536,0,3,1,205
484376550,4197.4355,43.678104,0,62,2153,65536,0,3,1,205
485377287,4240.333,43.66973,0,62,1294,65536,0,3,1,205
486378307,4281.6045,43.644833,0,62,2862,65536,0,3,1,205
487379307,4321.783,43.609417,0,62,4830,65536,0,3,1,205
488380402,4365.6973,43.61198,0,62,3217,65536,0,3,1,205
489381283,4407.9697,43.598354,0,62,3217,65536,0,3,1,205
490382287,4449.9443,43.582024,0,62,3366,65536,0,3,1,205
491383286,4492.1484,43.568237,0,62,3164,65536,0,3,1,205
492384288,4534.336,43.554554,0,62,3086,65536,0,3,1,205
493385284,4576.789,43.543663,0,62,2725,65536,0,3,1,205
494386285,4620.3037,43.54298,0,62,1423,65536,0,3,1,205
495387294,4660.6123,43.51237,0,62,3235,65536,0,3,1,205
496388327,4702.7354,43.499104,0,62,3159,65536,0,3,1,205
