timestamp,rollspeed_integ,pitchspeed_integ,yawspeed_integ
388807129,0.0,0.0,0.0
388812051,0.0,0.0,0.0
389011567,0.0,0.0,0.0
389211085,0.0,0.0,0.0
389410611,0.0,0.0,0.0
389610115,0.0,0.0,0.0
389809632,0.0,0.0,0.0
390009148,0.0,0.0,0.0
390208669,0.0,0.0,0.0
390410672,0.0,0.0,0.0
390610225,0.0,0.0,0.0
390809711,0.0,0.0,0.0
391009223,0.0,0.0,0.0
391208740,0.0,0.0,0.0
391408269,0.0,0.0,0.0
391610272,0.0,0.0,0.0
391809795,0.0,0.0,0.0
392009304,0.0,0.0,0.0
392208825,0.0,0.0,0.0
392408340,0.0,0.0,0.0
392607876,0.0,0.0,0.0
392807378,0.0,0.0,0.0
393011767,0.0,0.0,0.0
393211285,0.0,0.0,0.0
393410806,0.0,0.0,0.0
393610319,0.0,0.0,0.0
393809837,0.0,0.0,0.0
394009352,0.0,0.0,0.0
394208867,0.0,0.0,0.0
394410850,0.0,0.0,0.0
394610367,0.0,0.0,0.0
394809890,0.0,0.0,0.0
395009415,0.0,0.0,0.0
395208913,0.0,0.0,0.0
395408432,0.0,0.0,0.0
395607948,-0.008104812,-2.8491553e-05,-0.0009799618
395809927,-0.03815148,-0.04876266,0.02096939
396009442,-0.03798472,-0.050568957,0.028080339
396208957,-0.04820725,-0.056944624,0.025908774
396408474,-0.055015344,-0.08212259,0.019531047
396607995,-0.071498685,-0.09493112,0.01880672
396807512,-0.08561244,-0.11089835,0.029015291
397007024,-0.10509958,-0.12577902,0.03725978
397211470,-0.10773485,-0.13271156,0.041436605
397410984,-0.10663882,-0.1350622,0.041607764
397610500,-0.10115732,-0.13434036,0.03892752
397810013,-0.09607668,-0.14015819,0.034897134
398009509,-0.097168416,-0.14486545,0.033730056
398209046,-0.09356766,-0.14447679,0.033758633
398408542,-0.088950194,-0.1474735,0.031441115
398610529,-0.08914086,-0.14876655,0.028394883
398810034,-0.08563383,-0.15623598,0.029798295
399009568,-0.08473151,-0.15905944,0.03307015
399209063,-0.08067492,-0.15732166,0.033775203
399408582,-0.08425081,-0.16478202,0.034142364
