timestamp,yaw_sp_move_rate,q_d[0],q_d[1],q_d[2],q_d[3],thrust_body[0],thrust_body[1],thrust_body[2]
388814955,0.0,0.94275093,-0.027451629,0.14849757,-0.29734766,0.014423043,0.0,0.0
388819916,0.0,0.94276047,-0.027456403,0.14849669,-0.29731733,0.014423043,0.0,0.0
388864356,0.0,0.9430739,-0.027778374,0.14788537,-0.2965971,0.014423043,0.0,0.0
388913473,0.0,0.9435766,-0.02802963,0.14783795,-0.29499415,0.014423043,0.0,0.0
388962788,0.0,0.9444301,-0.027552158,0.14748175,-0.2924756,0.014423043,0.0,0.0
389016718,0.0,0.945815,-0.029164571,0.14761823,-0.28773636,0.014423043,0.0,0.0
389065931,0.0,0.947583,-0.030080408,0.14743435,-0.2818593,0.014423043,0.0,0.0
389115198,0.0,0.94955826,-0.030976752,0.14780243,-0.27483454,0.014423043,0.0,0.0
389169638,0.0,0.95174205,-0.03230927,0.146962,-0.2674796,0.014423043,0.0,0.0
389213747,0.0,0.9529762,-0.03285369,0.1473966,-0.26273784,0.014423043,0.0,0.0
389262900,0.0,0.9539066,-0.033378806,0.14727856,-0.25933972,0.014423043,0.0,0.0
389312248,0.0,0.95451236,-0.033858694,0.14661278,-0.2574188,0.014423043,0.0,0.0
389366741,0.0,0.95514315,-0.03329732,0.14629175,-0.25532675,0.014423043,0.0,0.0
389416081,0.0,0.955684,-0.03453135,0.14645581,-0.2530345,0.014423043,0.0,0.0
389465265,0.0,0.9563791,-0.034806892,0.1469476,-0.2500678,0.014423043,0.0,0.0
389514479,0.0,0.95739985,-0.035536736,0.14621511,-0.24646267,0.014423043,0.0,0.0
389568407,0.0,0.9580766,-0.035816863,0.14670472,-0.24348332,0.014423043,0.0,0.0
389613057,0.0,0.95844626,-0.03616242,0.14606163,-0.24236134,0.014423043,0.0,0.0
389662359,0.0,0.95868033,-0.036303714,0.14602657,-0.241434,0.014423043,0.0,0.0
389716198,0.0,0.959056,-0.036411464,0.14655825,-0.23959626,0.014423043,0.0,0.0
389765460,0.0,0.9597981,-0.036985725,0.14585532,-0.23695123,0.014423043,0.0,0.0
389814782,0.0,0.9603854,-0.037233286,0.14635164,-0.23421085,0.014423043,0.0,0.0
389869192,0.0,0.9607151,-0.03755439,0.14570995,-0.23320551,0.014423043,0.0,0.0
389918519,0.0,0.9604278,-0.037375297,0.14575598,-0.23438598,0.014423043,0.0,0.0
389967690,0.0,0.9598612,-0.03702458,0.14584546,-0.23669557,0.014423043,0.0,0.0
390011796,0.0,0.95927745,-0.03654711,0.1465245,-0.23870844,0.014423043,0.0,0.0
390066217,0.0,0.95875883,-0.036230065,0.14660321,-0.24078296,0.014423043,0.0,0.0
390115524,0.0,0.9584576,-0.036047056,0.14664832,-0.24197944,0.014423043,0.0,0.0
390164766,0.0,0.95818293,-0.035880983,0.14668904,-0.24306457,0.014423043,0.0,0.0
390218715,0.0,0.9574863,-0.035462752,0.14679071,-0.24579452,0.014423043,0.0,0.0
390267946,0.0,0.95635444,-0.034921225,0.14636333,-0.25048873,0.014423043,0.0,0.0
390317209,0.0,0.9549311,-0.033964634,0.14714457,-0.25554165,0.014423043,0.0,0.0
390366482,0.0,0.9539972,-0.033430267,0.1472669,-0.2590064,0.014423043,0.0,0.0
390416038,0.0,0.9536081,-0.033209626,0.1473168,-0.2604352,0.014423043,0.0,0.0
390465019,0.0,0.95356786,-0.033186886,0.14732192,-0.2605824,0.014423043,0.0,0.0
390514302,0.0,0.9534777,-0.033135917,0.1473334,-0.26091227,0.014423043,0.0,0.0
390563552,0.0,0.95320696,-0.032983318,0.14736763,-0.26189953,0.014423043,0.0,0.0
390618011,0.0,0.95292044,-0.03204267,0.14657167,-0.263501,0.014423043,0.0,0.0
390667256,0.0,0.95253754,-0.03274853,0.14686474,-0.26463276,0.01562497,0.0,0.0
390716505,0.0,0.9520988,-0.0325057,0.14691868,-0.2662071,0.030048043,0.0,0.0
390765759,0.0,0.95159537,-0.03208581,0.14756565,-0.26769605,0.05168268,0.0,0.0
390815375,0.0,0.9512909,-0.031918276,0.14760198,-0.26877612,0.054086506,0.0,0.0
390864694,0.0,0.9507554,-0.030709457,0.14741223,-0.27090722,0.05649036,0.0,0.0
390918220,0.0,0.9499543,-0.031190233,0.14775753,-0.27346256,0.05649036,0.0,0.0
390967494,0.0,0.9497256,-0.031066861,0.14778352,-0.27425557,0.05649036,0.0,0.0
391016784,0.0,0.9498581,-0.0311383,0.1477685,-0.2737964,0.05649036,0.0,0.0
391066051,0.0,0.95025843,-0.031501517,0.14713725,-0.2727035,0.05649036,0.0,0.0
391115314,0.0,0.95064783,-0.03156654,0.1476776,-0.27104166,0.05769229,0.0,0.0
391164553,0.0,0.9511562,-0.031844366,0.14761794,-0.2692524,0.05649036,0.0,0.0
391214170,0.0,0.9516906,-0.032281004,0.14696822,-0.26766267,0.05649036,0.0,0.0
391268284,0.0,0.95228666,-0.032468565,0.1474819,-0.26522622,0.07451922,0.0,0.0
391317544,0.0,0.9531018,-0.032143675,0.14654955,-0.2628442,0.08533651,0.0,0.0
391366769,0.0,0.9534192,-0.033102922,0.14734082,-0.26112577,0.10576922,0.0,0.0
391416085,0.0,0.9529815,-0.03193767,0.14715101,-0.2629694,0.13100961,0.0,0.0
391465295,0.0,0.95172465,-0.031240012,0.1473007,-0.2674823,0.13701922,0.0,0.0
391514577,0.0,0.9502547,-0.03135282,0.14772312,-0.27241695,0.13581729,0.0,0.0
391563861,0.0,0.9492214,-0.029882394,0.1475821,-0.27623412,0.13581729,0.0,0.0
391613517,0.0,0.94884074,-0.029829921,0.14703797,-0.27783337,0.13581729,0.0,0.0
391667054,0.0,0.948861,-0.029690221,0.14762089,-0.27746975,0.16586536,0.0,0.0
391716325,0.0,0.94944584,-0.030002456,0.14755775,-0.27546176,0.16947114,0.0,0.0
391765629,0.0,0.95037186,-0.030501233,0.14745545,-0.27224973,0.17548075,0.0,0.0
391814850,0.0,0.9517245,-0.031239958,0.1473007,-0.26748264,0.17548075,0.0,0.0
391864098,0.0,0.95333725,-0.033056695,0.14735119,-0.26142487,0.17548075,0.0,0.0
391913345,0.0,0.9547549,-0.03386332,0.1471679,-0.25619903,0.17548075,0.0,0.0
391967779,0.0,0.95553166,-0.034311872,0.14706399,-0.2532868,0.17548075,0.0,0.0
392017177,0.0,0.9551859,-0.033189375,0.14687376,-0.25484604,0.17668268,0.0,0.0
392066310,0.0,0.95406926,-0.033471275,0.14725757,-0.25874072,0.20192307,0.0,0.0
392115591,0.0,0.9529707,-0.03285058,0.14739728,-0.26275796,0.20793268,0.0,0.0
392164866,0.0,0.9522337,-0.032439087,0.1474884,-0.26541656,0.20913461,0.0,0.0
392214192,0.0,0.95218396,-0.03149368,0.14724667,-0.26584262,0.20793268,0.0,0.0
392263408,0.0,0.95240724,-0.032535657,0.1474671,-0.26479295,0.20793268,0.0,0.0
392312660,0.0,0.952639,-0.031746432,0.14719239,-0.2642075,0.20793268,0.0,0.0
392366563,0.0,0.9530443,-0.031972833,0.14714338,-0.26274166,0.20913461,0.0,0.0
392415930,0.0,0.95439136,-0.033654995,0.1472157,-0.2575501,0.23798075,0.0,0.0
392465101,0.0,0.9567615,-0.034107547,0.14666325,-0.24886556,0.24879807,0.0,0.0
392514371,0.0,0.95901173,-0.035456125,0.14634308,-0.24004811,0.24879807,0.0,0.0
392563617,0.0,0.96042377,-0.0363267,0.14612941,-0.23433472,0.24759614,0.0,0.0
392612964,0.0,0.9603191,-0.03626148,0.14614561,-0.23476331,0.24759614,0.0,0.0
392662168,0.0,0.95903814,-0.035472244,0.14633918,-0.23994248,0.24759614,0.0,0.0
392716600,0.0,0.9561613,-0.03467911,0.14697781,-0.25089923,0.24759614,0.0,0.0
392765874,0.0,0.95325047,-0.03208847,0.1471182,-0.2619925,0.24999997,0.0,0.0
392815268,0.0,0.9513473,-0.03194929,0.14759526,-0.2685762,0.26442307,0.0,0.0
392864479,0.0,0.9523175,-0.0315677,0.14723082,-0.2653639,0.2728365,0.0,0.0
392913679,0.0,0.9554302,-0.034253024,0.1470777,-0.25366917,0.27524036,0.0,0.0
392962947,0.0,0.9588916,-0.035382934,0.1463608,-0.24052769,0.27524036,0.0,0.0
393016879,0.0,0.9625049,-0.0376475,0.14579472,-0.22563449,0.27403843,0.0,0.0
393066111,0.0,0.96450424,-0.038963255,0.14544861,-0.2169288,0.2764423,0.0,0.0
393115383,0.0,0.9652868,-0.039491933,0.14530596,-0.21341987,0.31610575,0.0,0.0
393164633,0.0,0.96536803,-0.039547287,0.14529091,-0.21305211,0.3197115,0.0,0.0
393219366,0.0,0.9648557,-0.039199673,0.14538507,-0.21536043,0.32091343,0.0,0.0
393263165,0.0,0.9639982,-0.038625572,0.14553866,-0.21916679,0.32091343,0.0,0.0
393312424,0.0,0.9630955,-0.03803114,0.14569512,-0.22310016,0.32091343,0.0,0.0
393361702,0.0,0.9625467,-0.037674546,0.14578773,-0.22545591,0.32211536,0.0,0.0
393416210,0.0,0.9630458,-0.037998673,0.1457036,-0.22331475,0.32211536,0.0,0.0
393465424,0.0,0.96438915,-0.03888617,0.14546923,-0.21743989,0.32932693,0.0,0.0
393514712,0.0,0.96615463,-0.040088005,0.14514264,-0.2094561,0.3389423,0.0,0.0
393568597,0.0,0.96734434,-0.040922835,0.14490947,-0.20389108,0.34014422,0.0,0.0
393618141,0.0,0.96724135,-0.040849715,0.14493011,-0.20437911,0.34254807,0.0,0.0
393662450,0.0,0.9666326,-0.04136269,0.14523858,-0.20692106,0.34254807,0.0,0.0
393716390,0.0,0.9657357,-0.03979894,0.14522217,-0.21137933,0.34134614,0.0,0.0
393765648,0.0,0.9644979,-0.03895901,0.14544974,-0.21695694,0.34254807,0.0,0.0
393814937,0.0,0.9630524,-0.038002994,0.14570247,-0.2232862,0.3545673,0.0,0.0
393864212,0.0,0.9625222,-0.037658706,0.14579183,-0.22556052,0.359375,0.0,0.0
393918656,0.0,0.9632111,-0.03810674,0.14567536,-0.22260033,0.36057693,0.0,0.0
393967925,0.0,0.9642457,-0.038790304,0.14549483,-0.21807535,0.36057693,0.0,0.0
394017460,0.0,0.96502644,-0.040253848,0.1455498,-0.21428692,0.36177886,0.0,0.0
394061227,0.0,0.9652405,-0.040399574,0.14550942,-0.2133205,0.36298075,0.0,0.0
394115717,0.0,0.9650357,-0.04026012,0.14554808,-0.21424533,0.37620193,0.0,0.0
394164990,0.0,0.9637508,-0.038461626,0.14558206,-0.22025242,0.3858173,0.0,0.0
394214227,0.0,0.9613391,-0.036901873,0.14598522,-0.23055075,0.38701922,0.0,0.0
394268135,0.0,0.95812553,-0.034919545,0.14647205,-0.24356124,0.38701922,0.0,0.0
394317407,0.0,0.9562925,-0.033832118,0.14672703,-0.2506615,0.38701922,0.0,0.0
394366669,0.0,0.95698637,-0.034240287,0.14663231,-0.24799944,0.38701922,0.0,0.0
394416224,0.0,0.96166354,-0.037107836,0.14593302,-0.229194,0.38701922,0.0,0.0
394465188,0.0,0.9673896,-0.040955003,0.1449004,-0.20367633,0.4122596,0.0,0.0
394514448,0.0,0.97140455,-0.043950528,0.14402008,-0.1835749,0.41947114,0.0,0.0
394563741,0.0,0.9741759,-0.04621385,0.14330985,-0.16824941,0.42427886,0.0,0.0
394618230,0.0,0.9758272,-0.04766041,0.14283529,-0.1583915,0.42427886,0.0,0.0
394667488,0.0,0.9767334,-0.048491705,0.14255522,-0.152704,0.42427886,0.0,0.0
394716730,0.0,0.97758216,-0.049297925,0.14227842,-0.14717232,0.42427886,0.0,0.0
394765944,0.0,0.97907156,-0.05078703,0.1417537,-0.1369141,0.43028843,0.0,0.0
394815486,0.0,0.98187065,-0.05392259,0.14059085,-0.11513698,0.43990383,0.0,0.0
394864513,0.0,0.9839329,-0.056659255,0.13951044,-0.09593056,0.44591346,0.0,0.0
394913790,0.0,0.98497295,-0.058263082,0.13884829,-0.08458626,0.44591346,0.0,0.0
394967676,0.0,0.9850665,-0.05841754,0.13878338,-0.08349026,0.44591346,0.0,0.0
395016985,0.0,0.9845304,-0.057556715,0.13914259,-0.08959074,0.44591346,0.0,0.0
395066205,0.0,0.9839277,-0.05665176,0.1395135,-0.09598343,0.44591346,0.0,0.0
395115462,0.0,0.98376644,-0.056419183,0.1396077,-0.097623006,0.44591346,0.0,0.0
395164739,0.0,0.9843951,-0.057348184,0.13922866,-0.09106565,0.44591346,0.0,0.0
395214307,0.0,0.9851226,-0.058511246,0.13874389,-0.082825035,0.44591346,0.0,0.0
395263256,0.0,0.9851388,-0.058538266,0.1387325,-0.082633175,0.4483173,0.0,0.0
395317766,0.0,0.9844882,-0.05749128,0.13916963,-0.09005367,0.45192307,0.0,0.0
395366983,0.0,0.98307437,-0.05546121,0.13999103,-0.10436186,0.453125,0.0,0.0
395416399,0.0,0.98098415,-0.05287194,0.14098933,-0.122460924,0.4591346,0.0,0.0
395465439,0.0,0.98015684,-0.051942777,0.1413343,-0.12891531,0.46995193,0.0,0.0
395514794,0.0,0.9801396,-0.05192388,0.14134124,-0.12904635,0.47716346,0.0,0.0
395564045,0.0,0.9796518,-0.05139675,0.14153376,-0.13269834,0.48197114,0.0,0.0
395613595,0.0,0.9778064,-0.049515735,0.14220276,-0.1456752,0.4939904,0.0,0.0
395667214,0.0,0.97404957,-0.04610643,0.14334445,-0.16897948,0.50359714,0.0,0.0
