timestamp,course_setpoint,lateral_acceleration_ff,bearing_feas,bearing_feas_on_track,signed_track_error,track_error_bound,adapted_period,wind_est_valid
388263137,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
388282769,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
388361635,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
388479887,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
388558738,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
388676953,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
388775509,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
388864167,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
388962686,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
389061198,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
389179405,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
389278178,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
389376472,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
389455332,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
389563655,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
389662169,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
389760734,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
389878997,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
389977463,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
390075993,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
390164671,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
390263200,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
390361725,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
390460297,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
390578505,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
390677003,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
390775527,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
390864265,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
390962734,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
391061293,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
391159792,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
391278203,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
391376585,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
391475113,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
391563764,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
391662262,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
391780562,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
391859323,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
391977558,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
392076113,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
392164771,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
392263316,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
392361852,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
392480060,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
392578567,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
