timestamp,imbalanced_prop_metric,motor_failure_mask,motor_stop_mask,fd_roll,fd_pitch,fd_alt,fd_ext,fd_arm_escs,fd_battery,fd_imbalanced_prop,fd_motor
388211991,-0.0029331925,0,0,0,0,0,0,0,0,0,0
388718874,-0.006069035,0,0,0,0,0,0,0,0,0,0
388806941,-0.0043654162,0,0,0,0,0,0,0,0,0,0
389312695,-0.027800558,0,0,0,0,0,0,0,0,0,0
389818695,-0.028950563,0,0,0,0,0,0,0,0,0,0
390324695,-0.034515873,0,0,0,0,0,0,0,0,0,0
390830694,-0.0326358,0,0,0,0,0,0,0,0,0,0
391337357,-0.044313647,0,0,0,0,0,0,0,0,0,0
391842695,-0.093757756,0,0,0,0,0,0,0,0,0,0
392348716,-0.18286121,0,0,0,0,0,0,0,0,0,0
392854830,-0.25175768,0,0,0,0,0,0,0,0,0,0
393360698,-0.2897541,0,0,0,0,0,0,0,0,0,0
393866872,-0.37584525,0,0,0,0,0,0,0,0,0,0
394372728,-0.39522272,0,0,0,0,0,0,0,0,0,0
394527219,-0.43879122,0,0,0,0,0,0,0,0,0,0
394537840,-0.43879122,0,0,0,0,0,0,0,0,0,0
394549509,-0.43879122,0,0,0,0,0,0,0,0,0,0
395055696,-0.46119314,0,0,0,0,0,0,0,0,0,0
395561711,-0.52305454,0,0,0,0,0,0,0,0,0,0
396067695,-0.60510516,0,0,0,0,0,0,0,0,0,0
396574716,-0.90633464,0,0,0,0,0,0,0,0,0,0
397080711,-1.1858057,0,0,0,0,0,0,0,0,0,0
397586697,-1.3687218,0,0,0,0,0,0,0,0,0,0
398092695,-1.6622648,0,0,0,0,0,0,0,0,0,0
398598961,-1.8962985,0,0,0,0,0,0,0,0,0,0
399104777,-2.0861506,0,0,0,0,0,0,0,0,0,0
399610724,-2.2805047,0,0,0,0,0,0,0,0,0,0
400117694,-2.3881977,0,0,0,0,0,0,0,0,0,0
400623704,-2.470204,0,0,0,0,0,0,0,0,0,0
401129986,-2.5891805,0,0,0,0,0,0,0,0,0,0
401635694,-2.6483972,0,0,0,0,0,0,0,0,0,0
402141695,-2.633193,0,0,0,0,0,0,0,0,0,0
402648152,-2.6620858,0,0,0,0,0,0,0,0,0,0
403153703,-2.7336333,0,0,0,0,0,0,0,0,0,0
403659853,-2.7994657,0,0,0,0,0,0,0,0,0,0
404165715,-2.8436604,0,0,0,0,0,0,0,0,0,0
404671695,-2.9119778,0,0,0,0,0,0,0,0,0,0
405177694,-2.9693263,0,0,0,0,0,0,0,0,0,0
