timestamp,armed,prearmed,ready_to_arm,lockdown,kill,termination,in_esc_calibration_mode
388211967,1,0,1,0,0,0,0
388718866,1,0,1,0,0,0,0
388806934,1,0,1,0,0,0,0
389312688,1,0,1,0,0,0,0
389818688,1,0,1,0,0,0,0
390324688,1,0,1,0,0,0,0
390830687,1,0,1,0,0,0,0
391337351,1,0,1,0,0,0,0
391842687,1,0,1,0,0,0,0
392348709,1,0,1,0,0,0,0
392854822,1,0,1,0,0,0,0
393360690,1,0,1,0,0,0,0
393866864,1,0,1,0,0,0,0
394372700,1,0,1,0,0,0,0
394527212,1,0,1,0,0,0,0
394537833,1,0,1,0,0,0,0
394549501,1,0,1,0,0,0,0
395055688,1,0,1,0,0,0,0
395561703,1,0,1,0,0,0,0
396067687,1,0,1,0,0,0,0
396574708,1,0,1,0,0,0,0
397080704,1,0,1,0,0,0,0
397586688,1,0,1,0,0,0,0
398092688,1,0,1,0,0,0,0
398598953,1,0,1,0,0,0,0
399104770,1,0,1,0,0,0,0
399610691,1,0,1,0,0,0,0
400117687,1,0,1,0,0,0,0
400623697,1,0,1,0,0,0,0
401129979,1,0,1,0,0,0,0
401635687,1,0,1,0,0,0,0
402141688,1,0,1,0,0,0,0
402648145,1,0,1,0,0,0,0
403153696,1,0,1,0,0,0,0
403659845,1,0,1,0,0,0,0
404165707,1,0,1,0,0,0,0
404671687,1,0,1,0,0,0,0
405177687,1,0,1,0,0,0,0
405683697,1,0,1,0,0,0,0
406190070,1,0,1,0,0,0,0
406695689,1,0,1,0,0,0,0
407202710,1,0,1,0,0,0,0
407708857,1,0,1,0,0,0,0
408214772,1,0,1,0,0,0,0
408720827,1,0,1,0,0,0,0
409226688,1,0,1,0,0,0,0
409732687,1,0,1,0,0,0,0
410238700,1,0,1,0,0,0,0
410744688,1,0,1,0,0,0,0
411250919,1,0,1,0,0,0,0
411756758,1,0,1,0,0,0,0
412262714,1,0,1,0,0,0,0
412768689,1,0,1,0,0,0,0
413274688,1,0,1,0,0,0,0
413781452,1,0,1,0,0,0,0
414286689,1,0,1,0,0,0,0
414792896,1,0,1,0,0,0,0
415298687,1,0,1,0,0,0,0
415804687,1,0,1,0,0,0,0
416310827,1,0,1,0,0,0,0
416816687,1,0,1,0,0,0,0
417323697,1,0,1,0,0,0,0
417829688,1,0,1,0,0,0,0
418335687,1,0,1,0,0,0,0
418841874,1,0,1,0,0,0,0
419347828,1,0,1,0,0,0,0
419854948,1,0,1,0,0,0,0
420360691,1,0,1,0,0,0,0
420866687,1,0,1,0,0,0,0
421372689,1,0,1,0,0,0,0
421878688,1,0,1,0,0,0,0
422384688,1,0,1,0,0,0,0
422890700,1,0,1,0,0,0,0
423396980,1,0,1,0,0,0,0
423902688,1,0,1,0,0,0,0
424408884,1,0,1,0,0,0,0
424914688,1,0,1,0,0,0,0
425420699,1,0,1,0,0,0,0
425926687,1,0,1,0,0,0,0
426432687,1,0,1,0,0,0,0
426938687,1,0,1,0,0,0,0
427444688,1,0,1,0,0,0,0
427950716,1,0,1,0,0,0,0
428456816,1,0,1,0,0,0,0
428962712,1,0,1,0,0,0,0
429468688,1,0,1,0,0,0,0
429974705,1,0,1,0,0,0,0
430480700,1,0,1,0,0,0,0
430986687,1,0,1,0,0,0,0
431492688,1,0,1,0,0,0,0
431998690,1,0,1,0,0,0,0
432504898,1,0,1,0,0,0,0
433010688,1,0,1,0,0,0,0
433516687,1,0,1,0,0,0,0
434022707,1,0,1,0,0,0,0
434528687,1,0,1,0,0,0,0
435034688,1,0,1,0,0,0,0
435540688,1,0,1,0,0,0,0
436046913,1,0,1,0,0,0,0
436552875,1,0,1,0,0,0,0
437058804,1,0,1,0,0,0,0
437564690,1,0,1,0,0,0,0
438070687,1,0,1,0,0,0,0
438576688,1,0,1,0,0,0,0
439082689,1,0,1,0,0,0,0
439588686,1,0,1,0,0,0,0
440094689,1,0,1,0,0,0,0
440600687,1,0,1,0,0,0,0
441106688,1,0,1,0,0,0,0
441613366,1,0,1,0,0,0,0
442118707,1,0,1,0,0,0,0
442624687,1,0,1,0,0,0,0
443130701,1,0,1,0,0,0,0
443636690,1,0,1,0,0,0,0
444142687,1,0,1,0,0,0,0
444648688,1,0,1,0,0,0,0
445155686,1,0,1,0,0,0,0
445277105,1,0,1,0,0,0,0
445782709,1,0,1,0,0,0,0
446288751,1,0,1,0,0,0,0
446794734,1,0,1,0,0,0,0
447300687,1,0,1,0,0,0,0
447806826,1,0,1,0,0,0,0
448312687,1,0,1,0,0,0,0
448818687,1,0,1,0,0,0,0
449324688,1,0,1,0,0,0,0
449830686,1,0,1,0,0,0,0
450337140,1,0,1,0,0,0,0
450842706,1,0,1,0,0,0,0
451348711,1,0,1,0,0,0,0
451854710,1,0,1,0,0,0,0
452360768,1,0,1,0,0,0,0
452866847,1,0,1,0,0,0,0
453372688,1,0,1,0,0,0,0
453879126,1,0,1,0,0,0,0
454384687,1,0,1,0,0,0,0
454890710,1,0,1,0,0,0,0
455396825,1,0,1,0,0,0,0
455902688,1,0,1,0,0,0,0
456408708,1,0,1,0,0,0,0
456914687,1,0,1,0,0,0,0
457420706,1,0,1,0,0,0,0
457926918,1,0,1,0,0,0,0
458432821,1,0,1,0,0,0,0
458938688,1,0,1,0,0,0,0
459444687,1,0,1,0,0,0,0
459950695,1,0,1,0,0,0,0
460456832,1,0,1,0,0,0,0
460963210,1,0,1,0,0,0,0
461468687,1,0,1,0,0,0,0
461974723,1,0,1,0,0,0,0
462480688,1,0,1,0,0,0,0
462986864,1,0,1,0,0,0,0
463493691,1,0,1,0,0,0,0
463999687,1,0,1,0,0,0,0
464505686,1,0,1,0,0,0,0
465012086,1,0,1,0,0,0,0
465517830,1,0,1,0,0,0,0
466023709,1,0,1,0,0,0,0
466529687,1,0,1,0,0,0,0
467035686,1,0,1,0,0,0,0
467541687,1,0,1,0,0,0,0
468047837,1,0,1,0,0,0,0
468553723,1,0,1,0,0,0,0
469059739,1,0,1,0,0,0,0
469565690,1,0,1,0,0,0,0
470071688,1,0,1,0,0,0,0
470577825,1,0,1,0,0,0,0
471083697,1,0,1,0,0,0,0
471590687,1,0,1,0,0,0,0
