timestamp,timestamp_sample,device_id,pressure,temperature,error_count
25333063,25332482,4028193,101204.0,27.99,0
26326603,26326021,4028193,101209.0,28.039999,0
27341656,27341076,4028193,101203.0,28.08,0
28346081,28345500,4028193,101203.0,28.119999,0
29339659,29339078,4028193,101198.0,28.16,0
30344107,30343526,4028193,101202.0,28.199999,0
31337669,31337088,4028193,101200.0,28.23,0
32331255,32330674,4028193,101200.0,28.26,0
33324909,33324316,4028193,101207.0,28.289999,0
34340090,34339509,4028193,101204.0,28.32,0
35344496,35343915,4028193,101208.0,28.349998,0
36338057,36337476,4028193,101206.0,28.38,0
37342484,37341903,4028193,101206.0,28.41,0
38336075,38335494,4028193,101203.0,28.439999,0
39329729,39329148,4028193,101204.0,28.47,0
40344912,40344331,4028193,101209.0,28.5,0
41338633,41338052,4028193,101201.0,28.529999,0
42343085,42342504,4028193,101203.0,28.56,0
43336774,43336193,4028193,101201.0,28.58,0
44341256,44340674,4028193,101190.0,28.59,0
45334874,45334293,4028193,101180.0,28.599998,0
46328463,46327873,4028193,101197.0,28.599998,0
47343642,47343061,4028193,101183.0,28.599998,0
48337262,48336681,4028193,101161.0,28.59,0
49341667,49341086,4028193,101151.0,28.58,0
50335330,50334734,4028193,101150.0,28.57,0
51339727,51339146,4028193,101150.0,28.56,0
52333305,52332724,4028193,101140.0,28.529999,0
53326858,53326277,4028193,101154.0,28.519999,0
54342290,54341709,4028193,101165.0,28.5,0
55336057,55335476,4028193,101183.0,28.47,0
56340449,56339868,4028193,101189.0,28.439999,0
57334091,57333510,4028193,101161.0,28.41,0
58338464,58337884,4028193,101139.0,28.369999,0
59332049,59331468,4028193,101130.0,28.33,0
60325678,60325097,4028193,101113.0,28.31,0
61340895,61340312,4028193,101101.0,28.269999,0
62345285,62344704,4028193,101065.0,28.24,0
63338960,63338365,4028193,101052.0,28.199999,0
64343483,64342902,4028193,101039.0,28.18,0
65337139,65336558,4028193,101032.0,28.14,0
66330923,66330342,4028193,101001.0,28.099998,0
67324495,67323914,4028193,100990.0,28.07,0
68339655,68339073,4028193,101015.0,28.029999,0
69344283,69343692,4028193,101015.0,27.98,0
70338052,70337470,4028193,100967.0,27.939999,0
71342498,71341913,4028193,100945.0,27.9,0
72336301,72335720,4028193,100975.0,27.859999,0
73329912,73329331,4028193,100952.0,27.82,0
74323517,74322936,4028193,100916.0,27.769999,0
75338701,75338120,4028193,100905.0,27.73,0
76343133,76342552,4028193,100905.0,27.68,0
77336849,77336268,4028193,100886.0,27.64,0
78341303,78340722,4028193,100858.0,27.599998,0
79334935,79334354,4028193,100839.0,27.56,0
80328513,80327932,4028193,100827.0,27.529999,0
81343647,81343066,4028193,100801.0,27.5,0
82337530,82336935,4028193,100769.0,27.47,0
83341876,83341295,4028193,100756.0,27.439999,0
84346520,84345939,4028193,100757.0,27.42,0
85340067,85339486,4028193,100752.0,27.39,0
86333669,86333088,4028193,100769.0,27.359999,0
87327279,87326677,4028193,100784.0,27.33,0
88342447,88341866,4028193,100775.0,27.289999,0
89336180,89335599,4028193,100768.0,27.26,0
90340454,90339873,4028193,100755.0,27.23,0
91344881,91344300,4028193,100731.0,27.199999,0
92338539,92337959,4028193,100764.0,27.17,0
93332254,93331673,4028193,100818.0,27.14,0
94325882,94325301,4028193,100820.0,27.099998,0
95340838,95340257,4028193,100792.0,27.06,0
96334633,96334052,4028193,100798.0,27.029999,0
97339273,97338692,4028193,100856.0,27.0,0
98343662,98343081,4028193,100882.0,26.97,0
99337254,99336673,4028193,100859.0,26.93,0
100331100,100330519,4028193,100841.0,26.89,0
101346318,101345737,4028193,100879.0,26.849998,0
102339860,102339279,4028193,100965.0,26.82,0
103344272,103343691,4028193,100963.0,26.779999,0
104337865,104337284,4028193,100937.0,26.75,0
105342447,105341866,4028193,100931.0,26.72,0
106336154,106335573,4028193,100953.0,26.68,0
107329915,107329334,4028193,100970.0,26.65,0
108345128,108344547,4028193,100959.0,26.609999,0
109338634,109338053,4028193,100928.0,26.57,0
110343257,110342676,4028193,100938.0,26.55,0
111336847,111336265,4028193,100955.0,26.519999,0
112341398,112340817,4028193,100957.0,26.5,0
113335155,113334574,4028193,100951.0,26.48,0
114328860,114328273,4028193,100947.0,26.46,0
115344081,115343500,4028193,100974.0,26.439999,0
116337651,116337070,4028193,101042.0,26.43,0
117342049,117341468,4028193,101028.0,26.4,0
118335670,118335089,4028193,101007.0,26.38,0
119340069,119339488,4028193,101009.0,26.359999,0
120333641,120333060,4028193,101036.0,26.33,0
121327323,121326742,4028193,101059.0,26.32,0
122342447,122341866,4028193,101028.0,26.3,0
