timestamp,safe_points_id,is_evaluation_pending,has_vtol_approach,rtl_type,safe_point_index
24251708,0,0,-74,1,0
26277381,0,0,-74,1,0
28303196,0,0,-74,1,0
30308960,0,0,-74,1,0
32335393,0,0,-74,1,0
34360873,0,0,-74,1,0
36386566,0,0,-74,1,0
38412459,0,0,-74,1,0
40438404,0,0,-74,1,0
42454278,0,0,-74,1,0
44480545,0,0,-74,1,0
46506097,0,0,-74,1,0
48532099,0,0,-74,1,0
50558015,0,0,-74,1,0
52573832,0,0,-74,1,0
54599680,0,0,-74,1,0
56625506,0,0,-74,1,0
58651796,0,0,-74,1,0
60677297,0,0,-74,1,0
62693795,0,0,-74,1,0
64719145,0,0,-74,1,0
66745173,0,0,-74,1,0
68780778,0,0,-74,1,0
70806643,0,0,-74,1,0
72832730,0,0,-74,1,0
74858423,0,0,-74,1,0
76884188,0,0,-74,1,0
78900148,0,0,-74,1,0
80926083,0,0,-74,1,0
82952078,0,0,-74,1,0
84977563,0,0,-74,1,0
87003490,0,0,-74,1,0
89029546,0,0,-74,1,0
91045172,0,0,-74,1,0
93070912,0,0,-74,1,0
95086816,0,0,-74,1,0
97132767,0,0,-74,1,0
99148397,0,0,-74,1,0
101164284,0,0,-74,1,0
103180055,0,0,-74,1,0
105206017,0,0,-74,1,0
107231759,0,0,-74,1,0
109257551,0,0,-74,1,0
111283372,0,0,-74,1,0
113299118,0,0,-74,1,0
115315013,0,0,-74,1,0
117341082,0,0,-74,1,0
119366514,0,0,-74,1,0
121392451,0,0,-74,1,0
123418241,0,0,-74,1,0
125444197,0,0,-74,1,0
127469765,0,0,-74,1,0
129485524,0,0,-74,1,0
131511789,0,0,-74,1,0
133537284,0,0,-74,1,0
135563069,0,0,-74,1,0
137588732,0,0,-74,1,0
139614514,0,0,-74,1,0
141630464,0,0,-74,1,0
143656193,0,0,-74,1,0
145681962,0,0,-74,1,0
147707724,0,0,-74,1,0
149733843,0,0,-74,1,0
151759488,0,0,-74,1,0
153785129,0,0,-74,1,0
155800936,0,0,-74,1,0
157826637,0,0,-74,1,0
159852407,0,0,-74,1,0
161878205,0,0,-74,1,0
163904040,0,0,-74,1,0
165929908,0,0,-74,1,0
167955496,0,0,-74,1,0
169981272,0,0,-74,1,0
172007257,0,0,-74,1,0
174022927,0,0,-74,1,0
176048897,0,0,-74,1,0
178074408,0,0,-74,1,0
180100352,0,0,-74,1,0
182125952,0,0,-74,1,0
184131942,0,0,-74,1,0
185816069,0,0,-74,1,0
