timestamp,normalized_setpoint
25638088,0.0
26638540,0.0
27639010,0.0
28642088,0.0
29637556,0.0
30640387,0.0
31640844,0.0
32638798,0.0
33639265,0.0
34639727,0.0
35640189,0.0
36638175,0.0
37638628,0.0
38641586,0.0
39637068,0.0
40640030,0.0
41640500,0.0
42640970,0.0
43638950,0.0
44639486,0.0
45639888,0.0
46637866,0.0
47638355,0.0
48638981,0.0
49641849,0.0
50639759,0.0
51640215,0.0
52640693,0.0
53638660,0.0
54639128,0.0
55639593,0.0
56640061,0.0
57638049,0.0
58638493,0.0
59641457,0.0
60636927,0.0
61639886,0.0
62640361,0.0
63640836,0.0
64638783,0.0
65639254,0.0
66639708,0.0
67637704,0.0
68638255,0.0
69641087,0.0
70641546,0.0
71639497,0.0
72639950,0.0
73640419,0.0
74638372,0.0
75638808,0.0
76639260,0.0
77642204,0.0
78637672,0.0
79640598,0.0
80641052,0.0
81638995,0.0
82639444,0.0
83639887,0.0
84640339,0.0
85638285,0.0
86638737,0.0
87641718,0.0
88637115,0.0
89640052,0.0
90640498,0.0
91640935,0.0
92638885,0.0
93639326,0.0
94639774,0.0
95637703,0.0
96638161,0.0
97641074,0.0
98641501,0.0
99639445,0.0
100639875,0.0
101640310,0.0
102638254,0.0
103638700,0.0
104639124,0.0
105642116,0.0
106637497,0.0
107640416,0.0
108640846,0.0
109638768,0.0
110639201,0.0
111639640,0.0
112640060,0.0
113637987,0.0
114638413,0.0
115641349,0.0
116639271,0.0
117639693,0.0
118640119,0.0
119640543,0.0
120638488,0.0
121638897,0.0
122639335,0.0
123637357,0.0
124640173,0.0
125640592,0.0
126641016,0.0
127638943,0.0
128639363,0.0
129639798,0.0
130637714,0.0
131638161,0.0
132641053,0.0
133641477,0.0
134639421,0.0
135639828,0.0
136640252,0.0
137638192,0.0
138638599,0.0
139639018,0.0
140642079,0.0
141637445,0.0
142640278,0.0
143640701,0.0
144638659,0.0
145639043,0.0
146639463,0.0
147639883,0.0
148637806,0.0
149640725,0.0
150641142,0.0
151639059,0.0
152639479,0.0
153639916,0.0
154640319,0.0
155638244,0.0
156638660,0.0
157641578,0.0
158637122,0.0
159639906,0.0
160640333,0.0
161640746,0.0
162638662,0.0
163639078,0.0
164639492,0.0
165637424,0.0
166637833,0.0
167640742,0.0
168641146,0.0
169639064,0.0
170639485,0.0
171639891,0.0
172637816,0.0
173638228,0.0
174641142,0.0
175641665,0.0
176639460,0.0
177639901,0.0
178640287,0.0
179638219,0.0
180638624,0.0
181639031,0.0
182641955,0.0
183637355,0.0
184640265,0.0
185640678,0.0
186638605,0.0
