timestamp,nav_state,failure
25069849,0,0
25618980,0,0
26167397,0,0
26676342,0,0
27185318,0,0
27694332,0,0
28243392,0,0
28490814,15,0
28991636,15,0
29500664,15,0
30008737,15,0
30514897,15,0
31017915,15,0
31526792,15,0
32032882,15,0
32534731,15,0
33043410,15,0
33550854,15,0
34051306,15,0
34560405,15,0
35068682,15,0
35574683,15,0
36077203,15,0
36586272,15,0
37093689,15,0
37594102,15,0
38103532,15,0
38612174,15,0
39117692,15,0
39620009,15,0
40129299,15,0
40635682,15,0
41137118,15,0
41646118,15,0
42153683,15,0
42653925,15,0
43162908,15,0
43672408,15,0
44177694,15,0
44679913,15,0
45188766,15,0
45695684,15,0
46196736,15,0
46705925,15,0
47213683,15,0
47713910,15,0
48222601,15,0
48731537,15,0
49237824,15,0
49739772,15,0
50248522,15,0
50755685,15,0
51256460,15,0
51765654,15,0
52273683,15,0
52779728,15,0
53282405,15,0
53791489,15,0
54297728,15,0
54799349,15,0
55308233,15,0
55815701,15,0
56316110,15,0
56825137,15,0
57334226,15,0
57839698,15,0
58342478,15,0
58851074,15,0
59357718,15,0
59859238,15,0
60367909,15,0
60875701,15,0
61375892,15,0
61885079,15,0
62393860,15,0
62899715,15,0
63401973,15,0
63910723,15,0
64418683,15,0
64924680,15,0
65427796,15,0
65936801,15,0
66442733,15,0
66964525,15,0
67473485,15,0
68022378,15,0
68531439,15,0
69040789,15,0
69549229,15,0
70098080,15,0
70607750,15,0
71116032,15,0
71625048,15,0
72174597,15,0
72682878,15,0
73196812,15,0
73741205,15,0
74249796,15,0
74758750,15,0
75267524,15,0
75816341,15,0
76325355,15,0
76834470,15,0
77383146,15,0
77892140,15,0
78401055,15,0
78950143,15,0
79459009,15,0
79967880,15,0
80476926,15,0
81025702,15,0
81534748,15,0
82042870,15,0
82542929,15,0
83051572,15,0
83560565,15,0
84066727,15,0
84568646,15,0
85077348,15,0
85585704,15,0
86091695,15,0
86594498,15,0
87103293,15,0
87609700,15,0
88111159,15,0
88620142,15,0
89127695,15,0
89628314,15,0
90136967,15,0
90645997,15,0
91151680,15,0
91653847,15,0
92192985,15,0
92711666,15,0
93220925,15,0
93769697,15,0
94278472,15,0
94787400,15,0
95336492,15,0
95845230,15,0
96354121,15,0
96863311,15,0
97382106,15,0
97931449,15,0
98440075,15,0
98948844,15,0
99497777,15,0
100006689,15,0
100515528,15,0
101064659,15,0
101613259,15,0
102122299,15,0
102671319,15,0
103180068,15,0
103689004,15,0
104198059,15,0
104747067,15,0
105255801,15,0
105764788,15,0
106273686,15,0
106822782,15,0
107331505,15,0
107841344,15,0
108389337,15,0
108898503,15,0
109407321,15,0
109956261,15,0
110465067,15,0
110974298,15,0
111482864,15,0
112031702,15,0
112541490,15,0
113048683,15,0
113548825,15,0
114057596,15,0
114566561,15,0
115105401,15,0
115614371,15,0
116123377,15,0
116632320,15,0
117181238,15,0
117690091,15,0
118199194,15,0
118706694,15,0
119207310,15,0
119715893,15,0
120224793,15,0
120731682,15,0
121232920,15,0
121741938,15,0
122250752,15,0
122756686,15,0
123258527,15,0
123767374,15,0
124274821,15,0
124775277,15,0
125284542,15,0
125792704,15,0
126298681,15,0
126801434,15,0
127310085,15,0
127816682,15,0
128318008,15,0
128826914,15,0
129334841,15,0
129840684,15,0
130344140,15,0
130852703,15,0
131359684,15,0
131860921,15,0
132369536,15,0
132877696,15,0
133383692,15,0
133886663,15,0
134395302,15,0
134902110,15,0
135403528,15,0
135912231,15,0
136421411,15,0
136926807,15,0
137429013,15,0
137938018,15,0
138444685,15,0
138946104,15,0
139455185,15,0
139962683,15,0
140462748,15,0
140971760,15,0
141480695,15,0
141986751,15,0
142488528,15,0
142997877,15,0
143504710,15,0
144005475,15,0
144514269,15,0
145023758,15,0
145529680,15,0
146031122,15,0
146541251,15,0
147047781,15,0
147548393,15,0
148056927,15,0
148566184,15,0
149071680,15,0
149573825,15,0
150083096,15,0
150589710,15,0
151090685,15,0
151599552,15,0
152107703,15,0
152613701,15,0
153116462,15,0
153625366,15,0
154132704,15,0
154633257,15,0
155142266,15,0
155651273,15,0
156156816,15,0
156659202,15,0
157168069,15,0
157677547,15,0
158182680,15,0
158684940,15,0
159194325,15,0
159700702,15,0
160201899,15,0
160710569,15,0
161219529,15,0
161726824,15,0
162227444,15,0
162736706,15,0
163244733,15,0
163750742,15,0
164253297,15,0
164762467,15,0
165268706,15,0
165770046,15,0
166278996,15,0
166786734,15,0
167287103,15,0
167795801,15,0
168305017,15,0
168810723,15,0
169312820,15,0
169821929,15,0
170328731,15,0
170829511,15,0
171338711,15,0
171847369,15,0
172353717,15,0
172855356,15,0
173364283,15,0
173871722,15,0
174372198,15,0
174881105,15,0
175390445,15,0
175895702,15,0
176398018,15,0
176906813,15,0
177413717,15,0
177914700,15,0
178423780,15,0
178932707,15,0
179438889,15,0
179940875,15,0
180449876,15,0
180957696,15,0
181463688,15,0
181966464,15,0
182475177,15,0
182981683,15,0
183483147,15,0
184032250,15,0
184541332,15,0
185049836,15,0
185598726,15,0
186118690,15,0
186626567,15,0
