timestamp,timestamp_sample,position[0],position[1],position[2],q[0],q[1],q[2],q[3],velocity[0],velocity[1],velocity[2],angular_velocity[0],angular_velocity[1],angular_velocity[2],position_variance[0],position_variance[1],position_variance[2],orientation_variance[0],orientation_variance[1],orientation_variance[2],velocity_variance[0],velocity_variance[1],velocity_variance[2],pose_frame,velocity_frame,reset_counter,quality
24939858,24939395,0.1013054,0.08500164,-0.18738174,0.992919,-0.115783796,-0.01621281,-0.021052087,-0.06150387,-0.10898475,0.04267759,0.49417168,0.086294845,-0.24001944,0.02820688,0.028211119,0.050998237,0.0002646155,0.0011659188,0.010575622,0.010547373,0.010143487,0.007488776,1,1,8,0
25439009,25438373,0.10846638,0.115876324,-0.2209053,0.99535334,0.07055676,-0.0067606806,-0.06517634,-0.09787927,-0.037199374,0.013374394,0.8805576,0.0721192,-0.14792012,0.02765193,0.027642334,0.04931497,0.00023130188,0.00023512778,0.011249613,0.010522716,0.00999279,0.0083181765,1,1,8,0
25937763,25937352,0.14737658,0.23944369,-0.24779129,0.9758753,0.1959822,-0.0011614158,-0.09621431,-0.043546136,0.037809823,0.02080911,-0.08904706,0.099837326,0.0020080814,0.025462674,0.025454735,0.046220776,0.00019939554,0.0016126622,0.009491743,0.009592711,0.008723589,0.007196511,1,1,8,0
26436991,26436331,0.16367997,0.30848253,-0.29268646,0.99412525,0.038047433,0.06058335,-0.08122212,-0.08962469,0.013866835,-0.050131366,-0.8883934,-0.056519996,0.053458016,0.025496019,0.025469165,0.045581345,0.00028120805,0.0007939218,0.009815093,0.010131785,0.0089358315,0.0065345,1,1,8,0
26935893,26935310,0.18588194,0.27306375,-0.30578232,0.99564755,-0.071649946,0.04054971,-0.0436811,-0.049161177,-0.042292293,0.024488142,0.10171818,0.15113422,-0.00320209,0.023851322,0.023828743,0.04299711,0.00023941856,0.00038385246,0.010165818,0.009237494,0.008095179,0.006238618,1,1,8,0
27444742,27444270,0.24180107,0.22648105,-0.30510712,0.9879737,-0.04370897,-0.12722048,-0.07623961,0.08817348,-0.044202585,0.2308214,-0.031712305,-1.3157952,-0.20566392,0.024305325,0.024247507,0.0431008,0.00020320692,0.0002601065,0.010280587,0.00951315,0.008264688,0.006582251,1,1,8,0
27943654,27943250,0.37504455,0.2619058,-0.42184448,0.98693645,-0.030231094,-0.1297556,-0.090588145,-0.019277172,-0.0143494,-0.27843177,0.14298141,1.2514819,0.19588976,0.022888348,0.02283964,0.041324466,0.0019735259,0.00021953364,0.00850762,0.009260066,0.007867336,0.0073781325,1,1,8,0
28442795,28442230,0.2971393,0.2899328,-0.6159096,0.9860286,0.0072149932,0.14574507,-0.08033723,-0.15856028,0.015088043,-0.24253029,0.13520943,0.87599456,-0.028934028,0.021806613,0.021755537,0.039848212,0.00032240467,0.00016641435,0.010090004,0.009100953,0.00782717,0.0077972026,1,1,8,0
28941665,28941211,0.2531065,0.31342247,-0.55031586,0.9633971,0.06020175,0.24613139,-0.08752799,-0.10327963,0.07398073,0.00881252,0.13859054,0.14991044,-0.04394898,0.0210465,0.02098521,0.03871919,0.0020044001,0.00017879588,0.008305479,0.008366766,0.007328148,0.006624557,1,1,8,0
29440866,29440192,0.291402,0.34468016,-0.5028839,0.96180063,0.04952736,0.23963885,-0.12271911,-0.06650837,0.050770342,0.12426925,-0.013542813,0.09744663,0.065475486,0.020392975,0.02032331,0.037672196,0.0022783265,0.0001877584,0.007975749,0.0081405435,0.0071442267,0.0059766746,1,1,8,0
29939580,29939174,0.3397079,0.38366884,-0.4027748,0.9891557,0.038494967,0.11232027,-0.08644879,-0.07453994,0.07322104,0.22303739,-0.085233904,-0.73175293,-0.056753144,0.01986998,0.019788856,0.036525898,0.0014290047,0.00017873778,0.00878715,0.007923422,0.006968154,0.0062846974,1,1,8,0
30441378,30438155,0.29557252,0.34629673,-0.49821472,0.98953515,0.0021833328,0.12819429,-0.06619451,-0.28522745,-0.12774514,-0.30872676,-0.17094147,0.8256162,0.02765328,0.01942856,0.01934036,0.035703193,0.0002760065,0.0001315075,0.0099311285,0.007854143,0.0071137734,0.0061921547,1,1,8,0
30937764,30937138,0.27211878,0.28530166,-0.5528679,0.9770067,0.029877583,0.19420525,-0.082762204,-0.0077085,-0.11833085,0.14156458,0.045903515,-0.844828,-0.13307767,0.0190868,0.01899521,0.034989916,0.0017323722,0.0001245373,0.008321399,0.007591345,0.00678703,0.0064290254,1,1,8,0
31436738,31436120,0.33874986,0.27583596,-0.44176102,0.99623984,0.001494837,0.037513115,-0.07808176,-0.016534602,-0.1564104,0.11110598,-0.16707183,-0.3489173,-0.071996644,0.019977817,0.019844214,0.036028165,0.00035559435,0.00012785524,0.009606915,0.007773194,0.007040957,0.0069909072,1,1,8,0
31945717,31945082,0.38108712,0.2483958,-0.483963,0.9961097,-0.030776653,0.00961038,-0.0820119,0.035520494,-0.1690117,-0.027308982,-0.04778603,-0.051503327,-0.109256916,0.019417714,0.019302566,0.03537175,0.00017933946,0.00013259865,0.009697303,0.0075090653,0.006882129,0.006355894,1,1,8,0
32434688,32434085,0.41967613,0.2592998,-0.50006485,0.99339485,-0.027244888,0.00505786,-0.11135014,0.12256493,-0.12574303,0.0074678618,0.08251978,-0.12628381,-0.12922493,0.018687999,0.018590687,0.03443021,0.00017526842,0.00014563647,0.00959002,0.0070631434,0.0067233522,0.0058649997,1,1,8,0
32943458,32943048,0.39694354,0.29904065,-0.6194992,0.9875535,0.00067831244,0.11053579,-0.111891344,0.008201705,-0.11395323,-0.28329474,0.036351886,0.50380254,0.0132229645,0.018342942,0.018254654,0.033775978,0.00022155918,0.000116592244,0.009453783,0.0070636366,0.0067444067,0.005573422,1,1,8,0
33442513,33442032,0.3469691,0.31061867,-0.6329689,0.9782667,0.01805338,0.16762757,-0.120703705,0.06554313,-0.085965395,-0.021479333,-0.031258173,-0.06868403,-0.031660844,0.019195812,0.019091135,0.034606874,0.001093787,0.00011442858,0.008502179,0.0072099008,0.0070709926,0.005765929,1,1,8,0
33941636,33941016,0.32944834,0.31781197,-0.61618423,0.981351,0.0046836142,0.14443718,-0.12675242,0.04939114,-0.068708286,-0.0043949764,0.37513408,-0.17511968,-0.026213385,0.018464077,0.018387008,0.033632234,0.00096012873,0.00011653765,0.008475315,0.0068112407,0.006727367,0.005799917,1,1,8,0
34440612,34440000,0.32497805,0.32138306,-0.6042137,0.9663609,0.1960526,0.08145202,-0.14517467,0.02964359,-0.08666717,-0.01767206,0.11889629,-0.056765545,0.03427552,0.019125888,0.019055322,0.034390137,0.0006490902,0.0006257427,0.008164824,0.007032341,0.006892935,0.0059177154,1,1,8,0
34939681,34938984,0.28040785,0.30974913,-0.60525894,0.9918713,0.029376987,0.07294185,-0.10003969,-0.06270231,-0.2042124,0.031335577,-0.91848886,-0.28766927,0.62295264,0.018234944,0.01818355,0.03307049,0.00054904795,0.0005424864,0.008187986,0.006682715,0.0064447536,0.0056841206,1,1,8,0
35438794,35437969,0.2315545,0.15870021,-0.6056175,0.9956072,0.00016875537,0.06525275,-0.067144446,-0.16176692,-0.33530074,-0.020269366,0.2512512,-0.066304006,-0.06569471,0.01881202,0.018749697,0.033609618,0.00026524256,0.00011300744,0.008842011,0.006980716,0.006695914,0.0055552167,1,1,8,0
35937376,35936954,0.20901823,0.076116964,-0.63186646,0.99456066,0.0019633146,0.06451186,-0.08175282,-0.005518224,-0.20233077,-0.12445814,0.00017779139,0.21724838,-0.105737984,0.019444441,0.019368896,0.034044888,0.00025335499,0.000102913815,0.008807632,0.007145233,0.0070170206,0.005375388,1,1,8,0
36436423,36435940,0.21335602,0.086352766,-0.6592865,0.9929054,0.0070309932,0.0819664,-0.08585554,-0.06807866,-0.13529338,-0.06571379,0.06454807,0.15357788,0.10953683,0.020118682,0.020046461,0.034457188,0.0003242277,9.8836805e-05,0.008709782,0.0075847185,0.0072687413,0.005245672,1,1,8,0
36935379,36934925,0.20558514,0.07107984,-0.6217308,0.993819,0.010313882,0.055935223,-0.095334396,-0.06665269,-0.2513105,-0.00015284026,-0.288506,0.10507,-0.1207702,0.01897931,0.018926797,0.032888107,0.00031238765,0.00011023085,0.008667364,0.0068931472,0.006754172,0.0050042146,1,1,8,0
37444294,37443891,0.16240668,-0.003972942,-0.5897484,0.99540627,0.0034008091,0.06395519,-0.07116593,-0.12972951,-0.3077562,0.047695655,0.33331713,-0.02276308,-0.026032867,0.019770777,0.019709758,0.033382434,0.00029239504,9.9895675e-05,0.008658251,0.0073035583,0.0071689826,0.0049624415,1,1,8,0
37943544,37942877,0.23131436,-0.056328,-0.5639,0.99560857,0.0073238076,0.070647165,-0.060984477,0.38524017,-0.3045482,0.1580876,0.1174569,-0.3861527,-0.13357876,0.01711606,0.017085029,0.029972881,0.00032358657,9.08581e-05,0.0085282335,0.0062756026,0.00642108,0.004574395,1,1,8,0
38442279,38441864,0.47623783,-0.05514495,-0.56497955,0.9884008,-0.0032813638,0.14916478,-0.028339718,0.40123194,-0.22539097,-0.07856102,-0.033255156,0.40453836,0.16337535,0.019306518,0.019323207,0.03218389,0.00044108977,9.7959615e-05,0.007975479,0.007317925,0.008218797,0.0048533427,1,1,8,0
38941563,38940850,0.58716816,-0.06545751,-0.43784714,0.99528724,-0.01700144,0.09502182,-0.009224456,0.07150223,-0.3842431,-0.009573647,-0.26937965,-0.14961387,0.094691806,0.01671574,0.016728325,0.028963946,0.0006032202,8.567731e-05,0.0075282943,0.006360989,0.0060643703,0.0045153927,1,1,8,0
39440445,39439840,0.59519815,-0.12049308,-0.4076538,0.99553776,0.008520941,0.08684846,-0.035907447,-0.098367155,-0.37158883,-0.22046803,-0.31589577,0.33524475,0.02748885,0.01723425,0.01720439,0.029266754,0.0003535179,8.555696e-05,0.007661309,0.006793152,0.006552706,0.004550196,1,1,8,0
39939231,39938824,0.60844314,-0.16544758,-0.38590622,0.99449986,0.0078772325,0.09795147,-0.036242053,0.017194586,-0.4503816,-0.20122457,-0.39348647,0.60718715,0.1913587,0.017857838,0.017792504,0.029690059,0.00037748172,0.000101759964,0.007484881,0.0070991395,0.0066609792,0.004634821,1,1,8,0
40438238,40437812,0.661314,-0.23727301,-0.37150192,0.99053043,-0.0005381657,0.13304769,-0.033876225,0.0920683,-0.3657068,0.03841576,-0.12231989,0.18556239,0.4346533,0.018505547,0.01840992,0.03003865,0.00034401566,0.000104746534,0.007390227,0.007376488,0.0069769775,0.0046975873,1,1,8,0
40937229,40936799,0.75558764,-0.22595806,-0.31084442,0.99514467,0.022264188,0.09017392,-0.032560892,0.46917105,-0.36695525,0.42992753,0.8394215,-1.427813,-0.38312745,0.017432276,0.017357893,0.028661514,0.00036096707,9.522964e-05,0.0073055094,0.0067772577,0.006622695,0.0045488854,1,1,8,0
41436248,41435786,0.8281969,-0.20462298,-0.28183365,0.99818003,0.018894576,0.027647005,-0.050151404,-0.8054914,-0.08341168,-0.56253695,-1.0166936,0.32555658,0.148813,0.01804278,0.01798433,0.029130524,0.00026968328,9.026316e-05,0.0072742626,0.006842074,0.00672018,0.004568984,1,1,8,0
41945346,41944754,0.26491535,-0.27483568,-0.36063385,0.9879991,-0.023696702,0.13482161,0.07155045,-0.71507025,-0.6066587,0.041204177,-0.27918276,0.12228299,0.32144582,0.015682781,0.015652163,0.026281303,0.00039051363,9.106e-05,0.0050310837,0.00602848,0.010528496,0.004150873,1,1,8,0
42444345,42443742,0.34568304,-0.5233838,-0.254467,0.98341006,0.04436499,0.16092472,0.07099095,1.1183465,-0.7122197,0.11118002,1.1556807,-0.35135418,-0.41503602,0.016210573,0.016209042,0.026657872,0.00058385846,9.682109e-05,0.0045048557,0.006790366,0.0075162463,0.0044807163,1,1,8,0
42943168,42942730,2.709387,-1.0250793,-0.6485863,0.9494759,0.062758826,0.30564925,-0.03369698,6.2732296,-1.0214026,-2.0131586,-1.2198883,1.6473907,-1.3418702,0.015391916,0.01536241,0.025902713,0.0002978451,7.4611096e-05,0.00087545137,0.0070639118,0.04347536,0.010107925,1,1,8,0
43442121,43441718,5.553641,-0.59904253,-1.5051842,0.9522863,-0.025039012,0.30319878,0.024377596,4.611079,-0.63616496,-2.504254,-1.3282198,0.026815513,0.6607525,0.016691698,0.017314438,0.027904682,0.00034763792,9.798343e-05,0.000381989,0.00804185,0.012329521,0.008980528,1,1,8,0
43941153,43940705,7.601925,-0.90391374,-2.3370705,0.9377811,0.011975653,0.34480426,-0.039156217,3.5849354,-0.83993727,-1.684674,1.468867,-0.65229636,-0.31838045,0.017275902,0.018011093,0.028794268,0.03475166,7.478467e-05,0.055117894,0.009233905,0.008900483,0.00881557,1,1,9,0
44440220,44439693,9.22811,-1.4489235,-2.8022537,0.9215223,0.041350145,0.37302572,-0.0996929,3.0272853,-1.2512429,-0.44191974,1.6878918,0.17593081,0.361784,0.018407509,0.018910147,0.030864801,0.008931325,0.00019518775,0.0142255025,0.011305339,0.017546097,0.00913413,1,1,9,0
44939075,44938681,10.445861,-1.928316,-2.870903,0.9524249,0.033636767,0.2534754,-0.1658488,2.8477495,-1.0381235,0.50547266,1.9764653,-0.051053196,-0.6775323,0.019015305,0.01954054,0.032617882,0.003998905,0.00020249601,0.008344983,0.007821476,0.021642126,0.009078758,1,1,9,0
45438070,45437669,11.796613,-2.3869991,-2.530613,0.9320068,0.03573434,0.18455076,-0.30988303,3.1191096,-1.6172559,1.1976458,1.3408406,0.41206735,0.04124029,0.019742744,0.020287655,0.034380857,0.0015441396,8.6664295e-05,0.007981117,0.010700191,0.009723261,0.009201167,1,1,9,0
45937278,45936657,13.617091,-3.2049181,-1.9596443,0.9551234,0.023301998,0.12444625,-0.26778644,3.9608707,-2.411284,1.4630407,2.0131953,0.75655735,-0.3090031,0.018747957,0.018770486,0.033158656,0.0004366958,9.998492e-05,0.0059128627,0.018067773,0.00974072,0.008389616,1,1,9,0
