timestamp,indicated_airspeed_m_s,calibrated_airspeed_m_s,true_airspeed_m_s,calibrated_ground_minus_wind_m_s,true_ground_minus_wind_m_s,airspeed_derivative_filtered,throttle_filtered,pitch_filtered,airspeed_sensor_measurement_valid,selected_airspeed_index
24783398,-6.6327586,-6.6327586,-6.828288,nan,nan,0.0,0.0,0.0,1,1
24983398,-6.534921,-6.534921,-6.7274637,nan,nan,0.0,0.0,0.0,1,1
25183398,-6.501981,-6.501981,-6.6935954,nan,nan,0.0,0.0,0.0,1,1
25383397,-6.2183986,-6.2183986,-6.4016485,nan,nan,0.0,0.0,0.0,1,1
25583398,-6.0219293,-6.0219293,-6.1994123,nan,nan,0.0,0.0,0.0,1,1
25783397,-5.926083,-5.926083,-6.1007032,nan,nan,0.0,0.0,0.0,1,1
25983397,-5.840928,-5.840928,-6.0130153,nan,nan,0.0,0.0,0.0,1,1
26183397,-5.926083,-5.926083,-6.100687,nan,nan,0.0,0.0,0.0,1,1
26383397,-6.255121,-6.255121,-6.4394035,nan,nan,0.0,0.0,0.0,1,1
26583398,-6.435595,-6.435595,-6.625262,nan,nan,0.0,0.0,0.0,1,1
26783397,-6.501981,-6.501981,-6.6935444,nan,nan,0.0,0.0,0.0,1,1
26983397,-6.8242297,-6.8242297,-7.0252876,nan,nan,0.0,0.0,0.0,1,1
27183397,-6.654306,-6.654306,-6.8503923,nan,nan,0.0,0.0,0.0,1,1
27383398,-6.5019803,-6.5019803,-6.693646,nan,nan,0.0,0.0,0.0,1,1
27583398,-6.2321944,-6.2321944,-6.4158583,nan,nan,0.0,0.0,0.0,1,1
27783397,-6.334711,-6.334711,-6.5213637,nan,nan,0.0,0.0,0.0,1,1
27983402,-6.3007245,-6.3007245,-6.4863505,nan,nan,0.0,0.0,0.0,1,1
28183397,-6.4799275,-6.4799275,-6.6709094,nan,nan,0.0,0.0,0.0,1,1
28383398,-6.4799275,-6.4799275,-6.670952,nan,nan,0.0,0.0,0.0,1,1
28583397,-6.8242297,-6.8242297,-7.0253234,nan,nan,0.0,0.0,0.0,1,1
28783398,-6.886871,-6.886871,-7.0899916,nan,nan,0.0,0.0,0.0,1,1
28983397,-7.2315936,-7.2315936,-7.4448247,nan,nan,0.0,0.0,0.0,1,1
29183397,-7.1118345,-7.1118345,-7.3215065,nan,nan,0.0,0.0,0.0,1,1
29383397,-6.9489474,-6.9489474,-7.1538534,nan,nan,0.0,0.0,0.0,1,1
29583411,-6.866054,-6.866054,-7.068543,nan,nan,0.0,0.0,0.0,1,1
29783398,-6.9736233,-6.9736233,-7.178032,nan,nan,0.0,0.0,0.0,1,1
29983398,-6.6003075,-6.6003075,-6.794837,nan,nan,0.0,0.0,0.0,1,1
30183398,-6.4021435,-6.4021435,-6.5908413,nan,nan,0.0,0.0,0.0,1,1
30383404,-6.501981,-6.501981,-6.693562,nan,nan,0.0,0.0,0.0,1,1
30583397,-6.7610087,-6.7610087,-6.9591312,nan,nan,0.0,0.0,0.0,1,1
30783397,-7.2216887,-7.2216887,-7.433216,nan,nan,0.0,0.0,0.0,1,1
30983398,-6.886871,-6.886871,-7.0887456,nan,nan,0.0,0.0,0.0,1,1
31183397,-6.5239587,-6.5239587,-6.715143,nan,nan,0.0,0.0,0.0,1,1
31383398,-6.3685164,-6.3685164,-6.5551205,nan,nan,0.0,0.0,0.0,1,1
31583413,-6.162903,-6.162903,-6.3435225,nan,nan,0.0,0.0,0.0,1,1
31783397,-6.3007245,-6.3007245,-6.485293,nan,nan,0.0,0.0,0.0,1,1
31983397,-6.435595,-6.435595,-6.624055,nan,nan,0.0,0.0,0.0,1,1
32183397,-6.5239587,-6.5239587,-6.7151527,nan,nan,0.0,0.0,0.0,1,1
32383398,-6.53492,-6.53492,-6.72646,nan,nan,0.0,0.0,0.0,1,1
32583398,-6.435595,-6.435595,-6.624216,nan,nan,0.0,0.0,0.0,1,1
32783397,-6.468873,-6.468873,-6.6583242,nan,nan,0.0,0.0,0.0,1,1
32983399,-6.593798,-6.593798,-6.787064,nan,nan,0.0,0.0,0.0,1,1
33183416,-6.6971908,-6.6971908,-6.893461,nan,nan,0.0,0.0,0.0,1,1
33383397,-6.6111426,-6.6111426,-6.8049088,nan,nan,0.0,0.0,0.0,1,1
33583398,-6.53492,-6.53492,-6.7263665,nan,nan,0.0,0.0,0.0,1,1
33783398,-6.8242297,-6.8242297,-7.024259,nan,nan,0.0,0.0,0.0,1,1
33983397,-6.501981,-6.501981,-6.6925306,nan,nan,0.0,0.0,0.0,1,1
34183397,-6.4887586,-6.4887586,-6.678903,nan,nan,0.0,0.0,0.0,1,1
34383397,-6.3007245,-6.3007245,-6.4854174,nan,nan,0.0,0.0,0.0,1,1
34583397,-6.0219293,-6.0219293,-6.19837,nan,nan,0.0,0.0,0.0,1,1
34783397,-5.9741983,-5.9741983,-6.1481752,nan,nan,0.0,0.0,0.0,1,1
34983398,-6.0928245,-6.0928245,-6.27028,nan,nan,0.0,0.0,0.0,1,1
35183397,-6.390954,-6.390954,-6.5781827,nan,nan,0.0,0.0,0.0,1,1
35383398,-6.435595,-6.435595,-6.6229825,nan,nan,0.0,0.0,0.0,1,1
35583397,-6.162903,-6.162903,-6.3424478,nan,nan,0.0,0.0,0.0,1,1
