timestamp,timestamp_sample,position_drift_rate_horizontal_m_s,position_drift_rate_vertical_m_s,filtered_horizontal_speed_m_s,checks_passed,check_fail_gps_fix,check_fail_min_sat_count,check_fail_max_pdop,check_fail_max_horz_err,check_fail_max_vert_err,check_fail_max_spd_err,check_fail_max_horz_drift,check_fail_max_vert_drift,check_fail_max_horz_spd_err,check_fail_max_vert_spd_err,check_fail_spoofed_gps
24936762,24739693,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
25429683,25239696,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
25922288,25733250,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
26434874,26237693,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
26927577,26736690,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
27430168,27237695,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
27932794,27736696,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
28425597,28235689,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
28918384,28727694,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
29431339,29238691,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
29933462,29736689,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
30436205,30238705,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
30928904,30739696,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
31431713,31240693,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
31934154,31736690,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
32426983,32237694,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
32929535,32739690,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
33432854,33239689,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
33934788,33742705,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
34437474,34243698,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
34940181,34746690,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
35433010,35239690,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
35945296,35748690,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
36438089,36246690,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
36940710,36748690,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
37453226,37261773,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
37936174,37744691,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
38448642,38253690,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
38942034,38748768,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
39444022,39248692,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
39946829,39749690,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
40439442,40250705,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
40942313,40749700,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
41444720,41249690,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
41947461,41751693,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
42440135,42250693,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
42933589,42741690,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
43435530,43239693,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
43928495,43739690,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
44430955,44237695,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
44943473,44749763,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
45446260,45248690,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
45948717,45751702,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
46441502,46251694,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
46944142,46748690,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
47437163,47241693,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
47929908,47739690,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
48432595,48243690,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
48934974,48741689,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
49437678,49244690,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
49940211,49747690,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
50443115,50247690,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
50935624,50746690,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
51438435,51247690,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
51950745,51757690,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
52434110,52244690,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
52936338,52747711,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
53438961,53246697,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
53941676,53749689,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
54434350,54245693,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
54937008,54740690,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
55429761,55238695,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
55942253,55748691,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
56445097,56248690,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
56937929,56747689,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
57430642,57241689,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
57943632,57748109,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
58436018,58243716,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
58938435,58742704,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
59440964,59245690,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
59934224,59742704,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
60436376,60241689,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
60939074,60743690,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
61441635,61245728,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
61935126,61742704,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
62437006,62240690,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
62939842,62743692,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
63442300,63252703,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
63935048,63743692,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
64447531,64257694,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
64940340,64742706,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
65433071,65240693,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
65935704,65743693,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
66438417,66240810,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
66931133,66739898,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
67434216,67240713,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
67936574,67740690,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
68429130,68239704,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
68931774,68738690,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
69424641,69233690,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
69927345,69732703,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
70430084,70232840,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
70932530,70735693,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
71445933,71247695,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
71937869,71740693,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
72430732,72235694,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
72933031,72740690,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
73435654,73238691,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
73938294,73740697,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
74440919,74247075,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
74933688,74740694,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
75455994,75260690,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
75948807,75758696,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
76451474,76258690,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
76954653,76759690,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
77446806,77253120,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
77939601,77748690,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
78452201,78258690,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
78954838,78760855,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
79447565,79254182,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
79950116,79755690,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
80452625,80260690,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
80936212,80743690,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
81438202,81246693,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
81931057,81740690,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
82433521,82242779,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
82936129,82739695,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
83439005,83244806,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
83931836,83742705,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
84434128,84242703,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
84936820,84740690,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
85439387,85245690,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
85942021,85745694,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
86435085,86245690,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
86937361,86742722,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
87440253,87243690,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
87932749,87741690,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
88435565,88244693,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
88938075,88747690,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
89430902,89241704,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
89933346,89744721,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
