timestamp,timestamp_sample,latitude_deg,longitude_deg,altitude_msl_m,altitude_ellipsoid_m,time_utc_usec,device_id,s_variance_m_s,c_variance_rad,eph,epv,hdop,vdop,noise_per_ms,jamming_indicator,vel_m_s,vel_n_m_s,vel_e_m_s,vel_d_m_s,cog_rad,timestamp_time_relative,heading,heading_offset,heading_accuracy,rtcm_injection_rate,automatic_gain_control,fix_type,jamming_state,spoofing_state,vel_ned_valid,satellites_used,selected_rtcm_instance,rtcm_crc_failed,rtcm_msg_used
25354623,0,31.1851694,117.197699,37.050000000000004,34.855000000000004,1768457974299924,10813493,0.097,0.72534084,0.75100005,1.1290001,0.64,0.78999996,83,10,0.12200001,-0.051000003,0.11000001,0.082,1.3920342,0,nan,0.0,0.0,0.0,0,3,1,1,1,25,0,0,0
26352620,0,31.18517,117.1976998,37.114000000000004,34.92,1768457975299924,10813493,0.10300001,0.7047388,0.72900003,1.0910001,0.64,0.78999996,83,5,0.105000004,-0.043,-0.096,0.078,1.6777245,0,nan,0.0,0.0,0.0,0,3,1,1,1,25,0,0,0
27352622,0,31.185170199999998,117.19769939999999,37.227000000000004,35.033,1768457976299924,10813493,0.136,0.5027494,0.70900005,1.0600001,0.64,0.78999996,83,3,0.091000006,0.091000006,0.0050000004,-0.275,3.4150245,0,nan,0.0,0.0,0.0,0,3,1,1,1,25,0,0,0
28350616,0,31.185170499999998,117.1976993,37.317,35.122,1768457977299924,10813493,0.14400001,0.64666504,0.69000006,1.0250001,0.66999996,0.79999995,83,10,0.043,-0.043,-0.003,-0.095000006,3.249453,0,nan,0.0,0.0,0.0,0,3,1,1,1,25,0,0,0
29353618,0,31.185170199999998,117.1977,37.357,35.163000000000004,1768457978299924,10813493,0.13100001,0.59172696,0.671,0.99700004,0.64,0.78999996,83,3,0.128,-0.007,0.128,-0.069000006,2.9047284,0,nan,0.0,0.0,0.0,0,3,2,1,1,25,0,0,0
30353632,0,31.185170199999998,117.1977,37.301,35.106,1768457979299924,10813493,0.102000006,0.7433477,0.656,0.97700006,0.64,0.78999996,77,10,0.066,0.015000001,-0.064,0.016,3.8690524,0,nan,0.0,0.0,0.0,0,3,1,1,1,26,0,0,0
31355620,0,31.185170099999997,117.1976997,37.241,35.046,1768457980299923,10813493,0.079,0.7492606,0.642,0.95500004,0.56,0.71,72,3,0.120000005,0.11400001,-0.037,0.049000002,0.45992234,0,nan,0.0,0.0,0.0,0,3,1,1,1,26,0,0,0
32352621,0,31.185170099999997,117.19769939999999,37.265,35.071,1768457981299923,10813493,0.109000005,0.7233912,0.625,0.92600006,0.56,0.71,77,3,0.032,0.021000002,0.024,0.058000002,0.43323296,0,nan,0.0,0.0,0.0,0,3,1,1,1,26,0,0,0
33354616,0,31.185169199999997,117.1976995,37.353,35.159,1768457982299923,10813493,0.07,0.72195715,0.61300004,0.90300006,0.56,0.71,77,6,0.058000002,-0.024,0.052,-0.003,3.114105,0,nan,0.0,0.0,0.0,0,3,1,1,1,26,0,0,0
34358625,0,31.1851693,117.19769939999999,37.292,35.098,1768457983299923,10813493,0.096,0.5602435,0.60200006,0.88500005,0.56,0.71,83,4,0.15,0.035,0.14500001,0.065000005,1.670633,0,nan,0.0,0.0,0.0,0,3,1,1,1,26,0,0,0
35354617,0,31.1851691,117.1976979,37.28,35.085,1768457984299923,10813493,0.09200001,0.4207142,0.58900005,0.86200005,0.56,0.71,83,3,0.17500001,-0.101,-0.142,0.003,4.3866563,0,nan,0.0,0.0,0.0,0,3,1,1,1,26,0,0,0
36361617,0,31.1851688,117.1976972,37.243,35.048,1768457985299923,10813493,0.105000004,0.636262,0.578,0.84300005,0.53,0.7,88,3,0.11800001,0.047000002,0.109000005,-0.020000001,3.0248349,0,nan,0.0,0.0,0.0,0,3,1,1,1,27,0,0,0
37376700,0,31.1851687,117.19769679999999,37.157000000000004,34.962,1768457986299923,10813493,0.101,0.30647352,0.568,0.82500005,0.53,0.7,88,3,0.058000002,-0.054,-0.023000002,0.128,4.0058303,0,nan,0.0,0.0,0.0,0,3,1,1,1,27,0,0,0
