timestamp,defer_failsafes_timeout_s,disable_auto_disarm,defer_failsafes,source_type,source_id
25057666,0,0,0,0,0
25563651,0,0,0,0,0
26070633,0,0,0,0,0
26576642,0,0,0,0,0
27082693,0,0,0,0,0
27588639,0,0,0,0,0
28094634,0,0,0,0,0
28600637,0,0,0,0,0
29106636,0,0,0,0,0
29612638,0,0,0,0,0
30118635,0,0,0,0,0
30624636,0,0,0,0,0
31130637,0,0,0,0,0
31636677,0,0,0,0,0
32142652,0,0,0,0,0
32648635,0,0,0,0,0
33154655,0,0,0,0,0
33660650,0,0,0,0,0
34166637,0,0,0,0,0
34672637,0,0,0,0,0
35178655,0,0,0,0,0
35684637,0,0,0,0,0
36191886,0,0,0,0,0
36697647,0,0,0,0,0
37203636,0,0,0,0,0
37709637,0,0,0,0,0
38215638,0,0,0,0,0
38722102,0,0,0,0,0
39227661,0,0,0,0,0
39733635,0,0,0,0,0
40239638,0,0,0,0,0
40745638,0,0,0,0,0
41251637,0,0,0,0,0
41757667,0,0,0,0,0
42263635,0,0,0,0,0
42769637,0,0,0,0,0
43275637,0,0,0,0,0
43781637,0,0,0,0,0
44287832,0,0,0,0,0
44793649,0,0,0,0,0
45299638,0,0,0,0,0
45805637,0,0,0,0,0
46311636,0,0,0,0,0
46817648,0,0,0,0,0
47323635,0,0,0,0,0
47829638,0,0,0,0,0
48335651,0,0,0,0,0
48841686,0,0,0,0,0
49347672,0,0,0,0,0
49853636,0,0,0,0,0
50359638,0,0,0,0,0
50865649,0,0,0,0,0
51371639,0,0,0,0,0
51877650,0,0,0,0,0
52384406,0,0,0,0,0
52889655,0,0,0,0,0
53395656,0,0,0,0,0
53901656,0,0,0,0,0
54407666,0,0,0,0,0
54913831,0,0,0,0,0
55419754,0,0,0,0,0
55925683,0,0,0,0,0
56431656,0,0,0,0,0
56937995,0,0,0,0,0
57443964,0,0,0,0,0
57949657,0,0,0,0,0
58455657,0,0,0,0,0
58961657,0,0,0,0,0
59467701,0,0,0,0,0
59973656,0,0,0,0,0
60479676,0,0,0,0,0
60985775,0,0,0,0,0
61491686,0,0,0,0,0
61997666,0,0,0,0,0
62503748,0,0,0,0,0
63009678,0,0,0,0,0
63515657,0,0,0,0,0
64022651,0,0,0,0,0
64528644,0,0,0,0,0
65034637,0,0,0,0,0
65540637,0,0,0,0,0
66046637,0,0,0,0,0
66552638,0,0,0,0,0
67058651,0,0,0,0,0
67564638,0,0,0,0,0
68070637,0,0,0,0,0
68577661,0,0,0,0,0
69083635,0,0,0,0,0
69589638,0,0,0,0,0
70095638,0,0,0,0,0
70601957,0,0,0,0,0
71107676,0,0,0,0,0
71613638,0,0,0,0,0
72119637,0,0,0,0,0
72625638,0,0,0,0,0
73132131,0,0,0,0,0
73637674,0,0,0,0,0
74143635,0,0,0,0,0
74650638,0,0,0,0,0
75156637,0,0,0,0,0
75663099,0,0,0,0,0
76168635,0,0,0,0,0
76674637,0,0,0,0,0
77180712,0,0,0,0,0
77686637,0,0,0,0,0
78192637,0,0,0,0,0
78698635,0,0,0,0,0
79204637,0,0,0,0,0
79710638,0,0,0,0,0
80216637,0,0,0,0,0
80722637,0,0,0,0,0
81228638,0,0,0,0,0
81734719,0,0,0,0,0
82240637,0,0,0,0,0
82746913,0,0,0,0,0
83252639,0,0,0,0,0
83758735,0,0,0,0,0
84264639,0,0,0,0,0
84770638,0,0,0,0,0
85277648,0,0,0,0,0
85783635,0,0,0,0,0
86289662,0,0,0,0,0
86795637,0,0,0,0,0
87301893,0,0,0,0,0
87807695,0,0,0,0,0
88313684,0,0,0,0,0
88820039,0,0,0,0,0
89325743,0,0,0,0,0
89831637,0,0,0,0,0
90337753,0,0,0,0,0
90843635,0,0,0,0,0
91349639,0,0,0,0,0
91855638,0,0,0,0,0
92361638,0,0,0,0,0
92867661,0,0,0,0,0
93373636,0,0,0,0,0
93879638,0,0,0,0,0
94385637,0,0,0,0,0
94892637,0,0,0,0,0
95398638,0,0,0,0,0
95905096,0,0,0,0,0
96411639,0,0,0,0,0
96918635,0,0,0,0,0
97424637,0,0,0,0,0
97931407,0,0,0,0,0
98436637,0,0,0,0,0
98942637,0,0,0,0,0
99448662,0,0,0,0,0
99954639,0,0,0,0,0
100460639,0,0,0,0,0
100967661,0,0,0,0,0
101473932,0,0,0,0,0
101979703,0,0,0,0,0
102486638,0,0,0,0,0
102993635,0,0,0,0,0
103499651,0,0,0,0,0
104005638,0,0,0,0,0
104512637,0,0,0,0,0
105018683,0,0,0,0,0
105524638,0,0,0,0,0
106030637,0,0,0,0,0
106536637,0,0,0,0,0
107042719,0,0,0,0,0
107548636,0,0,0,0,0
108054774,0,0,0,0,0
108560639,0,0,0,0,0
109066708,0,0,0,0,0
109572637,0,0,0,0,0
110078653,0,0,0,0,0
110585144,0,0,0,0,0
111090656,0,0,0,0,0
111596639,0,0,0,0,0
112102636,0,0,0,0,0
112608635,0,0,0,0,0
113114637,0,0,0,0,0
113620648,0,0,0,0,0
114126638,0,0,0,0,0
114632639,0,0,0,0,0
115139657,0,0,0,0,0
115645656,0,0,0,0,0
116152677,0,0,0,0,0
116658689,0,0,0,0,0
117166636,0,0,0,0,0
117672639,0,0,0,0,0
118179053,0,0,0,0,0
118684637,0,0,0,0,0
119191680,0,0,0,0,0
119697648,0,0,0,0,0
120203635,0,0,0,0,0
120709637,0,0,0,0,0
121215637,0,0,0,0,0
121721875,0,0,0,0,0
122228636,0,0,0,0,0
122734637,0,0,0,0,0
123240742,0,0,0,0,0
123746639,0,0,0,0,0
124252637,0,0,0,0,0
124758639,0,0,0,0,0
125264640,0,0,0,0,0
125770666,0,0,0,0,0
126276637,0,0,0,0,0
126782639,0,0,0,0,0
127288635,0,0,0,0,0
127794637,0,0,0,0,0
128300637,0,0,0,0,0
128806907,0,0,0,0,0
129312637,0,0,0,0,0
129818635,0,0,0,0,0
130324638,0,0,0,0,0
130831855,0,0,0,0,0
131337646,0,0,0,0,0
131843636,0,0,0,0,0
132349824,0,0,0,0,0
132855714,0,0,0,0,0
133361640,0,0,0,0,0
133867680,0,0,0,0,0
134373636,0,0,0,0,0
134879649,0,0,0,0,0
135385638,0,0,0,0,0
135892637,0,0,0,0,0
136398635,0,0,0,0,0
136904877,0,0,0,0,0
137410679,0,0,0,0,0
137916638,0,0,0,0,0
138422637,0,0,0,0,0
138928635,0,0,0,0,0
139435206,0,0,0,0,0
139940637,0,0,0,0,0
140446665,0,0,0,0,0
140952650,0,0,0,0,0
141458725,0,0,0,0,0
141964638,0,0,0,0,0
142470690,0,0,0,0,0
142976637,0,0,0,0,0
143482661,0,0,0,0,0
143988638,0,0,0,0,0
144494639,0,0,0,0,0
145000638,0,0,0,0,0
145507669,0,0,0,0,0
146013635,0,0,0,0,0
146519638,0,0,0,0,0
147025638,0,0,0,0,0
147531638,0,0,0,0,0
148037648,0,0,0,0,0
148543635,0,0,0,0,0
149049636,0,0,0,0,0
149555638,0,0,0,0,0
150061637,0,0,0,0,0
150567657,0,0,0,0,0
151073644,0,0,0,0,0
151579853,0,0,0,0,0
152085690,0,0,0,0,0
152591637,0,0,0,0,0
153098867,0,0,0,0,0
153604637,0,0,0,0,0
154110656,0,0,0,0,0
154616637,0,0,0,0,0
155122638,0,0,0,0,0
155628652,0,0,0,0,0
156134863,0,0,0,0,0
156640637,0,0,0,0,0
157148023,0,0,0,0,0
157654637,0,0,0,0,0
158160699,0,0,0,0,0
158666653,0,0,0,0,0
159172650,0,0,0,0,0
159678634,0,0,0,0,0
160185636,0,0,0,0,0
160691637,0,0,0,0,0
161197648,0,0,0,0,0
161704655,0,0,0,0,0
162210655,0,0,0,0,0
162716660,0,0,0,0,0
