timestamp,timestamp_sample,time_last_fuse,observation[0],observation[1],device_id,observation_variance[0],observation_variance[1],innovation[0],innovation[1],innovation_filtered[0],innovation_filtered[1],innovation_variance[0],innovation_variance[1],test_ratio[0],test_ratio[1],test_ratio_filtered[0],test_ratio_filtered[1],estimator_instance,innovation_rejected,fused
25025514,24836694,24837604,31.185167607746685,117.19769843866487,0,0.57456404,0.57456404,-0.09438747,-0.087371424,-0.09664914,-0.067961186,0.6042241,0.6042153,0.0005897808,0.00050536724,-0.0006268831,-0.000314994,1,0,1
25528146,25338762,25340228,31.185167601647112,117.19769915865587,0,0.55950403,0.55950403,-0.0865457,-0.084093936,-0.09159128,-0.08031945,0.5888108,0.5887738,0.0005088329,0.00048044187,-0.00056491554,-0.00044299278,1,0,1
26030716,25840689,25842851,31.185168008165544,117.19770012686925,0,0.540225,0.540225,-0.10908547,-0.08392366,-0.09792946,-0.08493198,0.5672847,0.5672504,0.0008390595,0.0004966541,-0.00066402747,-0.0005014401,1,0,1
26523704,26333691,26335620,31.185168200443208,117.19769982507484,0,0.527076,0.527076,-0.12702034,-0.05555857,-0.11238047,-0.07026211,0.55415666,0.5540856,0.0011645926,0.00022283592,-0.00090610964,-0.00035873873,1,0,1
27026089,26836690,26838244,31.185168195290405,117.19769925860507,0,0.51122504,0.51122504,-0.1044419,-0.05330057,-0.11323468,-0.059287567,0.5365692,0.53650916,0.00081317464,0.00021181005,-0.0009366998,-0.00026321952,1,0,1
27538573,27341690,27350725,31.185168626048696,117.1976994329154,0,0.49984902,0.49984902,-0.10927895,-0.043447427,-0.10816502,-0.053300425,0.5258459,0.52573407,0.0009083946,0.00014362234,-0.0008724674,-0.00021635836,1,0,1
28031516,27834706,27843495,31.185169358494935,117.19769970976525,0,0.48580903,0.48580903,-0.064490564,-0.04247521,-0.09123581,-0.049291946,0.51013744,0.5100394,0.00032611078,0.0001414905,-0.0006582947,-0.00018945448,1,0,1
28524286,28333690,28336265,31.185168713919325,117.19769931932893,0,0.47334403,0.47334403,-0.08875061,-0.023676986,-0.08089256,-0.03628705,0.49643183,0.4963355,0.00063466287,4.5179087e-05,-0.0005368073,-0.00011338234,1,0,1
29026824,28829690,28838891,31.185168554509147,117.19769950806908,0,0.45968404,0.45968404,-0.06386962,-0.026103877,-0.07620877,-0.03110612,0.48203793,0.48193547,0.0003385068,5.6556317e-05,-0.0004821636,-8.415572e-05,1,0,1
29529402,29338693,29341518,31.185168560834118,117.19770023797444,0,0.44756103,0.44756103,-0.029067695,-0.043365154,-0.053095378,-0.035271995,0.46928656,0.4691792,7.201833e-05,0.00016032565,-0.00026821438,-0.00011013689,1,0,1
