timestamp,timestamp_sample,windspeed_north,windspeed_east,variance_north,variance_east,tas_innov,tas_innov_var,tas_scale_raw,tas_scale_raw_var,tas_scale_validated,beta_innov,beta_innov_var,source
25583398,0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,0.0,0.0,0
26583398,0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,0.0,0.0,0
27583398,0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,0.0,0.0,0
28583397,0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,0.0,0.0,0
29583411,0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,0.0,0.0,0
30583397,0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,0.0,0.0,0
31583413,0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,0.0,0.0,0
32583398,0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,0.0,0.0,0
33583398,0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,0.0,0.0,0
34583397,0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,0.0,0.0,0
35583397,0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,0.0,0.0,0
36583397,0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,0.0,0.0,0
37583397,0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,0.0,0.0,0
38583397,0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,0.0,0.0,0
39583397,0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,0.0,0.0,0
40583397,0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,0.0,0.0,0
41583397,0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,0.0,0.0,0
42583397,0,1.1808184,-1.5675979,0.73274565,0.28474152,nan,nan,nan,nan,nan,0.31222242,0.15006134,0
43583397,0,0.8836569,-1.3793772,0.19063282,0.06545513,nan,nan,nan,nan,nan,-0.024983952,0.032777045,0
44583397,0,0.5663419,-1.0857246,0.11505763,0.024770321,nan,nan,nan,nan,nan,-0.16061375,0.029435322,0
45583398,0,0.5663419,-1.0857246,0.12505764,0.03477032,nan,nan,nan,nan,nan,-0.30168313,0.027606186,0
46583397,0,0.66376644,-1.0142876,0.12085324,0.03744019,nan,nan,nan,nan,nan,0.09654708,0.02408705,0
47583411,0,0.5675098,-1.1690859,0.12771076,0.03772427,nan,nan,nan,nan,nan,0.019220771,0.02450601,0
48583397,0,0.48287126,-1.2930838,0.12615284,0.03540154,nan,nan,nan,nan,nan,-0.015681012,0.027966283,0
49583397,0,0.356452,-1.2671407,0.094102256,0.042578943,nan,nan,nan,nan,nan,0.053961027,0.024888042,0
50583397,0,-0.022901233,-1.1901758,0.07138795,0.05123606,nan,nan,nan,nan,nan,0.08772931,0.024056314,0
51583397,0,-0.2501026,-1.1523128,0.06285808,0.061592232,nan,nan,nan,nan,nan,0.104546696,0.024095431,0
52583397,0,-0.28427556,-1.1462435,0.065677345,0.06975849,nan,nan,nan,nan,nan,-0.041478258,0.024006978,0
53583397,0,-0.33276844,-0.946795,0.07087572,0.054112863,nan,nan,nan,nan,nan,-0.01894364,0.024147434,0
54583397,0,-0.50327855,-0.79224735,0.06433656,0.04786872,nan,nan,nan,nan,nan,-0.094215944,0.023225611,0
55583397,0,-0.6421869,-0.7442658,0.06721469,0.05677465,nan,nan,nan,nan,nan,-0.23065346,0.023069058,0
56583397,0,-0.66789144,-0.818105,0.07678723,0.063045606,nan,nan,nan,nan,nan,-0.11927196,0.023507383,0
57583399,0,-0.6597031,-0.9364134,0.085861824,0.052854534,nan,nan,nan,nan,nan,-0.009744525,0.024017598,0
58583397,0,-0.5764866,-1.0533901,0.075158134,0.028932957,nan,nan,nan,nan,nan,-0.0217009,0.024954282,0
59583427,0,-0.5922913,-1.0254201,0.06914862,0.025562644,nan,nan,nan,nan,nan,-0.00992775,0.024053408,0
60583397,0,-0.6635657,-0.9611346,0.072923325,0.03099508,nan,nan,nan,nan,nan,0.09479952,0.023758428,0
61583397,0,-0.6647197,-0.9358805,0.07870739,0.035483066,nan,nan,nan,nan,nan,0.09775042,0.023243196,0
62583398,0,-0.56492364,-0.7202559,0.08576058,0.033678386,nan,nan,nan,nan,nan,0.1929546,0.02358973,0
63583435,0,-0.56492364,-0.7202559,0.09576076,0.043678567,nan,nan,nan,nan,nan,0.16588242,0.024328468,0
64583397,0,-0.51760054,-0.6985144,0.08717165,0.05295204,nan,nan,nan,nan,nan,-0.117406376,0.02356635,0
65583397,0,-0.64139485,-0.728864,0.07616803,0.060882438,nan,nan,nan,nan,nan,0.1262052,0.023355749,0
66583397,0,-0.6044155,-0.8252152,0.083631754,0.05928893,nan,nan,nan,nan,nan,0.24128467,0.024440147,0
67583398,0,-0.6689631,-0.8541812,0.08656457,0.068016484,nan,nan,nan,nan,nan,0.052723505,0.023717878,0
68583397,0,-0.7325025,-0.80684185,0.082835935,0.07596749,nan,nan,nan,nan,nan,0.14225069,0.023164613,0
69583397,0,-0.7637267,-0.7531724,0.09202854,0.08360984,nan,nan,nan,nan,nan,0.2089493,0.023715613,0
70583397,0,-0.7637267,-0.7531724,0.103028536,0.094609834,nan,nan,nan,nan,nan,0.3042067,0.023710288,0
71583397,0,-0.679416,-0.7125223,0.1012548,0.10292949,nan,nan,nan,nan,nan,0.014637076,0.022891644,0
72583397,0,-0.6558375,-0.73197544,0.10578207,0.10127403,nan,nan,nan,nan,nan,0.005492363,0.0232343,0
73583399,0,-0.65337247,-0.87889117,0.11380305,0.079081796,nan,nan,nan,nan,nan,-0.024358122,0.024011925,0
74583398,0,-0.44793814,-0.68842316,0.09402329,0.057472397,nan,nan,nan,nan,nan,-0.07952677,0.024227334,0
75583397,0,-0.42803174,-0.64248645,0.072277516,0.06577407,nan,nan,nan,nan,nan,0.08247196,0.023168152,0
76583397,0,-0.5247274,-0.4536361,0.07912425,0.06400989,nan,nan,nan,nan,nan,0.06803924,0.023263356,0
77583397,0,-0.52032787,-0.40685707,0.089102335,0.07153123,nan,nan,nan,nan,nan,0.32792738,0.02412621,0
78583397,0,-0.52032787,-0.40685707,0.100102335,0.08253123,nan,nan,nan,nan,nan,0.3081867,0.025760442,0
79583397,0,-0.35208964,-0.3428135,0.0907618,0.090639636,nan,nan,nan,nan,nan,0.101914614,0.024242776,0
80583397,0,-0.10924263,-0.3192583,0.06645318,0.10001156,nan,nan,nan,nan,nan,0.061112523,0.023547431,0
81583398,0,0.099254645,-0.36033908,0.055624034,0.110046096,nan,nan,nan,nan,nan,0.08038879,0.02386929,0
82583397,0,0.113274045,-0.3617763,0.045421466,0.11619971,nan,nan,nan,nan,nan,0.02335546,0.024242412,0
83583398,0,0.111475214,-0.35602483,0.037063397,0.12063371,nan,nan,nan,nan,nan,-0.03501636,0.024151891,0
84583397,0,0.20355552,-0.45050186,0.037421886,0.12100153,nan,nan,nan,nan,nan,0.05022778,0.025281366,0
85583402,0,0.26650894,-0.6669502,0.045269094,0.10069591,nan,nan,nan,nan,nan,0.06672657,0.025466785,0
86583397,0,0.24712129,-0.83226895,0.04339822,0.055609383,nan,nan,nan,nan,nan,0.009611217,0.024493013,0
87583398,0,0.1894296,-0.9779396,0.050002106,0.04100142,nan,nan,nan,nan,nan,-0.1609922,0.025000138,0
88583397,0,0.056714445,-1.079275,0.043134976,0.030333456,nan,nan,nan,nan,nan,0.10681124,0.024549775,0
89583397,0,0.1181642,-1.0560272,0.0332975,0.034281418,nan,nan,nan,nan,nan,0.046116456,0.02432767,0
90583398,0,0.061334945,-1.0429702,0.024911009,0.04379481,nan,nan,nan,nan,nan,0.44235095,0.02514279,0
91583397,0,0.061334945,-1.0429702,0.03491101,0.053794812,nan,nan,nan,nan,nan,0.79778713,0.024153303,0
92583397,0,0.061334945,-1.0429702,0.04491103,0.06379484,nan,nan,nan,nan,nan,0.262641,0.022842687,0
93583397,0,0.061334945,-1.0429702,0.055911012,0.074794814,nan,nan,nan,nan,nan,0.24492602,0.022994027,0
94583399,0,-0.032525696,-1.004114,0.047598373,0.08245761,nan,nan,nan,nan,nan,-0.099903725,0.023629867,0
95583397,0,-0.193825,-1.0261302,0.04201175,0.090635665,nan,nan,nan,nan,nan,-0.16937293,0.029298468,0
96583397,0,-0.193825,-1.0261302,0.05201175,0.10063566,nan,nan,nan,nan,nan,-1.066005,0.02936439,0
97583397,0,-0.193825,-1.0261302,0.062011752,0.11063566,nan,nan,nan,nan,nan,-0.27795017,0.023873974,0
98583397,0,-0.15370262,-0.87563735,0.070861295,0.10445435,nan,nan,nan,nan,nan,-0.2678347,0.024282726,0
99583410,0,-0.10135153,-0.70416605,0.07868452,0.07332366,nan,nan,nan,nan,nan,-0.30574077,0.027379407,0
100583397,0,-0.10135153,-0.70416605,0.08968455,0.08432369,nan,nan,nan,nan,nan,0.79014033,0.030984264,0
101583398,0,-0.10135153,-0.70416605,0.10068436,0.0953235,nan,nan,nan,nan,nan,0.25056672,0.023580918,0
102583397,0,0.025848603,-0.70195204,0.099662796,0.1053116,nan,nan,nan,nan,nan,0.054026112,0.023371082,0
103583397,0,0.21743836,-0.71233743,0.075363845,0.114618294,nan,nan,nan,nan,nan,-0.035120472,0.023788951,0
104583397,0,0.26812074,-0.7347498,0.0401905,0.11046193,nan,nan,nan,nan,nan,-0.010657116,0.024931217,0
105583397,0,0.29466859,-0.835251,0.041911345,0.055968106,nan,nan,nan,nan,nan,0.039385583,0.024560876,0
106583398,0,0.1702364,-1.0310407,0.046375457,0.052067183,nan,nan,nan,nan,nan,0.15442413,0.023714587,0
107583398,0,0.1702364,-1.0310407,0.057375178,0.0630669,nan,nan,nan,nan,nan,0.32854316,0.024354897,0
108583418,0,0.1702364,-1.0310407,0.06737519,0.07306691,nan,nan,nan,nan,nan,0.32002965,0.027431786,0
109583397,0,0.1702364,-1.0310407,0.07737548,0.0830672,nan,nan,nan,nan,nan,0.6745951,0.041555665,0
