timestamp,time_estimate,safe_time_estimate,valid
26277385,0.0,0.0,0
28303200,0.0,0.0,0
30308964,0.0,0.0,0
32335396,0.0,0.0,0
34360877,0.0,0.0,0
36386570,0.0,0.0,0
38412463,0.0,0.0,0
40438408,0.0,0.0,0
42454291,125.12501,237.63751,1
44480557,121.92379,234.11617,1
46506108,123.64879,236.01367,1
48532110,121.14975,233.26472,1
50558026,120.03755,232.0413,1
52573843,119.43104,231.37415,1
54599691,122.03275,234.23604,1
56625518,123.49118,235.8403,1
58651807,119.7826,231.76086,1
60677308,116.72544,228.398,1
62693807,111.70521,222.87573,1
64719156,107.674614,218.44208,1
66745185,104.361725,214.7979,1
68780789,106.125755,216.73833,1
70806655,99.4812,209.42932,1
72832742,100.32003,210.35204,1
74858469,94.00482,203.4053,1
76884199,93.04287,202.34715,1
78900160,87.25132,195.97646,1
80926095,83.0583,191.36412,1
82952089,78.38379,186.22217,1
84977575,77.49113,185.24023,1
87003501,79.12891,187.0418,1
89029558,78.77015,186.64717,1
91045183,76.091286,183.70041,1
93070924,81.79967,189.97963,1
95086827,81.131966,189.24516,1
97132779,84.909546,193.4005,1
99148409,89.138115,198.05193,1
101164296,88.65601,197.52162,1
103180066,98.72959,208.60255,1
105206028,95.48691,205.0356,1
107231771,99.207245,209.12798,1
109257563,97.63794,207.40173,1
111283383,99.717445,209.6892,1
113299129,99.886246,209.87488,1
115315024,102.34239,212.57663,1
117341114,108.92694,219.81964,1
119366526,106.5028,217.15308,1
121392462,109.89209,220.8813,1
123418253,105.46049,216.00655,1
125444209,109.98875,220.98763,1
127469777,108.11886,218.93074,1
129485536,108.721634,219.5938,1
131511801,108.55126,219.40639,1
133537296,109.62087,220.58296,1
135563081,110.625015,221.68752,1
137588744,108.527374,219.38011,1
139614526,105.063515,215.56987,1
141630475,103.17247,213.48972,1
143656205,100.89695,210.98665,1
145681974,100.88146,210.9696,1
147707736,103.99349,214.39284,1
149733854,104.975586,215.47314,1
151759500,104.597404,215.05714,1
153785141,105.12024,215.63226,1
155800948,105.99092,216.59001,1
157826649,109.1431,220.0574,1
159852419,109.70468,220.67516,1
161878217,110.25623,221.28186,1
163904052,112.08919,223.29811,1
165929920,113.53975,224.89372,1
167955508,114.2313,225.65443,1
169981283,116.46599,228.1126,1
172007269,120.967995,233.0648,1
174022939,122.51236,234.7636,1
176048909,124.34753,236.78229,1
178074420,126.43154,239.07469,1
180100364,127.40638,240.14702,1
182125964,127.948166,240.74298,1
184131954,129.58586,242.54445,1
186167522,0.0,0.0,0
