timestamp,timestamp_sample,device_id,bias,bias_var,innov,innov_var,innov_test_ratio
24740553,24547263,4028193,250.89381,0.0546694,-0.09902954,12.357988,8.8173736e-05
24919950,24719988,4028193,250.89502,0.056931883,0.18022156,12.360611,0.00029196517
25838119,25640743,4028193,250.89496,0.0673242,0.088638306,12.364554,7.060279e-05
26297112,26102411,4028193,250.89023,0.07188604,-0.12904358,12.370273,0.00014957225
26816031,26620634,4028193,250.88582,0.07656621,-0.07376099,12.37251,4.8859958e-05
27105457,26906791,4028193,250.8802,0.07896793,-0.20132446,12.373389,0.00036396692
27794035,27597989,4028193,250.86954,0.084032394,-0.28019714,12.377599,0.0007047718
28253379,28059693,4028193,250.85638,0.08697256,-0.19868469,12.37823,0.0003543462
28772055,28578086,4028193,250.84554,0.089945205,-0.16578674,12.38044,0.00024667266
29350984,29153169,4028193,250.84383,0.09285324,-0.029632568,12.381674,7.8798275e-06
29809979,29614957,4028193,250.83989,0.09481944,-0.13745117,12.38374,0.00016951282
30329117,30133294,4028193,250.83319,0.09679464,-0.09736633,12.384651,8.505333e-05
30847868,30651714,4028193,250.82193,0.09850724,-0.22947693,12.384622,0.0004724467
31247236,31053976,4028193,250.8124,0.09960197,-0.29467773,12.387064,0.0007789037
31765974,31572394,4028193,250.80196,0.100928776,-0.20802307,12.38792,0.00038813436
32284906,32090819,4028193,250.7876,0.10207438,-0.16081238,12.388594,0.00023193934
32863729,32668572,4028193,250.77388,0.10319765,-0.28608704,12.3884115,0.00073407125
33262909,33070947,4028193,250.761,0.10378053,-0.15478516,12.390199,0.00021485123
33841970,33646090,4028193,250.74791,0.10463292,-0.26072693,12.390873,0.0006095753
34360765,34164432,4028193,250.73714,0.10525549,-0.29421997,12.3912525,0.00077622314
34819748,34626093,4028193,250.73259,0.10569864,-0.19648743,12.391657,0.00034617656
35338709,35144509,4028193,250.71059,0.10617052,-0.23268127,12.393152,0.00048539866
35797783,35606179,4028193,250.69858,0.106494606,-0.09727478,12.391143,8.484898e-05
36316788,36124587,4028193,250.68927,0.10684539,-0.22467041,12.39235,0.00045258022
36835659,36643004,4028193,250.67668,0.107144974,-0.18777466,12.3912945,0.0003161657
37354769,37161453,4028193,250.66852,0.10740003,-0.17362976,12.390335,0.00027034775
37813710,37620431,4028193,250.66151,0.107556775,-0.18374634,12.390127,0.00030277437
38222815,38025404,4028193,250.65628,0.10780453,-0.15138245,12.3894415,0.00020552128
38851553,38657187,4028193,250.65562,0.10792117,0.17086792,12.388273,0.00026185915
39260718,39062188,4028193,250.65382,0.10812635,0.14749146,12.389305,0.00019509415
39719868,39521275,4028193,250.65309,0.10820304,-0.15995789,12.38909,0.00022947184
40348727,40155673,4028193,250.6596,0.1082398,0.23526001,12.389418,0.0004963669
40807552,40617419,4028193,250.6706,0.10828427,0.34257507,12.387782,0.0010526293
41326549,41135959,4028193,250.66838,0.10836403,-0.27464294,12.3886175,0.0006765058
41845741,41654433,4028193,250.69145,0.1084373,0.59013367,12.387238,0.0031238042
42304745,42113381,4028193,250.69601,0.10845457,0.32043457,12.387417,0.0009209911
42823524,42631820,4028193,250.68367,0.108508356,-0.6732025,12.386766,0.004065285
43342438,43150199,4028193,250.62683,0.108554244,-0.5717163,12.387295,0.0029318528
43861431,43668795,4028193,250.5823,0.10859435,-0.3981018,12.388596,0.0014214243
44330413,44130472,4028193,250.55215,0.10875631,-0.24186707,12.392964,0.0005244882
44839659,44648880,4028193,250.53307,0.10862459,0.14640808,12.391671,0.00019220191
45358396,45167322,4028193,250.52858,0.10865925,0.34614563,12.392201,0.0010743028
45707685,45512895,4028193,250.53127,0.10873764,0.1774292,12.392737,0.00028225422
46346337,46147411,4028193,250.53416,0.108842984,0.42591858,12.394823,0.0016261864
46865360,46665867,4028193,250.53807,0.108864635,0.44233704,12.39153,0.0017544426
47324403,47124781,4028193,250.5537,0.108845554,0.5845032,12.393968,0.0030628159
47833559,47643180,4028193,250.59677,0.108696215,0.63131714,12.392642,0.0035734586
48352454,48161621,4028193,250.65741,0.10871792,0.64501953,12.392734,0.0037302345
48821371,48623282,4028193,250.70668,0.10886474,0.6040039,12.393358,0.0032707548
49340501,49141782,4028193,250.74736,0.10888088,0.12895203,12.394957,0.00014906265
49859223,49660184,4028193,250.7887,0.10889536,0.4736328,12.392594,0.0020113091
50258437,50062411,4028193,250.81165,0.10883131,0.29006958,12.393883,0.000754318
50837477,50640278,4028193,250.84212,0.10888334,0.31391907,12.393902,0.00088345574
51356165,51158600,4028193,250.8726,0.10889998,0.8586731,12.393713,0.0066101565
51815349,51617574,4028193,250.90887,0.10887651,0.7168579,12.393825,0.0046070013
52334399,52136080,4028193,250.95427,0.108888865,0.8184204,12.394678,0.0060044765
52853171,52654389,4028193,251.00975,0.10889943,0.7109375,12.392348,0.004531758
53312373,53116101,4028193,251.05249,0.108870156,0.65205383,12.394448,0.0038115112
53831129,53634560,4028193,251.0986,0.10887821,0.44784546,12.393412,0.0017981379
54350187,54153167,4028193,251.1318,0.10888673,0.564682,12.392246,0.002859008
54809195,54614822,4028193,251.15218,0.10886108,0.6078186,12.391792,0.0033126178
55328172,55133365,4028193,251.17291,0.1088712,0.32904053,12.391142,0.0009708339
55787186,55592411,4028193,251.18958,0.10884125,0.40649414,12.390141,0.0014818009
56366124,56170176,4028193,251.21356,0.10888659,0.21836853,12.391882,0.0004275632
56825076,56629193,4028193,251.239,0.108855896,0.6391907,12.392664,0.0036631415
57344323,57147593,4028193,251.2766,0.108862415,0.6830597,12.393857,0.004182812
57862989,57665970,4028193,251.34392,0.108873464,0.8353729,12.392002,0.0062571536
58322102,58127738,4028193,251.41699,0.10884779,1.0968475,12.394799,0.01078476
58841233,58646089,4028193,251.49178,0.10885888,0.55062866,12.393688,0.0027181571
59359929,59164487,4028193,251.57164,0.10886777,1.1518402,12.391778,0.011896202
59819039,59626239,4028193,251.63643,0.10883678,1.132782,12.392287,0.01150532
60338027,60144587,4028193,251.69409,0.108842984,0.826828,12.393942,0.006128841
60856903,60663048,4028193,251.73975,0.10885382,0.3681488,12.391571,0.0012152843
61316047,61121995,4028193,251.77379,0.10882763,0.1622467,12.3938265,0.00023599555
61834854,61640399,4028193,251.7905,0.108838424,0.12232971,12.3932,0.0001341646
62353819,62158871,4028193,251.81294,0.10884735,0.49472046,12.392687,0.0021943797
62812912,62620535,4028193,251.8301,0.10881631,0.37303162,12.392847,0.0012476067
63332058,63138871,4028193,251.85103,0.10882343,0.19032288,12.394148,0.0003247303
63850827,63657474,4028193,251.85555,0.10882923,-0.2597046,12.391618,0.0006047679
64309828,64119248,4028193,251.8483,0.10879771,-0.56770325,12.393633,0.0028893596
64829067,64637619,4028193,251.82812,0.10881024,-0.50904846,12.392957,0.002323276
65287855,65096590,4028193,251.80455,0.10878088,-0.29266357,12.39334,0.00076790317
65806953,65615243,4028193,251.78148,0.10879043,0.11590576,12.39296,0.000120446035
66325941,66133651,4028193,251.77965,0.108798504,0.31367493,12.394734,0.0008820229
66844740,66652028,4028193,251.7975,0.10880592,0.6702423,12.39288,0.0040276237
67313753,67113698,4028193,251.82289,0.10894156,0.3426056,12.3959465,0.0010521234
67822738,67632080,4028193,251.83296,0.10878455,-0.2598877,12.3949375,0.0006054588
68341828,68150527,4028193,251.80672,0.1087971,-0.815506,12.396142,0.0059610843
68860557,68668934,4028193,251.7739,0.108807966,-0.45088196,12.393978,0.0018225207
69329653,69130794,4028193,251.74893,0.108946994,-0.6635895,12.397158,0.0039467025
69848564,69649224,4028193,251.74005,0.10895522,0.16870117,12.394657,0.00025512863
70307717,70108372,4028193,251.74434,0.108925134,0.18937683,12.3949795,0.00032148845
70826525,70626790,4028193,251.75456,0.1089306,0.3360443,12.394811,0.0010123034
71335696,71145192,4028193,251.76819,0.108774886,-0.116607666,12.395828,0.000121881036
71854446,71663794,4028193,251.73135,0.108786516,-0.4160614,12.393921,0.0015518996
72323489,72125492,4028193,251.67798,0.10892541,-0.9424896,12.397271,0.00796131
72842420,72643893,4028193,251.60231,0.10893452,-0.95407104,12.3955145,0.008159327
73361424,73162275,4028193,251.56084,0.108942956,-0.75361633,12.397812,0.005089944
73820482,73624007,4028193,251.54102,0.10891361,-0.6056061,12.398049,0.0032868856
74279521,74083025,4028193,251.5358,0.10888206,-0.21304321,12.397915,0.0004067656
74798470,74601400,4028193,251.53548,0.10889294,-0.35736084,12.396491,0.0011446498
75317425,75119776,4028193,251.52351,0.108904555,-0.30804443,12.39772,0.00085043744
75776393,75581527,4028193,251.49658,0.10887657,-0.5314789,12.395639,0.002531982
76355581,76156599,4028193,251.46512,0.10892294,-0.11454773,12.397747,0.000117594675
76814333,76618438,4028193,251.42833,0.10889254,-0.25178528,12.396283,0.0005682333
77333357,77136917,4028193,251.40042,0.10889875,-0.2604828,12.397773,0.0006080956
77792271,77598589,4028193,251.4001,0.108865716,0.36035156,12.395431,0.0011639885
78311293,78116995,4028193,251.40923,0.10887542,0.18457031,12.39651,0.00030533865
78710479,78519326,4028193,251.4132,0.108808935,0.19064331,12.395176,0.00032579765
79349319,79153868,4028193,251.39792,0.10889442,-0.31622314,12.395977,0.0008963219
79808188,79612793,4028193,251.37387,0.10886428,-0.81529236,12.39441,0.005958794
80327060,80131290,4028193,251.33577,0.10887034,-0.5080719,12.395581,0.0023138805
80846275,80649592,4028193,251.29063,0.10887519,-0.45907593,12.3928995,0.0018895293
81305173,81111320,4028193,251.27242,0.10884419,-0.41004944,12.394856,0.0015072608
81824195,81629819,4028193,251.26701,0.10885597,0.33854675,12.394128,0.0010274929
82342943,82148310,4028193,251.2718,0.108865075,0.22473145,12.392007,0.0004528387
82861977,82666742,4028193,251.27951,0.10887301,0.17623901,12.391922,0.00027849854
83211141,83012272,4028193,251.2831,0.1089317,-0.26475525,12.392597,0.0006284697
83840153,83646790,4028193,251.29655,0.10884767,0.4651947,12.393813,0.0019400908
84298934,84105812,4028193,251.30179,0.10881424,0.20721436,12.393337,0.00038495404
84817871,84624389,4028193,251.31036,0.10882423,0.41656494,12.393575,0.0015557016
85336970,85142821,4028193,251.3164,0.10883579,0.22695923,12.395488,0.00046173157
85855824,85661176,4028193,251.31331,0.108846284,-0.58081055,12.393875,0.0030242617
86314941,86122962,4028193,251.30026,0.10881686,-0.6394806,12.396208,0.0036654167
86833945,86641286,4028193,251.28,0.108825035,-0.6574707,12.395496,0.003874774
87352639,87159742,4028193,251.25066,0.10883189,-0.25875854,12.39548,0.0006001828
87811752,87621411,4028193,251.21342,0.108801916,-0.69070435,12.395664,0.0042763385
88330660,88139811,4028193,251.17892,0.10881553,-0.399292,12.396908,0.0014289772
88849582,88658210,4028193,251.15578,0.10882699,-0.17721558,12.394461,0.0002815358
89308680,89117180,4028193,251.13754,0.10879728,-0.1656189,12.396343,0.0002458576
89777721,89578961,4028193,251.12514,0.108934574,-0.20223999,12.395074,0.0003666422
90346503,90154046,4028193,251.10217,0.10881274,0.16455078,12.395062,0.00024272173
90755879,90558977,4028193,251.09909,0.108911164,0.19293213,12.394578,0.0003336836
91274566,91077381,4028193,251.09413,0.10891882,0.2995758,12.395808,0.00080444454
91843619,91652478,4028193,251.11226,0.10880278,0.38119507,12.395494,0.0013025315
92362392,92170899,4028193,251.09734,0.10881287,-1.2033386,12.39553,0.012979803
92831352,92632788,4028193,251.04333,0.10895118,-1.0825806,12.396139,0.01050489
93350340,93151167,4028193,250.96146,0.108959034,-1.287384,12.395696,0.014856032
93809390,93610287,4028193,250.89543,0.10892891,-1.1334229,12.396073,0.011514823
94328348,94128588,4028193,250.82663,0.10893492,-1.0192871,12.397578,0.009311372
94837643,94646913,4028193,250.79704,0.10877955,-0.3479004,12.395823,0.0010849057
95356230,95165177,4028193,250.80846,0.108790256,0.17703247,12.395491,0.00028093095
95825208,95627033,4028193,250.83388,0.10892875,0.36799622,12.39628,0.0012138159
96344224,96145470,4028193,250.86668,0.10893707,0.46780396,12.396293,0.0019615232
96743353,96547809,4028193,250.87946,0.10886942,-0.109054565,12.395777,0.0001066035
97322151,97125803,4028193,250.83594,0.108914375,-0.6276245,12.397429,0.0035304138
97841064,97644214,4028193,250.75446,0.108920075,-0.39193726,12.396521,0.0013768632
98359970,98162618,4028193,250.6779,0.10892847,-0.9168091,12.398642,0.0075325356
98819066,98621580,4028193,250.6414,0.10890449,-0.040008545,12.399187,1.4343984e-05
99338188,99139979,4028193,250.63863,0.108915456,0.5757904,12.398536,0.0029710908
99856913,99658457,4028193,250.68849,0.10892513,0.8156128,12.398005,0.00596175
100316103,100120131,4028193,250.73433,0.108895786,0.8074188,12.399855,0.0058416915
100835058,100638670,4028193,250.77905,0.108902544,0.61505127,12.3982115,0.0033901671
101294016,101100395,4028193,250.80663,0.10887004,0.4237213,12.398349,0.0016089935
101812829,101618777,4028193,250.77667,0.108880304,-0.68489075,12.397382,0.0042040716
102331775,102137210,4028193,250.69905,0.10889075,-1.363205,12.398002,0.016654367
102850944,102655603,4028193,250.61748,0.10889976,-1.2708282,12.395048,0.014477147
103309752,103114625,4028193,250.58142,0.10886939,-0.5450134,12.396809,0.0026623306
103828721,103633030,4028193,250.57144,0.10887536,-0.22599792,12.395909,0.0004578129
104347613,104151397,4028193,250.59004,0.10887995,0.1719513,12.395318,0.00026503956
104806656,104613086,4028193,250.62378,0.10884945,0.3187256,12.395787,0.0009105781
105325577,105131558,4028193,250.6599,0.108861424,0.29370117,12.3974,0.00077310455
105844599,105650098,4028193,250.6879,0.10887238,0.45822144,12.395158,0.0018821587
106363684,106168494,4028193,250.71106,0.108880855,0.5051117,12.394764,0.002287147
106762626,106570812,4028193,250.71748,0.10881058,0.048095703,12.394187,2.073729e-05
107341622,107148687,4028193,250.73944,0.10885531,0.52731323,12.396208,0.0024923324
107860369,107667229,4028193,250.77908,0.108860254,0.94181824,12.394233,0.007951921
108319385,108126234,4028193,250.83311,0.108825795,1.5374908,12.396214,0.021188173
