timestamp,timestamp_sample,time_last_fuse,device_id,observation[0],observation[1],observation[2],observation_variance[0],observation_variance[1],observation_variance[2],innovation[0],innovation[1],innovation[2],innovation_filtered[0],innovation_filtered[1],innovation_filtered[2],innovation_variance[0],innovation_variance[1],innovation_variance[2],test_ratio[0],test_ratio[1],test_ratio[2],test_ratio_filtered[0],test_ratio_filtered[1],test_ratio_filtered[2],estimator_instance,innovation_rejected,fused
134570822,134373971,134383068,0,0.093728304,0.22076015,0.46413922,0.0025000002,0.0025000002,0.0025000002,-0.012118328,0.0067509413,0.029694408,-0.01248688,0.0040514884,0.03212913,0.0025216546,0.0025173873,0.0025054489,0.00647079,0.0020057831,0.03902891,-0.0070402343,0.0008842566,0.046057716,1,0,1
135053533,134863966,134865781,0,0.08639003,0.21134073,0.46936733,0.0025000002,0.0025000002,0.0025000002,-0.0042768866,0.0041068643,0.02954328,-0.007548066,0.0040504728,0.03151217,0.0025208748,0.0025172858,0.0025052398,0.00080623507,0.0007432384,0.03868214,-0.0039981995,0.0010634309,0.044696886,1,0,1
135546122,135353967,135358345,0,0.2922434,0.15619722,0.40653902,0.0025000002,0.0025000002,0.0025000002,-0.009500563,-0.00013872981,0.042962193,0.0017703752,0.001017793,0.040180486,0.0025164732,0.0025189917,0.002505141,0.0039853263,7.76167e-07,0.081845894,0.009894853,-0.00057392125,0.07885547,1,0,1
136107750,135913966,135919869,0,0.21123984,0.29452112,0.3776241,0.0025000002,0.0025000002,0.0025000002,-0.004255291,0.004695356,0.03587413,-0.002145008,0.002608013,0.039221227,0.0025154408,0.002514172,0.002505587,0.0007998379,0.0009749122,0.05705069,0.002927659,0.0002991833,0.07096495,1,0,1
136600231,136403965,136412434,0,0.24084763,0.26901478,0.35429934,0.0025000002,0.0025000002,0.0025000002,-0.023777587,0.021056235,0.06046945,-0.014633963,0.016432859,0.04947776,0.002515105,0.002514279,0.0025055378,0.024976809,0.019609127,0.16199307,-0.014383554,0.019780146,0.11384685,1,0,1
137083116,136893965,136895147,0,0.15522325,0.2391458,0.41295108,0.0025000002,0.0025000002,0.0025000002,-0.017185446,0.016792133,0.0529086,-0.021442393,0.02114609,0.054468527,0.0025162236,0.0025146764,0.0025049732,0.013041571,0.012461785,0.12401667,-0.02446774,0.024243,0.13507658,1,0,1
137575471,137383965,137387712,0,0.1510201,0.23017934,0.43057626,0.0025000002,0.0025000002,0.0025000002,-0.016752837,0.011474475,0.043473154,-0.013426578,0.019389117,0.043037932,0.0025160473,0.002514829,0.0025047667,0.012394112,0.0058182534,0.08373102,-0.013867232,0.019018553,0.09001459,1,0,1
138077971,137883965,137890129,0,0.066565886,0.20063296,0.46766347,0.0025000002,0.0025000002,0.0025000002,-0.004248755,0.013300523,0.031406194,-0.0076459795,0.016876288,0.038614772,0.0025188532,0.0025155018,0.0025049155,0.00079630245,0.0078112846,0.043709222,-0.0074158325,0.01386357,0.07069218,1,0,1
138570446,138373964,138382694,0,0.14214198,0.21912268,0.44383255,0.0025000002,0.0025000002,0.0025000002,-0.01322691,0.0045936555,0.03960949,-0.01208263,0.011950653,0.038824864,0.0025152382,0.002514878,0.0025043683,0.007728499,0.00093267375,0.069550455,-0.009138849,0.008033678,0.06902718,1,0,1
139053549,138863965,138865408,0,0.1360986,0.20849141,0.46369642,0.0025000002,0.0025000002,0.0025000002,-0.005933456,-0.0060418695,0.028613478,-0.007314887,0.003288139,0.03465384,0.0025150562,0.0025153446,0.0025041813,0.0015553399,0.0016125172,0.036318745,-0.0044080457,0.0028568085,0.054956563,1,0,1
139545765,139353966,139357974,0,0.1315695,0.1971262,0.46067724,0.0025000002,0.0025000002,0.0025000002,-0.0017500799,0.00080779195,0.033380955,-0.0053801388,0.0004134567,0.03205742,0.0025147963,0.0025152187,0.0025041138,0.00013532264,2.8830947e-05,0.049435895,-0.002345165,0.00096067844,0.046652704,1,0,1
140107242,139913965,139919498,0,0.17549606,0.18845728,0.45000106,0.0025000002,0.0025000002,0.0025000002,-0.014015848,0.006139666,0.03664431,-0.006064731,-0.0033366047,0.033610005,0.0025138983,0.002515041,0.0025041513,0.008682574,0.0016665215,0.059528213,-0.0029972487,-0.0012258665,0.050940353,1,0,1
140600116,140403965,140412064,0,0.19744784,0.18519264,0.45313242,0.0025000002,0.0025000002,0.0025000002,-0.004355168,-0.02320306,0.034453154,-0.0066963793,-0.0030045393,0.039458156,0.0025129854,0.0025158003,0.0025039183,0.0008386434,0.023775771,0.052686017,-0.0038343056,-0.0021199572,0.071430035,1,0,1
141112145,140923965,140924332,0,0.18003786,0.14668778,0.46367654,0.0025000002,0.0025000002,0.0025000002,0.00622336,-0.0010257512,0.031341165,-0.0076980693,-0.0016795817,0.04313837,0.002513133,0.0025160292,0.0025038156,0.0017123474,4.6461333e-05,0.043604005,-0.010369654,-0.0013284959,0.08575594,1,0,1
141604761,141413965,141416897,0,0.19794635,0.16048819,0.4541954,0.0025000002,0.0025000002,0.0025000002,-0.021493921,0.013766617,0.034698218,-0.012072712,-0.0010076076,0.039565567,0.002513031,0.00251525,0.0025039932,0.020426359,0.008375714,0.05334798,-0.0109560285,-0.0009233718,0.07233832,1,0,1
142097495,141903967,141909464,0,0.18172614,0.20348749,0.43226933,0.0025000002,0.0025000002,0.0025000002,-0.017627457,0.01250574,0.043214142,-0.014107713,0.008440128,0.042570278,0.0025128787,0.0025141658,0.0025043993,0.013739321,0.006920067,0.08275544,-0.011234357,0.0075262943,0.08230003,1,0,1
142589782,142393974,142402028,0,0.22285065,0.17809296,0.43409503,0.0025000002,0.0025000002,0.0025000002,-0.026982602,-0.0036361963,0.047094166,-0.017560499,0.007843703,0.04363681,0.0025120864,0.002514949,0.0025039061,0.03220257,0.0005802525,0.098353766,-0.016551988,0.006408242,0.0874318,1,0,1
143072544,142883964,142884742,0,0.10724851,0.15700902,0.5005268,0.0025000002,0.0025000002,0.0025000002,-0.0039772205,-0.014653772,0.016164422,-0.016716886,0.0024253286,0.039275013,0.0025149323,0.0025155358,0.002503846,0.00069886056,0.009486078,0.011596384,-0.016051129,0.0025216076,0.074368246,1,0,1
143565262,143373965,143377307,0,0.113429666,0.07643247,0.5070487,0.0025000002,0.0025000002,0.0025000002,-0.0063769426,-0.013887167,0.023860097,-0.00119436,-0.00696151,0.028615115,0.0025152015,0.0025167046,0.0025037387,0.0017964276,0.008521645,0.025241492,-0.0019203243,-0.006769863,0.047501154,1,0,1
144077569,143883965,143889574,0,0.063740686,0.059814386,0.47765502,0.0025000002,0.0025000002,0.0025000002,-0.002858555,0.0037979037,0.05886963,-0.005548459,0.004393469,0.02703526,0.0025174278,0.0025157502,0.0025041394,0.0003606563,0.0006360193,0.15374695,-0.006277214,0.02086742,0.05814261,1,0,1
144570250,144373965,144382138,0,0.02010535,0.14619504,0.5108298,0.0025000002,0.0025000002,0.0025000002,0.004357389,-0.015552998,0.015343964,-0.002861705,0.013342792,0.023982253,0.0025162017,0.0025153758,0.0025042202,0.000838426,0.010679949,0.010456759,-0.003967448,0.03743314,0.042561006,1,0,1
145052810,144863965,144864850,0,0.056897238,0.1432918,0.5207424,0.0025000002,0.0025000002,0.0025000002,-0.0064155734,-0.007093042,-0.012227297,-0.00070153037,-0.004622122,0.0062431693,0.0032457148,0.0032747048,0.003221848,0.0014090231,0.0016661829,0.0051439065,-0.0011656923,0.009139485,0.015872983,1,0,1
145614378,145423967,145426373,0,0.14841056,0.20056239,0.46655917,0.0025000002,0.0025000002,0.0025000002,-0.004286575,0.018600717,0.00473541,0.0011496466,0.0018536624,0.00046834012,0.0027438803,0.0027512163,0.0027767,0.000744069,0.013912693,0.0008902259,0.0012404196,0.004916847,0.0041694473,1,0,1
146106872,145913965,145918935,0,0.19818033,0.2199444,0.42911044,0.0025000002,0.0025000002,0.0025000002,-0.014656604,0.012280017,0.016025692,-0.0052784593,0.007917138,0.0059458413,0.002659191,0.0026607125,0.002684432,0.008975832,0.0061701345,0.010625765,-0.003957597,0.0064223316,0.004575089,1,0,1
146570020,146373965,146381943,0,0.113127,0.23192917,0.43780223,0.0025000002,0.0025000002,0.0025000002,0.0031440451,0.012888223,0.017126024,-0.0012314065,0.0138331475,0.008666456,0.0026037095,0.0026219175,0.0026306424,0.0004218349,0.0070392024,0.012396511,-0.0017971955,0.013411901,0.006402369,1,0,1
147052656,146863965,146864652,0,0.11215317,0.23896453,0.44284835,0.0025000002,0.0025000002,0.0025000002,-0.0020652162,0.012683004,0.0061582923,-0.0064024036,0.017345114,0.0032258136,0.0025857398,0.0026054718,0.0026166646,0.0001832752,0.006865479,0.0016049625,-0.006594268,0.02029232,0.00047748056,1,0,1
147614126,147423965,147426171,0,0.15438184,0.21172696,0.4454034,0.0025000002,0.0025000002,0.0025000002,-0.0014085646,0.018434197,-0.0028006136,0.0003350096,0.01520016,0.0053940113,0.00264821,0.002658834,0.0026016235,8.324509e-05,0.014202172,0.00036813,0.00040512666,0.016849803,0.0039791395,1,0,1
148106671,147913981,147918731,0,0.17865962,0.14142008,0.45509553,0.0025000002,0.0025000002,0.0025000002,-0.008549295,0.0067971945,0.017029136,-0.004097369,0.010678459,0.008401391,0.0026469394,0.0026502146,0.002556208,0.0030681326,0.0019254715,0.012566198,-0.0023820677,0.008988196,0.0050783576,1,0,1
148599277,148403977,148411290,0,0.2188221,0.029370015,0.46377808,0.0025000002,0.0025000002,0.0025000002,-0.0073801214,-0.0018279012,0.016126513,-0.006558984,0.0044555855,0.012544144,0.0026802637,0.0027123077,0.0025596095,0.0022579117,0.00013784606,0.011122388,-0.0034459142,0.0035625515,0.008570262,1,0,1
149081933,148893984,148893998,0,0.17890118,-0.12908992,0.4587736,0.0025000002,0.0025000002,0.0025000002,0.018065253,0.0031784028,0.009662509,0.0016772532,-0.0009013545,0.011149272,0.002668475,0.0027389717,0.0025847792,0.013588842,0.0004070682,0.0044522863,0.0016686743,0.00036061218,0.0066833873,1,0,1
149594273,149403967,149406259,0,0.2591618,-0.10222793,0.43189198,0.0025000002,0.0025000002,0.0025000002,0.021019056,-0.022020705,-0.020441085,0.011170438,-0.011547643,-0.0008412735,0.0026207848,0.0026446548,0.0025818239,0.018730639,0.02093906,0.01785345,0.010355456,-0.010553327,-0.0033260281,1,0,1
150086809,149893965,149898819,0,0.3031154,-0.02393078,0.42291933,0.0025000002,0.0025000002,0.0025000002,0.0053391717,-0.014528271,-0.015642047,0.008088087,-0.014875643,-0.009383092,0.0025881457,0.0025709395,0.0025595552,0.0012238172,0.009178793,0.01069954,0.008610932,-0.019150887,-0.012506288,1,0,1
150579469,150383966,150391376,0,0.26566398,0.024642412,0.44560674,0.0025000002,0.0025000002,0.0025000002,0.012966292,-0.004977206,-0.011731714,0.008610595,-0.011400323,-0.009078245,0.0025618977,0.002558021,0.002537175,0.007291675,0.0010728226,0.0060266834,0.0066099637,-0.010936233,-0.0075292173,1,0,1
151062021,150873979,150874082,0,0.22727399,0.003090459,0.463083,0.0025000002,0.0025000002,0.0025000002,0.005208028,-0.009843041,0.0006506145,0.0068741357,-0.012432011,-0.008580042,0.002580119,0.002601845,0.0025289515,0.0011680578,0.0041444814,1.8011595e-05,0.004130627,-0.009027405,-0.005493949,1,0,1
151554694,151363971,151366640,0,0.2472907,-0.017659128,0.4600363,0.0025000002,0.0025000002,0.0025000002,0.004570666,-0.0010777134,-0.0086245835,0.006915268,-0.0045883767,-0.008381515,0.0025712322,0.0025879669,0.0025277087,0.00090276584,4.964837e-05,0.0032742114,0.0034193932,-0.0035986637,-0.004328951,1,0,1
152047139,151853967,151859196,0,0.22224216,-0.09614931,0.46393096,0.0025000002,0.0025000002,0.0025000002,0.015645629,0.011712961,-0.014246762,0.0062873373,0.00068638247,-0.008219629,0.0025804476,0.0025896677,0.0025261194,0.010540192,0.0058881063,0.008859084,0.0034668448,-7.1713395e-05,-0.004729686,1,0,1
152549545,152353966,152361604,0,0.20444125,-0.10815219,0.4672523,0.0025000002,0.0025000002,0.0025000002,-0.014822729,-0.019253872,-0.004245937,0.0022009683,-0.0018730508,-0.010352277,0.0025960812,0.0026097198,0.0025237345,0.009403631,0.015761279,0.0008064179,-0.00033151876,-0.0017083568,-0.0066516823,1,0,1
153111186,152913965,152923119,0,0.107839294,-0.14761758,0.47045135,0.0025000002,0.0025000002,0.0025000002,0.0027256836,0.0029352456,0.012503564,0.006867217,-0.004480991,-0.008930442,0.0026026685,0.002612723,0.0025232295,0.00031716813,0.00036441683,0.006880165,0.005259872,-0.003452267,-0.006715788,1,0,1
153593882,153403974,153405823,0,0.039506756,-0.1574503,0.50051033,0.0025000002,0.0025000002,0.0025000002,-0.008030366,0.015290618,-0.004276842,0.0011161464,-0.0011184354,-0.0074267746,0.0026083533,0.002618935,0.0025242337,0.0027470198,0.009964035,0.0008537651,0.0012834973,-0.0023713459,-0.0047484897,1,0,1
154086855,153893986,153898379,0,0.015689027,-0.23075089,0.49072087,0.0025000002,0.0025000002,0.0025000002,0.0038541385,0.03619638,-0.010537118,0.006708802,0.023184977,-0.0048904764,0.0025883385,0.0025903916,0.002521698,0.0006376628,0.056185506,0.0049958834,0.0052935947,0.04421567,-0.002664487,1,0,1
154579003,154383965,154390934,0,-0.07851248,-0.19484672,0.48589826,0.0025000002,0.0025000002,0.0025000002,-0.0020574601,-0.019178271,-0.023118854,0.0025693106,-0.0031455513,-0.015834529,0.0025945492,0.0025855715,0.0025238167,0.00018128357,0.01580191,0.023368876,0.0013345233,-0.0007613582,-0.018393675,1,0,1
155110950,154913965,154922893,0,-0.15807849,-0.24069822,0.4489861,0.0025000002,0.0025000002,0.0025000002,0.03230625,0.01334931,-0.0056408644,0.008047432,-0.002243855,-0.020896165,0.0025854697,0.0025750522,0.0025236683,0.044852957,0.007681957,0.0013292681,0.009774564,-0.0015359996,-0.03227263,1,0,1
155593618,155403965,155405596,0,-0.21501884,-0.21609995,0.43999153,0.0025000002,0.0025000002,0.0025000002,0.01959356,0.011347264,-0.01282984,0.008174981,-0.00986539,-0.022698257,0.0025820392,0.0025714668,0.0025238215,0.016520428,0.005543509,0.0071662446,0.0073733693,-0.010434685,-0.030040206,1,0,1
156086202,155893965,155898150,0,-0.24635385,-0.1926428,0.43852076,0.0025000002,0.0025000002,0.0025000002,-0.0006647506,-0.00031006336,-0.03220123,0.0071820286,0.0007031517,-0.031752475,0.0025732277,0.0025678691,0.0025222006,1.9080806e-05,4.1509816e-06,0.045684647,0.006807371,0.0023769406,-0.06370107,1,0,1
156578720,156383966,156390704,0,-0.23675895,-0.11878082,0.45230907,0.0025000002,0.0025000002,0.0025000002,-0.00598067,-0.0033146366,-0.007374823,0.004226666,0.0070456257,-0.019985419,0.0025604104,0.0025697562,0.002518864,0.0015521997,0.00047515417,0.0023996285,0.0058069844,0.007811438,-0.033334244,1,0,1
157071304,156873965,156883257,0,-0.31012094,-0.107871555,0.41178086,0.0025000002,0.0025000002,0.0025000002,0.0019434392,-0.010178529,-0.015913099,0.0016624051,-0.0035927608,-0.015919367,0.002558419,0.0025588397,0.0025199286,0.00016403169,0.0045002713,0.011098168,0.0021838285,-0.0009027786,-0.019463789,1,0,1
157553965,157363965,157365959,0,-0.35182643,-0.16249995,0.367951,0.0025000002,0.0025000002,0.0025000002,0.0091898255,0.03894601,-0.008339226,0.004468207,0.0068282816,-0.013081384,0.0025542474,0.0025511489,0.0025191228,0.0036737456,0.06607188,0.0031113026,0.0027146365,0.012244342,-0.01240104,1,0,1
158066131,157873967,157878214,0,-0.374766,-0.046958756,0.35803548,0.0025000002,0.0025000002,0.0025000002,0.0123648215,0.028307972,0.007724315,0.0008725592,0.0052048718,-0.009814498,0.0025494623,0.002552968,0.002517634,0.006663227,0.034882534,0.0026004456,-0.00031640692,0.007438793,-0.009451496,1,0,1
158568569,158373965,158380617,0,-0.36196303,-0.045290183,0.34980574,0.0025000002,0.0025000002,0.0025000002,-0.018186482,0.012208458,-0.008786052,-0.0037159142,-0.0012406801,-0.011728636,0.0025452548,0.0025450909,0.0025173929,0.014438552,0.006506032,0.0034751368,-0.0028496801,0.00013902003,-0.008567759,1,0,1
