timestamp,mission_id,geofence_id,home_position_counter,seq_reached,seq_current,seq_total,item_changed_index,item_do_jump_remaining,valid,warning,finished,failure,item_do_jump_changed,execution_mode
21097835,4264878481,0,240,-1,0,3,0,0,1,0,0,0,0,0
134562767,4264878481,0,245,-1,0,3,0,0,1,0,0,0,0,0
149030587,4264878481,0,246,-1,0,3,0,0,1,0,0,0,0,0
226957314,4264878481,0,246,-1,0,3,0,0,1,0,0,0,0,0
342693443,4264878481,0,246,-1,0,3,0,0,1,0,0,0,0,0
