timestamp,rxerrors,fix,rssi,remote_rssi,txbuf,noise,remote_noise
133910842,2,0,161,153,93,78,54
134922408,2,0,161,153,92,78,51
135916997,2,0,161,153,99,80,54
136875562,2,0,158,153,100,80,60
137945755,2,0,154,148,100,84,56
138888961,2,0,162,158,95,82,56
140046446,2,0,163,159,89,82,49
140936675,2,0,165,161,94,83,55
141886456,2,0,165,160,100,88,56
143013939,2,0,165,160,95,96,53
143937668,2,0,162,150,95,90,54
144980169,2,0,144,140,90,86,55
146021379,2,0,130,120,87,90,63
146931280,3,0,124,117,97,87,58
147907611,3,0,122,112,97,80,49
148897903,3,0,115,115,95,87,56
150064523,3,0,116,110,81,86,58
151101560,3,0,112,106,78,86,60
152061226,3,0,110,104,83,86,50
153450650,5,0,104,104,36,84,50
154105011,8,0,103,104,68,87,50
154917184,9,0,103,95,85,88,59
155950214,9,0,101,95,85,91,51
157376511,10,0,97,90,28,86,54
160615332,11,0,96,90,25,85,54
161344980,12,0,96,90,26,87,54
161993775,13,0,99,90,74,89,54
163003649,13,0,127,130,82,82,54
164039595,13,0,155,146,85,83,54
164966407,13,0,163,162,96,88,52
165946918,13,0,141,137,96,90,50
167080523,13,0,119,121,81,91,56
167914886,14,0,114,93,95,81,65
169239279,14,0,107,101,59,84,63
170122430,17,0,106,101,83,89,63
170971177,19,0,106,95,67,93,59
172194241,21,0,102,95,40,94,59
173314083,22,0,103,95,37,88,59
174671612,22,0,102,0,23,90,0
175595995,24,0,100,0,11,91,0
176551904,25,0,99,0,52,86,0
177441656,26,0,98,0,35,90,0
178362946,29,0,99,0,63,91,0
178885700,29,0,99,0,96,90,0
180212977,32,0,100,0,74,88,0
180907473,35,0,102,0,91,90,0
182061505,37,0,108,101,87,89,58
182891145,37,0,109,103,100,80,57
184176587,37,0,111,107,76,88,52
184948458,37,0,114,111,90,87,54
185989292,37,0,115,110,90,83,54
186931106,37,0,119,112,97,93,57
188067872,37,0,115,113,79,88,57
189263567,38,0,111,94,58,81,54
190187634,40,0,108,94,62,91,54
190892945,41,0,108,98,98,84,60
191995916,41,0,105,98,84,79,59
193379102,43,0,103,98,22,78,59
194031375,43,0,107,97,76,89,61
194873397,43,0,112,104,99,83,55
195918252,43,0,112,102,89,79,51
197313693,43,0,106,102,63,88,51
198038914,43,0,104,90,82,85,59
198951896,44,0,106,98,100,81,61
199965299,44,0,119,116,92,78,60
201003327,44,0,120,116,93,90,51
201930246,44,0,111,102,93,89,57
202969264,45,0,109,104,92,88,60
203895899,45,0,114,104,99,86,56
205162776,46,0,111,104,74,85,56
205931401,47,0,105,104,88,84,56
207015130,48,0,104,94,84,81,52
207970063,51,0,105,94,95,78,52
208932105,52,0,105,96,87,86,56
210051278,53,0,105,100,77,85,58
210977425,53,0,104,100,74,86,58
211940144,53,0,102,100,90,83,58
212905262,55,0,105,93,95,87,55
213976649,59,0,105,98,97,85,53
214985188,59,0,102,93,83,89,51
215887221,61,0,102,95,100,86,49
216871536,61,0,104,98,100,80,51
217889647,61,0,107,104,93,89,58
218894032,61,0,110,104,99,84,53
219951025,61,0,110,102,100,84,48
220945514,64,0,105,102,93,91,48
221903097,67,0,102,102,96,80,48
223186544,70,0,101,102,71,86,48
223951654,70,0,99,102,93,86,48
225493930,71,0,94,102,36,88,48
226258488,73,0,96,102,41,93,48
226992399,73,0,103,99,77,86,53
228033380,73,0,106,102,76,84,50
229224503,76,0,104,102,25,90,50
229909565,76,0,104,94,97,76,60
230914482,76,0,107,103,94,85,64
231933440,77,0,107,101,97,80,53
232907849,77,0,111,103,97,81,50
233908509,77,0,113,108,92,79,55
234958173,77,0,118,111,93,90,55
235908832,77,0,116,111,100,81,56
237270997,79,0,109,111,61,84,50
237961656,79,0,107,98,94,89,54
239616649,82,0,102,98,12,85,54
240541227,82,0,99,98,37,88,54
241003651,83,0,102,92,87,83,53
242008225,85,0,101,92,83,79,54
243080198,86,0,100,94,78,84,61
244666430,86,0,97,94,11,84,61
246588571,86,0,97,0,36,86,0
247277891,86,0,96,0,67,82,0
247952612,86,0,100,0,98,85,0
249053997,87,0,104,98,74,81,55
249975510,88,0,104,98,80,87,55
250934894,90,0,104,97,92,89,59
251875649,91,0,104,97,98,88,59
253208624,91,0,102,97,61,91,59
253892986,92,0,102,97,100,83,59
255130559,94,0,99,97,77,83,59
256211909,94,0,99,97,73,88,59
257174648,94,0,99,97,67,86,59
258364250,94,0,98,97,45,91,59
259053244,95,0,98,89,84,91,54
259982292,96,0,103,97,90,77,54
261062667,98,0,103,98,75,76,55
261983107,98,0,105,96,86,80,56
262980872,98,0,106,99,95,79,45
263986627,98,0,111,106,83,78,60
265027191,99,0,109,106,68,76,60
266145359,99,0,103,106,53,82,60
267373196,99,0,99,106,28,82,60
269616631,99,0,94,0,9,90,0
270307671,100,0,93,0,64,80,0
271305208,100,0,94,0,56,91,0
272270156,100,0,95,88,69,82,52
273081409,101,0,95,88,93,83,52
274308670,101,0,95,88,73,81,52
275391442,101,0,94,88,60,76,52
276081573,101,0,93,0,87,79,0
277277646,101,0,92,0,77,78,0
278165396,101,0,92,0,85,82,0
279086535,101,0,90,0,89,87,0
280246525,101,0,89,0,77,80,0
281207226,101,0,93,0,79,85,0
281976648,102,0,96,84,91,82,51
283015669,106,0,98,84,91,74,51
284327646,110,0,107,101,32,76,49
285595085,114,0,104,90,35,85,56
286253511,116,0,101,90,58,90,56
287175369,121,0,101,94,51,90,50
287871550,124,0,101,95,100,82,52
