timestamp,flight_phase
135232347,0
136239902,0
137237430,0
138235061,0
139232640,0
140240299,0
141237779,0
142235475,0
143240048,0
144235054,0
145239807,0
146234745,0
147239568,0
148234548,0
149239449,3
150234377,3
151239212,3
152234180,3
153238985,3
154233933,3
155238902,3
156233741,3
157238815,3
158233595,3
159238279,3
160233213,3
161238021,3
162232977,3
163238001,3
164232748,3
165237530,3
166232534,3
167237208,0
168232439,0
169236996,0
170231976,0
171236708,0
172231904,0
173236620,0
174231373,0
175236126,0
176231056,0
177236055,0
178230747,0
179235542,0
180230702,0
181235269,0
182240063,0
183235501,0
184239803,0
185234687,0
186239409,0
187234440,0
188239173,0
189234175,0
190238732,0
191233671,0
192238405,0
193233320,0
194238096,0
195232995,0
196237960,0
197232709,0
198237741,0
199232383,0
200237412,0
201232050,0
202236833,0
203231708,0
204236433,0
205231406,0
206236065,0
207230971,0
208235754,0
209230620,0
210235581,0
211240232,0
212235053,0
213240189,0
214234667,0
215239455,0
216234432,0
217239107,0
218233991,0
219238943,0
220233601,0
221238543,0
222233253,0
223237987,0
224233104,0
225237811,0
226232579,0
227237294,3
228232187,3
229236942,3
230231862,3
231236530,3
232231389,3
233236156,3
234231237,3
235235796,3
236230661,3
237235462,3
238240206,3
239235024,3
240239742,3
241234629,3
242239417,3
243234248,3
244239177,3
245233949,3
246238609,3
247233498,3
248238152,3
249233238,3
250238033,3
251232870,3
252237443,3
253232265,3
254236972,3
255232088,3
256236585,3
257231580,3
258236230,3
259231062,3
260236011,3
261230671,3
262235491,3
263240289,3
264235025,3
265239753,3
266234627,3
267239337,3
268234217,3
269238947,3
270233835,3
271238573,3
272233592,3
273238100,0
274233033,0
275237724,0
276232845,0
277237355,0
278232215,0
279236880,0
280231804,0
281236483,0
282231376,0
283236147,0
284230979,0
285235727,0
286230671,0
287235390,0
288240065,0
289234993,0
290239627,0
291234526,0
292239187,0
293234075,0
294238787,0
295233672,0
296238646,0
297233298,0
298238022,0
299232932,0
300237645,0
301232512,0
302237469,0
303232094,0
304237060,0
305231901,0
306236352,0
307231232,0
308235985,0
309230849,0
310235777,0
311230576,0
312235216,0
313239983,0
314234811,0
315239712,0
316234518,0
317239009,0
318233889,0
319238798,0
320233458,0
321238203,0
322233043,0
323237761,0
324232855,0
325237336,0
326232441,0
327236953,0
328232161,0
329236523,0
330231391,0
331236090,0
332230960,0
333235668,0
334230531,0
335235304,0
336239980,0
337234867,0
338239599,0
339234587,0
340239144,0
341234125,0
342239018,0
343233669,3
344238524,0
345233146,0
346237908,0
347232755,0
348237738,0
