timestamp,frequency_hz
134242126,0.0
134252125,0.0
134292126,0.0
134352126,0.0
134392128,0.0
134442125,0.0
134492126,0.0
134542163,0.0
134592125,-0.002610701
134642125,0.14638908
134702153,0.32703027
134742139,0.4625727
134792125,1.8400495
134842125,2.4129858
134892126,2.8211038
134942161,2.9230409
134992125,2.6079931
135052126,2.75268
135092124,3.0124817
135142176,2.6016355
135192125,0.84038657
135242125,0.27595103
135292126,0.09154333
135342132,0.030518692
135402125,0.008000293
135442125,0.0032769195
135492126,0.0005539859
135542175,0.0001815301
135592125,5.9483784e-05
135642125,1.9491645e-05
135692125,6.387022e-06
135752124,1.6743196e-06
135792125,6.8580135e-07
135842125,2.247234e-07
135892125,7.3637366e-08
135942133,2.4129491e-08
135992125,7.906753e-09
136042125,-8.3206054e-05
136102160,-2.1811966e-05
136142131,-0.00065958727
136192125,-0.00073598063
136242125,-0.00065638067
136292138,0.00010184783
136342197,0.0010504968
136392124,0.0003442268
136452125,9.0237e-05
136492126,3.696107e-05
136542136,0.00020833948
136592125,6.8268695e-05
136642148,2.2370283e-05
136692125,7.330294e-06
136742144,2.4019907e-06
136802125,6.296674e-07
136842125,2.5791175e-07
136892125,8.451252e-08
136942162,2.7693066e-08
136992125,9.074464e-09
137042125,2.9735199e-09
137092125,9.74363e-10
137152126,2.5542343e-10
137192126,0.00013448097
137242125,0.00015178978
137292125,-0.0005174231
137342148,9.5264535e-05
137392126,3.1216285e-05
137442124,1.0228952e-05
137502193,2.6814585e-06
137542161,1.0983255e-06
137592140,0.00065094803
137642125,0.000518236
137692132,-9.6878524e-05
137742131,-0.0006823333
137792126,-0.0008790879
137852125,0.00015371504
137892124,0.00048142893
137942132,0.00015775464
137992124,0.00038479417
138042123,-0.00041745845
138092124,-0.00024004195
138142173,-7.865694e-05
138202124,-0.00010303834
138242124,-4.2204505e-05
138292125,0.0005337013
138342198,-0.00015871791
138392125,0.00046721654
138442131,0.0008056419
138492125,0.0020895228
138552125,0.07321645
138592125,0.15350887
138642124,0.25282255
138692124,0.3533499
138742165,0.45268762
138792125,0.53093344
138842125,0.64450085
138902132,0.72665775
138942168,0.788234
138992124,0.8543447
139042124,0.8583622
139092125,0.8488284
139142132,0.845133
139192125,0.814723
139252124,0.8150682
139292150,0.8260763
139342155,0.85988027
139392125,0.88927877
139452124,1.0060434
139492125,1.1058472
139542133,1.2619747
139602126,1.4485455
139642124,1.457259
139692125,1.2973819
139742137,1.1982218
139792125,1.2371352
139842125,1.4057887
139892124,1.653793
139952129,1.7476919
139992124,1.5437065
140042124,1.3675114
140092125,1.388678
140142157,1.5302128
140192124,1.802759
140242124,2.0505226
140302159,1.9408008
140342176,1.6842068
140392125,1.656591
140442127,1.8990405
140492161,2.264881
140542159,2.3103418
140592125,2.0052845
140642125,1.8987714
140692124,2.0975745
140742128,2.4077344
140792124,2.3883514
140842125,2.1994524
140892124,2.307672
140942150,2.6169102
141002124,2.4742663
141042124,2.2289193
141092124,2.2615273
141142166,2.546758
141192125,2.6284494
141242123,2.303185
141292134,2.3054965
141352125,2.6502917
141392125,2.6216936
141442123,2.2759998
141492140,2.2605166
141542137,2.5035675
141592125,2.7555552
141642125,2.4906473
141702183,2.5449965
141742177,2.7892585
141792126,2.824463
141842124,2.5028546
141892128,2.5180237
141942160,2.8401349
141992124,2.8060029
142052124,2.5520685
142092137,2.7311585
142142151,3.013804
