timestamp,timestamp_sample,device_id,magnetometer_ga[0],magnetometer_ga[1],magnetometer_ga[2],calibration_count
134679853,134658891,527633,0.07941587,0.21710119,0.45593435,3
135159851,135148890,527633,0.1852435,0.16686174,0.42068952,3
135679854,135638890,527633,0.27328902,0.23597515,0.37577486,3
136139863,136128890,527633,0.20030628,0.2715698,0.37382108,3
136699849,136688891,527633,0.19835505,0.23801875,0.39772278,3
137119925,137108890,527633,0.09972343,0.24284387,0.4483143,3
137679855,137668891,527633,0.11105716,0.20891625,0.44647896,3
138179848,138168890,527633,0.16053373,0.22107783,0.43359995,3
138699849,138658890,527633,0.13688444,0.20549987,0.4623787,3
139159855,139148890,527633,0.14465617,0.20241988,0.46346152,3
139679851,139638900,527633,0.15642555,0.17765544,0.46466133,3
140139849,140128891,527633,0.13163179,0.17914972,0.4425375,3
140699850,140650891,527633,0.2278265,0.18266456,0.4206272,3
141139854,141138891,527633,0.1801937,0.1805061,0.44556436,3
141699859,141698899,527633,0.17284657,0.16148812,0.4406905,3
142119853,142118892,527633,0.15535377,0.16467187,0.46214592,3
142679849,142678890,527633,0.24274263,0.19428383,0.42045087,3
143099858,143098899,527633,0.06338645,0.0955431,0.4995912,3
143679849,143678890,527633,0.14105508,0.12778899,0.5285309,3
144099859,144098890,527633,0.057003736,0.12741937,0.4978975,3
144659850,144658891,527633,0.038574234,0.14771967,0.50577646,3
145199858,145148891,527633,0.08673836,0.17745155,0.5024499,3
145639849,145638890,527633,0.19213772,0.21301563,0.44731152,3
146059849,146058890,527633,0.1372072,0.18102337,0.45174414,3
146679849,146658890,527633,0.11078658,0.24837151,0.48503685,3
147179848,147148895,527633,0.13495326,0.24445298,0.4486586,3
147659850,147638890,527633,0.15050505,0.17547874,0.46151003,3
148159850,148128890,527633,0.2004852,0.09948285,0.45292008,3
148639850,148618890,527633,0.18977104,-0.0734094,0.4735018,3
149139849,149118889,527633,0.1854079,-0.15141737,0.44682187,3
149639848,149618890,527633,0.2702148,-0.11537625,0.389688,3
150199849,150178890,527633,0.28501248,0.033421934,0.43636653,3
150699848,150668890,527633,0.2769103,-0.018960215,0.4405473,3
151179851,151158890,527633,0.22190277,-0.022415137,0.4690584,3
151679854,151648890,527633,0.2127087,-0.042109024,0.47707915,3
152199858,152146891,527633,0.22622421,-0.13516401,0.45750886,3
152639850,152638890,527633,0.16076657,-0.123347424,0.48679683,3
153199850,153198890,527633,0.0890058,-0.14776196,0.498172,3
153619849,153618890,527633,0.006837813,-0.21511494,0.48621783,3
154179852,154178891,527633,-0.012388063,-0.17479877,0.4976437,3
154599850,154598890,527633,-0.07516747,-0.19939877,0.48423502,3
155199887,155198928,527633,-0.18240672,-0.21891248,0.4432499,3
155619849,155618890,527633,-0.19455738,-0.19304228,0.49319795,3
156179849,156178890,527633,-0.24817719,-0.13106728,0.43988994,3
156599863,156598890,527633,-0.3001778,-0.0986723,0.4053962,3
157159850,157158891,527633,-0.36284938,-0.121257514,0.36084464,3
157699849,157648899,527633,-0.33834702,-0.07762408,0.37995875,3
158179869,158168900,527633,-0.36717612,-0.012301352,0.35178986,3
158699849,158658891,527633,-0.38002408,-0.07388079,0.3433937,3
159159850,159148890,527633,-0.3931787,-0.07244673,0.34138444,3
159679850,159638890,527633,-0.36409056,0.01282148,0.36397082,3
