timestamp,safe_points_id,is_evaluation_pending,has_vtol_approach,rtl_type,safe_point_index
135631412,0,0,70,1,0
137656823,0,0,70,1,0
139681604,0,0,70,1,0
141706636,0,0,70,1,0
143742556,0,0,70,1,0
145762035,0,0,70,1,0
147781873,0,0,70,1,0
149830491,0,0,70,1,0
151849990,0,0,70,1,0
153879718,0,0,70,1,0
155908638,0,0,70,1,0
157938104,0,0,70,1,0
159957585,0,0,70,1,0
161977721,0,0,70,1,0
164006221,0,0,70,1,0
166012753,0,0,70,1,0
168015623,0,0,70,1,0
170044817,0,0,70,1,0
172083983,0,0,70,1,0
174103567,0,0,70,1,0
176122961,0,0,70,1,0
178152195,0,0,70,1,0
180171557,0,0,70,1,0
182200720,0,0,70,1,0
184220166,0,0,70,1,0
186239511,0,0,70,1,0
188268706,0,0,70,1,0
190288275,0,0,70,1,0
192317387,0,0,70,1,0
194336707,0,0,70,1,0
196376147,0,0,70,1,0
198395140,0,0,70,1,0
200434237,0,0,70,1,0
202443727,0,0,70,1,0
204482860,0,0,70,1,0
206502317,0,0,70,1,0
208531475,0,0,70,1,0
210550742,0,0,70,1,0
212580113,0,0,70,1,0
214599301,0,0,70,1,0
216628400,0,0,70,1,0
218637986,0,0,70,1,0
220667106,0,0,70,1,0
222686782,0,0,70,1,0
224715753,0,0,70,1,0
226735042,0,0,70,1,0
228774244,0,0,70,1,0
230803223,0,0,70,1,0
232822583,0,0,70,1,0
234851806,0,0,70,1,0
236861846,0,0,70,1,0
238890906,0,0,70,1,0
240919489,0,0,70,1,0
242938927,0,0,70,1,0
244958153,0,0,70,1,0
246987401,0,0,70,1,0
249006595,0,0,70,1,0
251036143,0,0,70,1,0
253064831,0,0,70,1,0
255094471,0,0,70,1,0
257113371,0,0,70,1,0
259142629,0,0,70,1,0
261161833,0,0,70,1,0
263181348,0,0,70,1,0
265210545,0,0,70,1,0
267239438,0,0,70,1,0
269258758,0,0,70,1,0
271278049,0,0,70,1,0
273297342,0,0,70,1,0
275316609,0,0,70,1,0
277326075,0,0,70,1,0
279345320,0,0,70,1,0
281374570,0,0,70,1,0
283393905,0,0,70,1,0
285403418,0,0,70,1,0
287422537,0,0,70,1,0
289452019,0,0,70,1,0
291471098,0,0,70,1,0
293500150,0,0,70,1,0
295539219,0,0,70,1,0
297558420,0,0,70,1,0
299587839,0,0,70,1,0
301606934,0,0,70,1,0
303636068,0,0,70,1,0
305675054,0,0,70,1,0
307704247,0,0,70,1,0
309723625,0,0,70,1,0
311752582,0,0,70,1,0
313772044,0,0,70,1,0
315801231,0,0,70,1,0
317802884,0,0,70,1,0
319826706,0,0,70,1,0
321839172,0,0,70,1,0
323874708,0,0,70,1,0
325888502,0,0,70,1,0
327924752,0,0,70,1,0
329945806,0,0,70,1,0
331972706,0,0,70,1,0
333994250,0,0,70,1,0
336020865,0,0,70,1,0
338042674,0,0,70,1,0
340072235,0,0,70,1,0
342101100,0,0,70,1,0
344130022,0,0,70,1,0
346149352,0,0,70,1,0
347599765,0,0,70,1,0
348188596,0,0,70,1,0
