timestamp,action,source,mode
134183953,1,1,0
134450916,5,3,15
134538024,5,3,3
135089595,5,3,15
135156669,5,3,0
135969850,5,3,15
149004801,5,3,3
167029497,5,3,15
226930905,5,3,3
272560339,5,3,15
341344488,0,1,0
342676165,5,3,3
343304544,1,1,0
343850851,5,3,0
347584262,0,1,0
