timestamp,accel_device_id_primary,accel_device_ids[0],accel_device_ids[1],accel_device_ids[2],accel_device_ids[3],accel_inconsistency_m_s_s[0],accel_inconsistency_m_s_s[1],accel_inconsistency_m_s_s[2],accel_inconsistency_m_s_s[3],gyro_device_id_primary,gyro_device_ids[0],gyro_device_ids[1],gyro_device_ids[2],gyro_device_ids[3],gyro_inconsistency_rad_s[0],gyro_inconsistency_rad_s[1],gyro_inconsistency_rad_s[2],gyro_inconsistency_rad_s[3],accel_healthy[0],accel_healthy[1],accel_healthy[2],accel_healthy[3],accel_priority[0],accel_priority[1],accel_priority[2],accel_priority[3],gyro_healthy[0],gyro_healthy[1],gyro_healthy[2],gyro_healthy[3],gyro_priority[0],gyro_priority[1],gyro_priority[2],gyro_priority[3]
134244454,4259850,4259850,2490378,0,0,0.24060382,0.24060382,0.0,0.0,4325386,4325386,2490378,0,0,0.0020342735,0.0020342737,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
134249437,4259850,4259850,2490378,0,0,0.24049895,0.24049895,0.0,0.0,4325386,4325386,2490378,0,0,0.0021806557,0.0021806562,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
134448946,4259850,4259850,2490378,0,0,0.24846153,0.24846153,0.0,0.0,4325386,4325386,2490378,0,0,0.002772891,0.002772891,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
134648501,4259850,4259850,2490378,0,0,0.23734282,0.23734282,0.0,0.0,4325386,4325386,2490378,0,0,0.0033294377,0.0033294384,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
134847979,4259850,4259850,2490378,0,0,0.20307352,0.20307355,0.0,0.0,4325386,4325386,2490378,0,0,0.0027224123,0.0027224163,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
135047492,4259850,4259850,2490378,0,0,0.4361684,0.43616837,0.0,0.0,4325386,4325386,2490378,0,0,0.03646225,0.03646225,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
135247009,4259850,4259850,2490378,0,0,0.097051285,0.097051285,0.0,0.0,4325386,4325386,2490378,0,0,0.01228486,0.012284864,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
135446512,4259850,4259850,2490378,0,0,0.22513849,0.22513847,0.0,0.0,4325386,4325386,2490378,0,0,0.011644255,0.0116442535,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
135646025,4259850,4259850,2490378,0,0,0.2521859,0.2521859,0.0,0.0,4325386,4325386,2490378,0,0,0.01016362,0.010163623,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
135845557,4259850,4259850,2490378,0,0,0.21077287,0.21077287,0.0,0.0,4325386,4325386,2490378,0,0,0.007977871,0.007977875,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
136045059,4259850,4259850,2490378,0,0,0.2092699,0.20926984,0.0,0.0,4325386,4325386,2490378,0,0,0.003195512,0.0031955007,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
136244577,4259850,4259850,2490378,0,0,0.21977727,0.21977721,0.0,0.0,4325386,4325386,2490378,0,0,0.013307539,0.013307536,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
136449107,4259850,4259850,2490378,0,0,0.22727242,0.22727235,0.0,0.0,4325386,4325386,2490378,0,0,0.004714968,0.0047149723,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
136648611,4259850,4259850,2490378,0,0,0.22000149,0.22000147,0.0,0.0,4325386,4325386,2490378,0,0,0.0043823957,0.004382396,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
136848119,4259850,4259850,2490378,0,0,0.2155888,0.21558881,0.0,0.0,4325386,4325386,2490378,0,0,0.0031988136,0.0031988116,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
137047636,4259850,4259850,2490378,0,0,0.22588506,0.22588511,0.0,0.0,4325386,4325386,2490378,0,0,0.0023570317,0.002357032,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
137247138,4259850,4259850,2490378,0,0,0.22041826,0.22041824,0.0,0.0,4325386,4325386,2490378,0,0,0.00093659404,0.00093659316,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
137446664,4259850,4259850,2490378,0,0,0.24308302,0.243083,0.0,0.0,4325386,4325386,2490378,0,0,0.007748337,0.007748338,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
137646163,4259850,4259850,2490378,0,0,0.22481386,0.22481392,0.0,0.0,4325386,4325386,2490378,0,0,0.005667415,0.005667416,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
137850666,4259850,4259850,2490378,0,0,0.21529311,0.21529311,0.0,0.0,4325386,4325386,2490378,0,0,0.0090600215,0.009060022,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
138050180,4259850,4259850,2490378,0,0,0.23406622,0.23406622,0.0,0.0,4325386,4325386,2490378,0,0,0.0036391793,0.0036391811,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
138249697,4259850,4259850,2490378,0,0,0.23439865,0.23439865,0.0,0.0,4325386,4325386,2490378,0,0,0.009770797,0.009770793,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
138449229,4259850,4259850,2490378,0,0,0.2548502,0.25485015,0.0,0.0,4325386,4325386,2490378,0,0,0.0023484358,0.002348434,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
138648742,4259850,4259850,2490378,0,0,0.24324115,0.24324116,0.0,0.0,4325386,4325386,2490378,0,0,0.004466407,0.004466406,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
138848256,4259850,4259850,2490378,0,0,0.22085166,0.22085167,0.0,0.0,4325386,4325386,2490378,0,0,0.0027187248,0.002718723,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
139047767,4259850,4259850,2490378,0,0,0.20732524,0.20732526,0.0,0.0,4325386,4325386,2490378,0,0,0.0021083024,0.002108302,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
