timestamp,x,y,z,vx,vy,vz,acceleration[0],acceleration[1],acceleration[2],thrust[0],thrust[1],thrust[2],yaw,yawspeed
119819865,0.0,0.0,40.374554,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,nan,nan
134574005,6.159613,0.9486281,-28.536198,nan,nan,nan,nan,nan,nan,0.59781873,0.0,0.0,nan,nan
134593970,6.159843,0.9485707,-28.536198,nan,nan,nan,nan,nan,nan,0.60006547,0.0,0.0,nan,nan
134673752,6.1599364,0.94854736,-28.536198,nan,nan,nan,nan,nan,nan,0.609041,0.0,0.0,nan,nan
134773460,6.1583166,0.9489522,-28.536198,nan,nan,nan,nan,nan,nan,0.62025815,0.0,0.0,nan,nan
134873277,6.1456103,0.9521288,-28.536198,nan,nan,nan,nan,nan,nan,0.6314876,0.0,0.0,nan,nan
134973007,6.145698,0.95210683,-28.536198,nan,nan,nan,nan,nan,nan,0.64270717,0.0,0.0,nan,nan
135072795,6.1613655,0.94819003,-28.536198,nan,nan,nan,nan,nan,nan,0.65393335,0.0,0.0,nan,nan
135092739,6.1606655,0.9483651,-28.536198,nan,nan,nan,nan,nan,nan,0.6561769,0.0,0.0,nan,nan
149032605,66.239975,-34.999386,4.9339714,nan,nan,nan,nan,nan,nan,0.85,0.0,0.0,nan,nan
149052237,66.25701,-34.9259,4.9339714,nan,nan,nan,nan,nan,nan,0.85,0.0,0.0,nan,nan
149131083,66.41873,-34.188446,-27.933018,nan,nan,nan,nan,nan,nan,0.85,0.0,0.0,nan,nan
149219681,66.41623,-34.200436,-27.933018,nan,nan,nan,nan,nan,nan,0.85,0.0,0.0,nan,nan
149318377,66.43326,-34.11826,-27.933018,nan,nan,nan,nan,nan,nan,0.85,0.0,0.0,nan,nan
149436397,66.49758,-33.798306,-27.933018,nan,nan,nan,nan,nan,nan,0.85,0.0,0.0,nan,nan
149534981,66.51207,-33.724045,-27.933018,nan,nan,nan,nan,nan,nan,0.85,0.0,0.0,nan,nan
149633425,66.54001,-33.57833,-27.933018,nan,nan,nan,nan,nan,nan,0.84376824,0.0,0.0,nan,nan
149732245,66.56029,-33.470387,-27.933018,nan,nan,nan,nan,nan,nan,0.85,0.0,0.0,nan,nan
149810955,66.55857,-33.479614,-27.933018,nan,nan,nan,nan,nan,nan,0.8411454,0.0,0.0,nan,nan
149919202,66.55969,-33.47361,-27.933018,nan,nan,nan,nan,nan,nan,0.8289674,0.0,0.0,nan,nan
150017884,66.55029,-33.523857,-27.933018,nan,nan,nan,nan,nan,nan,0.8178656,0.0,0.0,nan,nan
150136117,66.53996,-33.57855,-27.933018,nan,nan,nan,nan,nan,nan,0.80456436,0.0,0.0,nan,nan
150234363,66.5249,-33.657497,-27.933018,nan,nan,nan,nan,nan,nan,0.7935116,0.0,0.0,nan,nan
150332934,66.512955,-33.71945,-27.933018,nan,nan,nan,nan,nan,nan,0.7824224,0.0,0.0,nan,nan
150431403,66.50059,-33.78296,-27.933018,nan,nan,nan,nan,nan,nan,0.77134466,0.0,0.0,nan,nan
150510538,66.489494,-33.839394,-27.933018,nan,nan,nan,nan,nan,nan,0.7664622,0.0,0.0,nan,nan
150638252,66.48223,-33.876072,-27.933018,nan,nan,nan,nan,nan,nan,0.7520943,0.0,0.0,nan,nan
150717300,66.47591,-33.907825,-27.933018,nan,nan,nan,nan,nan,nan,0.7432015,0.0,0.0,nan,nan
150835263,66.479935,-33.887634,-27.933018,nan,nan,nan,nan,nan,nan,0.7299304,0.0,0.0,nan,nan
150934076,66.497665,-33.79789,-27.933018,nan,nan,nan,nan,nan,nan,0.7188141,0.0,0.0,nan,nan
151032402,66.51398,-33.714184,-27.933018,nan,nan,nan,nan,nan,nan,0.7077524,0.0,0.0,nan,nan
151130842,66.537704,-33.59047,-27.933018,nan,nan,nan,nan,nan,nan,0.6966779,0.0,0.0,nan,nan
151219465,66.56677,-33.435482,-27.933018,nan,nan,nan,nan,nan,nan,0.68670785,0.0,0.0,nan,nan
151337726,66.60391,-33.231667,-27.933018,nan,nan,nan,nan,nan,nan,0.6891588,0.0,0.0,nan,nan
