timestamp,flight_phase
71416249,0
72414004,0
73411977,0
74409940,0
75407895,0
76395916,0
77413801,0
78411839,0
79409775,0
80407752,0
81415745,0
82413750,0
83411631,0
84409548,0
85407575,0
86415414,0
87413390,0
88411311,0
89409287,0
90387489,3
91415186,3
92413367,3
93411101,3
94409036,3
95396984,3
96414982,3
97413060,3
98410807,3
99408880,3
100416780,3
101414645,3
102412508,3
103410606,3
104408409,3
105396374,3
106414197,3
107412186,3
108410080,3
109407992,3
110415946,3
111413825,3
112411787,3
113409747,3
114407651,3
115395622,3
116413626,3
117411368,3
118409383,3
119397222,3
120415135,3
121413056,3
122410953,3
123409160,3
124416985,3
125394923,3
126412712,3
127410525,3
128408451,3
129396432,1
130414338,1
131412259,1
132410131,1
133408021,1
134415988,1
135414023,1
136411758,1
137409685,1
138407570,1
139395531,1
140413416,1
141411287,1
142409351,1
143397146,1
144415105,1
145413202,1
146411144,1
147408837,1
148396737,1
149414552,1
150412708,1
151410422,1
152408297,1
153396214,1
154414118,1
155412017,1
156409900,1
157407876,1
158415710,1
159413855,1
160411639,1
161409625,1
162407489,1
163415370,0
164413096,0
165411035,0
166408931,0
167396846,0
168414794,0
169412648,0
170410513,0
171408464,0
172396382,0
173414230,0
174412193,0
175410058,0
176407995,0
177416140,0
178413749,0
179411717,0
180409640,0
181407473,0
182395380,0
183413255,0
184411154,0
185409071,0
186397012,0
187414892,0
188412768,0
189410978,0
190408636,0
191416509,0
192414434,0
193412435,0
194410235,0
195408087,0
196396062,0
197413883,0
198411807,0
199409763,0
200407620,0
201415520,0
202413399,0
203411493,0
204409276,0
205417189,0
206395091,0
207412940,0
208411129,0
209408715,0
210396875,0
211414483,0
212412411,0
213410515,0
214408201,0
215416147,0
216413994,0
217411907,0
218409903,0
219407697,0
220395639,0
221413535,0
222411631,0
223409374,0
224397280,0
225415248,0
226413008,0
227410869,0
228408799,0
229416668,0
230394680,0
231412491,0
232410359,0
233408289,0
234396235,0
235414046,0
236411982,0
237409958,0
238407798,0
239415650,0
240413758,0
241411444,0
242409375,0
243397289,0
244395218,0
245413213,0
246410956,0
247408846,0
248396751,0
249414618,0
250412839,0
251410460,0
252408372,0
253416279,0
254414157,0
255412007,0
256409953,0
257407816,0
258395732,0
259413784,0
260411492,0
261409394,0
262397283,0
263415205,0
264413230,0
265410973,0
266408856,0
267411790,0
268414703,0
269412591,0
270410386,0
271408327,0
272396197,0
273414091,0
274412160,0
275409952,0
276407777,0
277415871,0
278413526,0
279411473,0
280409361,0
281397265,0
282415142,0
283413040,0
284411064,0
285408812,0
286396759,0
287414637,0
288412755,0
289410416,0
290408350,0
291396297,0
292414125,0
293412084,0
294409967,0
295407853,0
296416007,0
297413733,0
298411669,0
299409755,0
300407510,0
301415518,0
302413481,0
303411128,0
304409090,0
305397006,0
306415081,0
307412790,0
308410705,0
309408637,0
310416523,0
311414481,0
312412442,0
313410299,0
