timestamp,lat,lon,alt,x,y,z,yaw,update_count,valid_alt,valid_hpos,valid_lpos,manual_home
70296121,31.185629684641583,117.1975370554525,35.540173,0.8887831,-0.2881815,-2.4546776,-0.713669,920,1,1,1,0
78024866,31.18562554139312,117.19753563248427,35.470917,0.42807493,-0.4235437,-2.3854218,-0.220932,921,1,1,1,0
84218612,31.18562554139312,117.19753563248427,35.470917,0.42807493,-0.4235437,-2.3854218,-0.2596504,921,1,1,1,0
287096733,31.18547285981711,117.19730168561115,33.53496,-16.549316,-22.678154,-0.4494667,0.48360145,922,1,1,1,0
293686685,31.18547285981711,117.19730168561115,33.53496,-16.549316,-22.678154,-0.4494667,0.6886581,922,1,1,1,0
