timestamp,accel_device_id_primary,accel_device_ids[0],accel_device_ids[1],accel_device_ids[2],accel_device_ids[3],accel_inconsistency_m_s_s[0],accel_inconsistency_m_s_s[1],accel_inconsistency_m_s_s[2],accel_inconsistency_m_s_s[3],gyro_device_id_primary,gyro_device_ids[0],gyro_device_ids[1],gyro_device_ids[2],gyro_device_ids[3],gyro_inconsistency_rad_s[0],gyro_inconsistency_rad_s[1],gyro_inconsistency_rad_s[2],gyro_inconsistency_rad_s[3],accel_healthy[0],accel_healthy[1],accel_healthy[2],accel_healthy[3],accel_priority[0],accel_priority[1],accel_priority[2],accel_priority[3],gyro_healthy[0],gyro_healthy[1],gyro_healthy[2],gyro_healthy[3],gyro_priority[0],gyro_priority[1],gyro_priority[2],gyro_priority[3]
70417806,4259850,4259850,2490378,0,0,0.086657465,0.0866575,0.0,0.0,4325386,4325386,2490378,0,0,0.0065952064,0.0065951985,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
70422797,4259850,4259850,2490378,0,0,0.08320293,0.08320298,0.0,0.0,4325386,4325386,2490378,0,0,0.006960334,0.0069603263,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
70617396,4259850,4259850,2490378,0,0,0.07336719,0.07336716,0.0,0.0,4325386,4325386,2490378,0,0,0.0061753606,0.0061753606,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
70821980,4259850,4259850,2490378,0,0,0.10133602,0.101336025,0.0,0.0,4325386,4325386,2490378,0,0,0.005419296,0.0054193,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
71021573,4259850,4259850,2490378,0,0,0.11079894,0.11079893,0.0,0.0,4325386,4325386,2490378,0,0,0.0035992984,0.0035993026,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
71221169,4259850,4259850,2490378,0,0,0.111152865,0.11115287,0.0,0.0,4325386,4325386,2490378,0,0,0.00175674,0.0017567392,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
71420778,4259850,4259850,2490378,0,0,0.14161202,0.14161202,0.0,0.0,4325386,4325386,2490378,0,0,0.0032845202,0.0032845186,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
71620344,4259850,4259850,2490378,0,0,0.16066168,0.16066171,0.0,0.0,4325386,4325386,2490378,0,0,0.0069881454,0.006988149,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
71819984,4259850,4259850,2490378,0,0,0.119384274,0.11938425,0.0,0.0,4325386,4325386,2490378,0,0,0.0057137413,0.005713737,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
72019534,4259850,4259850,2490378,0,0,0.1154041,0.115404114,0.0,0.0,4325386,4325386,2490378,0,0,0.0049748113,0.004974811,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
72224114,4259850,4259850,2490378,0,0,0.11333971,0.11333972,0.0,0.0,4325386,4325386,2490378,0,0,0.0020363794,0.0020363827,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
72423711,4259850,4259850,2490378,0,0,0.12759712,0.12759712,0.0,0.0,4325386,4325386,2490378,0,0,0.002473099,0.0024730992,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
