timestamp,rpm_estimate,rpm_raw
70419112,-7.137922e-12,0.0
70429112,-5.7103376e-12,0.0
70619111,-8.229463e-14,0.0
70819112,-9.487925e-16,0.0
71019111,-1.0938831e-17,0.0
71219111,-1.2611612e-19,0.0
71419109,-1.4540197e-21,0.0
71619110,-1.6763708e-23,0.0
71819110,-0.35199496,-4.3949833
72019110,-0.03895722,0.0
72219111,-0.28517154,-1.4648479
72419120,-1.7919369,-11.744621
72619111,69.68324,95.21488
72819125,149.25354,149.19025
73019110,215.95555,235.86342
73219111,313.5725,322.29785
73419125,499.86923,528.0167
73619111,397.049,385.63962
73819109,588.5766,632.8758
74019110,466.6327,416.01544
74219111,565.3898,635.74243
74419111,542.01227,515.5733
74619139,740.44104,828.2474
74819111,582.6225,553.65533
75019112,838.90826,823.2423
75219110,636.6153,681.22064
75419111,698.0494,659.17975
75619110,955.64764,975.6836
75819126,971.77295,1155.493
76019111,855.8572,930.3622
76219110,896.8229,878.9065
76419113,914.18524,825.92413
76619111,1015.36804,874.5994
76819110,1071.3739,909.668
77019111,1155.4274,1045.7938
77219109,1146.3875,966.99023
77419113,1197.1205,1080.8389
77619111,1115.0012,990.1354
77819110,1157.9237,988.7695
78019110,1163.6046,1053.3281
78219110,1140.0833,1041.504
78419111,1173.6075,1152.6351
78619111,1207.6844,1313.5311
78819111,1323.9073,1375.351
79019111,1452.2826,1609.8633
79219110,1378.1262,1226.0742
79419111,1467.0667,1530.7618
79619110,1499.3667,1624.6743
79819110,1479.0054,1339.0012
80019111,1521.6377,1579.1016
80219111,1556.9392,1621.4198
80419111,1533.4769,1488.2814
80619109,1699.9904,1778.1425
80819111,1671.7821,1631.8358
81019137,1627.7966,1713.6353
81219110,1703.4219,1532.2268
81419110,1834.4575,1932.5159
81619111,1765.0876,1784.1797
81819110,1792.6517,1869.1409
82019141,1712.5065,1676.9452
82219129,1823.6917,1734.01
82419111,1893.5715,2005.3711
82619110,1841.9048,1882.5125
82819111,1897.88,1895.5078
83019111,1828.2994,1908.6919
83219111,1801.0168,1669.922
83419111,1931.1918,1921.6611
83619111,1922.7865,1962.6945
83819110,1868.4117,1847.1681
84019113,1918.3186,1913.9763
84219111,1865.1387,2037.5978
84419141,1810.9905,1702.8989
84619111,1909.814,1791.504
84819112,1943.7349,2066.688
85019111,1870.1344,1868.9535
85219111,1916.8553,1899.7124
85419111,1857.6224,1908.6915
85619111,1808.5829,1836.0082
85819111,1899.614,1764.9602
86019111,1946.911,1989.6559
86219110,1898.7042,1976.0741
86419110,1909.499,1813.4768
86619110,1909.1775,2008.1825
86819111,1821.1897,1831.0547
87019111,1867.8733,1699.219
87219111,1953.1621,1958.4962
87419111,1910.847,1948.6318
87619111,1890.0577,1813.2953
87819110,1926.9742,1981.9335
88019110,1828.1139,1845.8878
88219111,1835.4344,1763.4415
88419111,1944.2273,1880.8595
88619123,1930.3453,1940.0548
88819146,1883.4512,1916.4409
89019111,1924.1958,1882.1357
89219110,1867.5089,1960.1571
89419111,1822.0084,1816.4061
89619111,1906.7825,1756.3477
89819111,1943.4519,2008.3008
90019111,1881.1658,1909.0068
90219112,1910.1252,1827.9424
90419111,597.0418,145.01971
90619111,93.862915,87.89087
90819110,95.86536,102.53902
91019110,1260.755,1521.9725
91219110,1427.2039,1435.6904
91419111,1645.6348,1696.1195
91619111,1634.9846,1620.1172
91819111,1617.4115,1745.919
92019110,1668.9603,1511.8701
92219130,1834.1005,1880.2164
92419110,1811.3695,1878.1178
92619110,1880.4393,1897.1627
92819111,1842.2252,1920.4102
93019111,1760.9213,1627.2787
93219110,1856.0966,1781.3883
93419111,1755.5709,1799.8829
93619111,1760.4323,1722.6561
93819111,1586.335,1645.0194
94019111,1708.7988,1614.2577
94219110,1719.5839,1791.6832
94419128,1796.0735,1838.9177
94619111,1766.524,1904.2968
94819110,1793.8536,1750.6633
95019111,1936.9033,1866.2112
95219111,1918.9918,1989.258
95419111,1857.4342,1812.0116
95619118,1879.966,2002.7161
95819111,1761.1779,1872.0703
96019111,1832.8999,1658.2034
96219111,1933.0841,1954.1017
96419111,1867.7701,1866.2109
96619111,1836.7523,1770.5453
96819143,1760.1757,1820.8252
97019112,1651.6875,1507.3245
97219111,1770.4315,1788.5743
97419111,1653.7585,1645.0194
97619110,1710.9053,1832.7029
97819111,1676.7325,1572.1991
98019112,1857.1643,1779.9633
98219111,1866.9489,1894.0428
98419111,1873.8663,1797.3632
98619111,1914.6183,1999.5118
98819110,1831.031,1949.9019
99019111,1838.1838,1715.7418
99219141,1936.5596,1866.657
99419111,1924.1853,2077.1484
99619111,1864.5812,1754.8828
99819113,1874.1072,1932.597
100019111,1710.9224,1699.219
100219126,1758.375,1608.7545
100419137,1781.9633,1892.6195
100619110,1796.275,1792.221
100819111,1854.8059,2037.598
101019111,1788.3329,1750.4886
101219111,1859.0466,1722.6562
101419111,1946.4591,1993.6522
101619111,1889.504,2024.4141
101819111,1892.5681,1796.2577
102019111,1888.6903,1983.3986
102219111,1794.5808,1784.1796
102419110,1861.4816,1721.3634
102619112,1950.2056,1965.6238
102819111,1887.6173,1926.2695
103019129,1889.1315,1865.782
103219111,1875.3232,1993.6526
103419139,1773.3271,1736.6627
103619111,1851.4487,1749.0236
103819112,1906.4987,1941.0941
104019111,1829.9375,1804.8682
104219112,1892.1049,1930.6642
104419110,1852.199,1992.3868
104619125,1788.564,1690.8235
104819110,1885.3854,1809.2631
105019119,1908.0306,1962.7853
105219111,1871.1195,1913.0862
105419111,1912.5125,1883.6011
105619110,1850.0189,1955.5665
105819110,1794.3655,1664.0626
106019111,1915.391,1832.5197
106219129,1902.5024,1929.927
106419110,1848.6171,1831.2379
106619111,1906.3763,1861.8164
106819111,1838.305,1976.0741
107019112,1801.59,1663.7299
107219111,1911.9568,1840.0278
107419110,1910.3507,1948.4373
107619110,1870.4054,1910.1562
107819110,1907.458,1891.3022
108019111,1836.6716,1925.3827
108219110,1794.968,1653.974
108419110,1925.2838,1911.1117
108619111,1912.4541,1980.4685
108819110,1860.7644,1833.8011
109019116,1904.9469,1897.6786
109219111,1841.945,1984.8633
109419111,1800.9486,1664.0623
109619112,1897.5406,1849.9126
109819111,1866.192,1952.4415
110019110,1833.9196,1719.7267
110219139,1905.4331,2002.6304
110419110,1814.3904,1913.0859
110619110,1828.0419,1706.714
110819111,1927.9602,1872.0703
111019111,1891.3112,1955.5665
111219111,1868.9609,1816.406
111419111,1899.8842,1944.0421
111619111,1804.55,1869.1407
111819111,1834.6934,1702.1487
112019111,1939.1691,1932.129
112219111,1880.8339,1894.0428
112419111,1867.7665,1810.547
112619113,1892.6859,1943.4589
112819110,1797.775,1882.5125
113019111,1840.2527,1677.2463
113219110,1936.8833,1953.2228
113419110,1865.2024,1890.9241
113619110,1860.7574,1803.4032
113819111,1834.6111,1989.2578
114019112,1751.453,1784.4619
114219111,1849.3,1747.3843
114419110,1896.0411,1957.227
114619119,1855.2937,1823.372
114819110,1899.2942,1895.5079
115019111,1834.1808,1947.4462
115219111,1800.8918,1684.4015
115419111,1921.4573,1866.0244
115619110,1906.9996,1963.0872
115819127,1862.2899,1826.4847
116019110,1911.129,1961.6221
116219115,1821.8525,1864.0007
116419110,1800.2148,1674.3167
116619111,1928.7701,1917.289
116819111,1913.4834,2053.7112
117019111,1853.6359,1747.5586
117219111,1908.1333,1970.6617
117419111,1801.3827,1828.1249
117619127,1816.729,1765.0657
117819110,1923.0582,1844.423
118019111,1890.7421,1958.4962
118219110,1850.4198,1741.6992
118419111,1905.5304,2011.2305
118619111,1802.6101,1911.6212
118819111,1824.9618,1661.133
119019110,1925.7142,1903.0223
119219111,1866.1272,1882.3242
119419111,1873.7603,1853.0276
119619111,1884.6945,1979.0042
119819111,1787.384,1791.3248
120019110,1838.1947,1680.344
120219111,1940.7809,2009.5646
120419109,1880.2054,2026.0819
120619111,1880.403,1782.8932
120819111,1871.1416,1958.3
121019111,1778.645,1725.586
121219125,1874.255,1808.0156
121419110,1924.6167,1940.918
121619140,1859.4218,1858.471
121819110,1892.4548,1853.0275
122019110,1866.2437,1957.2269
122219116,1792.4164,1822.8191
122419111,1878.4021,1740.0603
122619110,1913.2126,1987.793
122819112,1841.1243,1801.3975
123019111,1908.0789,1948.2422
123219111,1846.3081,2006.8362
123419111,1780.0266,1664.0623
123619111,1893.3567,1792.969
123819111,1904.776,1946.7771
124019111,1859.8452,1904.2968
124219111,1896.936,1891.1136
124419110,1822.5829,1892.7675
124619111,1790.6624,1668.457
124819111,1922.3911,1896.9728
125019111,1904.125,2062.9126
125219111,1852.031,1738.5956
125419110,1902.7689,1970.0177
125619110,1794.0431,1844.2489
125819111,1804.7474,1703.4431
126019110,1928.1908,1976.0743
126219111,1871.1495,1899.9022
126419111,1867.2122,1792.9688
126619111,1871.8707,1955.3708
126819111,1781.543,1794.4333
127019111,1847.6722,1716.625
127219111,1929.9242,1927.7344
127419110,1865.4713,1932.3221
127619111,1875.5884,1790.0392
127819110,1876.4147,2039.6371
128019119,1786.1661,1784.2172
128219111,1868.8129,1750.4882
128419111,1920.2472,1952.6367
128619111,1847.8074,1841.3085
128819110,1895.0239,1924.9974
129019111,1843.6696,1945.3126
129219111,1778.7113,1675.781
129419140,1886.651,1772.3774
129619111,1911.434,1976.0743
129819111,1861.156,1907.0356
130019109,1895.2946,1905.9524
130219110,1792.2728,1841.3083
130419111,1803.5427,1697.5842
130619110,1917.6055,1864.9597
130819110,1899.2117,2017.0901
131019111,1854.8156,1797.1837
131219110,1884.0164,1919.1377
131419111,1780.1932,1817.5076
131619112,1821.3381,1656.4069
131819110,1937.062,2023.1517
132019111,1881.6276,1993.6526
132219111,1868.4712,1759.1013
132419110,1872.9326,1964.9451
132619110,1777.6613,1735.8398
132819110,1868.7194,1816.5878
133019111,1927.9906,1949.707
133219110,1869.9719,1882.5125
133419111,1887.297,1845.7032
133619111,1855.8389,1918.7537
133819110,1792.1309,1817.871
134019110,1879.898,1749.0238
134219111,1911.1466,1981.9335
134419111,1818.5752,1800.2931
134619110,1873.8817,1833.9845
134819111,1815.0598,1899.9022
135019111,1794.1682,1695.7332
135219111,1914.3256,1842.7737
135419111,1892.895,1984.6647
135619121,1834.0668,1723.69
135819111,1888.7555,1983.2004
136019110,1781.4049,1886.9077
136219110,1825.242,1656.7384
136419111,1925.267,1929.1995
136619114,1871.0057,1938.8716
136819110,1867.4124,1781.25
137019109,1870.3735,2027.5465
137219113,1771.4915,1766.2483
137419110,1868.8124,1755.0582
137619111,1913.6191,1976.0741
137819112,1847.452,1833.9844
138019111,1899.861,1948.2422
138219110,1848.284,1995.3165
138419112,1780.1713,1669.755
138619111,1888.3169,1772.4609
138819110,1901.6412,1942.5774
139019111,1856.1412,1882.3243
139219116,1891.9637,1919.2585
139419110,1807.5493,1855.9573
139619113,1796.302,1679.8398
139819111,1907.7609,1841.3085
140019110,1878.2242,1977.539
140219111,1855.3135,1836.9141
140419111,1869.9629,1926.0769
140619111,1768.7295,1749.3732
140819111,1834.1467,1700.6837
141019130,1921.2076,1956.0488
141219111,1849.2689,1924.6123
141419111,1839.544,1877.9298
141619111,1745.9907,1843.3267
141819111,1794.6885,1749.1985
142019110,1912.8529,1848.8176
142219122,1878.7697,1902.0148
142419110,1850.4812,1791.3248
142619124,1860.5239,1925.6163
142819111,1744.0107,1712.4025
143019110,1862.146,1803.4032
143219111,1917.0115,1918.9453
143419116,1842.4313,1828.6757
143619110,1880.5626,1845.888
143819111,1824.505,1933.4004
144019110,1738.7694,1611.4894
144219111,1844.9183,1792.9685
144419110,1800.7645,1832.703
144619111,1818.5319,1724.726
144819111,1734.8003,1812.012
145019124,1681.311,1578.5143
145219112,1830.9806,1835.2659
145419110,1787.2367,1769.5312
145619109,1862.0608,1841.677
145819111,1808.7885,1904.1649
146019111,1756.9192,1650.714
146219110,1846.2529,1797.543
146419111,1754.3269,1792.9689
146619110,1750.6533,1776.8556
146819109,1620.4728,1605.6293
147019110,1749.0793,1639.1602
147219110,1710.0203,1712.5735
147419112,1744.036,1775.3906
147619111,1680.5056,1725.5859
147819110,1770.0919,1614.2577
148019110,1916.7096,1964.3558
148219111,1860.7794,1967.285
148419111,1879.8341,1841.493
148619114,1830.4784,1881.9476
148819111,1761.3809,1691.7251
149019110,1838.1188,1746.0938
149219111,1784.9346,1819.336
149419141,1735.1182,1665.0955
149619112,1693.4813,1786.9309
149819111,1698.988,1533.6915
150019111,1838.9672,1875.0001
150219111,1766.9183,1766.6016
150419111,1781.6552,1835.4495
150619126,1714.3512,1689.0752
150819127,1843.732,1746.2294
151019111,1890.4714,1924.6122
151219111,1774.1154,1769.5312
151419138,1777.3436,1840.5574
151619111,1608.2698,1608.3984
151819116,1718.7478,1645.3809
152019115,1625.2866,1668.0295
152219112,1665.4125,1781.7845
152419111,1571.6516,1503.2303
152619111,1690.1608,1782.7147
152819111,1673.1676,1690.4302
153019111,1667.5769,1786.1445
153219110,1695.2671,1558.0013
153419110,1799.5507,1817.8712
153619111,1674.0365,1600.9142
153819111,1670.0986,1716.625
154019111,1599.8728,1525.0549
154219111,1697.8973,1778.1511
154419112,1661.2167,1611.4891
154619111,1573.162,1606.9336
154819111,1635.4026,1525.5735
155019111,1671.0078,1709.4725
155219109,1702.6913,1692.2329
155419115,1582.3441,1566.756
155619142,1718.9518,1697.0575
155819111,1685.2181,1737.3047
156019111,1752.5167,1795.7189
156219111,1685.2523,1765.1368
156419111,1788.1425,1725.5858
156619111,1815.7896,1864.7461
156819137,1715.745,1658.1208
157019111,1653.1787,1784.1797
157219111,1659.8892,1535.0028
157419111,1781.5271,1845.7031
157619110,1706.325,1615.7227
157819110,1636.5365,1688.965
158019120,1642.9066,1553.066
158219111,1760.1282,1785.6445
158419111,1657.1562,1567.2261
158619110,1623.3499,1752.1283
158819111,1634.2803,1482.4218
159019110,1777.3324,1850.0978
159219143,1735.0469,1659.4729
159419111,1781.0729,1970.2147
159619111,1736.023,1768.0664
159819110,1831.8975,1702.3186
160019111,1809.5165,1929.1992
160219122,1726.0275,1634.2692
160419128,1628.6976,1668.2538
160619110,1651.2863,1571.7772
160819111,1637.7041,1668.698
161019110,1601.4637,1664.0626
161219110,1456.7952,1349.256
161419111,1653.7163,1798.828
161619144,1631.9874,1538.8673
