timestamp,timestamp_sample,control[0],control[1],control[2],control[3],control[4],control[5],control[6],control[7]
70420233,70420107,-0.3870253,0.33902127,-0.32789126,nan,nan,nan,nan,nan
70422732,70422602,-0.3821099,0.33510295,-0.33108115,nan,nan,nan,nan,nan
70522523,70522399,-1.0,0.9925336,-0.4057475,nan,nan,nan,nan,nan
70619824,70619700,-0.6187629,-0.11768547,-0.26721165,nan,nan,nan,nan,nan
70722114,70721992,0.28673047,-0.2038449,-0.19732103,nan,nan,nan,nan,nan
70824413,70824283,0.59097284,-0.5824637,0.018397462,nan,nan,nan,nan,nan
70921708,70921585,0.6366203,-0.74953854,0.1360485,nan,nan,nan,nan,nan
71023999,71023876,0.71236354,-0.8169051,0.2417834,nan,nan,nan,nan,nan
71121302,71121178,0.6959523,-0.5610323,0.18526332,nan,nan,nan,nan,nan
71223596,71223469,0.66760725,-0.35925284,0.11765807,nan,nan,nan,nan,nan
71320890,71320771,0.50033736,-0.307316,0.03509615,nan,nan,nan,nan,nan
71420703,71420568,0.418275,-0.3627826,-0.044357616,nan,nan,nan,nan,nan
71522980,71522859,0.26774144,-0.3856678,-0.0728385,nan,nan,nan,nan,nan
71620281,71620161,0.081550546,-0.5445402,-0.03782244,nan,nan,nan,nan,nan
71722582,71722452,0.2914478,-0.83886695,0.036804046,nan,nan,nan,nan,nan
71819890,71819754,0.55860126,-0.76476574,0.108877406,nan,nan,nan,nan,nan
71922171,71922046,0.65514046,-0.655026,0.12873612,nan,nan,nan,nan,nan
72019471,72019347,0.6340926,-0.70363134,0.15545654,nan,nan,nan,nan,nan
72121829,72121639,0.5361447,-0.71475893,0.14569011,nan,nan,nan,nan,nan
72224051,72223930,0.47716317,-0.6447787,0.11990637,nan,nan,nan,nan,nan
72321358,72321231,0.36194122,-0.4048651,0.054661922,nan,nan,nan,nan,nan
72423650,72423523,0.31961927,-0.26194242,0.00848947,nan,nan,nan,nan,nan
72521121,72520825,0.2892532,-0.16622454,-0.04264451,nan,nan,nan,nan,nan
72623236,72623116,0.17924272,0.037905883,-0.06804392,nan,nan,nan,nan,nan
72720680,72720418,0.16878259,0.09005482,-0.10448557,nan,nan,nan,nan,nan
72822833,72822709,0.08153226,-0.031822953,-0.3190867,nan,nan,nan,nan,nan
72922731,72922506,-0.049869735,-0.2381015,-0.22066054,nan,nan,nan,nan,nan
73022427,73022303,-0.112085454,-0.42058644,-0.2709153,nan,nan,nan,nan,nan
73122280,73122099,-0.007587604,-0.30453125,-0.22225367,nan,nan,nan,nan,nan
73222037,73221895,-0.016555829,-0.21495146,-0.20023568,nan,nan,nan,nan,nan
73321857,73321692,-0.037694898,-0.19508767,-0.13130899,nan,nan,nan,nan,nan
73419115,73418994,-0.17272222,-0.17726855,-0.15443377,nan,nan,nan,nan,nan
73521427,73521285,-0.11898614,-0.20704864,-0.23140757,nan,nan,nan,nan,nan
73623711,73623577,3.514723e-05,-0.28868872,-0.07925471,nan,nan,nan,nan,nan
73721001,73720879,0.15453254,-0.43105444,-0.011152594,nan,nan,nan,nan,nan
73823288,73823170,0.48308545,-0.6761711,0.0665691,nan,nan,nan,nan,nan
73920591,73920472,0.75144565,-0.795683,0.1667066,nan,nan,nan,nan,nan
74022896,74022763,1.0,-0.99148124,0.34791946,nan,nan,nan,nan,nan
74120185,74120065,0.60899323,-0.63051957,0.16024935,nan,nan,nan,nan,nan
74222473,74222356,0.552302,-0.73599625,0.17324106,nan,nan,nan,nan,nan
74322273,74322153,0.34385553,-0.52827156,0.07177379,nan,nan,nan,nan,nan
74422068,74421950,0.2869405,-0.24684379,0.013840123,nan,nan,nan,nan,nan
74521863,74521746,0.3645537,-0.5593443,0.06884902,nan,nan,nan,nan,nan
74621661,74621543,0.54058135,-0.76028156,0.14462364,nan,nan,nan,nan,nan
74721474,74721339,0.74729836,-1.0,0.28331044,nan,nan,nan,nan,nan
74821254,74821136,0.8449236,-1.0,0.30080843,nan,nan,nan,nan,nan
74921050,74920932,0.74136204,-0.81794256,0.19499819,nan,nan,nan,nan,nan
75023343,75023224,0.5653687,-0.76531297,0.16037033,nan,nan,nan,nan,nan
75120651,75120526,0.6078375,-0.77651876,0.12599525,nan,nan,nan,nan,nan
75222941,75222821,0.5638762,-0.83993477,0.14875844,nan,nan,nan,nan,nan
75320236,75320119,0.7384482,-0.8688434,0.23297195,nan,nan,nan,nan,nan
75422535,75422410,0.7265066,-1.0,0.5202564,nan,nan,nan,nan,nan
75519831,75519712,0.5488372,-0.71417797,0.19326444,nan,nan,nan,nan,nan
75622122,75622003,0.05396002,-0.45515764,-0.09444174,nan,nan,nan,nan,nan
75724410,75724295,0.013151801,-0.21108761,-0.1335741,nan,nan,nan,nan,nan
75821717,75821597,0.63943684,-0.93174183,0.063211426,nan,nan,nan,nan,nan
75924007,75923888,0.68571347,-0.87643915,0.13662797,nan,nan,nan,nan,nan
76021309,76021190,0.49332285,-0.47684586,0.06949242,nan,nan,nan,nan,nan
76121104,76120986,-0.004933665,-0.5786838,-0.033639006,nan,nan,nan,nan,nan
76220905,76220783,0.09191298,-0.23468886,-0.037490528,nan,nan,nan,nan,nan
76323194,76323075,0.6349567,-0.8775492,0.09623117,nan,nan,nan,nan,nan
76422988,76422871,0.5859274,-0.98175865,0.18943812,nan,nan,nan,nan,nan
76520292,76520173,0.46469077,-0.7485815,0.13483223,nan,nan,nan,nan,nan
76622586,76622464,0.33737502,-0.6304103,0.0473645,nan,nan,nan,nan,nan
76719887,76719766,0.2604265,-0.43976656,0.027300542,nan,nan,nan,nan,nan
76822172,76822057,0.9527293,-1.0,0.3679904,nan,nan,nan,nan,nan
76919481,76919359,0.62555856,-0.37707892,0.07451401,nan,nan,nan,nan,nan
77021766,77021650,0.25340164,-0.19216318,-0.007760396,nan,nan,nan,nan,nan
77119071,77118952,0.39542326,-0.41968313,0.01750707,nan,nan,nan,nan,nan
77221360,77221244,0.67934394,-0.5598688,0.17066808,nan,nan,nan,nan,nan
77323673,77323535,0.78288215,-0.27191564,0.110219225,nan,nan,nan,nan,nan
77420954,77420837,0.45922315,-0.19003403,-0.050593987,nan,nan,nan,nan,nan
77523246,77523128,0.25117606,-0.7233983,-0.06921572,nan,nan,nan,nan,nan
77620546,77620430,0.35630807,-1.0,0.2968778,nan,nan,nan,nan,nan
77722861,77722721,0.5000001,-1.0,0.29423493,nan,nan,nan,nan,nan
77820151,77820023,0.28292906,-1.0,0.1711628,nan,nan,nan,nan,nan
77922441,77922314,0.5997869,-1.0,0.11431806,nan,nan,nan,nan,nan
78022259,78022111,0.45504013,-1.0,0.22996965,nan,nan,nan,nan,nan
78122031,78121907,0.4675666,-0.8537983,0.1711596,nan,nan,nan,nan,nan
78221822,78221704,0.7443959,-1.0,0.19748692,nan,nan,nan,nan,nan
78319150,78319005,0.65512073,-1.0,0.13601102,nan,nan,nan,nan,nan
78421432,78421297,0.6542753,-1.0,0.34671703,nan,nan,nan,nan,nan
78523721,78523588,0.48966408,-0.8302164,0.17892231,nan,nan,nan,nan,nan
78621010,78620889,0.4066582,-0.59862554,0.07043954,nan,nan,nan,nan,nan
78723298,78723181,0.95070714,-1.0,0.2603042,nan,nan,nan,nan,nan
78820606,78820483,0.67399645,-1.0,0.25368994,nan,nan,nan,nan,nan
78922892,78922774,0.40407097,-0.9464302,0.16211306,nan,nan,nan,nan,nan
79020195,79020075,0.1657619,-0.8221265,0.14546147,nan,nan,nan,nan,nan
79122556,79122367,0.10822257,-0.91465825,0.1801183,nan,nan,nan,nan,nan
79222282,79222163,0.21229489,-1.0,0.20613968,nan,nan,nan,nan,nan
79322076,79321959,0.23235947,-1.0,0.22901718,nan,nan,nan,nan,nan
79421875,79421756,-0.0029640095,-0.9104173,0.1692025,nan,nan,nan,nan,nan
79521689,79521552,0.26967585,-1.0,0.17675826,nan,nan,nan,nan,nan
79621468,79621349,0.11729065,-0.81928843,0.0451292,nan,nan,nan,nan,nan
79721262,79721145,0.002793437,-0.70477283,0.085417055,nan,nan,nan,nan,nan
79821058,79820941,0.46687734,-1.0,0.056446206,nan,nan,nan,nan,nan
79923352,79923233,0.05210053,-0.2965958,-0.0004048748,nan,nan,nan,nan,nan
80020655,80020534,-0.08848797,-0.1460198,-0.025194068,nan,nan,nan,nan,nan
80122946,80122826,0.3401659,-0.49529535,0.0014246454,nan,nan,nan,nan,nan
80220247,80220127,0.19577198,-0.4778721,0.054301016,nan,nan,nan,nan,nan
80322540,80322420,0.02270976,-0.1445475,0.0047942777,nan,nan,nan,nan,nan
80419837,80419719,0.5066668,-0.6022707,0.0612465,nan,nan,nan,nan,nan
80522138,80522011,0.14169835,-0.30107793,0.050180268,nan,nan,nan,nan,nan
80624434,80624302,0.23200157,-0.47469726,0.04579459,nan,nan,nan,nan,nan
80721726,80721603,0.20744804,-0.18902826,0.04185691,nan,nan,nan,nan,nan
80824026,80823894,0.025769826,-0.05258588,0.034432348,nan,nan,nan,nan,nan
80921315,80921196,0.057887565,-0.32709986,0.024445813,nan,nan,nan,nan,nan
81021120,81020992,0.35554713,-1.0,0.12322581,nan,nan,nan,nan,nan
81120908,81120788,-0.03971312,-0.18098158,0.009208457,nan,nan,nan,nan,nan
81220713,81220585,0.13643606,-0.37404102,0.004645814,nan,nan,nan,nan,nan
81323012,81322876,0.031638168,-0.26880226,0.01924058,nan,nan,nan,nan,nan
81420462,81420177,-0.1273856,-0.6901598,0.029382188,nan,nan,nan,nan,nan
81522586,81522468,-0.16630864,-0.089966595,0.071551315,nan,nan,nan,nan,nan
81620029,81619769,-0.74280316,0.49219412,-0.038980894,nan,nan,nan,nan,nan
81722196,81722060,-0.93143606,0.2420828,-0.009427112,nan,nan,nan,nan,nan
81819610,81819361,-1.0,0.06425005,0.31190664,nan,nan,nan,nan,nan
81921772,81921653,-0.76167464,0.49917305,0.032804396,nan,nan,nan,nan,nan
82024093,82023944,-0.41045266,0.14172691,0.12193923,nan,nan,nan,nan,nan
82121363,82121244,-0.3861599,0.23198293,0.06431272,nan,nan,nan,nan,nan
82223663,82223536,-0.22968782,-0.036872555,0.07269977,nan,nan,nan,nan,nan
82320963,82320837,-0.26855934,-0.7314409,0.47649005,nan,nan,nan,nan,nan
82423255,82423128,0.050562344,-0.85180366,0.19799945,nan,nan,nan,nan,nan
82520546,82520429,0.0787146,-0.4024889,0.0641308,nan,nan,nan,nan,nan
82622842,82622719,-0.1487068,-0.35644585,0.22700927,nan,nan,nan,nan,nan
82722654,82722516,-0.032246545,-0.27962366,0.087949924,nan,nan,nan,nan,nan
82822438,82822311,-0.10881793,-0.24528268,0.0946217,nan,nan,nan,nan,nan
82922227,82922108,-0.11970591,-0.20129755,0.055834197,nan,nan,nan,nan,nan
83022026,83021903,-0.13155259,-0.54070884,0.22300369,nan,nan,nan,nan,nan
83121819,83121699,-0.45145363,-0.31118006,0.30047542,nan,nan,nan,nan,nan
83221632,83221495,-0.14097448,-0.26249704,0.20591258,nan,nan,nan,nan,nan
83321409,83321291,-0.115493074,-0.19148722,0.14959396,nan,nan,nan,nan,nan
83423699,83423582,0.32508475,-1.0,0.43102023,nan,nan,nan,nan,nan
83521004,83520882,0.02492972,-0.8660332,0.13074215,nan,nan,nan,nan,nan
83623292,83623173,0.33501267,-1.0,0.30863908,nan,nan,nan,nan,nan
83720592,83720474,0.5000001,-1.0,0.6373586,nan,nan,nan,nan,nan
83822884,83822765,0.09630367,-0.87019956,0.186249,nan,nan,nan,nan,nan
83920197,83920066,-0.0025166082,-0.5874022,0.083746046,nan,nan,nan,nan,nan
84022473,84022356,-0.05127936,-0.8909342,0.15308954,nan,nan,nan,nan,nan
84122268,84122152,0.052775715,-1.0,0.20249425,nan,nan,nan,nan,nan
84222066,84221948,-0.08041707,-0.67938495,0.11199322,nan,nan,nan,nan,nan
84321862,84321743,-0.38272545,-0.18830161,0.12490927,nan,nan,nan,nan,nan
84421660,84421539,-0.5034628,-0.19177629,0.17480613,nan,nan,nan,nan,nan
84521450,84521334,-0.6319926,0.08759465,0.15533967,nan,nan,nan,nan,nan
84621250,84621131,-0.79377097,0.12018988,0.13720915,nan,nan,nan,nan,nan
84721045,84720926,-0.41422808,-0.052093755,0.10583282,nan,nan,nan,nan,nan
84823334,84823216,-0.42065284,-0.10641149,0.123962194,nan,nan,nan,nan,nan
84920638,84920517,-0.30191427,-0.3683377,0.20150506,nan,nan,nan,nan,nan
85022933,85022808,-0.29734495,-0.33115113,0.2110175,nan,nan,nan,nan,nan
85120226,85120109,0.116769396,-0.6679658,0.1068626,nan,nan,nan,nan,nan
85222526,85222399,0.26194695,-0.73712134,0.14450118,nan,nan,nan,nan,nan
85319820,85319700,0.09029635,-0.6712527,0.13386558,nan,nan,nan,nan,nan
85422109,85421990,-0.12050834,-0.48500025,0.1288033,nan,nan,nan,nan,nan
85524397,85524280,-0.3429038,-0.2603087,0.15229453,nan,nan,nan,nan,nan
85621700,85621581,-0.096280396,-0.6264596,0.19109482,nan,nan,nan,nan,nan
85723991,85723871,-0.085160285,-0.4450237,0.104847565,nan,nan,nan,nan,nan
85821290,85821172,0.5000001,-1.0,0.501377,nan,nan,nan,nan,nan
85923583,85923462,-0.2116245,-0.78837574,0.14255954,nan,nan,nan,nan,nan
86020884,86020763,-0.1460134,-0.32687163,0.07513832,nan,nan,nan,nan,nan
86120680,86120559,-0.13212606,-0.419305,0.09424981,nan,nan,nan,nan,nan
86222968,86222849,-0.31394315,-0.19005173,0.08495726,nan,nan,nan,nan,nan
86320268,86320149,-0.29279763,-0.43900597,0.1495188,nan,nan,nan,nan,nan
86422558,86422439,-0.31079248,-0.27096826,0.14071472,nan,nan,nan,nan,nan
86519860,86519740,-0.4198012,-0.42528033,0.1534048,nan,nan,nan,nan,nan
86622149,86622030,-0.31633687,-0.36978772,0.1410504,nan,nan,nan,nan,nan
86719462,86719331,-0.30780113,-0.13921526,0.08605118,nan,nan,nan,nan,nan
86821746,86821621,-0.36920765,-0.5649905,0.2374057,nan,nan,nan,nan,nan
86924039,86923911,-0.40499872,-0.16093011,0.1487579,nan,nan,nan,nan,nan
87021329,87021212,-0.47253618,-0.44789785,0.24602026,nan,nan,nan,nan,nan
87123625,87123502,-0.39457148,-0.08619389,0.14383274,nan,nan,nan,nan,nan
87220920,87220802,-0.4836677,-0.029826911,0.13275833,nan,nan,nan,nan,nan
87323213,87323093,-0.48479193,-0.13045892,0.2021538,nan,nan,nan,nan,nan
87420514,87420393,-0.5222225,-0.026773116,0.19757555,nan,nan,nan,nan,nan
87522802,87522683,-0.36620197,-0.28053313,0.285496,nan,nan,nan,nan,nan
87622598,87622478,-0.42354375,-0.5764565,0.6973818,nan,nan,nan,nan,nan
