timestamp,safe_points_id,is_evaluation_pending,has_vtol_approach,rtl_type,safe_point_index
70857512,0,0,-34,1,0
72873205,0,0,-34,1,0
74899348,0,0,-34,1,0
76925079,0,0,-34,1,0
78950848,0,0,-34,1,0
80976704,0,0,-34,1,0
82992884,0,0,-34,1,0
85018347,0,0,-34,1,0
87044189,0,0,-34,1,0
89070160,0,0,-34,1,0
91086957,0,0,-34,1,0
93112009,0,0,-34,1,0
95137669,0,0,-34,1,0
97163370,0,0,-34,1,0
99189385,0,0,-34,1,0
101215420,0,0,-34,1,0
103240823,0,0,-34,1,0
105266659,0,0,-34,1,0
107292658,0,0,-34,1,0
109308492,0,0,-34,1,0
111334111,0,0,-34,1,0
113359836,0,0,-34,1,0
115385732,0,0,-34,1,0
117411495,0,0,-34,1,0
119437234,0,0,-34,1,0
121453106,0,0,-34,1,0
123479698,0,0,-34,1,0
125504549,0,0,-34,1,0
127530375,0,0,-34,1,0
129556402,0,0,-34,1,0
131581921,0,0,-34,1,0
133607819,0,0,-34,1,0
135633529,0,0,-34,1,0
137649359,0,0,-34,1,0
139675197,0,0,-34,1,0
141700826,0,0,-34,1,0
143732009,0,0,-34,1,0
145752317,0,0,-34,1,0
147778100,0,0,-34,1,0
149793914,0,0,-34,1,0
151819656,0,0,-34,1,0
153845566,0,0,-34,1,0
155871878,0,0,-34,1,0
157896981,0,0,-34,1,0
159922577,0,0,-34,1,0
161948695,0,0,-34,1,0
163954250,0,0,-34,1,0
165979907,0,0,-34,1,0
168004710,0,0,-34,1,0
170028703,0,0,-34,1,0
172047308,0,0,-34,1,0
174073182,0,0,-34,1,0
176101343,0,0,-34,1,0
178124498,0,0,-34,1,0
180150229,0,0,-34,1,0
182174708,0,0,-34,1,0
184196862,0,0,-34,1,0
186217446,0,0,-34,1,0
188243548,0,0,-34,1,0
190269054,0,0,-34,1,0
192295035,0,0,-34,1,0
194318863,0,0,-34,1,0
196343986,0,0,-34,1,0
198362003,0,0,-34,1,0
200387804,0,0,-34,1,0
202413519,0,0,-34,1,0
204439411,0,0,-34,1,0
206463704,0,0,-34,1,0
208480956,0,0,-34,1,0
210514855,0,0,-34,1,0
212539693,0,0,-34,1,0
214558211,0,0,-34,1,0
216583727,0,0,-34,1,0
218609558,0,0,-34,1,0
220636107,0,0,-34,1,0
222659693,0,0,-34,1,0
224684711,0,0,-34,1,0
226702498,0,0,-34,1,0
228728270,0,0,-34,1,0
230754016,0,0,-34,1,0
232779769,0,0,-34,1,0
234805425,0,0,-34,1,0
236829710,0,0,-34,1,0
238847017,0,0,-34,1,0
240872701,0,0,-34,1,0
242898384,0,0,-34,1,0
244924437,0,0,-34,1,0
246949896,0,0,-34,1,0
248975672,0,0,-34,1,0
251000691,0,0,-34,1,0
253024707,0,0,-34,1,0
255042943,0,0,-34,1,0
257068594,0,0,-34,1,0
259094431,0,0,-34,1,0
261120190,0,0,-34,1,0
263146178,0,0,-34,1,0
265169722,0,0,-34,1,0
267194892,0,0,-34,1,0
269213213,0,0,-34,1,0
271238758,0,0,-34,1,0
273264571,0,0,-34,1,0
275280302,0,0,-34,1,0
277296012,0,0,-34,1,0
279321747,0,0,-34,1,0
281327444,0,0,-34,1,0
283353250,0,0,-34,1,0
285379305,0,0,-34,1,0
287404824,0,0,-34,1,0
289430556,0,0,-34,1,0
291446271,0,0,-34,1,0
293472241,0,0,-34,1,0
295497858,0,0,-34,1,0
297523719,0,0,-34,1,0
299549655,0,0,-34,1,0
301565212,0,0,-34,1,0
303590876,0,0,-34,1,0
305616687,0,0,-34,1,0
307642435,0,0,-34,1,0
309668290,0,0,-34,1,0
311693988,0,0,-34,1,0
313719765,0,0,-34,1,0
