timestamp,freefall,ground_contact,maybe_landed,landed,in_ground_effect,in_descend,has_low_throttle,vertical_movement,horizontal_movement,rotational_movement,close_to_ground_or_skipped_check,at_rest
70198566,0,0,0,1,0,0,0,0,0,0,0,0
71206652,0,0,0,1,0,0,0,0,0,0,0,0
72214455,0,0,0,1,0,0,0,0,0,0,0,0
73224885,0,0,0,1,0,0,0,0,0,0,0,0
74230335,0,0,0,1,0,0,0,0,0,0,0,0
75238277,0,0,0,1,0,0,0,0,0,0,0,0
76246253,0,0,0,1,0,0,0,0,0,0,0,0
77254200,0,0,0,1,0,0,0,0,0,0,0,0
78022625,0,0,0,0,0,0,0,0,0,0,0,0
79030782,0,0,0,0,0,0,0,0,0,0,0,0
80038626,0,0,0,0,0,0,0,0,0,0,0,0
81046384,0,0,0,0,0,0,0,0,0,0,0,0
82054415,0,0,0,0,0,0,0,0,0,0,0,0
83062268,0,0,0,0,0,0,0,0,0,0,0,0
84070423,0,0,0,0,0,0,0,0,0,0,0,0
85078185,0,0,0,0,0,0,0,0,0,0,0,0
86086094,0,0,0,0,0,0,0,0,0,0,0,0
87094040,0,0,0,0,0,0,0,0,0,0,0,0
88101939,0,0,0,0,0,0,0,0,0,0,0,0
89109947,0,0,0,0,0,0,0,0,0,0,0,0
90117990,0,0,0,0,0,0,0,0,0,0,0,0
91125777,0,0,0,0,0,0,0,0,0,0,0,0
92133906,0,0,0,0,0,0,0,0,0,0,0,0
93141572,0,0,0,0,0,0,0,0,0,0,0,0
94149574,0,0,0,0,0,0,0,0,0,0,0,0
95157418,0,0,0,0,0,0,0,0,0,0,0,0
96165339,0,0,0,0,0,0,0,0,0,0,0,0
97173329,0,0,0,0,0,0,0,0,0,0,0,0
98181497,0,0,0,0,0,0,0,0,0,0,0,0
99189288,0,0,0,0,0,0,0,0,0,0,0,0
100197239,0,0,0,0,0,0,0,0,0,0,0,0
101204986,0,0,0,0,0,0,0,0,0,0,0,0
102212923,0,0,0,0,0,0,0,0,0,0,0,0
103220786,0,0,0,0,0,0,0,0,0,0,0,0
104228794,0,0,0,0,0,0,0,0,0,0,0,0
105236849,0,0,0,0,0,0,0,0,0,0,0,0
106244512,0,0,0,0,0,0,0,0,0,0,0,0
107252515,0,0,0,0,0,0,0,0,0,0,0,0
108260353,0,0,0,0,0,0,0,0,0,0,0,0
109268340,0,0,0,0,0,0,0,0,0,0,0,0
110276368,0,0,0,0,0,0,0,0,0,0,0,0
111284228,0,0,0,0,0,0,0,0,0,0,0,0
112292038,0,0,0,0,0,0,0,0,0,0,0,0
113299908,0,0,0,0,0,0,0,0,0,0,0,0
114307920,0,0,0,0,0,0,0,0,0,0,0,0
115315752,0,0,0,0,0,0,0,0,0,0,0,0
116323564,0,0,0,0,0,0,0,0,0,0,0,0
117332023,0,0,0,0,0,0,0,0,0,0,0,0
118339463,0,0,0,0,0,0,0,0,0,0,0,0
119347320,0,0,0,0,0,0,0,0,0,0,0,0
120355291,0,0,0,0,0,0,0,0,0,0,0,0
121363079,0,0,0,0,0,0,0,0,0,0,0,0
122371041,0,0,0,0,0,0,0,0,0,0,0,0
123378917,0,0,0,0,0,0,0,0,0,0,0,0
124386786,0,0,0,0,0,0,0,0,0,0,0,0
125394936,0,0,0,0,0,0,0,0,0,0,0,0
126402588,0,0,0,0,0,0,0,0,0,0,0,0
127410538,0,0,0,0,0,0,0,0,0,0,0,0
128418425,0,0,0,0,0,0,0,0,0,0,0,0
129426327,0,0,0,0,0,0,0,0,0,0,0,0
130434524,0,0,0,0,0,0,0,0,0,0,0,0
131442069,0,0,0,0,0,0,0,0,0,0,0,0
132450079,0,0,0,0,0,0,0,0,0,0,0,0
133457852,0,0,0,0,0,0,0,0,0,0,0,0
134465956,0,0,0,0,0,0,0,0,0,0,0,0
135473745,0,0,0,0,0,0,0,0,0,0,0,0
136481534,0,0,0,0,0,0,0,0,0,0,0,0
137489634,0,0,0,0,0,0,0,0,0,0,0,0
138497581,0,0,0,0,0,0,0,0,0,0,0,0
139505358,0,0,0,0,0,0,0,0,0,0,0,0
140513226,0,0,0,0,0,0,0,0,0,0,0,0
141521420,0,0,0,0,0,0,0,0,0,0,0,0
142529226,0,0,0,0,0,0,0,0,0,0,0,0
143536879,0,0,0,0,0,0,0,0,0,0,0,0
144544740,0,0,0,0,0,0,0,0,0,0,0,0
145552888,0,0,0,0,0,0,0,0,0,0,0,0
146560533,0,0,0,0,0,0,0,0,0,0,0,0
147568480,0,0,0,0,0,0,0,0,0,0,0,0
148576365,0,0,0,0,0,0,0,0,0,0,0,0
149584152,0,0,0,0,0,0,0,0,0,0,0,0
150592099,0,0,0,0,0,0,0,0,0,0,0,0
151599928,0,0,0,0,0,0,0,0,0,0,0,0
152608066,0,0,0,0,0,0,0,0,0,0,0,0
153616005,0,0,0,0,0,0,0,0,0,0,0,0
154623593,0,0,0,0,0,0,0,0,0,0,0,0
155631747,0,0,0,0,0,0,0,0,0,0,0,0
156639847,0,0,0,0,0,0,0,0,0,0,0,0
157647301,0,0,0,0,0,0,0,0,0,0,0,0
158655400,0,0,0,0,0,0,0,0,0,0,0,0
159663035,0,0,0,0,0,0,0,0,0,0,0,0
160671196,0,0,0,0,0,0,0,0,0,0,0,0
161678894,0,0,0,0,0,0,0,0,0,0,0,0
162686819,0,0,0,0,0,0,0,0,0,0,0,0
163694617,0,0,0,0,0,0,0,0,0,0,0,0
164702694,0,0,0,0,0,0,0,0,0,0,0,0
165710409,0,0,0,0,0,0,0,0,0,0,0,0
166718587,0,0,0,0,0,0,0,0,0,0,0,0
167726385,0,0,0,0,0,0,0,0,0,0,0,0
168734299,0,0,0,0,0,0,0,0,0,0,0,0
169741923,0,0,0,0,0,0,0,0,0,0,0,0
170749830,0,0,0,0,0,0,0,0,0,0,0,0
171757723,0,0,0,0,0,0,0,0,0,0,0,0
172765781,0,0,0,0,0,0,0,0,0,0,0,0
173773512,0,0,0,0,0,0,0,0,0,0,0,0
174781354,0,0,0,0,0,0,0,0,0,0,0,0
175789309,0,0,0,0,0,0,0,0,0,0,0,0
176797212,0,0,0,0,0,0,0,0,0,0,0,0
177805043,0,0,0,0,0,0,0,0,0,0,0,0
178812978,0,0,0,0,0,0,0,0,0,0,0,0
179820983,0,0,0,0,0,0,0,0,0,0,0,0
180828741,0,0,0,0,0,0,0,0,0,0,0,0
181836604,0,0,0,0,0,0,0,0,0,0,0,0
182844508,0,0,0,0,0,0,0,0,0,0,0,0
183852358,0,0,0,0,0,0,0,0,0,0,0,0
184860262,0,0,0,0,0,0,0,0,0,0,0,0
185868266,0,0,0,0,0,0,0,0,0,0,0,0
186876236,0,0,0,0,0,0,0,0,0,0,0,0
187883969,0,0,0,0,0,0,0,0,0,0,0,0
188891790,0,0,0,0,0,0,0,0,0,0,0,0
189899685,0,0,0,0,0,0,0,0,0,0,0,0
190907539,0,0,0,0,0,0,0,0,0,0,0,0
191915457,0,0,0,0,0,0,0,0,0,0,0,0
192923489,0,0,0,0,0,0,0,0,0,0,0,0
193931233,0,0,0,0,0,0,0,0,0,0,0,0
194939160,0,0,0,0,0,0,0,0,0,0,0,0
195947040,0,0,0,0,0,0,0,0,0,0,0,0
196954946,0,0,0,0,0,0,0,0,0,0,0,0
197962758,0,0,0,0,0,0,0,0,0,0,0,0
198970621,0,0,0,0,0,0,0,0,0,0,0,0
199978567,0,0,0,0,0,0,0,0,0,0,0,0
200986374,0,0,0,0,0,0,0,0,0,0,0,0
201994500,0,0,0,0,0,0,0,0,0,0,0,0
203002145,0,0,0,0,0,0,0,0,0,0,0,0
204010125,0,0,0,0,0,0,0,0,0,0,0,0
205018147,0,0,0,0,0,0,0,0,0,0,0,0
206026098,0,0,0,0,0,0,0,0,0,0,0,0
207033999,0,0,0,0,0,0,0,0,0,0,0,0
208041635,0,0,0,0,0,0,0,0,0,0,0,0
209049521,0,0,0,0,0,0,0,0,0,0,0,0
210057353,0,0,0,0,0,0,0,0,0,0,0,0
211065303,0,0,0,0,0,0,0,0,0,0,0,0
212073144,0,0,0,0,0,0,0,0,0,0,0,0
213081035,0,0,0,0,0,0,0,0,0,0,0,0
214088953,0,0,0,0,0,0,0,0,0,0,0,0
215096814,0,0,0,0,0,0,0,0,0,0,0,0
216104765,0,0,0,0,0,0,0,0,0,0,0,0
217112547,0,0,0,0,0,0,0,0,0,0,0,0
218120470,0,0,0,0,0,0,0,0,0,0,0,0
219128304,0,0,0,0,0,0,0,0,0,0,0,0
220136239,0,0,0,0,0,0,0,0,0,0,0,0
221144225,0,0,0,0,0,0,0,0,0,0,0,0
222151973,0,0,0,0,0,0,0,0,0,0,0,0
223159819,0,0,0,0,0,0,0,0,0,0,0,0
224167764,0,0,0,0,0,0,0,0,0,0,0,0
225175643,0,0,0,0,0,0,0,0,0,0,0,0
226183746,0,0,0,0,0,0,0,0,0,0,0,0
227191445,0,0,0,0,0,0,0,0,0,0,0,0
228199302,0,0,0,0,0,0,0,0,0,0,0,0
229207084,0,0,0,0,0,0,0,0,0,0,0,0
230215054,0,0,0,0,0,0,0,0,0,0,0,0
231222897,0,0,0,0,0,0,0,0,0,0,0,0
232230988,0,0,0,0,0,0,0,0,0,0,0,0
233238672,0,0,0,0,0,0,0,0,0,0,0,0
234246621,0,0,0,0,0,0,0,0,0,0,0,0
235254629,0,0,0,0,0,0,0,0,0,0,0,0
236262335,0,0,0,0,0,0,0,0,0,0,0,0
237270188,0,0,0,0,0,0,0,0,0,0,0,0
238278052,0,0,0,0,0,0,0,0,0,0,0,0
239286095,0,0,0,0,0,0,0,0,0,0,0,0
240293829,0,0,0,0,0,0,0,0,0,0,0,0
241301661,0,0,0,0,0,0,0,0,0,0,0,0
242309802,0,0,0,0,0,0,0,0,0,0,0,0
243317490,0,0,0,0,0,0,0,0,0,0,0,0
244325577,0,0,0,0,0,0,0,0,0,0,0,0
245333255,0,0,0,0,0,0,0,0,0,0,0,0
246341300,0,0,0,0,0,0,0,0,0,0,0,0
247348985,0,0,0,0,0,0,0,0,0,0,0,0
248357069,0,0,0,0,0,0,0,0,0,0,0,0
249364719,0,0,0,0,0,0,0,0,0,0,0,0
250372659,0,0,0,0,0,0,0,0,0,0,0,0
251380506,0,0,0,0,0,0,0,0,0,0,0,0
252388468,0,0,0,0,0,0,0,0,0,0,0,0
253396352,0,0,0,0,0,0,0,0,0,0,0,0
254404263,0,0,0,0,0,0,0,0,0,0,0,0
255412018,0,0,0,0,0,0,0,0,0,0,0,0
