timestamp,nav_roll,nav_pitch,nav_bearing,target_bearing,xtrack_error,wp_dist,acceptance_radius,type
990453,0.0,0.0,0.0,0.0,0.0,nan,67.8816,5
90327622,0.0,0.0,0.0,0.0,0.0,nan,67.8816,5
90357515,0.0,0.0,0.36087206,1.9316684,79.68681,0.31317773,10.679221,2
90816443,0.0,0.0,0.29561132,1.8664076,77.73744,2.262552,9.188048,2
91315471,0.0,0.0,0.17985882,1.750655,75.95291,4.047096,9.949516,2
91814389,0.0,0.0,0.098367214,1.6691635,73.64325,6.356736,13.617868,2
92313326,0.0,0.0,0.007194325,1.5779907,70.86024,9.139774,14.346738,2
92832471,0.0,0.0,-0.073587425,1.497209,67.88923,12.110765,13.665105,2
93331313,0.0,0.0,-0.11709278,1.4537035,65.21123,14.788764,11.581356,2
93830213,0.0,0.0,-0.13742699,1.4333694,62.76045,17.239544,10.120374,2
94329282,0.0,0.0,-0.14758876,1.4232075,60.57819,19.421803,9.3463955,2
94828448,0.0,0.0,-0.14781533,1.422981,58.36825,21.631739,9.739172,2
95317356,0.0,0.0,-0.14215374,1.4286426,56.063675,23.936327,10.408222,2
95816142,0.0,0.0,-0.13561764,1.4351786,53.67155,26.328466,10.601355,2
96315093,0.0,0.0,-0.1285893,1.442207,51.257492,28.742512,11.002791,2
96814169,0.0,0.0,-0.123299666,1.4474967,48.807076,31.192911,10.808106,2
97333223,0.0,0.0,-0.12433154,1.4464648,46.441204,33.55879,9.833046,2
97812123,0.0,0.0,-0.12837991,1.4424164,44.412174,35.58781,9.503668,2
98330950,0.0,0.0,-0.13135198,1.4394443,42.14371,37.856277,9.773177,2
98829942,0.0,0.0,-0.13505462,1.4357417,39.84547,40.154533,10.46661,2
99328915,0.0,0.0,-0.13927397,1.4315224,37.491116,42.508892,9.692822,2
99827837,0.0,0.0,-0.1493652,1.4214311,35.32924,44.67076,9.275063,2
100316816,0.0,0.0,-0.16160582,1.4091905,33.380768,46.619225,8.600263,2
100815798,0.0,0.0,-0.17413214,1.3966641,31.459162,48.540844,9.204781,2
101314763,0.0,0.0,-0.18180642,1.3869276,29.34085,50.65915,9.742066,2
101813760,0.0,0.0,-0.13048202,1.3816606,26.989922,53.010067,10.705453,2
102312696,0.0,0.0,-0.088810876,1.3777307,24.516836,55.48316,10.567956,2
102831824,0.0,0.0,-0.05508319,1.3756937,22.078972,57.921024,10.07255,2
103330868,0.0,0.0,-0.0428409,1.373084,19.908266,60.091736,9.286616,2
103829979,0.0,0.0,0.0051877727,1.3688934,17.822872,62.17714,8.9547415,2
104328965,0.0,0.0,0.042066198,1.3643056,15.830754,64.16923,8.412073,2
104827692,0.0,0.0,0.08407015,1.3601062,13.908115,66.09189,7.851954,2
105316522,0.0,0.0,0.18517819,1.357264,12.079278,67.920715,7.7901363,2
105815442,0.0,0.0,0.34012446,1.3565423,10.218015,69.78198,8.05515,2
106314504,0.0,0.0,0.4286114,1.3579556,8.387976,71.612015,7.435972,2
106813394,0.0,0.0,0.6103692,1.3615491,6.6374235,73.36257,7.6497245,2
107332507,0.0,0.0,0.7889072,1.3694704,4.934575,75.06542,7.664562,2
107831460,0.0,0.0,0.9905354,1.3821604,3.4308236,76.569176,8.218773,2
108330510,0.0,0.0,1.1590421,1.3990228,2.150329,77.849655,8.649699,2
108829455,0.0,0.0,1.278348,1.4183345,1.2226478,78.77734,8.580217,2
109328425,0.0,0.0,1.3621802,1.4386647,0.64265615,79.35735,8.342949,2
109817139,0.0,0.0,1.4137387,1.4584798,0.37235644,79.627655,8.306662,2
110316166,0.0,0.0,1.4524289,1.4805174,0.24691632,79.753075,8.797683,2
110815106,0.0,0.0,1.4675632,1.5041198,0.33543172,79.66457,9.170457,2
111314081,0.0,0.0,1.4650615,1.5285263,0.5759539,79.42404,9.030238,2
